gene_id	genes	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	condition_1	condition_2	neg_log10_FDR	significant	label
ENSG00000151615	ENSG00000151615	9.680937804473489	7.870003785768808	466.85739398868765	8.823339724535053e-22	3.3763980012554134e-18	POU4F2	protein_coding	4	H1_FT	H1_RGC	17.471546365493932	TRUE	POU4F2
ENSG00000114251	ENSG00000114251	-8.470345093565147	5.2316704748135265	88.0084101660786	6.025873283760407e-11	4.209286067306661e-9	WNT5A	protein_coding	3	H1_FT	H1_RGC	8.375791558160035	TRUE	WNT5A
ENSG00000165092	ENSG00000165092	-7.731539228700068	7.731141717644807	291.8110485178679	8.122183930568875e-19	1.2600358582075148e-15	ALDH1A1	protein_coding	9	H1_FT	H1_RGC	14.899617095517307	TRUE	ALDH1A1
ENSG00000186487	ENSG00000186487	7.680462761929422	4.20906513439862	47.091303434292286	5.976307036946397e-8	1.7194988667705424e-6	MYT1L	protein_coding	2	H1_FT	H1_RGC	5.764598106062068	TRUE	MYT1L
ENSG00000182240	ENSG00000182240	-7.674897052639618	4.384183297090386	53.66665172423592	1.4866251706646505e-8	5.141189422003985e-7	BACE2	protein_coding	21	H1_FT	H1_RGC	6.288936394690527	TRUE	BACE2
ENSG00000176907	ENSG00000176907	-7.51744061359935	4.511329260210326	47.49666007407092	5.3610652356494433e-08	1.5660312698538322e-6	TCIM	protein_coding	8	H1_FT	H1_RGC	5.805199570381916	TRUE	TCIM
ENSG00000027644	ENSG00000027644	7.361674573330261	3.8634726304776468	42.411010913778256	1.9043534902215668e-7	4.934983762470336e-6	INSRR	protein_coding	1	H1_FT	H1_RGC	5.306714271946955	TRUE	INSRR
ENSG00000140451	ENSG00000140451	-7.345988192433993	4.249956896937955	39.75826761329898	3.1058705029906507e-7	7.387839522539153e-6	PIF1	protein_coding	15	H1_FT	H1_RGC	5.131482546804165	TRUE	PIF1
ENSG00000114315	ENSG00000114315	-7.312515298593185	9.930279437466606	519.530244739468	6.135755933875356e-23	7.043847812088908e-19	HES1	protein_coding	3	H1_FT	H1_RGC	18.152190035879663	TRUE	HES1
ENSG00000142871	ENSG00000142871	-7.281778805223124	7.7417632042530915	284.2545568431597	1.2361460674072166e-18	1.4190956853834847e-15	CCN1	protein_coding	1	H1_FT	H1_RGC	14.847988320375487	TRUE	CCN1
ENSG00000018625	ENSG00000018625	-6.932980770941792	4.819897112340666	35.89373253880473	8.027313062094947e-7	1.7257219841357674e-5	ATP1A2	protein_coding	1	H1_FT	H1_RGC	4.763029168343252	TRUE	ATP1A2
ENSG00000118523	ENSG00000118523	-6.929695301040668	4.174110142482959	31.83445498873806	2.539854891721984e-6	4.710425550398769e-5	CCN2	protein_coding	6	H1_FT	H1_RGC	4.326939855962093	TRUE	CCN2
ENSG00000131981	ENSG00000131981	-6.887226500854296	4.039518380931977	27.918260376322742	6.930100953693217e-6	1.1019052485927719e-4	LGALS3	protein_coding	14	H1_FT	H1_RGC	3.9578557482995507	TRUE	LGALS3
ENSG00000085276	ENSG00000085276	-6.883122083152188	3.851204682270623	30.67903354947595	3.16282853080686e-6	5.620630268368847e-5	MECOM	protein_coding	3	H1_FT	H1_RGC	4.2502149821663044	TRUE	MECOM
ENSG00000185650	ENSG00000185650	-6.717131562478981	10.033399062670153	483.1335142432206	2.0750824958559448e-22	1.1910973526213124e-18	ZFP36L1	protein_coding	14	H1_FT	H1_RGC	17.924052740634476	TRUE	ZFP36L1
ENSG00000183876	ENSG00000183876	-6.621555799846828	3.3693979904444156	23.118557097676867	3.062863425138369e-5	3.9418914933395154e-4	ARSI	protein_coding	5	H1_FT	H1_RGC	3.4042953345194045	TRUE	ARSI
ENSG00000184232	ENSG00000184232	-6.564252537134943	6.429028430142483	170.5268984545453	3.3644561943856475e-15	9.420477344279814e-13	OAF	protein_coding	11	H1_FT	H1_RGC	12.025927090547425	TRUE	OAF
ENSG00000168546	ENSG00000168546	6.561551907821532	3.8185689287348987	22.070527883899153	4.03937538279606e-5	4.970206794694402e-4	GFRA2	protein_coding	8	H1_FT	H1_RGC	3.3036255412613786	TRUE	GFRA2
ENSG00000171320	ENSG00000171320	-6.5156844032263415	3.890939828620753	24.626231468254616	1.81002799464019e-5	2.5065285136875005e-4	ESCO2	protein_coding	8	H1_FT	H1_RGC	3.6009273505894455	TRUE	ESCO2
ENSG00000163513	ENSG00000163513	-6.512892274177286	3.629288333467167	23.83217539081557	2.3076527432975466e-5	3.059105484186586e-4	TGFBR2	protein_coding	3	H1_FT	H1_RGC	3.5144055473990017	TRUE	TGFBR2
