gene_id	genes	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	condition_1	condition_2	neg_log10_FDR	significant	label
ENSG00000197921	ENSG00000197921	-12.031707388132578	10.034573958838518	793.0904032598279	1.3965049938510797e-25	1.6031877329410396e-21	HES5	protein_coding	1	H1_FT	H2_FT	20.79501561887697	TRUE	HES5
ENSG00000102225	ENSG00000102225	-10.80876539187432	7.474288694850284	329.32593918114276	2.389941109881518e-19	2.7436523941439826e-16	CDK16	protein_coding	X	H1_FT	H2_FT	15.561670912231998	TRUE	CDK16
ENSG00000133169	ENSG00000133169	-10.190370969448015	8.425361109208628	248.10576357820392	3.70025264054095e-17	2.1239450156705052e-14	BEX1	protein_coding	X	H1_FT	H2_FT	13.672856730387169	TRUE	BEX1
ENSG00000102109	ENSG00000102109	10.138335282511912	9.15777144934761	527.5755546181776	4.7379945484924334e-23	1.8130725805564378e-19	PCSK1N	protein_coding	X	H1_FT	H2_FT	18.74158480996725	TRUE	PCSK1N
ENSG00000100554	ENSG00000100554	-9.96231276711319	6.8580016989946495	233.67430342762833	4.945997312825847e-17	2.5809113250563966e-14	ATP6V1D	protein_coding	14	H1_FT	H2_FT	13.588226916688313	TRUE	ATP6V1D
ENSG00000077152	ENSG00000077152	-9.371134128726393	5.584256124215497	162.3978000093214	1.101861384068076e-14	3.5137135247504205e-12	UBE2T	protein_coding	1	H1_FT	H2_FT	11.45423364969666	TRUE	UBE2T
ENSG00000142937	ENSG00000142937	-9.323040791986756	5.749946198562695	12.788020110440037	0.0402847764847438	0.39799417731915565	RPS8	protein_coding	1	H1_FT	H2_FT	0.40012328163650923	FALSE	RPS8
ENSG00000147133	ENSG00000147133	-9.119062041192908	5.52898986576765	107.08788703886381	1.6441259915700738e-11	2.7756715269447714e-9	TAF1	protein_coding	X	H1_FT	H2_FT	8.556631929598973	TRUE	TAF1
ENSG00000179918	ENSG00000179918	-8.959521721808716	5.473821341958894	116.24319121149034	1.1881432414707978e-12	2.573563096619766e-10	SEPHS2	protein_coding	16	H1_FT	H2_FT	9.589465179588721	TRUE	SEPHS2
ENSG00000123575	ENSG00000123575	-8.689374405488673	5.261873106519831	113.09462151110819	1.720524785773164e-12	3.527075810834986e-10	FAM199X	protein_coding	X	H1_FT	H2_FT	9.452585205522908	TRUE	FAM199X
