iso_ref	gene_ref	isoform_id	gene_id	condition_1	condition_2	gene_name	gene_biotype	iso_biotype	gene_overall_mean	gene_value_1	gene_value_2	gene_stderr_1	gene_stderr_2	gene_log2_fold_change	gene_q_value	iso_overall_mean	iso_value_1	iso_value_2	iso_stderr_1	iso_stderr_2	iso_log2_fold_change	iso_q_value	IF_overall	IF1	IF2	dIF	isoform_switch_q_value	gene_switch_q_value	PTC	neg_log_10_q
isoComp_00000207	geneComp_00000043	ENST00000268251	ENSG00000183044	RGC	RO_D209	ABAT	protein_coding	protein_coding	45.145592817704845	51.59027026583708	17.789483377197428	4.123013125893997	0.4642446424709074	-1.535543253887453	NA	7.073386047766772	2.2551089057933655	8.548779283260771	0.7179727857682697	0.08782682700843747	1.91782462709816	NA	0.2075375	0.045	0.481	0.436	7.984759914688268e-8	7.984759914688268e-8	FALSE	7.097738137671223
isoComp_00000651	geneComp_00000122	ENST00000478253	ENSG00000163686	RGC	RO_D209	ABHD6	protein_coding	protein_coding	9.923015309468084	9.675064314853362	11.267306499314302	1.2655697808481332	1.9916167578091286	0.2195889975461428	NA	4.126430053116818	1.6999206262197795	8.534603170503779	0.31136937274362786	1.2059580138345385	2.3210841342572333	NA	0.413725	0.195275	0.7623500000000001	0.5670750000000001	0.001954003100357232	0.0018407648123526651	FALSE	2.709074751534866
isoComp_00000665	geneComp_00000125	ENST00000261017	ENSG00000138443	RGC	RO_D209	ABI2	protein_coding	protein_coding	80.97562074758565	85.24354238108543	67.25238076520097	3.45871463950065	16.570844147449233	-0.3419599367494526	NA	32.84716607842564	19.952825565549077	36.88569015902411	2.2165884219963132	11.27634299261677	0.8861363666022047	NA	0.4089625	0.23265	0.5399499999999999	0.3072999999999999	0.0013961191487308915	0.0013961191487308915	FALSE	2.8550775162198563
isoComp_00000735	geneComp_00000135	ENST00000291107	ENSG00000159842	RGC	RO_D209	ABR	protein_coding	protein_coding	57.36444080454013	58.00289348071675	42.279318703773086	2.5036304463601233	3.67905381906365	-0.4560802594985693	NA	2.6945087098181166	0.5039574625921805	7.4200020780645914	0.29614901036045094	1.8167089826186795	3.853641748656918	NA	0.056325	0.009375	0.1731	0.163725	0.008839668013728942	9.45654789647842e-8	FALSE	2.0535640452259534
isoComp_00002113	geneComp_00000419	ENST00000355842	ENSG00000087274	RGC	RO_D209	ADD1	protein_coding	protein_coding	43.46337719066956	40.57572613656194	67.69070841810243	5.197810424853654	3.6487717389845926	0.738198504577519	NA	4.9946666624321905	0.7395786570542973	15.396825585584006	0.2842138795087852	3.8683689275266513	4.361345954746866	NA	0.09555000000000001	0.017675	0.225	0.207325	0.004183221184206896	0.004183221184206896	FALSE	2.3784891718666628
isoComp_00002373	geneComp_00000469	ENST00000327435	ENSG00000182551	RGC	RO_D209	ADI1	protein_coding	protein_coding	77.55877480929371	29.445300214446664	117.13588455564727	1.9240312683397023	8.165027943964757	1.9917071094357075	NA	61.04498234900372	10.753557103990465	97.21139893112334	0.6829186061188638	8.385375246615233	3.1751189597218614	NA	0.6236	0.3654	0.8289	0.46349999999999997	4.757644501475347e-8	4.757644501475347e-8	FALSE	7.322608012238981
isoComp_00002694	geneComp_00000539	ENST00000409538	ENSG00000157985	RGC	RO_D209	AGAP1	protein_coding	protein_coding	112.5934966162013	100.7310041811695	207.6609988429243	11.17961140518579	33.152667559154025	1.0436487416760254	NA	53.24959443646406	29.901269080686944	140.49479584988762	6.32186115246323	36.800781629641854	2.2318583470009816	NA	0.3862625	0.286675	0.6652	0.378525	0.015665409039495586	0.015665409039495586	FALSE	1.8050582607710046
isoComp_00002704	geneComp_00000544	ENST00000547588	ENSG00000135439	RGC	RO_D209	AGAP2	protein_coding	protein_coding	15.21371531691678	22.262874424788603	10.85397023778253	0.5473541832929751	1.172958967198917	-1.0357363246949605	NA	5.44724413119226	4.9062118573579365	7.882266093766388	0.595321930778471	1.8710632451815663	0.6828925104445157	NA	0.4735875	0.22047499999999998	0.7159500000000001	0.4954750000000001	0.02049775724877669	0.02049775724877669	FALSE	1.6882936544449414
isoComp_00002715	geneComp_00000546	ENST00000473312	ENSG00000133612	RGC	RO_D209	AGAP3	protein_coding	protein_coding	66.69020706927613	76.54242441338842	47.10132604311004	3.7112516834014055	0.3004196043045866	-0.7003741284313431	NA	10.226709885949466	9.068333513869408	12.242451437736356	1.5562605882813223	0.26537440811738655	0.4325710335284608	NA	0.1655	0.1187	0.2599	0.14120000000000002	0.0470903863245619	0.023896388967311503	FALSE	1.3270677466365461
isoComp_00003350	geneComp_00000677	ENST00000359028	ENSG00000127914	RGC	RO_D209	AKAP9	protein_coding	protein_coding	73.11642685329599	74.73377224635489	118.35776674525493	1.0788773276928751	22.526851020274876	0.6632509856236253	NA	4.945193708551831	0.2574430786945732	19.256228993671318	0.15154925872137484	7.263103925061439	6.170698540418764	NA	0.040987499999999996	0.0034249999999999997	0.15665	0.153225	9.119422333776988e-6	9.119422333776988e-6	FALSE	5.04003267101355
