gene_id	seqnames	start	end	width	strand	isoform_id	gene_name
ENSG00000004866	chr7	117219084	117219090	7	+	ENST00000543837.5	ST7
ENSG00000004866	chr7	117219084	117219090	7	+	ENST00000543837.5	ST7
ENSG00000004866	chr7	117219084	117219090	7	+	ENST00000543837.5	ST7
ENSG00000006704	chr7	74535113	74535138	26	+	ENST00000265755.7	GTF2IRD1
ENSG00000006704	chr7	74535113	74535138	26	+	ENST00000265755.7	GTF2IRD1
ENSG00000006704	chr7	74535113	74535138	26	+	ENST00000265755.7	GTF2IRD1
ENSG00000006704	chr7	74535113	74535138	26	+	ENST00000424337.7	GTF2IRD1
ENSG00000006704	chr7	74535113	74535138	26	+	ENST00000424337.7	GTF2IRD1
ENSG00000006704	chr7	74535113	74535138	26	+	ENST00000424337.7	GTF2IRD1
ENSG00000006704	chr7	74535113	74535138	26	+	ENST00000455841.6	GTF2IRD1
ENSG00000006704	chr7	74535113	74535138	26	+	ENST00000455841.6	GTF2IRD1
ENSG00000006704	chr7	74535113	74535138	26	+	ENST00000455841.6	GTF2IRD1
ENSG00000006704	chr7	74535113	74535138	26	+	ENST00000476977.5	GTF2IRD1
ENSG00000006704	chr7	74535113	74535138	26	+	ENST00000476977.5	GTF2IRD1
ENSG00000006704	chr7	74535113	74535138	26	+	ENST00000476977.5	GTF2IRD1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000447510.7	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000447510.7	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000447510.7	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000505450.5	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000505450.5	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000505450.5	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000508167.5	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000508167.5	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000508167.5	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000510224.5	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000510224.5	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000510224.5	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000513946.2	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000513946.2	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000513946.2	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000540805.6	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000540805.6	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000540805.6	PROM1
ENSG00000007062	chr4	15980277	15980301	25	-	ENST00000513946.2	PROM1
ENSG00000007062	chr4	15980277	15980301	25	-	ENST00000513946.2	PROM1
ENSG00000007062	chr4	15980277	15980301	25	-	ENST00000513946.2	PROM1
ENSG00000007392	chr16	190122	190135	14	-	ENST00000418978.5	LUC7L
ENSG00000007392	chr16	190122	190135	14	-	ENST00000418978.5	LUC7L
ENSG00000007392	chr16	190122	190135	14	-	ENST00000418978.5	LUC7L
ENSG00000007402	chr3	50373065	50373085	21	-	ENST00000423994.6	CACNA2D2
ENSG00000007402	chr3	50373065	50373085	21	-	ENST00000423994.6	CACNA2D2
ENSG00000007402	chr3	50373065	50373085	21	-	ENST00000423994.6	CACNA2D2
ENSG00000010295	chr12	6549476	6549484	9	-	ENST00000336604.8	IFFO1
ENSG00000010295	chr12	6549476	6549484	9	-	ENST00000336604.8	IFFO1
ENSG00000010295	chr12	6549476	6549484	9	-	ENST00000336604.8	IFFO1
