gene_id	seqnames	start	end	width	strand	isoform_id	gene_name
ENSG00000004866	chr7	117219084	117219090	7	+	ENST00000543837.5	ST7
ENSG00000004866	chr7	117219084	117219090	7	+	ENST00000543837.5	ST7
ENSG00000004866	chr7	117219084	117219090	7	+	ENST00000543837.5	ST7
ENSG00000006704	chr7	74535113	74535138	26	+	ENST00000265755.7	GTF2IRD1
ENSG00000006704	chr7	74535113	74535138	26	+	ENST00000265755.7	GTF2IRD1
ENSG00000006704	chr7	74535113	74535138	26	+	ENST00000265755.7	GTF2IRD1
ENSG00000006704	chr7	74535113	74535138	26	+	ENST00000424337.7	GTF2IRD1
ENSG00000006704	chr7	74535113	74535138	26	+	ENST00000424337.7	GTF2IRD1
ENSG00000006704	chr7	74535113	74535138	26	+	ENST00000424337.7	GTF2IRD1
ENSG00000006704	chr7	74535113	74535138	26	+	ENST00000455841.6	GTF2IRD1
ENSG00000006704	chr7	74535113	74535138	26	+	ENST00000455841.6	GTF2IRD1
ENSG00000006704	chr7	74535113	74535138	26	+	ENST00000455841.6	GTF2IRD1
ENSG00000006704	chr7	74535113	74535138	26	+	ENST00000476977.5	GTF2IRD1
ENSG00000006704	chr7	74535113	74535138	26	+	ENST00000476977.5	GTF2IRD1
ENSG00000006704	chr7	74535113	74535138	26	+	ENST00000476977.5	GTF2IRD1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000447510.7	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000447510.7	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000447510.7	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000505450.5	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000505450.5	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000505450.5	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000508167.5	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000508167.5	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000508167.5	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000510224.5	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000510224.5	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000510224.5	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000513946.2	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000513946.2	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000513946.2	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000540805.6	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000540805.6	PROM1
ENSG00000007062	chr4	15979881	15979904	24	-	ENST00000540805.6	PROM1
ENSG00000007062	chr4	15980277	15980301	25	-	ENST00000513946.2	PROM1
ENSG00000007062	chr4	15980277	15980301	25	-	ENST00000513946.2	PROM1
ENSG00000007062	chr4	15980277	15980301	25	-	ENST00000513946.2	PROM1
ENSG00000007062	chr4	16035735	16035761	27	-	ENST00000447510.7	PROM1
ENSG00000007062	chr4	16035735	16035761	27	-	ENST00000447510.7	PROM1
ENSG00000007062	chr4	16035735	16035761	27	-	ENST00000447510.7	PROM1
ENSG00000007062	chr4	16035735	16035761	27	-	ENST00000510224.5	PROM1
ENSG00000007062	chr4	16035735	16035761	27	-	ENST00000510224.5	PROM1
ENSG00000007062	chr4	16035735	16035761	27	-	ENST00000510224.5	PROM1
ENSG00000007062	chr4	16035735	16035761	27	-	ENST00000539194.6	PROM1
ENSG00000007062	chr4	16035735	16035761	27	-	ENST00000539194.6	PROM1
ENSG00000007062	chr4	16035735	16035761	27	-	ENST00000539194.6	PROM1
