"transcript_id","biotype","gene_id","gene_name"
"ENST00000392634","protein_coding","ENSG00000203485","INF2"
"ENST00000393041","protein_coding","ENSG00000136717","BIN1"
"ENST00000393081","protein_coding","ENSG00000197142","ACSL5"
"ENST00000393087","protein_coding","ENSG00000197249","SERPINA1"
"ENST00000393150","protein_coding","ENSG00000196954","CASP4"
"ENST00000393197","protein_coding","ENSG00000136697","IL1F10"
"ENST00000393211","protein_coding","ENSG00000065618","COL17A1"
"ENST00000393305","protein_coding","ENSG00000172780","RAB43"
"ENST00000393319","protein_coding","ENSG00000146054","TRIM7"
"ENST00000393612","protein_coding","ENSG00000103051","COG4"
"ENST00000393730","protein_coding","ENSG00000170615","SLC26A5"
"ENST00000393750","protein_coding","ENSG00000163586","FABP1"
"ENST00000393870","protein_coding","ENSG00000197430","OPALIN"
"ENST00000393878","protein_coding","ENSG00000172016","REG3A"
"ENST00000393926","protein_coding","ENSG00000172354","GNB2"
"ENST00000394001","protein_coding","ENSG00000131737","KRT34"
"ENST00000394008","protein_coding","ENSG00000198083","KRTAP9-9"
"ENST00000394014","protein_coding","ENSG00000213416","KRTAP4-12"
"ENST00000394015","protein_coding","ENSG00000213417","KRTAP2-4"
"ENST00000394073","protein_coding","ENSG00000124356","STAMBP"
"ENST00000394205","protein_coding","ENSG00000153130","SCOC"
"ENST00000394222","protein_coding","ENSG00000169379","ARL13B"
"ENST00000394256","protein_coding","ENSG00000179626","OR6C4"
"ENST00000394376","protein_coding","ENSG00000133895","MEN1"
"ENST00000394439","protein_coding","ENSG00000138735","PDE5A"
"ENST00000394571","protein_coding","ENSG00000180316","PNPLA1"
"ENST00000394573","protein_coding","ENSG00000156222","SLC28A1"
"ENST00000394652","protein_coding","ENSG00000172349","IL16"
"ENST00000394701","protein_coding","ENSG00000164022","AIMP1"
"ENST00000394747","protein_coding","ENSG00000121270","ABCC11"
"ENST00000394788","protein_coding","ENSG00000135218","CD36"
"ENST00000394852","protein_coding","ENSG00000140403","DNAJA4"
"ENST00000394855","protein_coding","ENSG00000140403","DNAJA4"
"ENST00000394943","protein_coding","ENSG00000050405","LIMA1"
"ENST00000395001","protein_coding","ENSG00000166928","MS4A14"
"ENST00000395005","protein_coding","ENSG00000166928","MS4A14"
"ENST00000395079","protein_coding","ENSG00000172772","OR10W1"
"ENST00000395089","protein_coding","ENSG00000162620","LRRIQ3"
"ENST00000395107","protein_coding","ENSG00000181085","MAPK15"
"ENST00000395166","protein_coding","ENSG00000109339","MAPK10"
"ENST00000395224","protein_coding","ENSG00000149922","TBX6"
"ENST00000395445","protein_coding","ENSG00000150275","PCDH15"
"ENST00000395495","protein_coding","ENSG00000148584","A1CF"
"ENST00000395562","protein_coding","ENSG00000070748","CHAT"
"ENST00000395653","protein_coding","ENSG00000188603","CLN3"
"ENST00000395690","protein_coding","ENSG00000184313","MROH7"
"ENST00000395713","protein_coding","ENSG00000104447","TRPS1"
"ENST00000395809","protein_coding","ENSG00000198915","RASGEF1A"
"ENST00000395898","protein_coding","ENSG00000129003","VPS13C"
"ENST00000396104","protein_coding","ENSG00000183747","ACSM2A"
"ENST00000396134","protein_coding","ENSG00000169344","UMOD"
"ENST00000396138","protein_coding","ENSG00000169344","UMOD"
"ENST00000396169","protein_coding","ENSG00000187094","CCK"
"ENST00000396280","protein_coding","ENSG00000083067","TRPM3"
"ENST00000396289","protein_coding","ENSG00000189013","KIR2DL4"
"ENST00000396315","protein_coding","ENSG00000104972","LILRB1"
"ENST00000396423","protein_coding","ENSG00000164749","HNF4G"
"ENST00000396439","protein_coding","ENSG00000205810","KLRC3"
"ENST00000396477","protein_coding","ENSG00000213822","CEACAM18"
"ENST00000396502","protein_coding","ENSG00000256660","CLEC12B"
"ENST00000396594","protein_coding","ENSG00000159921","GNE"
"ENST00000396776","protein_coding","ENSG00000175857","GAPT"
"ENST00000396884","protein_coding","ENSG00000100146","SOX10"
"ENST00000397016","protein_coding","ENSG00000100884","CPNE6"
"ENST00000397024","protein_coding","ENSG00000126217","MCF2L"
"ENST00000397076","protein_coding","ENSG00000146039","SLC17A4"
"ENST00000397121","protein_coding","ENSG00000196109","ZNF676"
"ENST00000397126","protein_coding","ENSG00000160321","ZNF208"
"ENST00000397147","protein_coding","ENSG00000100365","NCF4"
"ENST00000397206","protein_coding","ENSG00000163072","NOSTRIN"
"ENST00000397287","protein_coding","ENSG00000128284","APOL3"
"ENST00000397296","protein_coding","ENSG00000111181","SLC6A12"
"ENST00000397380","protein_coding","ENSG00000100802","C14orf93"
"ENST00000397464","protein_coding","ENSG00000059145","UNKL"
"ENST00000397542","protein_coding","ENSG00000099834","CDHR5"
"ENST00000397790","protein_coding","ENSG00000131196","NFATC1"
"ENST00000397814","protein_coding","ENSG00000168487","BMP1"
"ENST00000397846","protein_coding","ENSG00000160255","ITGB2"
"ENST00000397866","protein_coding","ENSG00000197971","MBP"
"ENST00000397907","protein_coding","ENSG00000205439","KRTAP12-3"
"ENST00000397910","protein_coding","ENSG00000181143","MUC16"
"ENST00000397925","protein_coding","ENSG00000118094","TREH"
"ENST00000397996","protein_coding","ENSG00000289724","ENSG00000289724"
"ENST00000398040","protein_coding","ENSG00000153815","CMIP"
"ENST00000398056","protein_coding","ENSG00000104760","FGL1"
"ENST00000398405","protein_coding","ENSG00000160183","TMPRSS3"
"ENST00000398477","protein_coding","ENSG00000214518","KRTAP2-2"
"ENST00000398530","protein_coding","ENSG00000204571","KRTAP5-11"
"ENST00000398612","protein_coding","ENSG00000172748","ZNF596"
"ENST00000398652","protein_coding","ENSG00000183844","FAM3B"
"ENST00000398664","protein_coding","ENSG00000205456","TP53TG3D"
"ENST00000398686","protein_coding","ENSG00000167210","LOXHD1"
"ENST00000398706","protein_coding","ENSG00000214655","ZSWIM8"
"ENST00000398774","protein_coding","ENSG00000178209","PLEC"
"ENST00000398788","protein_coding","ENSG00000107736","CDH23"
"ENST00000398864","protein_coding","ENSG00000139154","AEBP2"
"ENST00000398896","protein_coding","ENSG00000172046","USP19"
"ENST00000398938","protein_coding","ENSG00000157551","KCNJ15"
"ENST00000398956","protein_coding","ENSG00000157540","DYRK1A"
"ENST00000398960","protein_coding","ENSG00000157540","DYRK1A"
"ENST00000399035","protein_coding","ENSG00000122545","SEPTIN7"
"ENST00000399135","protein_coding","ENSG00000159261","CLDN14"
"ENST00000399137","protein_coding","ENSG00000159261","CLDN14"
"ENST00000399285","protein_coding","ENSG00000214943","GPR33"
"ENST00000399408","protein_coding","ENSG00000103222","ABCC1"
"ENST00000399518","protein_coding","ENSG00000188089","PLA2G4E"
"ENST00000399597","protein_coding","ENSG00000151067","CACNA1C"
"ENST00000399644","protein_coding","ENSG00000151067","CACNA1C"
"ENST00000399736","protein_coding","ENSG00000067445","TRO"
"ENST00000399849","protein_coding","ENSG00000177374","HIC1"
"ENST00000399889","protein_coding","ENSG00000182816","KRTAP13-2"
"ENST00000399899","protein_coding","ENSG00000156284","CLDN8"
"ENST00000399910","protein_coding","ENSG00000215277","RNF212B"
"ENST00000399916","protein_coding","ENSG00000020633","RUNX3"
"ENST00000399987","protein_coding","ENSG00000189023","MAGEB16"
"ENST00000399988","protein_coding","ENSG00000189023","MAGEB16"
"ENST00000399989","protein_coding","ENSG00000189023","MAGEB16"
"ENST00000399992","protein_coding","ENSG00000189023","MAGEB16"
"ENST00000400103","protein_coding","ENSG00000132958","TPTE2"
"ENST00000400113","protein_coding","ENSG00000198033","TUBA3C"
"ENST00000400424","protein_coding","ENSG00000177398","UMODL1"
"ENST00000400549","protein_coding","ENSG00000215545","DEFB116"
"ENST00000400588","protein_coding","ENSG00000215568","GAB4"
"ENST00000400962","protein_coding","ENSG00000162897","FCAMR"
"ENST00000401042","protein_coding","ENSG00000198160","MIER1"
"ENST00000401412","protein_coding","ENSG00000106541","AGR2"
"ENST00000401414","protein_coding","ENSG00000203734","ECT2L"
"ENST00000401449","protein_coding","ENSG00000177426","TGIF1"
"ENST00000401624","protein_coding","ENSG00000100346","CACNA1I"
"ENST00000401710","protein_coding","ENSG00000179915","NRXN1"
"ENST00000401884","protein_coding","ENSG00000162804","SNED1"
"ENST00000402105","protein_coding","ENSG00000100099","HPS4"
"ENST00000402119","protein_coding","ENSG00000171903","CYP4F11"
"ENST00000402239","protein_coding","ENSG00000173467","AGR3"
"ENST00000402280","protein_coding","ENSG00000091106","NLRC4"
"ENST00000402415","protein_coding","ENSG00000115155","OTOF"
"ENST00000402510","protein_coding","ENSG00000250423","KIAA1210"
"ENST00000402603","protein_coding","ENSG00000170848","PSG6"
"ENST00000402997","protein_coding","ENSG00000100055","CYTH4"
"ENST00000403006","protein_coding","ENSG00000118961","LDAH"
"ENST00000403284","protein_coding","ENSG00000047936","ROS1"
"ENST00000403646","protein_coding","ENSG00000160991","ORAI2"
"ENST00000403843","protein_coding","ENSG00000176083","ZNF683"
"ENST00000404031","protein_coding","ENSG00000216921","FAM240C"
"ENST00000404162","protein_coding","ENSG00000170178","HOXD12"
"ENST00000404301","protein_coding","ENSG00000182732","RGS6"
"ENST00000404459","protein_coding","ENSG00000204020","LIPN"
"ENST00000404754","protein_coding","ENSG00000144891","AGTR1"
"ENST00000404771","protein_coding","ENSG00000156113","KCNMA1"
"ENST00000404792","protein_coding","ENSG00000137496","IL18BP"
"ENST00000404824","protein_coding","ENSG00000143870","PDIA6"
"ENST00000405091","protein_coding","ENSG00000185264","TEX33"
"ENST00000405108","protein_coding","ENSG00000084710","EFR3B"
"ENST00000405198","protein_coding","ENSG00000100280","AP1B1"
"ENST00000405206","protein_coding","ENSG00000100055","CYTH4"
"ENST00000405322","protein_coding","ENSG00000138075","ABCG5"
"ENST00000405454","protein_coding","ENSG00000162636","EEIG2"
"ENST00000405531","protein_coding","ENSG00000180116","C12orf40"
"ENST00000405799","protein_coding","ENSG00000218819","TDRD15"
"ENST00000405845","protein_coding","ENSG00000065371","ROPN1"
"ENST00000405957","protein_coding","ENSG00000130592","LSP1"
"ENST00000406039","protein_coding","ENSG00000069020","MAST4"
"ENST00000406174","protein_coding","ENSG00000198517","MAFK"
"ENST00000406236","protein_coding","ENSG00000182732","RGS6"
"ENST00000406487","protein_coding","ENSG00000242221","PSG2"
"ENST00000406506","protein_coding","ENSG00000170178","HOXD12"
"ENST00000406524","protein_coding","ENSG00000166960","CCDC178"
"ENST00000406590","protein_coding","ENSG00000103415","HMOX2"
"ENST00000406775","protein_coding","ENSG00000158321","AUTS2"
"ENST00000406856","protein_coding","ENSG00000187045","TMPRSS6"
"ENST00000407017","protein_coding","ENSG00000168385","SEPTIN2"
"ENST00000407322","protein_coding","ENSG00000182732","RGS6"
"ENST00000407859","protein_coding","ENSG00000110514","MADD"
"ENST00000407935","protein_coding","ENSG00000198910","L1CAM"
"ENST00000408890","protein_coding","ENSG00000221900","POM121L12"
"ENST00000408896","protein_coding","ENSG00000221888","OR1C1"
"ENST00000408916","protein_coding","ENSG00000221855","TAS2R41"
"ENST00000408955","protein_coding","ENSG00000221910","OR2F2"
"ENST00000408979","protein_coding","ENSG00000221989","OR2A2"
"ENST00000409079","protein_coding","ENSG00000066248","NGEF"
"ENST00000409271","protein_coding","ENSG00000135960","EDAR"
"ENST00000409329","protein_coding","ENSG00000115594","IL1R1"
"ENST00000409370","protein_coding","ENSG00000213901","SLC23A3"
"ENST00000409378","protein_coding","ENSG00000125637","PSD4"
"ENST00000409503","protein_coding","ENSG00000143442","POGZ"
"ENST00000409571","protein_coding","ENSG00000110076","NRXN2"
"ENST00000409592","protein_coding","ENSG00000135905","DOCK10"
"ENST00000409624","protein_coding","ENSG00000163017","ACTG2"
"ENST00000409632","protein_coding","ENSG00000003393","ALS2"
"ENST00000409728","protein_coding","ENSG00000163092","XIRP2"
"ENST00000409767","protein_coding","ENSG00000163939","PBRM1"
"ENST00000409808","protein_coding","ENSG00000072163","LIMS2"
"ENST00000409823","protein_coding","ENSG00000064933","PMS1"
"ENST00000409834","protein_coding","ENSG00000150275","PCDH15"
"ENST00000409838","protein_coding","ENSG00000086300","SNX10"
"ENST00000409867","protein_coding","ENSG00000163046","ANKRD30BL"
"ENST00000409897","protein_coding","ENSG00000067066","SP100"
"ENST00000409916","protein_coding","ENSG00000115540","MOB4"
"ENST00000410050","protein_coding","ENSG00000213999","MEF2B"
"ENST00000411621","protein_coding","ENSG00000198000","NOL8"
"ENST00000411628","protein_coding","ENSG00000069020","MAST4"
"ENST00000411762","protein_coding","ENSG00000136541","ERMN"
"ENST00000412025","protein_coding","ENSG00000115170","ACVR1"
"ENST00000412048","protein_coding","ENSG00000172995","ARPP21"
"ENST00000412268","protein_coding","ENSG00000186407","CD300E"
"ENST00000412274","protein_coding","ENSG00000204580","DDR1"
"ENST00000412279","protein_coding","ENSG00000107897","ACBD5"
"ENST00000412432","protein_coding","ENSG00000147256","ARHGAP36"
"ENST00000412481","protein_coding","ENSG00000019169","MARCO"
"ENST00000412566","protein_coding","ENSG00000197768","STPG3"
"ENST00000412732","protein_coding","ENSG00000011332","DPF1"
"ENST00000412913","protein_coding","ENSG00000138375","SMARCAL1"
"ENST00000413118","protein_coding","ENSG00000177463","NR2C2"
"ENST00000413232","protein_coding","ENSG00000149532","CPSF7"
"ENST00000413447","protein_coding","ENSG00000172115","CYCS"
"ENST00000413619","protein_coding","ENSG00000185863","TMEM210"
"ENST00000413692","protein_coding","ENSG00000100968","NFATC4"
"ENST00000413698","protein_coding","ENSG00000185811","IKZF1"
"ENST00000413725","protein_coding","ENSG00000168066","SF1"
"ENST00000413767","protein_coding","ENSG00000234829","IFNA17"
"ENST00000414023","protein_coding","ENSG00000133818","RRAS2"
"ENST00000414035","protein_coding","ENSG00000106404","CLDN15"
"ENST00000414109","protein_coding","ENSG00000178175","ZNF366"
"ENST00000414180","protein_coding","ENSG00000153498","SPACA7"
"ENST00000414185","protein_coding","ENSG00000066136","NFYC"
"ENST00000414188","protein_coding","ENSG00000066813","ACSM2B"
"ENST00000414349","protein_coding","ENSG00000131374","TBC1D5"
"ENST00000414461","protein_coding","ENSG00000100320","RBFOX2"
"ENST00000414501","protein_coding","ENSG00000150048","CLEC1A"
"ENST00000414841","protein_coding","ENSG00000171492","LRRC8D"
"ENST00000414851","protein_coding","ENSG00000173406","DAB1"
"ENST00000414854","protein_coding","ENSG00000100364","KIAA0930"
"ENST00000415641","protein_coding","ENSG00000196427","NBPF4"
"ENST00000415733","protein_coding","ENSG00000197641","SERPINB13"
"ENST00000415846","protein_coding","ENSG00000236320","SLFN14"
"ENST00000416044","protein_coding","ENSG00000232263","KRTAP25-1"
"ENST00000416109","protein_coding","ENSG00000177675","CD163L1"
"ENST00000416125","protein_coding","ENSG00000176083","ZNF683"
"ENST00000416166","protein_coding","ENSG00000169991","IFFO2"
"ENST00000416248","protein_coding","ENSG00000163517","HDAC11"
"ENST00000416345","protein_coding","ENSG00000138068","SULT6B1"
"ENST00000416449","protein_coding","ENSG00000136861","CDK5RAP2"
"ENST00000416585","protein_coding","ENSG00000148158","SNX30"
"ENST00000416611","protein_coding","ENSG00000011332","DPF1"
"ENST00000416778","protein_coding","ENSG00000214078","CPNE1"
"ENST00000416779","protein_coding","ENSG00000182511","FES"
"ENST00000416792","protein_coding","ENSG00000187902","SHISA7"
"ENST00000416836","protein_coding","ENSG00000101333","PLCB4"
"ENST00000416929","protein_coding","ENSG00000232030","MAGEB6B"
"ENST00000416965","protein_coding","ENSG00000028839","TBPL1"
"ENST00000417041","protein_coding","ENSG00000185303","SFTPA2"
"ENST00000417045","protein_coding","ENSG00000110888","CAPRIN2"
"ENST00000417107","protein_coding","ENSG00000061273","HDAC7"
"ENST00000417176","protein_coding","ENSG00000205560","CPT1B"
"ENST00000417209","protein_coding","ENSG00000253148","RGS21"
"ENST00000417225","protein_coding","ENSG00000121671","CRY2"
"ENST00000417329","protein_coding","ENSG00000162782","TDRD5"
"ENST00000417547","protein_coding","ENSG00000131808","FSHB"
"ENST00000417740","protein_coding","ENSG00000197658","SLC22A24"
"ENST00000417902","protein_coding","ENSG00000061273","HDAC7"
"ENST00000418176","protein_coding","ENSG00000240747","KRBOX1"
"ENST00000418329","protein_coding","ENSG00000112983","BRD8"
"ENST00000418367","protein_coding","ENSG00000204740","MALRD1"
"ENST00000418473","protein_coding","ENSG00000144891","AGTR1"
"ENST00000418632","protein_coding","ENSG00000185681","MORN5"
"ENST00000418709","protein_coding","ENSG00000073282","TP63"
"ENST00000418725","protein_coding","ENSG00000289724","ENSG00000289724"
"ENST00000418829","protein_coding","ENSG00000196498","NCOR2"
"ENST00000418842","protein_coding","ENSG00000115263","GCG"
"ENST00000418917","protein_coding","ENSG00000114354","TFG"
"ENST00000418971","protein_coding","ENSG00000118004","COLEC11"
"ENST00000419063","protein_coding","ENSG00000154556","SORBS2"
"ENST00000419479","protein_coding","ENSG00000197430","OPALIN"
"ENST00000419717","protein_coding","ENSG00000227059","ANHX"
"ENST00000419770","protein_coding","ENSG00000160345","PIERCE1"
"ENST00000419776","protein_coding","ENSG00000164893","SLC7A13"
"ENST00000419828","protein_coding","ENSG00000172354","GNB2"
"ENST00000419936","protein_coding","ENSG00000091129","NRCAM"
"ENST00000420175","protein_coding","ENSG00000146926","ASB10"
"ENST00000420504","protein_coding","ENSG00000253304","TMEM200B"
"ENST00000420682","protein_coding","ENSG00000186868","MAPT"
"ENST00000420689","protein_coding","ENSG00000056487","PHF21B"
"ENST00000420709","protein_coding","ENSG00000185686","PRAME"
"ENST00000420875","protein_coding","ENSG00000167098","SUN5"
"ENST00000420886","protein_coding","ENSG00000139697","SBNO1"
"ENST00000420978","protein_coding","ENSG00000145777","TSLP"
"ENST00000421001","protein_coding","ENSG00000106484","MEST"
"ENST00000421464","protein_coding","ENSG00000115598","IL1RL2"
"ENST00000421550","protein_coding","ENSG00000147231","RADX"
"ENST00000421715","protein_coding","ENSG00000236637","IFNA4"
"ENST00000421769","protein_coding","ENSG00000163412","EIF4E3"
"ENST00000421924","protein_coding","ENSG00000170788","DYDC1"
"ENST00000421992","protein_coding","ENSG00000151240","DIP2C"
"ENST00000422113","protein_coding","ENSG00000151952","TMEM132D"
"ENST00000422435","protein_coding","ENSG00000116852","KIF21B"
"ENST00000422466","protein_coding","ENSG00000168803","ADAL"
"ENST00000422538","protein_coding","ENSG00000111405","ENDOU"
"ENST00000422643","protein_coding","ENSG00000106123","EPHB6"
"ENST00000422806","protein_coding","ENSG00000235608","NKX1-1"
"ENST00000422843","protein_coding","ENSG00000113263","ITK"
"ENST00000422863","protein_coding","ENSG00000196735","HLA-DQA1"
"ENST00000422869","protein_coding","ENSG00000124092","CTCFL"
"ENST00000422901","protein_coding","ENSG00000215704","CELA2B"
"ENST00000422939","protein_coding","ENSG00000104447","TRPS1"
"ENST00000423218","protein_coding","ENSG00000137809","ITGA11"
"ENST00000423281","protein_coding","ENSG00000107105","ELAVL2"
"ENST00000423577","protein_coding","ENSG00000136877","FPGS"
"ENST00000423645","protein_coding","ENSG00000125999","BPIFB1"
"ENST00000423676","protein_coding","ENSG00000170298","LGALS9B"
"ENST00000423740","protein_coding","ENSG00000204193","TXNDC8"
"ENST00000423761","protein_coding","ENSG00000187045","TMPRSS6"
"ENST00000423910","protein_coding","ENSG00000077380","DYNC1I2"
"ENST00000424261","protein_coding","ENSG00000137634","NXPE4"
"ENST00000424287","protein_coding","ENSG00000099917","MED15"
"ENST00000424300","protein_coding","ENSG00000198218","QRICH1"
"ENST00000424392","protein_coding","ENSG00000102221","JADE3"
"ENST00000424508","protein_coding","ENSG00000100364","KIAA0930"
"ENST00000425182","protein_coding","ENSG00000147381","MAGEA4"
"ENST00000425327","protein_coding","ENSG00000144847","IGSF11"
"ENST00000425392","protein_coding","ENSG00000166396","SERPINB7"
"ENST00000425686","protein_coding","ENSG00000125846","ZNF133"
"ENST00000425755","protein_coding","ENSG00000163808","KIF15"
"ENST00000426005","protein_coding","ENSG00000161911","TREML1"
"ENST00000426172","protein_coding","ENSG00000164118","CEP44"
"ENST00000426215","protein_coding","ENSG00000168036","CTNNB1"
"ENST00000426496","protein_coding","ENSG00000117523","PRRC2C"
"ENST00000426543","protein_coding","ENSG00000213085","CFAP45"
"ENST00000426646","protein_coding","ENSG00000163519","TRAT1"
"ENST00000427207","protein_coding","ENSG00000135272","MDFIC"
"ENST00000427254","protein_coding","ENSG00000125888","BANF2"
"ENST00000427332","protein_coding","ENSG00000061273","HDAC7"
"ENST00000427411","protein_coding","ENSG00000130234","ACE2"
"ENST00000427481","protein_coding","ENSG00000182667","NTM"
"ENST00000427544","protein_coding","ENSG00000188958","UTS2B"
"ENST00000427581","protein_coding","ENSG00000104972","LILRB1"
"ENST00000427678","protein_coding","ENSG00000115548","KDM3A"
"ENST00000427700","protein_coding","ENSG00000154978","VOPP1"
"ENST00000427704","protein_coding","ENSG00000112419","PHACTR2"
"ENST00000427715","protein_coding","ENSG00000164756","SLC30A8"
"ENST00000427736","protein_coding","ENSG00000132405","TBC1D14"
"ENST00000427937","protein_coding","ENSG00000226490","C8orf90"
"ENST00000427976","protein_coding","ENSG00000112983","BRD8"
"ENST00000428074","protein_coding","ENSG00000157214","STEAP2"
"ENST00000428112","protein_coding","ENSG00000079277","MKNK1"
"ENST00000428241","protein_coding","ENSG00000144645","OSBPL10"
"ENST00000428318","protein_coding","ENSG00000111912","NCOA7"
"ENST00000428382","protein_coding","ENSG00000087206","UIMC1"
"ENST00000428595","protein_coding","ENSG00000143569","UBAP2L"
"ENST00000428663","protein_coding","ENSG00000154438","ASZ1"
"ENST00000429028","protein_coding","ENSG00000152463","OLAH"
"ENST00000429387","protein_coding","ENSG00000125900","SIRPD"
"ENST00000429432","protein_coding","ENSG00000152642","GPD1L"
"ENST00000429543","protein_coding","ENSG00000017483","SLC38A5"
"ENST00000429565","protein_coding","ENSG00000223614","ZNF735"
"ENST00000429651","protein_coding","ENSG00000164542","MATCAP2"
"ENST00000429690","protein_coding","ENSG00000163145","C1QTNF7"
"ENST00000429817","protein_coding","ENSG00000223609","HBD"
"ENST00000429881","protein_coding","ENSG00000064012","CASP8"
"ENST00000429936","protein_coding","ENSG00000184216","IRAK1"
"ENST00000429994","protein_coding","ENSG00000173950","XXYLT1"
"ENST00000430104","protein_coding","ENSG00000164690","SHH"
"ENST00000430227","protein_coding","ENSG00000143390","RFX5"
"ENST00000430273","protein_coding","ENSG00000147381","MAGEA4"
"ENST00000430303","protein_coding","ENSG00000149043","SYT8"
"ENST00000430432","protein_coding","ENSG00000153814","JAZF1"
"ENST00000430615","protein_coding","ENSG00000134216","CHIA"
"ENST00000430704","protein_coding","ENSG00000170085","SIMC1"
"ENST00000430769","protein_coding","ENSG00000125630","POLR1B"
"ENST00000430814","protein_coding","ENSG00000172716","SLFN11"
"ENST00000430816","protein_coding","ENSG00000236543","ENSG00000236543"
"ENST00000430817","protein_coding","ENSG00000105366","SIGLEC8"
"ENST00000430892","protein_coding","ENSG00000185038","MROH2A"
"ENST00000431068","protein_coding","ENSG00000172354","GNB2"
"ENST00000431132","protein_coding","ENSG00000197620","EOLA1"
"ENST00000431402","protein_coding","ENSG00000157851","DPYSL5"
"ENST00000431418","protein_coding","ENSG00000106648","GALNTL5"
"ENST00000431431","protein_coding","ENSG00000129657","SEC14L1"
"ENST00000431524","protein_coding","ENSG00000234560","OR10G8"
"ENST00000431541","protein_coding","ENSG00000060642","PIGV"
"ENST00000431547","protein_coding","ENSG00000131378","RFTN1"
"ENST00000431758","protein_coding","ENSG00000178171","AMER3"
"ENST00000431917","protein_coding","ENSG00000085978","ATG16L1"
"ENST00000432035","protein_coding","ENSG00000236980","C3orf84"
"ENST00000432237","protein_coding","ENSG00000177575","CD163"
"ENST00000432255","protein_coding","ENSG00000124092","CTCFL"
"ENST00000432340","protein_coding","ENSG00000093000","NUP50"
"ENST00000432420","protein_coding","ENSG00000166762","CATSPER2"
"ENST00000432514","protein_coding","ENSG00000188958","UTS2B"
"ENST00000432682","protein_coding","ENSG00000172995","ARPP21"
"ENST00000432854","protein_coding","ENSG00000136279","DBNL"
"ENST00000432958","protein_coding","ENSG00000170615","SLC26A5"
"ENST00000433154","protein_coding","ENSG00000249961","TERB1"
"ENST00000433192","protein_coding","ENSG00000138068","SULT6B1"
"ENST00000433307","protein_coding","ENSG00000107679","PLEKHA1"
"ENST00000433368","protein_coding","ENSG00000096006","CRISP3"
"ENST00000433387","protein_coding","ENSG00000138892","TTLL8"
"ENST00000433428","protein_coding","ENSG00000173699","SPATA3"
"ENST00000433848","protein_coding","ENSG00000121797","CCRL2"
"ENST00000433993","protein_coding","ENSG00000198453","ZNF568"
"ENST00000434061","protein_coding","ENSG00000114867","EIF4G1"
"ENST00000434319","protein_coding","ENSG00000172322","CLEC12A"
"ENST00000434444","protein_coding","ENSG00000204463","BAG6"
"ENST00000434469","protein_coding","ENSG00000144426","NBEAL1"
"ENST00000434551","protein_coding","ENSG00000237110","TAAR9"
"ENST00000434728","protein_coding","ENSG00000128283","CDC42EP1"
"ENST00000434846","protein_coding","ENSG00000163749","CCDC158"
"ENST00000435050","protein_coding","ENSG00000189143","CLDN4"
"ENST00000435117","protein_coding","ENSG00000115165","CYTIP"
"ENST00000435193","protein_coding","ENSG00000163600","ICOS"
"ENST00000435245","protein_coding","ENSG00000122304","PRM2"
"ENST00000435451","protein_coding","ENSG00000179869","ABCA13"
"ENST00000435468","protein_coding","ENSG00000167202","TBC1D2B"
"ENST00000435505","protein_coding","ENSG00000028116","VRK2"
"ENST00000435575","protein_coding","ENSG00000088726","TMEM40"
"ENST00000435614","protein_coding","ENSG00000131379","C3orf20"
"ENST00000435943","protein_coding","ENSG00000105963","ADAP1"
"ENST00000436171","protein_coding","ENSG00000110218","PANX1"
"ENST00000436227","protein_coding","ENSG00000159140","SON"
"ENST00000436292","protein_coding","ENSG00000176083","ZNF683"
"ENST00000436759","protein_coding","ENSG00000178209","PLEC"
"ENST00000437033","protein_coding","ENSG00000196344","ADH7"
"ENST00000437034","protein_coding","ENSG00000153113","CAST"
"ENST00000437044","protein_coding","ENSG00000161911","TREML1"
"ENST00000437058","protein_coding","ENSG00000204979","MS4A13"
"ENST00000437172","protein_coding","ENSG00000169814","BTD"
"ENST00000437230","protein_coding","ENSG00000197885","NKIRAS1"
"ENST00000437419","protein_coding","ENSG00000164818","DNAAF5"
"ENST00000437527","protein_coding","ENSG00000106066","CPVL"
"ENST00000437626","protein_coding","ENSG00000197381","ADARB1"
"ENST00000437682","protein_coding","ENSG00000197140","ADAM32"
"ENST00000437974","protein_coding","ENSG00000214944","ARHGEF28"
"ENST00000438346","protein_coding","ENSG00000213265","TSGA13"
"ENST00000438373","protein_coding","ENSG00000234444","ZNF736"
"ENST00000438567","protein_coding","ENSG00000117834","SLC5A9"
"ENST00000438657","protein_coding","ENSG00000157551","KCNJ15"
"ENST00000438782","protein_coding","ENSG00000173421","IHO1"
"ENST00000438926","protein_coding","ENSG00000070915","SLC12A3"
"ENST00000438962","protein_coding","ENSG00000099917","MED15"
"ENST00000438985","protein_coding","ENSG00000136002","ARHGEF4"
"ENST00000439026","protein_coding","ENSG00000135924","DNAJB2"
"ENST00000439049","protein_coding","ENSG00000154556","SORBS2"
"ENST00000439278","protein_coding","ENSG00000158747","NBL1"
"ENST00000439375","protein_coding","ENSG00000185842","DNAH14"
"ENST00000439467","protein_coding","ENSG00000182389","CACNB4"
"ENST00000439485","protein_coding","ENSG00000146039","SLC17A4"
"ENST00000439496","protein_coding","ENSG00000198910","L1CAM"
"ENST00000439500","protein_coding","ENSG00000106304","SPAM1"
"ENST00000439534","protein_coding","ENSG00000239998","LILRA2"
"ENST00000439681","protein_coding","ENSG00000144357","UBR3"
"ENST00000440000","protein_coding","ENSG00000155545","MIER3"
