"gene_id","n_LRonly_isoforms","gene_name"
"ENSG00000248092",2,"NNT-AS1"
"ENSG00000248109",2,"MARCOL"
"ENSG00000248309",2,"MEF2C-AS1"
"ENSG00000248370",2,"LINC02434"
"ENSG00000248391",2,"LINC02064"
"ENSG00000248685",2,"LINC02484"
"ENSG00000248690",2,"HAS2-AS1"
"ENSG00000248809",2,"LINC01095"
"ENSG00000248810",2,"LINC02432"
"ENSG00000248844",2,"LINC02753"
"ENSG00000248858",2,"FLJ46284"
"ENSG00000248872",2,"LINC02431"
"ENSG00000248935",2,"ENSG00000248935"
"ENSG00000248973",2,"ENSG00000248973"
"ENSG00000249069",2,"LINC01033"
"ENSG00000249096",2,"LINC02362"
"ENSG00000249145",2,"LINC02517"
"ENSG00000249160",2,"LINC02213"
"ENSG00000249231",2,"CASC16"
"ENSG00000249279",2,"LINC02057"
"ENSG00000249341",2,"ENSG00000249341"
"ENSG00000249484",2,"LINC01470"
"ENSG00000249631",2,"ENSG00000249631"
"ENSG00000249782",2,"ENSG00000249782"
"ENSG00000249867",2,"LINC02742"
"ENSG00000249873",2,"LINC02372"
"ENSG00000250025",2,"ENSG00000250025"
"ENSG00000250048",2,"LINC00603"
"ENSG00000250072",2,"SH3TC2-DT"
"ENSG00000250137",2,"ENSG00000250137"
"ENSG00000250190",2,"LINC02364"
"ENSG00000250198",2,"LINC02199"
"ENSG00000250208",2,"FZD10-AS1"
"ENSG00000250361",2,"GYPB"
"ENSG00000250362",2,"ENSG00000250362"
"ENSG00000250406",2,"ENSG00000250406"
"ENSG00000250436",2,"LINC02499"
"ENSG00000250501",2,"ENSG00000250501"
"ENSG00000250544",2,"LINC02059"
"ENSG00000250584",2,"LINC01511"
"ENSG00000250585",2,"LINC00604"
"ENSG00000250590",2,"LINC02492"
"ENSG00000250791",2,"ENSG00000250791"
"ENSG00000250803",2,"ENSG00000250803"
"ENSG00000250814",2,"LINC02221"
"ENSG00000250863",2,"ENSG00000250863"
"ENSG00000250930",2,"LNX1-AS1"
"ENSG00000250954",2,"ENSG00000250954"
"ENSG00000251026",2,"NIHCOLE"
"ENSG00000251075",2,"HTT-AS"
"ENSG00000251095",2,"ENSG00000251095"
"ENSG00000251170",2,"ENSG00000251170"
"ENSG00000251205",2,"ENSG00000251205"
"ENSG00000251210",2,"LINC02270"
"ENSG00000251230",2,"MIR3945HG"
"ENSG00000251266",2,"LINC02429"
"ENSG00000251273",2,"LINC02228"
"ENSG00000251322",2,"SHANK3"
"ENSG00000251365",2,"LINC02236"
"ENSG00000251391",2,"ENSG00000251391"
"ENSG00000251429",2,"AIDAP2"
"ENSG00000251442",2,"LINC01094"
"ENSG00000251538",2,"LINC02201"
"ENSG00000251575",2,"C5orf64-AS1"
"ENSG00000251598",2,"ENSG00000251598"
"ENSG00000251649",2,"LINC02379"
"ENSG00000251655",2,"PRB1"
"ENSG00000251692",2,"PTX4"
"ENSG00000253103",2,"LINC01609"
"ENSG00000253130",2,"ENSG00000253130"
"ENSG00000253140",2,"LINC02947"
"ENSG00000253230",2,"MIR124-1HG"
"ENSG00000253235",2,"ENSG00000253235"
"ENSG00000253260",2,"ENSG00000253260"
"ENSG00000253267",2,"DLGAP2-AS1"
"ENSG00000253288",2,"ENSG00000253288"
"ENSG00000253369",2,"ENSG00000253369"
"ENSG00000253389",2,"ENSG00000253389"
"ENSG00000253405",2,"EVX1-AS"
"ENSG00000253452",2,"ENSG00000253452"
"ENSG00000253644",2,"LINC02845"
"ENSG00000253658",2,"LINC01592"
"ENSG00000253659",2,"ENSG00000253659"
"ENSG00000253666",2,"ENSG00000253666"
"ENSG00000253736",2,"ENSG00000253736"
"ENSG00000253782",2,"ENSG00000253782"
"ENSG00000253802",2,"SIRLNT"
"ENSG00000253824",2,"ENSG00000253824"
"ENSG00000253894",2,"ENSG00000253894"
"ENSG00000254002",2,"ENSG00000254002"
"ENSG00000254031",2,"ENSG00000254031"
"ENSG00000254054",2,"ENSG00000254054"
"ENSG00000254067",2,"ENSG00000254067"
"ENSG00000254092",2,"ENSG00000254092"
"ENSG00000254186",2,"ENSG00000254186"
"ENSG00000254275",2,"LINC00824"
"ENSG00000254377",2,"MIR124-2HG"
"ENSG00000254394",2,"ENSG00000254394"
"ENSG00000254456",2,"LINC02699"
"ENSG00000254810",2,"ENSG00000254810"
"ENSG00000254823",2,"LINC02727"
"ENSG00000254863",2,"LINC02744"
"ENSG00000255029",2,"ENSG00000255029"
"ENSG00000255093",2,"ENSG00000255093"
"ENSG00000255136",2,"TPBGL-AS1"
"ENSG00000255175",2,"LINC02759"
"ENSG00000255187",2,"LINC02748"
"ENSG00000255246",2,"ENSG00000255246"
"ENSG00000255274",2,"SMIM35"
"ENSG00000255298",2,"OR8G5"
"ENSG00000255300",2,"LINC02745"
"ENSG00000255313",2,"ENSG00000255313"
"ENSG00000255335",2,"LINC02729"
"ENSG00000255344",2,"LINC02706"
"ENSG00000255345",2,"ENSG00000255345"
"ENSG00000255388",2,"LINC02741"
"ENSG00000255393",2,"OOSP4B"
"ENSG00000255502",2,"LINC02713"
"ENSG00000255512",2,"LINC02684"
"ENSG00000255652",2,"LINC02963"
"ENSG00000255998",2,"LINC02824"
"ENSG00000256389",2,"ENSG00000256389"
"ENSG00000256654",2,"ENSG00000256654"
"ENSG00000256659",2,"LINC02368"
"ENSG00000256660",2,"CLEC12B"
"ENSG00000256683",2,"ZNF350"
"ENSG00000256888",2,"LINC02366"
"ENSG00000257164",2,"LINC02451"
"ENSG00000257165",2,"ENSG00000257165"
"ENSG00000257337",2,"TNS2-AS1"
"ENSG00000257407",2,"ENSG00000257407"
"ENSG00000257510",2,"LINC02402"
"ENSG00000257523",2,"LINC02326"
"ENSG00000257747",2,"LINC02426"
"ENSG00000257762",2,"LINC02401"
"ENSG00000257787",2,"ENSG00000257787"
"ENSG00000258028",2,"ENSG00000258028"
"ENSG00000258038",2,"LINC02327"
"ENSG00000258119",2,"ENSG00000258119"
"ENSG00000258216",2,"ENSG00000258216"
"ENSG00000258308",2,"ENSG00000258308"
"ENSG00000258489",2,"ENSG00000258489"
"ENSG00000258573",2,"RNASE11-AS1"
"ENSG00000258654",2,"ENSG00000258654"
"ENSG00000258718",2,"LINC02311"
"ENSG00000258743",2,"LINC02301"
"ENSG00000258760",2,"ENSG00000258760"
"ENSG00000258785",2,"LINC01580"
"ENSG00000258791",2,"LINC00520"
"ENSG00000258826",2,"LINC01147"
"ENSG00000258902",2,"ENSG00000258902"
"ENSG00000258912",2,"LINC02316"
"ENSG00000258932",2,"MIR3171HG"
"ENSG00000258979",2,"LINC02299"
"ENSG00000259108",2,"LINC01595"
"ENSG00000259134",2,"LINC00924"
"ENSG00000259150",2,"LINC00929"
"ENSG00000259284",2,"LINC02349"
"ENSG00000259320",2,"ENSG00000259320"
"ENSG00000259403",2,"ENSG00000259403"
"ENSG00000259582",2,"ENSG00000259582"
"ENSG00000259754",2,"ENSG00000259754"
"ENSG00000259786",2,"LINC02109"
"ENSG00000259790",2,"ANP32BP1"
"ENSG00000259868",2,"ENSG00000259868"
"ENSG00000259974",2,"LINC00261"
"ENSG00000260125",2,"AGBL1-AS1"
"ENSG00000260386",2,"LDC1P"
"ENSG00000260433",2,"LINC01917"
"ENSG00000260564",2,"ENSG00000260564"
"ENSG00000260737",2,"LINC01227"
"ENSG00000260785",2,"CASC17"
"ENSG00000260788",2,"CEDORA"
"ENSG00000260951",2,"ENSG00000260951"
"ENSG00000260958",2,"ENSG00000260958"
"ENSG00000260963",2,"LINC03064"
"ENSG00000261175",2,"LINC02188"
"ENSG00000261194",2,"LINC01898"
"ENSG00000261410",2,"CDH13-AS1"
"ENSG00000261446",2,"LINC00559"
"ENSG00000261475",2,"LINC02190"
"ENSG00000261517",2,"LINC00558"
"ENSG00000261558",2,"LINC01859"
"ENSG00000261761",2,"LINC02616"
"ENSG00000261780",2,"LINC02582"
"ENSG00000261804",2,"ENSG00000261804"
"ENSG00000262231",2,"ENSG00000262231"
"ENSG00000263547",2,"ENSG00000263547"
"ENSG00000263618",2,"ENSG00000263618"
"ENSG00000263639",2,"MSMB"
"ENSG00000263711",2,"LINC02864"
"ENSG00000263718",2,"SEPTIN9-DT"
"ENSG00000263753",2,"LINC00667"
"ENSG00000264300",2,"ENSG00000264300"
"ENSG00000264659",2,"ENSG00000264659"
"ENSG00000264876",2,"ENSG00000264876"
"ENSG00000264970",2,"WEE1P2"
"ENSG00000265313",2,"LINC01476"
"ENSG00000265352",2,"LINC01899"
"ENSG00000265485",2,"LINC01915"
"ENSG00000265933",2,"LINC00668"
"ENSG00000265994",2,"ENSG00000265994"
"ENSG00000266256",2,"LINC00683"
"ENSG00000266357",2,"LINC02074"
"ENSG00000266729",2,"DSG1-AS1"
"ENSG00000267052",2,"ENSG00000267052"
"ENSG00000267101",2,"ENSG00000267101"
"ENSG00000267123",2,"SCAT1"
"ENSG00000267134",2,"LINC01924"
"ENSG00000267175",2,"ENSG00000267175"
"ENSG00000267575",2,"LINC02987"
"ENSG00000267593",2,"LINC01926"
"ENSG00000267659",2,"LINC01482"
"ENSG00000267761",2,"MIR4527HG"
"ENSG00000267777",2,"LINC01791"
"ENSG00000268296",2,"ENSG00000268296"
"ENSG00000268355",2,"ENSG00000268355"
"ENSG00000268480",2,"NFILZ"
"ENSG00000269025",2,"ENSG00000269025"
"ENSG00000269957",2,"ENSG00000269957"
"ENSG00000270106",2,"TSNAX-DISC1"
"ENSG00000270816",2,"LINC00221"
"ENSG00000272154",2,"ENSG00000272154"
"ENSG00000272168",2,"CASC15"
"ENSG00000272333",2,"KMT2B"
"ENSG00000272980",2,"ENSG00000272980"
"ENSG00000273111",2,"LYPD4"
"ENSG00000273838",2,"ENSG00000273838"
"ENSG00000274020",2,"LINC01138"
"ENSG00000274261",2,"ENSG00000274261"
"ENSG00000274536",2,"MIR223HG"
"ENSG00000274766",2,"ENSG00000274766"
"ENSG00000275152",2,"CCL16"
"ENSG00000275465",2,"ENSG00000275465"
"ENSG00000275722",2,"LYZL6"
"ENSG00000276476",2,"LINC00540"
"ENSG00000277526",2,"LINC03021"
"ENSG00000277527",2,"LINC01796"
"ENSG00000277654",2,"ENSG00000277654"
"ENSG00000278175",2,"GLIDR"
"ENSG00000279082",2,"LINC01727"
"ENSG00000280314",2,"OR8K3"
"ENSG00000280441",2,"ENSG00000280441"
"ENSG00000280587",2,"LINC01348"
"ENSG00000280850",2,"ENSG00000280850"
"ENSG00000281162",2,"LINC01127"
"ENSG00000281732",2,"ENSG00000281732"
"ENSG00000282142",2,"ENSG00000282142"
"ENSG00000283072",2,"ENSG00000283072"
"ENSG00000283108",2,"ENSG00000283108"
"ENSG00000283154",2,"IQCJ-SCHIP1"
"ENSG00000283189",2,"ENSG00000283189"
"ENSG00000283258",2,"ENSG00000283258"
"ENSG00000284418",2,"ENSG00000284418"
"ENSG00000284690",2,"CD300H"
"ENSG00000284696",2,"LINC02808"
"ENSG00000284732",2,"ENSG00000284732"
"ENSG00000284862",2,"CCDC39"
"ENSG00000285280",2,"ENSG00000285280"
"ENSG00000285634",2,"ENSG00000285634"
"ENSG00000286006",2,"ENSG00000286006"
"ENSG00000286117",2,"ENSG00000286117"
"ENSG00000286215",2,"ENSG00000286215"
"ENSG00000286288",2,"ENSG00000286288"
"ENSG00000286324",2,"ENSG00000286324"
"ENSG00000286330",2,"ENSG00000286330"
"ENSG00000286381",2,"NHIP"
"ENSG00000286662",2,"ENSG00000286662"
"ENSG00000286896",2,"ENSG00000286896"
"ENSG00000286946",2,"ENSG00000286946"
"ENSG00000287255",2,"ENSG00000287255"
"ENSG00000287277",2,"ENSG00000287277"
"ENSG00000287483",2,"ENSG00000287483"
"ENSG00000287544",2,"ENSG00000287544"
"ENSG00000287722",2,"ENSG00000287722"
"ENSG00000287750",2,"LINC03026"
"ENSG00000287963",2,"ENSG00000287963"
"ENSG00000288597",2,"ENSG00000288597"
"ENSG00000288638",2,"LNCDAT"
"ENSG00000288729",2,"ENSG00000288729"
"ENSG00000288782",2,"ENSG00000288782"
"ENSG00000288843",2,"ENSG00000288843"
"ENSG00000288978",2,"ENSG00000288978"
"ENSG00000289016",2,"ENSG00000289016"
"ENSG00000289087",2,"ENSG00000289087"
"ENSG00000289101",2,"ENSG00000289101"
"ENSG00000289131",2,"ENSG00000289131"
"ENSG00000289137",2,"ENSG00000289137"
"ENSG00000289197",2,"ENSG00000289197"
"ENSG00000289251",2,"ENSG00000289251"
"ENSG00000289299",2,"ENSG00000289299"
"ENSG00000289364",2,"ENSG00000289364"
"ENSG00000289368",2,"ENSG00000289368"
"ENSG00000289387",2,"ENSG00000289387"
"ENSG00000289422",2,"ENSG00000289422"
"ENSG00000289439",2,"ENSG00000289439"
"ENSG00000289477",2,"ENSG00000289477"
"ENSG00000289526",2,"ENSG00000289526"
"ENSG00000289724",2,"ENSG00000289724"
"ENSG00000290052",2,"ENSG00000290052"
"ENSG00000290193",2,"ENSG00000290193"
"ENSG00000290203",2,"NOX5"
"ENSG00000290363",2,"ENSG00000290363"
"ENSG00000290412",2,"ENSG00000290412"
"ENSG00000290427",2,"ENSG00000290427"
"ENSG00000290429",2,"ENSG00000290429"
"ENSG00000290434",2,"ENSG00000290434"
"ENSG00000290496",2,"LINC03003"
"ENSG00000290668",2,"ENSG00000290668"
"ENSG00000290744",2,"ENSG00000290744"
"ENSG00000290749",2,"ENSG00000290749"
"ENSG00000290807",2,"ENSG00000290807"
"ENSG00000290837",2,"LRRC37A5P"
"ENSG00000290905",2,"ENSG00000290905"
"ENSG00000290933",2,"ENSG00000290933"
"ENSG00000290942",2,"BPIFA4P"
"ENSG00000291065",2,"ENSG00000291065"
"ENSG00000291100",2,"ENSG00000291100"
"ENSG00000291132",2,"ENSG00000291132"
"ENSG00000291137",2,"GBAP1"
"ENSG00000291168",2,"ENSG00000291168"
"ENSG00000291192",2,"ANKRD18DP"
"ENSG00000291198",2,"ENSG00000291198"
"ENSG00000291203",2,"ENSG00000291203"
"ENSG00000291207",2,"ENSG00000291207"
"ENSG00000291226",2,"ENSG00000291226"
"ENSG00000291231",2,"ENSG00000291231"
"ENSG00000000460",1,"C1orf112"
"ENSG00000001084",1,"GCLC"
"ENSG00000002726",1,"AOC1"
"ENSG00000002822",1,"MAD1L1"
"ENSG00000003096",1,"KLHL13"
"ENSG00000003249",1,"DBNDD1"
"ENSG00000003400",1,"CASP10"
"ENSG00000003989",1,"SLC7A2"
"ENSG00000004139",1,"SARM1"
"ENSG00000004478",1,"FKBP4"
"ENSG00000004766",1,"VPS50"
"ENSG00000004776",1,"HSPB6"
"ENSG00000004897",1,"CDC27"
"ENSG00000005007",1,"UPF1"
"ENSG00000005020",1,"SKAP2"
"ENSG00000005100",1,"DHX33"
"ENSG00000005194",1,"CIAPIN1"
"ENSG00000005249",1,"PRKAR2B"
"ENSG00000005471",1,"ABCB4"
"ENSG00000005810",1,"MYCBP2"
"ENSG00000006607",1,"FARP2"
"ENSG00000006611",1,"USH1C"
"ENSG00000006652",1,"IFRD1"
"ENSG00000006744",1,"ELAC2"
"ENSG00000006788",1,"MYH13"
"ENSG00000007047",1,"MARK4"
"ENSG00000007168",1,"PAFAH1B1"
"ENSG00000007174",1,"DNAH9"
"ENSG00000007216",1,"SLC13A2"
"ENSG00000007237",1,"GAS7"
"ENSG00000007264",1,"MATK"
"ENSG00000007306",1,"CEACAM7"
"ENSG00000007350",1,"TKTL1"
"ENSG00000007392",1,"LUC7L"
"ENSG00000007541",1,"PIGQ"
"ENSG00000007908",1,"SELE"
"ENSG00000007952",1,"NOX1"
"ENSG00000008277",1,"ADAM22"
"ENSG00000008382",1,"MPND"
"ENSG00000008710",1,"PKD1"
"ENSG00000008838",1,"MED24"
"ENSG00000009335",1,"UBE3C"
"ENSG00000009844",1,"VTA1"
"ENSG00000010256",1,"UQCRC1"
"ENSG00000010278",1,"CD9"
"ENSG00000010327",1,"STAB1"
"ENSG00000010404",1,"IDS"
"ENSG00000010539",1,"ZNF200"
"ENSG00000010818",1,"HIVEP2"
"ENSG00000011304",1,"PTBP1"
"ENSG00000011347",1,"SYT7"
"ENSG00000011405",1,"PIK3C2A"
"ENSG00000011451",1,"WIZ"
"ENSG00000011454",1,"RABGAP1"
"ENSG00000011465",1,"DCN"
"ENSG00000011523",1,"CEP68"
"ENSG00000012232",1,"EXTL3"
"ENSG00000013297",1,"CLDN11"
"ENSG00000013374",1,"NUB1"
"ENSG00000013725",1,"CD6"
"ENSG00000014216",1,"CAPN1"
"ENSG00000014641",1,"MDH1"
"ENSG00000015133",1,"CCDC88C"
"ENSG00000015285",1,"WAS"
"ENSG00000015413",1,"DPEP1"
"ENSG00000015475",1,"BID"
"ENSG00000015520",1,"NPC1L1"
"ENSG00000016402",1,"IL20RA"
"ENSG00000016490",1,"CLCA1"
"ENSG00000016602",1,"CLCA4"
"ENSG00000017483",1,"SLC38A5"
"ENSG00000019169",1,"MARCO"
"ENSG00000020426",1,"MNAT1"
"ENSG00000020577",1,"SAMD4A"
"ENSG00000021300",1,"PLEKHB1"
"ENSG00000021461",1,"CYP3A43"
"ENSG00000021574",1,"SPAST"
"ENSG00000021645",1,"NRXN3"
"ENSG00000021762",1,"OSBPL5"
"ENSG00000021826",1,"CPS1"
"ENSG00000021852",1,"C8B"
"ENSG00000022277",1,"RTF2"
"ENSG00000022355",1,"GABRA1"
"ENSG00000022567",1,"SLC45A4"
"ENSG00000022976",1,"ZNF839"
"ENSG00000023171",1,"GRAMD1B"
"ENSG00000023287",1,"RB1CC1"
"ENSG00000023318",1,"ERP44"
"ENSG00000023839",1,"ABCC2"
"ENSG00000025434",1,"NR1H3"
"ENSG00000025708",1,"TYMP"
"ENSG00000026751",1,"SLAMF7"
"ENSG00000028277",1,"POU2F2"
"ENSG00000028310",1,"BRD9"
"ENSG00000028839",1,"TBPL1"
"ENSG00000029363",1,"BCLAF1"
"ENSG00000029534",1,"ANK1"
"ENSG00000030419",1,"IKZF2"
"ENSG00000031823",1,"RANBP3"
"ENSG00000032444",1,"PNPLA6"
"ENSG00000033011",1,"ALG1"
"ENSG00000033122",1,"LRRC7"
"ENSG00000033867",1,"SLC4A7"
"ENSG00000035664",1,"DAPK2"
"ENSG00000036054",1,"TBC1D23"
"ENSG00000036448",1,"MYOM2"
"ENSG00000036473",1,"OTC"
"ENSG00000036565",1,"SLC18A1"
"ENSG00000038274",1,"MAT2B"
"ENSG00000038382",1,"TRIO"
"ENSG00000039123",1,"MTREX"
"ENSG00000039537",1,"C6"
"ENSG00000039560",1,"RAI14"
"ENSG00000040531",1,"CTNS"
"ENSG00000040608",1,"RTN4R"
"ENSG00000040633",1,"PHF23"
"ENSG00000042317",1,"SPATA7"
"ENSG00000042753",1,"AP2S1"
"ENSG00000042781",1,"USH2A"
"ENSG00000042813",1,"ZPBP"
"ENSG00000042832",1,"TG"
"ENSG00000043093",1,"DCUN1D1"
"ENSG00000043355",1,"ZIC2"
"ENSG00000043514",1,"TRIT1"
"ENSG00000044090",1,"CUL7"
"ENSG00000044115",1,"CTNNA1"
"ENSG00000046651",1,"OFD1"
"ENSG00000047249",1,"ATP6V1H"
"ENSG00000047365",1,"ARAP2"
"ENSG00000047579",1,"DTNBP1"
"ENSG00000048740",1,"CELF2"
"ENSG00000049540",1,"ELN"
"ENSG00000049768",1,"FOXP3"
"ENSG00000049883",1,"PTCD2"
"ENSG00000050426",1,"LETMD1"
"ENSG00000050748",1,"MAPK9"
"ENSG00000050767",1,"COL23A1"
"ENSG00000051128",1,"HOMER3"
"ENSG00000051382",1,"PIK3CB"
"ENSG00000051523",1,"CYBA"
"ENSG00000051596",1,"THOC3"
"ENSG00000052126",1,"PLEKHA5"
"ENSG00000053747",1,"LAMA3"
"ENSG00000053918",1,"KCNQ1"
"ENSG00000054179",1,"ENTPD2"
"ENSG00000054356",1,"PTPRN"
"ENSG00000054793",1,"ATP9A"
"ENSG00000054796",1,"SPO11"
"ENSG00000054938",1,"CHRDL2"
"ENSG00000054967",1,"RELT"
"ENSG00000055118",1,"KCNH2"
"ENSG00000055208",1,"TAB2"
"ENSG00000055955",1,"ITIH4"
"ENSG00000056487",1,"PHF21B"
"ENSG00000057593",1,"F7"
"ENSG00000058085",1,"LAMC2"
"ENSG00000058091",1,"CDK14"
"ENSG00000059758",1,"CDK17"
"ENSG00000059915",1,"PSD"
"ENSG00000060140",1,"STYK1"
"ENSG00000060303",1,"RPS17P5"
"ENSG00000060642",1,"PIGV"
"ENSG00000060971",1,"ACAA1"
"ENSG00000061455",1,"PRDM6"
"ENSG00000062096",1,"ARSF"
"ENSG00000062370",1,"ZNF112"
"ENSG00000063176",1,"SPHK2"
"ENSG00000063438",1,"AHRR"
"ENSG00000063587",1,"ZNF275"
"ENSG00000064042",1,"LIMCH1"
"ENSG00000064201",1,"TSPAN32"
"ENSG00000064270",1,"ATP2C2"
"ENSG00000064601",1,"CTSA"
"ENSG00000064651",1,"SLC12A2"
"ENSG00000064655",1,"EYA2"
"ENSG00000064703",1,"DDX20"
"ENSG00000064787",1,"BCAS1"
"ENSG00000064835",1,"POU1F1"
"ENSG00000064886",1,"CHI3L2"
"ENSG00000064932",1,"SBNO2"
"ENSG00000065268",1,"WDR18"
"ENSG00000065325",1,"GLP2R"
"ENSG00000065361",1,"ERBB3"
"ENSG00000065609",1,"SNAP91"
"ENSG00000065717",1,"TLE2"
"ENSG00000065883",1,"CDK13"
"ENSG00000065911",1,"MTHFD2"
"ENSG00000065923",1,"SLC9A7"
"ENSG00000065989",1,"PDE4A"
"ENSG00000066056",1,"TIE1"
"ENSG00000066136",1,"NFYC"
"ENSG00000066230",1,"SLC9A3"
"ENSG00000066248",1,"NGEF"
"ENSG00000066427",1,"ATXN3"
"ENSG00000066629",1,"EML1"
"ENSG00000067057",1,"PFKP"
"ENSG00000067066",1,"SP100"
"ENSG00000067208",1,"EVI5"
"ENSG00000067221",1,"STOML1"
"ENSG00000067445",1,"TRO"
"ENSG00000067606",1,"PRKCZ"
"ENSG00000067646",1,"ZFY"
"ENSG00000067798",1,"NAV3"
"ENSG00000067836",1,"ROGDI"
"ENSG00000068028",1,"RASSF1"
"ENSG00000068438",1,"FTSJ1"
"ENSG00000068654",1,"POLR1A"
"ENSG00000068971",1,"PPP2R5B"
"ENSG00000068976",1,"PYGM"
"ENSG00000068985",1,"PAGE1"
"ENSG00000069011",1,"PITX1"
"ENSG00000069018",1,"TRPC7"
"ENSG00000069122",1,"ADGRF5"
"ENSG00000069399",1,"BCL3"
"ENSG00000069431",1,"ABCC9"
"ENSG00000069535",1,"MAOB"
"ENSG00000069702",1,"TGFBR3"
"ENSG00000069812",1,"HES2"
"ENSG00000069869",1,"NEDD4"
"ENSG00000069974",1,"RAB27A"
"ENSG00000070010",1,"UFD1"
"ENSG00000070087",1,"PFN2"
"ENSG00000070269",1,"TMEM260"
"ENSG00000070444",1,"MNT"
"ENSG00000070669",1,"ASNS"
"ENSG00000070729",1,"CNGB1"
"ENSG00000070882",1,"OSBPL3"
"ENSG00000070985",1,"TRPM5"
"ENSG00000071203",1,"MS4A12"
"ENSG00000071243",1,"ING3"
"ENSG00000071677",1,"PRLH"
"ENSG00000071889",1,"FAM3A"
"ENSG00000071994",1,"PDCD2"
"ENSG00000072062",1,"PRKACA"
"ENSG00000072134",1,"EPN2"
"ENSG00000072195",1,"SPEG"
"ENSG00000072210",1,"ALDH3A2"
"ENSG00000072274",1,"TFRC"
"ENSG00000072310",1,"SREBF1"
"ENSG00000072518",1,"MARK2"
"ENSG00000072657",1,"TRHDE"
"ENSG00000072682",1,"P4HA2"
"ENSG00000072864",1,"NDE1"
"ENSG00000072952",1,"IRAG1"
"ENSG00000073008",1,"PVR"
"ENSG00000073060",1,"SCARB1"
"ENSG00000073111",1,"MCM2"
"ENSG00000073331",1,"ALPK1"
"ENSG00000073350",1,"LLGL2"
"ENSG00000073578",1,"SDHA"
"ENSG00000073670",1,"ADAM11"
"ENSG00000073737",1,"DHRS9"
"ENSG00000073792",1,"IGF2BP2"
"ENSG00000073861",1,"TBX21"
"ENSG00000073969",1,"NSF"
"ENSG00000074047",1,"GLI2"
"ENSG00000074211",1,"PPP2R2C"
"ENSG00000074276",1,"CDHR2"
"ENSG00000074370",1,"ATP2A3"
"ENSG00000074416",1,"MGLL"
"ENSG00000074660",1,"SCARF1"
"ENSG00000074803",1,"SLC12A1"
"ENSG00000074855",1,"ANO8"
"ENSG00000075142",1,"SRI"
"ENSG00000075151",1,"EIF4G3"
"ENSG00000075234",1,"TTC38"
"ENSG00000075388",1,"FGF4"
"ENSG00000075539",1,"FRYL"
"ENSG00000075891",1,"PAX2"
"ENSG00000076248",1,"UNG"
"ENSG00000076685",1,"NT5C2"
"ENSG00000076944",1,"STXBP2"
"ENSG00000077080",1,"ACTL6B"
"ENSG00000077092",1,"RARB"
"ENSG00000077152",1,"UBE2T"
"ENSG00000077238",1,"IL4R"
"ENSG00000077254",1,"USP33"
"ENSG00000077380",1,"DYNC1I2"
"ENSG00000077522",1,"ACTN2"
"ENSG00000077800",1,"FKBP6"
"ENSG00000078114",1,"NEBL"
"ENSG00000078237",1,"TIGAR"
"ENSG00000078687",1,"TNRC6C"
"ENSG00000078898",1,"BPIFB2"
"ENSG00000079102",1,"RUNX1T1"
"ENSG00000079263",1,"SP140"
"ENSG00000079335",1,"CDC14A"
"ENSG00000079393",1,"DUSP13"
"ENSG00000079557",1,"AFM"
"ENSG00000079785",1,"DDX1"
"ENSG00000079841",1,"RIMS1"
"ENSG00000080007",1,"DDX43"
"ENSG00000080224",1,"EPHA6"
"ENSG00000080298",1,"RFX3"
"ENSG00000080546",1,"SESN1"
"ENSG00000080802",1,"CNOT4"
"ENSG00000080823",1,"MOK"
"ENSG00000080845",1,"DLGAP4"
"ENSG00000081277",1,"PKP1"
"ENSG00000081377",1,"CDC14B"
"ENSG00000081913",1,"PHLPP1"
"ENSG00000081985",1,"IL12RB2"
"ENSG00000082014",1,"SMARCD3"
"ENSG00000082175",1,"PGR"
"ENSG00000082213",1,"C5orf22"
"ENSG00000082556",1,"OPRK1"
"ENSG00000082701",1,"GSK3B"
"ENSG00000083123",1,"BCKDHB"
"ENSG00000083622",1,"ENSG00000083622"
"ENSG00000083937",1,"CHMP2B"
"ENSG00000084073",1,"ZMPSTE24"
"ENSG00000084093",1,"REST"
"ENSG00000084623",1,"EIF3I"
"ENSG00000084636",1,"COL16A1"
"ENSG00000084710",1,"EFR3B"
"ENSG00000084764",1,"MAPRE3"
"ENSG00000085063",1,"CD59"
"ENSG00000085117",1,"CD82"
"ENSG00000085511",1,"MAP3K4"
"ENSG00000085662",1,"AKR1B1"
"ENSG00000085719",1,"CPNE3"
"ENSG00000085978",1,"ATG16L1"
"ENSG00000086205",1,"FOLH1"
"ENSG00000086288",1,"NME8"
"ENSG00000086300",1,"SNX10"
"ENSG00000086504",1,"MRPL28"
"ENSG00000086548",1,"CEACAM6"
"ENSG00000086717",1,"PPEF1"
"ENSG00000086730",1,"LAT2"
"ENSG00000087077",1,"TRIP6"
"ENSG00000087111",1,"PIGS"
"ENSG00000087191",1,"PSMC5"
"ENSG00000087206",1,"UIMC1"
"ENSG00000087237",1,"CETP"
"ENSG00000087266",1,"SH3BP2"
"ENSG00000087586",1,"AURKA"
"ENSG00000088002",1,"SULT2B1"
"ENSG00000088247",1,"KHSRP"
"ENSG00000088782",1,"DEFB127"
"ENSG00000088833",1,"NSFL1C"
"ENSG00000088881",1,"EBF4"
"ENSG00000088899",1,"LZTS3"
"ENSG00000089053",1,"ANAPC5"
"ENSG00000089159",1,"PXN"
"ENSG00000089225",1,"TBX5"
"ENSG00000089356",1,"FXYD3"
"ENSG00000089486",1,"CDIP1"
