"gene_id","n_LRonly_isoforms","gene_name"
"ENSG00000069702",1,"TGFBR3"
"ENSG00000069812",1,"HES2"
"ENSG00000069849",1,"ATP1B3"
"ENSG00000070010",1,"UFD1"
"ENSG00000070087",1,"PFN2"
"ENSG00000070190",1,"DAPP1"
"ENSG00000070269",1,"TMEM260"
"ENSG00000070669",1,"ASNS"
"ENSG00000070729",1,"CNGB1"
"ENSG00000070748",1,"CHAT"
"ENSG00000070915",1,"SLC12A3"
"ENSG00000070985",1,"TRPM5"
"ENSG00000071677",1,"PRLH"
"ENSG00000072062",1,"PRKACA"
"ENSG00000072110",1,"ACTN1"
"ENSG00000072163",1,"LIMS2"
"ENSG00000072201",1,"LNX1"
"ENSG00000072518",1,"MARK2"
"ENSG00000072682",1,"P4HA2"
"ENSG00000072694",1,"FCGR2B"
"ENSG00000072736",1,"NFATC3"
"ENSG00000073060",1,"SCARB1"
"ENSG00000073282",1,"TP63"
"ENSG00000073670",1,"ADAM11"
"ENSG00000073737",1,"DHRS9"
"ENSG00000073754",1,"CD5L"
"ENSG00000074047",1,"GLI2"
"ENSG00000074621",1,"SLC24A1"
"ENSG00000074803",1,"SLC12A1"
"ENSG00000075234",1,"TTC38"
"ENSG00000075292",1,"ZNF638"
"ENSG00000075539",1,"FRYL"
"ENSG00000075891",1,"PAX2"
"ENSG00000076928",1,"ARHGEF1"
"ENSG00000077080",1,"ACTL6B"
"ENSG00000077238",1,"IL4R"
"ENSG00000077254",1,"USP33"
"ENSG00000077380",1,"DYNC1I2"
"ENSG00000078124",1,"ACER3"
"ENSG00000078687",1,"TNRC6C"
"ENSG00000078898",1,"BPIFB2"
"ENSG00000079102",1,"RUNX1T1"
"ENSG00000079335",1,"CDC14A"
"ENSG00000079393",1,"DUSP13"
"ENSG00000079557",1,"AFM"
"ENSG00000079785",1,"DDX1"
"ENSG00000079841",1,"RIMS1"
"ENSG00000080298",1,"RFX3"
"ENSG00000080802",1,"CNOT4"
"ENSG00000080823",1,"MOK"
"ENSG00000080910",1,"CFHR2"
"ENSG00000082175",1,"PGR"
"ENSG00000082556",1,"OPRK1"
"ENSG00000082805",1,"ERC1"
"ENSG00000084093",1,"REST"
"ENSG00000084710",1,"EFR3B"
"ENSG00000085063",1,"CD59"
"ENSG00000085117",1,"CD82"
"ENSG00000085978",1,"ATG16L1"
"ENSG00000086288",1,"NME8"
"ENSG00000086300",1,"SNX10"
"ENSG00000086548",1,"CEACAM6"
"ENSG00000086717",1,"PPEF1"
"ENSG00000086730",1,"LAT2"
"ENSG00000087206",1,"UIMC1"
"ENSG00000087237",1,"CETP"
"ENSG00000087266",1,"SH3BP2"
"ENSG00000087460",1,"GNAS"
"ENSG00000087470",1,"DNM1L"
"ENSG00000087586",1,"AURKA"
"ENSG00000088247",1,"KHSRP"
"ENSG00000088387",1,"DOCK9"
"ENSG00000088726",1,"TMEM40"
"ENSG00000088782",1,"DEFB127"
"ENSG00000088826",1,"SMOX"
"ENSG00000088881",1,"EBF4"
"ENSG00000088899",1,"LZTS3"
"ENSG00000089012",1,"SIRPG"
"ENSG00000089053",1,"ANAPC5"
"ENSG00000089169",1,"RPH3A"
"ENSG00000089225",1,"TBX5"
"ENSG00000089250",1,"NOS1"
"ENSG00000089356",1,"FXYD3"
"ENSG00000089486",1,"CDIP1"
"ENSG00000089505",1,"CMTM1"
"ENSG00000089847",1,"ANKRD24"
"ENSG00000089916",1,"GPATCH2L"
"ENSG00000090006",1,"LTBP4"
"ENSG00000090238",1,"YPEL3"
"ENSG00000090402",1,"SI"
"ENSG00000090565",1,"RAB11FIP3"
"ENSG00000090615",1,"GOLGA3"
"ENSG00000090659",1,"CD209"
"ENSG00000090924",1,"PLEKHG2"
"ENSG00000091073",1,"DTX2"
"ENSG00000091106",1,"NLRC4"
"ENSG00000091128",1,"LAMB4"
"ENSG00000091129",1,"NRCAM"
"ENSG00000091181",1,"IL5RA"
"ENSG00000091844",1,"RGS17"
"ENSG00000092009",1,"CMA1"
"ENSG00000092098",1,"RNF31"
"ENSG00000092140",1,"G2E3"
"ENSG00000092199",1,"HNRNPC"
"ENSG00000092295",1,"TGM1"
"ENSG00000092529",1,"CAPN3"
"ENSG00000092847",1,"AGO1"
"ENSG00000092929",1,"UNC13D"
"ENSG00000093000",1,"NUP50"
"ENSG00000093072",1,"ADA2"
"ENSG00000093183",1,"SEC22C"
"ENSG00000095321",1,"CRAT"
"ENSG00000095539",1,"SEMA4G"
"ENSG00000095637",1,"SORBS1"
"ENSG00000095787",1,"WAC"
"ENSG00000095917",1,"TPSD1"
"ENSG00000095970",1,"TREM2"
"ENSG00000096006",1,"CRISP3"
"ENSG00000096063",1,"SRPK1"
"ENSG00000096088",1,"PGC"
"ENSG00000096264",1,"NCR2"
"ENSG00000096996",1,"IL12RB1"
"ENSG00000099331",1,"MYO9B"
"ENSG00000099625",1,"CBARP"
"ENSG00000099834",1,"CDHR5"
"ENSG00000099864",1,"PALM"
"ENSG00000099968",1,"BCL2L13"
"ENSG00000100012",1,"SEC14L3"
"ENSG00000100023",1,"PPIL2"
"ENSG00000100034",1,"PPM1F"
"ENSG00000100060",1,"MFNG"
"ENSG00000100099",1,"HPS4"
"ENSG00000100146",1,"SOX10"
"ENSG00000100207",1,"TCF20"
"ENSG00000100241",1,"SBF1"
"ENSG00000100242",1,"SUN2"
"ENSG00000100280",1,"AP1B1"
"ENSG00000100312",1,"ACR"
"ENSG00000100320",1,"RBFOX2"
"ENSG00000100345",1,"MYH9"
"ENSG00000100346",1,"CACNA1I"
"ENSG00000100365",1,"NCF4"
"ENSG00000100412",1,"ACO2"
"ENSG00000100448",1,"CTSG"
"ENSG00000100462",1,"PRMT5"
"ENSG00000100600",1,"LGMN"
"ENSG00000100612",1,"DHRS7"
"ENSG00000100678",1,"SLC8A3"
"ENSG00000100697",1,"DICER1"
"ENSG00000100796",1,"PPP4R3A"
"ENSG00000100802",1,"C14orf93"
"ENSG00000100884",1,"CPNE6"
"ENSG00000100897",1,"DCAF11"
"ENSG00000100902",1,"PSMA6"
"ENSG00000100926",1,"TM9SF1"
"ENSG00000100934",1,"SEC23A"
"ENSG00000101040",1,"ZMYND8"
"ENSG00000101180",1,"HRH3"
"ENSG00000101199",1,"ARFGAP1"
"ENSG00000101251",1,"SEL1L2"
"ENSG00000101307",1,"SIRPB1"
"ENSG00000101323",1,"HAO1"
"ENSG00000101336",1,"HCK"
"ENSG00000101446",1,"SPINT3"
"ENSG00000101448",1,"EPPIN"
"ENSG00000101608",1,"MYL12A"
"ENSG00000101981",1,"F9"
"ENSG00000102021",1,"LUZP4"
"ENSG00000102024",1,"PLS3"
"ENSG00000102030",1,"NAA10"
"ENSG00000102078",1,"SLC25A14"
"ENSG00000102096",1,"PIM2"
"ENSG00000102100",1,"SLC35A2"
"ENSG00000102221",1,"JADE3"
"ENSG00000102225",1,"CDK16"
"ENSG00000102290",1,"PCDH11X"
"ENSG00000102309",1,"PIN4"
"ENSG00000102471",1,"NDFIP2"
"ENSG00000102710",1,"SUPT20H"
"ENSG00000102743",1,"SLC25A15"
"ENSG00000102786",1,"INTS6"
"ENSG00000102794",1,"ACOD1"
"ENSG00000102854",1,"MSLN"
"ENSG00000102882",1,"MAPK3"
"ENSG00000102886",1,"GDPD3"
"ENSG00000102890",1,"ELMO3"
"ENSG00000102891",1,"MT4"
"ENSG00000102898",1,"NUTF2"
"ENSG00000103023",1,"PRSS54"
"ENSG00000103051",1,"COG4"
"ENSG00000103154",1,"NECAB2"
"ENSG00000103187",1,"COTL1"
"ENSG00000103222",1,"ABCC1"
"ENSG00000103266",1,"STUB1"
"ENSG00000103313",1,"MEFV"
"ENSG00000103353",1,"UBFD1"
"ENSG00000103546",1,"SLC6A2"
"ENSG00000103811",1,"CTSH"
"ENSG00000104043",1,"ATP8B4"
"ENSG00000104055",1,"TGM5"
"ENSG00000104213",1,"PDGFRL"
"ENSG00000104320",1,"NBN"
"ENSG00000104331",1,"BPNT2"
"ENSG00000104341",1,"LAPTM4B"
"ENSG00000104343",1,"UBE2W"
"ENSG00000104432",1,"IL7"
"ENSG00000104497",1,"SNX16"
"ENSG00000104537",1,"ANXA13"
"ENSG00000104679",1,"R3HCC1"
"ENSG00000104756",1,"KCTD9"
"ENSG00000104763",1,"ASAH1"
"ENSG00000104881",1,"PPP1R13L"
"ENSG00000104892",1,"KLC3"
"ENSG00000104894",1,"CD37"
"ENSG00000104936",1,"DMPK"
"ENSG00000104964",1,"TLE5"
"ENSG00000104974",1,"LILRA1"
"ENSG00000105085",1,"MED26"
"ENSG00000105143",1,"SLC1A6"
"ENSG00000105220",1,"GPI"
"ENSG00000105221",1,"AKT2"
"ENSG00000105227",1,"PRX"
"ENSG00000105245",1,"NUMBL"
"ENSG00000105278",1,"ZFR2"
"ENSG00000105287",1,"PRKD2"
"ENSG00000105289",1,"TJP3"
"ENSG00000105298",1,"CACTIN"
"ENSG00000105357",1,"MYH14"
"ENSG00000105366",1,"SIGLEC8"
"ENSG00000105374",1,"NKG7"
"ENSG00000105383",1,"CD33"
"ENSG00000105388",1,"CEACAM5"
"ENSG00000105409",1,"ATP1A3"
"ENSG00000105443",1,"CYTH2"
"ENSG00000105483",1,"CARD8"
"ENSG00000105609",1,"LILRB5"
"ENSG00000105642",1,"KCNN1"
"ENSG00000105664",1,"COMP"
"ENSG00000105697",1,"HAMP"
"ENSG00000105701",1,"FKBP8"
"ENSG00000105723",1,"GSK3A"
"ENSG00000105792",1,"CFAP69"
"ENSG00000105926",1,"PALS2"
"ENSG00000105963",1,"ADAP1"
"ENSG00000106031",1,"HOXA13"
"ENSG00000106066",1,"CPVL"
"ENSG00000106105",1,"GARS1"
"ENSG00000106123",1,"EPHB6"
"ENSG00000106261",1,"ZKSCAN1"
"ENSG00000106290",1,"TAF6"
"ENSG00000106302",1,"HYAL4"
"ENSG00000106304",1,"SPAM1"
"ENSG00000106331",1,"PAX4"
"ENSG00000106404",1,"CLDN15"
"ENSG00000106459",1,"NRF1"
"ENSG00000106460",1,"TMEM106B"
"ENSG00000106477",1,"CEP41"
"ENSG00000106484",1,"MEST"
"ENSG00000106524",1,"ANKMY2"
"ENSG00000106541",1,"AGR2"
"ENSG00000106617",1,"PRKAG2"
"ENSG00000106633",1,"GCK"
"ENSG00000106648",1,"GALNTL5"
"ENSG00000106952",1,"TNFSF8"
"ENSG00000107105",1,"ELAVL2"
"ENSG00000107187",1,"LHX3"
"ENSG00000107249",1,"GLIS3"
"ENSG00000107643",1,"MAPK8"
"ENSG00000107669",1,"ATE1"
"ENSG00000107679",1,"PLEKHA1"
"ENSG00000107736",1,"CDH23"
"ENSG00000107745",1,"MICU1"
"ENSG00000107771",1,"CCSER2"
"ENSG00000107854",1,"TNKS2"
"ENSG00000107862",1,"GBF1"
"ENSG00000107863",1,"ARHGAP21"
"ENSG00000107954",1,"NEURL1"
"ENSG00000108061",1,"SHOC2"
"ENSG00000108306",1,"FBXL20"
"ENSG00000108342",1,"CSF3"
"ENSG00000108352",1,"RAPGEFL1"
"ENSG00000108381",1,"ASPA"
"ENSG00000108387",1,"SEPTIN4"
"ENSG00000108395",1,"TRIM37"
"ENSG00000108423",1,"TUBD1"
"ENSG00000108622",1,"ICAM2"
"ENSG00000108639",1,"SYNGR2"
"ENSG00000108784",1,"NAGLU"
"ENSG00000108852",1,"MPP2"
"ENSG00000108963",1,"DPH1"
"ENSG00000109046",1,"WSB1"
"ENSG00000109171",1,"SLAIN2"
"ENSG00000109180",1,"OCIAD1"
"ENSG00000109184",1,"DCUN1D4"
"ENSG00000109208",1,"SMR3A"
"ENSG00000109332",1,"UBE2D3"
"ENSG00000109452",1,"INPP4B"
"ENSG00000109466",1,"KLHL2"
"ENSG00000109471",1,"IL2"
"ENSG00000109814",1,"UGDH"
"ENSG00000109906",1,"ZBTB16"
"ENSG00000109911",1,"ELP4"
"ENSG00000110047",1,"EHD1"
"ENSG00000110077",1,"MS4A6A"
"ENSG00000110079",1,"MS4A4A"
"ENSG00000110080",1,"ST3GAL4"
"ENSG00000110107",1,"PRPF19"
"ENSG00000110171",1,"TRIM3"
"ENSG00000110218",1,"PANX1"
"ENSG00000110245",1,"APOC3"
"ENSG00000110422",1,"HIPK3"
"ENSG00000110484",1,"SCGB2A2"
"ENSG00000110514",1,"MADD"
"ENSG00000110887",1,"DAO"
"ENSG00000110911",1,"SLC11A2"
"ENSG00000110931",1,"CAMKK2"
"ENSG00000111144",1,"LTA4H"
"ENSG00000111181",1,"SLC6A12"
"ENSG00000111196",1,"MAGOHB"
"ENSG00000111348",1,"ARHGDIB"
"ENSG00000111371",1,"SLC38A1"
"ENSG00000111405",1,"ENDOU"
"ENSG00000111432",1,"FZD10"
"ENSG00000111537",1,"IFNG"
"ENSG00000111711",1,"GOLT1B"
"ENSG00000111713",1,"GYS2"
"ENSG00000111716",1,"LDHB"
"ENSG00000111731",1,"C2CD5"
"ENSG00000111860",1,"CEP85L"
"ENSG00000111863",1,"ADTRP"
"ENSG00000111879",1,"FAM184A"
"ENSG00000111912",1,"NCOA7"
"ENSG00000112053",1,"SLC26A8"
"ENSG00000112115",1,"IL17A"
"ENSG00000112137",1,"PHACTR1"
"ENSG00000112276",1,"BVES"
"ENSG00000112339",1,"HBS1L"
"ENSG00000112367",1,"FIG4"
"ENSG00000112419",1,"PHACTR2"
"ENSG00000112425",1,"EPM2A"
"ENSG00000112486",1,"CCR6"
"ENSG00000112514",1,"CUTA"
"ENSG00000112561",1,"TFEB"
"ENSG00000112742",1,"TTK"
"ENSG00000112763",1,"BTN2A1"
"ENSG00000112769",1,"LAMA4"
"ENSG00000112818",1,"MEP1A"
"ENSG00000112851",1,"ERBIN"
"ENSG00000112852",1,"PCDHB2"
"ENSG00000113048",1,"MRPS27"
"ENSG00000113262",1,"GRM6"
"ENSG00000113263",1,"ITK"
"ENSG00000113302",1,"IL12B"
"ENSG00000113303",1,"BTNL8"
"ENSG00000113312",1,"TTC1"
"ENSG00000113360",1,"DROSHA"
"ENSG00000113407",1,"TARS1"
"ENSG00000113448",1,"PDE4D"
"ENSG00000113520",1,"IL4"
"ENSG00000113578",1,"FGF1"
"ENSG00000113600",1,"C9"
"ENSG00000113643",1,"RARS1"
"ENSG00000113657",1,"DPYSL3"
"ENSG00000113889",1,"KNG1"
"ENSG00000114115",1,"RBP1"
"ENSG00000114279",1,"FGF12"
"ENSG00000114331",1,"ACAP2"
"ENSG00000114416",1,"FXR1"
"ENSG00000114455",1,"HHLA2"
"ENSG00000114544",1,"SLC41A3"
"ENSG00000114656",1,"CFAP92"
"ENSG00000114771",1,"AADAC"
"ENSG00000114805",1,"PLCH1"
"ENSG00000114867",1,"EIF4G1"
"ENSG00000115155",1,"OTOF"
"ENSG00000115165",1,"CYTIP"
"ENSG00000115194",1,"SLC30A3"
"ENSG00000115263",1,"GCG"
"ENSG00000115295",1,"CLIP4"
"ENSG00000115368",1,"WDR75"
"ENSG00000115392",1,"FANCL"
"ENSG00000115415",1,"STAT1"
"ENSG00000115548",1,"KDM3A"
"ENSG00000115594",1,"IL1R1"
"ENSG00000115598",1,"IL1RL2"
"ENSG00000115705",1,"TPO"
"ENSG00000115919",1,"KYNU"
"ENSG00000115935",1,"WIPF1"
"ENSG00000116044",1,"NFE2L2"
"ENSG00000116171",1,"SCP2"
"ENSG00000116584",1,"ARHGEF2"
"ENSG00000116670",1,"MAD2L2"
"ENSG00000116748",1,"AMPD1"
"ENSG00000116996",1,"ZP4"
"ENSG00000117020",1,"AKT3"
"ENSG00000117090",1,"SLAMF1"
"ENSG00000117114",1,"ADGRL2"
"ENSG00000117153",1,"KLHL12"
"ENSG00000117226",1,"GBP3"
"ENSG00000117322",1,"CR2"
"ENSG00000117523",1,"PRRC2C"
"ENSG00000117560",1,"FASLG"
"ENSG00000117602",1,"RCAN3"
"ENSG00000117834",1,"SLC5A9"
"ENSG00000118004",1,"COLEC11"
"ENSG00000118094",1,"TREH"
"ENSG00000118113",1,"MMP8"
"ENSG00000118245",1,"TNP1"
"ENSG00000118271",1,"TTR"
"ENSG00000118434",1,"SPACA1"
"ENSG00000118491",1,"ZC2HC1B"
"ENSG00000118492",1,"ADGB"
"ENSG00000118513",1,"MYB"
"ENSG00000118596",1,"SLC16A7"
"ENSG00000118733",1,"OLFM3"
"ENSG00000118855",1,"MFSD1"
"ENSG00000118961",1,"LDAH"
"ENSG00000119042",1,"SATB2"
"ENSG00000119383",1,"PTPA"
"ENSG00000119396",1,"RAB14"
"ENSG00000119408",1,"NEK6"
"ENSG00000119487",1,"MAPKAP1"
"ENSG00000119535",1,"CSF3R"
"ENSG00000119537",1,"KDSR"
"ENSG00000119686",1,"FLVCR2"
"ENSG00000119689",1,"DLST"
"ENSG00000119714",1,"GPR68"
"ENSG00000119725",1,"ZNF410"
"ENSG00000119760",1,"SUPT7L"
"ENSG00000119844",1,"AFTPH"
"ENSG00000119922",1,"IFIT2"
"ENSG00000119950",1,"MXI1"
"ENSG00000120071",1,"KANSL1"
"ENSG00000120158",1,"RCL1"
"ENSG00000120251",1,"GRIA2"
"ENSG00000120254",1,"MTHFD1L"
"ENSG00000120708",1,"TGFBI"
"ENSG00000120868",1,"APAF1"
"ENSG00000120903",1,"CHRNA2"
"ENSG00000121101",1,"TEX14"
"ENSG00000121104",1,"FAM117A"
"ENSG00000121270",1,"ABCC11"
"ENSG00000121351",1,"IAPP"
"ENSG00000121381",1,"TAS2R9"
"ENSG00000121413",1,"ZSCAN18"
"ENSG00000121446",1,"RGSL1"
"ENSG00000121671",1,"CRY2"
"ENSG00000121753",1,"ADGRB2"
"ENSG00000121764",1,"HCRTR1"
"ENSG00000121797",1,"CCRL2"
"ENSG00000121864",1,"ZNF639"
"ENSG00000121879",1,"PIK3CA"
"ENSG00000121933",1,"TMIGD3"
"ENSG00000121957",1,"GPSM2"
"ENSG00000121989",1,"ACVR2A"
"ENSG00000122136",1,"OBP2A"
"ENSG00000122194",1,"PLG"
"ENSG00000122223",1,"CD244"
"ENSG00000122512",1,"PMS2"
"ENSG00000122545",1,"SEPTIN7"
"ENSG00000122679",1,"RAMP3"
"ENSG00000122824",1,"NUDT10"
"ENSG00000122952",1,"ZWINT"
"ENSG00000123066",1,"MED13L"
"ENSG00000123094",1,"RASSF8"
"ENSG00000123143",1,"PKN1"
"ENSG00000123219",1,"CENPK"
"ENSG00000123473",1,"STIL"
"ENSG00000123485",1,"HJURP"
"ENSG00000123561",1,"SERPINA7"
"ENSG00000123594",1,"ATXN3L"
"ENSG00000123815",1,"COQ8B"
"ENSG00000123843",1,"C4BPB"
"ENSG00000123977",1,"DAW1"
"ENSG00000124159",1,"MATN4"
"ENSG00000124215",1,"CDH26"
"ENSG00000124256",1,"ZBP1"
"ENSG00000124260",1,"MAGEA10"
"ENSG00000124507",1,"PACSIN1"
"ENSG00000124564",1,"SLC17A3"
"ENSG00000124568",1,"SLC17A1"
"ENSG00000124574",1,"ABCC10"
"ENSG00000124678",1,"TCP11"
"ENSG00000124721",1,"DNAH8"
"ENSG00000124731",1,"TREM1"
"ENSG00000124733",1,"MEA1"
"ENSG00000124812",1,"CRISP1"
"ENSG00000125124",1,"BBS2"
"ENSG00000125170",1,"DOK4"
"ENSG00000125207",1,"PIWIL1"
"ENSG00000125347",1,"IRF1"
"ENSG00000125386",1,"FAM193A"
"ENSG00000125454",1,"SLC25A19"
"ENSG00000125498",1,"KIR2DL1"
"ENSG00000125510",1,"OPRL1"
"ENSG00000125531",1,"FNDC11"
"ENSG00000125533",1,"BHLHE23"
"ENSG00000125630",1,"POLR1B"
"ENSG00000125637",1,"PSD4"
"ENSG00000125648",1,"SLC25A23"
"ENSG00000125676",1,"THOC2"
"ENSG00000125730",1,"C3"
"ENSG00000125735",1,"TNFSF14"
"ENSG00000125740",1,"FOSB"
"ENSG00000125746",1,"EML2"
"ENSG00000125787",1,"GNRH2"
"ENSG00000125812",1,"GZF1"
"ENSG00000125846",1,"ZNF133"
"ENSG00000125861",1,"GFRA4"
"ENSG00000125864",1,"BFSP1"
"ENSG00000125888",1,"BANF2"
"ENSG00000125903",1,"DEFB129"
"ENSG00000125944",1,"HNRNPR"
"ENSG00000125967",1,"NECAB3"
"ENSG00000125999",1,"BPIFB1"
"ENSG00000126067",1,"PSMB2"
"ENSG00000126088",1,"UROD"
"ENSG00000126217",1,"MCF2L"
"ENSG00000126226",1,"PCID2"
"ENSG00000126233",1,"SLURP1"
"ENSG00000126247",1,"CAPNS1"
"ENSG00000126262",1,"FFAR2"
"ENSG00000126653",1,"NSRP1"
"ENSG00000126746",1,"ZNF384"
"ENSG00000126777",1,"KTN1"
"ENSG00000126883",1,"NUP214"
"ENSG00000127054",1,"INTS11"
"ENSG00000127074",1,"RGS13"
"ENSG00000127463",1,"EMC1"
"ENSG00000127515",1,"OR7A10"
"ENSG00000127529",1,"OR7C2"
"ENSG00000127554",1,"GFER"
"ENSG00000127561",1,"SYNGR3"
"ENSG00000127780",1,"OR1E2"
"ENSG00000128271",1,"ADORA2A"
"ENSG00000128272",1,"ATF4"
"ENSG00000128283",1,"CDC42EP1"
"ENSG00000128284",1,"APOL3"
"ENSG00000128482",1,"RNF112"
"ENSG00000128519",1,"TAS2R16"
"ENSG00000128594",1,"LRRC4"
"ENSG00000128596",1,"CCDC136"
"ENSG00000128607",1,"KLHDC10"
"ENSG00000128713",1,"HOXD11"
"ENSG00000128918",1,"ALDH1A2"
"ENSG00000129003",1,"VPS13C"
"ENSG00000129007",1,"CALML4"
"ENSG00000129116",1,"PALLD"
"ENSG00000129159",1,"KCNC1"
"ENSG00000129167",1,"TPH1"
"ENSG00000129245",1,"FXR2"
"ENSG00000129255",1,"MPDU1"
"ENSG00000129292",1,"PHF20L1"
"ENSG00000129347",1,"KRI1"
"ENSG00000129450",1,"SIGLEC9"
"ENSG00000129465",1,"RIPK3"
"ENSG00000129473",1,"BCL2L2"
"ENSG00000129657",1,"SEC14L1"
"ENSG00000129682",1,"FGF13"
"ENSG00000129968",1,"ABHD17A"
"ENSG00000130159",1,"ECSIT"
"ENSG00000130177",1,"CDC16"
"ENSG00000130204",1,"TOMM40"
"ENSG00000130402",1,"ACTN4"
"ENSG00000130675",1,"MNX1"
"ENSG00000130695",1,"CEP85"
"ENSG00000130703",1,"OSBPL2"
"ENSG00000130813",1,"SHFL"
"ENSG00000130881",1,"LRP3"
"ENSG00000131050",1,"BPIFA2"
"ENSG00000131068",1,"DEFB118"
"ENSG00000131089",1,"ARHGEF9"
"ENSG00000131378",1,"RFTN1"
"ENSG00000131379",1,"C3orf20"
"ENSG00000131409",1,"LRRC4B"
"ENSG00000131446",1,"MGAT1"
"ENSG00000131459",1,"GFPT2"
"ENSG00000131737",1,"KRT34"
"ENSG00000131748",1,"STARD3"
"ENSG00000131773",1,"KHDRBS3"
"ENSG00000131864",1,"USP29"
"ENSG00000132024",1,"CC2D1A"
"ENSG00000132274",1,"TRIM22"
"ENSG00000132359",1,"RAP1GAP2"
"ENSG00000132361",1,"CLUH"
"ENSG00000132405",1,"TBC1D14"
"ENSG00000132424",1,"PNISR"
"ENSG00000132446",1,"FTHL17"
"ENSG00000132465",1,"JCHAIN"
"ENSG00000132514",1,"CLEC10A"
"ENSG00000132530",1,"XAF1"
"ENSG00000132535",1,"DLG4"
"ENSG00000132554",1,"RGS22"
"ENSG00000132600",1,"PRMT7"
"ENSG00000132640",1,"BTBD3"
"ENSG00000132670",1,"PTPRA"
"ENSG00000132692",1,"BCAN"
"ENSG00000132704",1,"FCRL2"
"ENSG00000132746",1,"ALDH3B2"
"ENSG00000132780",1,"NASP"
"ENSG00000132819",1,"RBM38"
"ENSG00000132842",1,"AP3B1"
"ENSG00000132958",1,"TPTE2"
"ENSG00000132972",1,"RNF17"
"ENSG00000133067",1,"LGR6"
"ENSG00000133069",1,"TMCC2"
"ENSG00000133103",1,"COG6"
"ENSG00000133107",1,"TRPC4"
"ENSG00000133112",1,"TPT1"
"ENSG00000133119",1,"RFC3"
"ENSG00000133121",1,"STARD13"
"ENSG00000133135",1,"RNF128"
"ENSG00000133250",1,"ZNF414"
"ENSG00000133256",1,"PDE6B"
"ENSG00000133313",1,"CNDP2"
"ENSG00000133401",1,"PDZD2"
"ENSG00000133561",1,"GIMAP6"
"ENSG00000133606",1,"MKRN1"
"ENSG00000133706",1,"LARS1"
"ENSG00000133710",1,"SPINK5"
"ENSG00000133794",1,"BMAL1"
"ENSG00000133818",1,"RRAS2"
"ENSG00000133895",1,"MEN1"
"ENSG00000133980",1,"VRTN"
"ENSG00000134013",1,"LOXL2"
"ENSG00000134014",1,"ELP3"
"ENSG00000134056",1,"MRPS36"
"ENSG00000134216",1,"CHIA"
"ENSG00000134248",1,"LAMTOR5"
"ENSG00000134255",1,"CEPT1"
"ENSG00000134258",1,"VTCN1"
"ENSG00000134324",1,"LPIN1"
"ENSG00000134343",1,"ANO3"
"ENSG00000134389",1,"CFHR5"
"ENSG00000134460",1,"IL2RA"
"ENSG00000134571",1,"MYBPC3"
"ENSG00000134575",1,"ACP2"
"ENSG00000134755",1,"DSC2"
"ENSG00000134802",1,"SLC43A3"
"ENSG00000134954",1,"ETS1"
"ENSG00000135047",1,"CTSL"
"ENSG00000135114",1,"OASL"
"ENSG00000135175",1,"OCM2"
"ENSG00000135218",1,"CD36"
"ENSG00000135226",1,"UGT2B28"
"ENSG00000135272",1,"MDFIC"
"ENSG00000135297",1,"MTO1"
"ENSG00000135346",1,"CGA"
"ENSG00000135363",1,"LMO2"
"ENSG00000135374",1,"ELF5"
"ENSG00000135424",1,"ITGA7"
"ENSG00000135720",1,"DYNC1LI2"
"ENSG00000135722",1,"FBXL8"
"ENSG00000135773",1,"CAPN9"
"ENSG00000135898",1,"GPR55"
"ENSG00000135905",1,"DOCK10"
"ENSG00000135924",1,"DNAJB2"
"ENSG00000135960",1,"EDAR"
"ENSG00000136098",1,"NEK3"
"ENSG00000136104",1,"RNASEH2B"
"ENSG00000136122",1,"BORA"
"ENSG00000136144",1,"RCBTB1"
"ENSG00000136169",1,"SETDB2"
"ENSG00000136193",1,"SCRN1"
"ENSG00000136250",1,"AOAH"
"ENSG00000136279",1,"DBNL"
"ENSG00000136448",1,"NMT1"
"ENSG00000136457",1,"CHAD"
"ENSG00000136504",1,"KAT7"
"ENSG00000136521",1,"NDUFB5"
"ENSG00000136531",1,"SCN2A"
"ENSG00000136541",1,"ERMN"
"ENSG00000136634",1,"IL10"
"ENSG00000136694",1,"IL36A"
"ENSG00000136697",1,"IL1F10"
"ENSG00000136717",1,"BIN1"
"ENSG00000136811",1,"ODF2"
"ENSG00000136854",1,"STXBP1"
"ENSG00000136861",1,"CDK5RAP2"
"ENSG00000136877",1,"FPGS"
"ENSG00000136986",1,"DERL1"
"ENSG00000136997",1,"MYC"
"ENSG00000137075",1,"RNF38"
"ENSG00000137080",1,"IFNA21"
"ENSG00000137225",1,"CAPN11"
"ENSG00000137343",1,"ATAT1"
"ENSG00000137409",1,"MTCH1"
"ENSG00000137474",1,"MYO7A"
"ENSG00000137491",1,"SLCO2B1"
"ENSG00000137497",1,"NUMA1"
"ENSG00000137501",1,"SYTL2"
"ENSG00000137575",1,"SDCBP"
"ENSG00000137634",1,"NXPE4"
"ENSG00000137648",1,"TMPRSS4"
"ENSG00000137675",1,"MMP27"
"ENSG00000137699",1,"TRIM29"
"ENSG00000137726",1,"FXYD6"
"ENSG00000137745",1,"MMP13"
"ENSG00000137747",1,"TMPRSS13"
"ENSG00000137752",1,"CASP1"
"ENSG00000137757",1,"CASP5"
"ENSG00000137807",1,"KIF23"
"ENSG00000137809",1,"ITGA11"
"ENSG00000137817",1,"PARP6"
"ENSG00000137869",1,"CYP19A1"
"ENSG00000138031",1,"ADCY3"
