gene_id	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	neg_log10_FDR	significant	condition_1	condition_2	label
ENSG00000197921	-12.0699298707343	9.012753775086859	204.7297742778075	2.53366911027151e-8	1.7259353979169528e-4	HES5	protein_coding	1	3.7629754640398456	TRUE	H1_FT	H2_FT	HES5
ENSG00000102225	-11.16585764504261	7.026907335079943	107.86783535730073	1.4162340119411814e-7	4.42685368712045e-4	CDK16	protein_coding	X	3.353904831742926	TRUE	H1_FT	H2_FT	CDK16
ENSG00000133169	-10.45989584662293	8.319130637187865	63.83731348843819	1.5939508705750216e-6	0.0024128874067460104	BEX1	protein_coding	X	2.617462943225808	TRUE	H1_FT	H2_FT	BEX1
ENSG00000100554	-10.225619869760948	6.967104581452752	45.00167496950608	7.730846014401223e-6	0.0050154783857239175	ATP6V1D	protein_coding	14	2.2996876368466497	TRUE	H1_FT	H2_FT	ATP6V1D
ENSG00000147133	-10.190714415984106	5.553546793434977	23.340074339366765	2.320613298041755e-4	0.0645225215765732	TAF1	protein_coding	X	1.1902886684778613	FALSE	H1_FT	H2_FT	TAF1
ENSG00000142937	-9.72105819741455	5.450976018270096	47.35147908669077	1.2543318710230113e-5	0.007430007569920655	RPS8	protein_coding	1	2.129010743766599	TRUE	H1_FT	H2_FT	RPS8
ENSG00000077152	-9.642165107516774	7.126085492276825	13.114136512269413	0.002583792536992246	0.29114878570128605	UBE2T	protein_coding	1	0.5358850168708472	FALSE	H1_FT	H2_FT	UBE2T
ENSG00000179918	-9.210163417890382	5.134080565498538	66.53422530263164	2.0975207858741598e-6	0.0025093775609953653	SEPHS2	protein_coding	16	2.6004339898130953	TRUE	H1_FT	H2_FT	SEPHS2
ENSG00000123575	-9.065187057427302	5.241977709889868	15.915013136238464	0.0012267122564805877	0.19000417749427698	FAM199X	protein_coding	X	0.7212368504010235	FALSE	H1_FT	H2_FT	FAM199X
ENSG00000102109	8.81002681679209	8.211465566091956	11.278621557210073	0.004080694026485325	0.3756444284921356	PCSK1N	protein_coding	X	0.4252230481740584	FALSE	H1_FT	H2_FT	PCSK1N
