gene_id	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	neg_log10_FDR	significant	condition_1	condition_2	label
ENSG00000197921	-12.584553698506678	9.012753775086859	252.40574161048167	8.648182938741874e-9	2.083758856497715e-5	HES5	protein_coding	1	4.681152541299553	TRUE	H1_Stage2	H2_Stage2	HES5
ENSG00000102144	-10.449102114166552	5.569035829408937	128.6968123219322	1.138534942805669e-7	1.5280138743738677e-4	PGK1	protein_coding	X	3.815872702346288	TRUE	H1_Stage2	H2_Stage2	PGK1
ENSG00000118231	9.817794715599247	7.796699315574072	10.007562500479487	0.007659153746993019	0.31503514354479445	CRYGD	protein_coding	2	0.501640996063607	FALSE	H1_Stage2	H2_Stage2	CRYGD
ENSG00000143257	-9.2300032413239	5.369009873233388	9.303026469471707	0.008822249885890808	0.33239538480306907	NR1I3	protein_coding	1	0.4783450148773214	FALSE	H1_Stage2	H2_Stage2	NR1I3
ENSG00000179222	-8.868771049371533	4.780238930734839	40.780460538665835	5.839351834440543e-5	0.01110264197048666	MAGED1	protein_coding	X	1.954573664755976	TRUE	H1_Stage2	H2_Stage2	MAGED1
ENSG00000179918	-8.731830023637933	5.134080565498538	82.93401023517417	6.258560074818674e-7	4.5200195330242896e-4	SEPHS2	protein_coding	16	3.3448596884040307	TRUE	H1_Stage2	H2_Stage2	SEPHS2
ENSG00000116791	-8.609143508332721	4.448096504533926	4.797579871882232	0.054074386648182045	0.6303413891510432	CRYZ	protein_coding	1	0.20042417551795058	FALSE	H1_Stage2	H2_Stage2	CRYZ
ENSG00000198105	8.306554855181098	6.085814958288246	7.686051850285157	0.015206803786196167	0.4352468377796987	ZNF248	protein_coding	10	0.3612643755002723	FALSE	H1_Stage2	H2_Stage2	ZNF248
ENSG00000137818	-8.20670026563695	3.365054129088253	24.481562246203502	2.844873291229449e-4	0.03726784011510578	RPLP1	protein_coding	15	1.4286657763707262	TRUE	H1_Stage2	H2_Stage2	RPLP1
ENSG00000165169	8.094194285944278	6.443115796393903	61.90233992391639	7.758331418484861e-7	5.014764273728036e-4	DYNLT3	protein_coding	X	3.2997494768061255	TRUE	H1_Stage2	H2_Stage2	DYNLT3
ENSG00000171163	-8.044853843529408	3.53557808659123	32.14537448709562	6.259151828349794e-5	0.011434376357107747	ZNF692	protein_coding	1	1.9417875172883412	TRUE	H1_Stage2	H2_Stage2	ZNF692
ENSG00000133169	-7.865163144016849	8.319130637187865	98.35849662111005	1.2417118357560824e-7	1.5280138743738677e-4	BEX1	protein_coding	X	3.815872702346288	TRUE	H1_Stage2	H2_Stage2	BEX1
ENSG00000163449	-7.537922019560107	2.8955657695949264	10.874849874217862	0.005416068267168274	0.27045292409365385	TMEM169	protein_coding	2	0.5679083186742246	FALSE	H1_Stage2	H2_Stage2	TMEM169
ENSG00000100554	-7.512592762428088	6.967104581452752	63.708896568149484	1.008080223117265e-6	5.493633983899848e-4	ATP6V1D	protein_coding	14	3.2601402790377394	TRUE	H1_Stage2	H2_Stage2	ATP6V1D
ENSG00000198300	-7.498250751623282	5.778159962053032	6.775368377379421	0.02113323470008251	0.4919933909498729	PEG3	protein_coding	19	0.30804073116206904	FALSE	H1_Stage2	H2_Stage2	PEG3
ENSG00000185651	7.396000356989034	2.5383291977809246	10.018222008292808	0.007634601225991276	0.31503514354479445	UBE2L3	protein_coding	22	0.501640996063607	FALSE	H1_Stage2	H2_Stage2	UBE2L3
ENSG00000101049	7.205422641530232	3.2444819095272486	16.743207190778577	0.0011447961903936616	0.09809247357184431	SGK2	protein_coding	20	1.0083643138393474	FALSE	H1_Stage2	H2_Stage2	SGK2
ENSG00000013375	-7.202062523688972	7.242509836398241	13.95896460005997	0.0018494206646342258	0.1350158745280043	PGM3	protein_coding	6	0.8696151662116286	FALSE	H1_Stage2	H2_Stage2	PGM3
ENSG00000170100	-7.197587329822936	3.234403354673761	36.19286327966698	6.709599167342519e-5	0.011998416512961217	ZNF778	protein_coding	16	1.920876066040757	TRUE	H1_Stage2	H2_Stage2	ZNF778
ENSG00000173020	-7.098816126945824	2.844338854268863	12.383593791297306	0.0038943151292579496	0.22152321135220876	GRK2	protein_coding	11	0.6545807613865583	FALSE	H1_Stage2	H2_Stage2	GRK2
ENSG00000171777	-7.0884004773588	2.354838250623255	9.79821910465217	0.009865395138686322	0.347777183891137	RASGRP4	protein_coding	19	0.45869891352137504	FALSE	H1_Stage2	H2_Stage2	NA
ENSG00000102383	-7.0384611337736995	3.008258525274016	45.557306679239346	3.597937669255666e-5	0.007541277354759876	ZDHHC15	protein_coding	X	2.122555086339922	TRUE	H1_Stage2	H2_Stage2	NA
ENSG00000102225	-7.005351006823442	7.026907335079943	110.27951349513803	1.2474800740099818e-7	1.5280138743738677e-4	CDK16	protein_coding	X	3.815872702346288	TRUE	H1_Stage2	H2_Stage2	NA
ENSG00000288637	6.95919804809745	4.766816531852653	8.303458677028107	0.013104213697654075	0.40209866535324124		protein_coding	4	0.3956673684058792	FALSE	H1_Stage2	H2_Stage2	NA
ENSG00000172748	-6.931558459613414	3.224675762211914	30.737378222360206	1.3861532845297445e-4	0.021692440145999897	ZNF596	protein_coding	8	1.6636915921842268	TRUE	H1_Stage2	H2_Stage2	NA
ENSG00000198561	-6.912162914319134	5.193049403375425	13.121728353569658	0.002578296830323845	0.17121937769259168	CTNND1	protein_coding	11	0.7664470857527387	FALSE	H1_Stage2	H2_Stage2	NA
ENSG00000198356	-6.862950738031202	2.706491686362259	30.63596261563506	2.766202225063214e-4	0.0365890671012245	GET3	protein_coding	19	1.4366486634282696	TRUE	H1_Stage2	H2_Stage2	NA
ENSG00000196924	-6.840363483148556	2.9295683301402997	23.96088907627064	3.95814280137355e-4	0.04689194567470717	FLNA	protein_coding	X	1.3289017468248514	TRUE	H1_Stage2	H2_Stage2	NA
ENSG00000126012	6.722268742867371	2.045065704592715	8.370384533414255	0.016482362741665615	0.4545662145596201	KDM5C	protein_coding	X	0.34240284616403543	FALSE	H1_Stage2	H2_Stage2	NA
ENSG00000174501	-6.679386923751209	4.611582003237948	37.24890111973515	1.6497038376033777e-5	0.004824683183392023	ANKRD36C	protein_coding	2	2.3165311996719096	TRUE	H1_Stage2	H2_Stage2	NA
