,0,1,2,3,4,5,6,7,8,9,10
/dcs04/hicks/data/sparthib/retina_lrs/05_bams/genome/primary_assembly/high_quality/DG-WT-hRGC_primary_over_30_chr_only_sorted.bam,0.47484292289874974,0.11314550767184962,0.0859738819736689,0.08458409045620723,0.060112300805164415,0.05059143380822448,0.04060826314533011,0.0289244810625566,0.023239085099624544,0.020545562520099515,0.017432470558524857
/dcs04/hicks/data/sparthib/retina_lrs/05_bams/genome/primary_assembly/high_quality/EP1-BRN3B-RO_primary_over_30_chr_only_sorted.bam,0.4361219759857516,0.1286789391956825,0.09570848541311823,0.09111758273330686,0.06744552243314467,0.055784119308041245,0.03699929964690286,0.028909104562784137,0.025056828858802872,0.019753992780094036,0.014424149082371
/dcs04/hicks/data/sparthib/retina_lrs/05_bams/genome/primary_assembly/high_quality/EP1-WT_ROs_D45_primary_over_30_chr_only_sorted.bam,0.35104878485450003,0.10663002724972112,0.09672027217710792,0.11462735140973851,0.08914396756088383,0.07914097310648682,0.048459168036721054,0.03876836732073193,0.029256182366553227,0.027123820037943405,0.019081085879612138
/dcs04/hicks/data/sparthib/retina_lrs/05_bams/genome/primary_assembly/high_quality/EP1-WT_hRO_2_primary_over_30_chr_only_sorted.bam,0.4664284695010664,0.11468189472313575,0.1007217513985536,0.09537638521203883,0.06613376461473318,0.05666620987603546,0.03087066569935839,0.02445139750459108,0.018522083051863165,0.015199722129208252,0.010947656289415884
/dcs04/hicks/data/sparthib/retina_lrs/05_bams/genome/primary_assembly/high_quality/H9-BRN3B-RO_primary_over_30_chr_only_sorted.bam,0.4817574526083505,0.12484739314724487,0.09357778121708046,0.08511223720537796,0.06060751176990399,0.0469039985222093,0.03178564046750108,0.024718965147105077,0.022291314484845157,0.01589148223406008,0.0125062231963215
/dcs04/hicks/data/sparthib/retina_lrs/05_bams/genome/primary_assembly/high_quality/H9-BRN3B_hRO_2_primary_over_30_chr_only_sorted.bam,0.43464118629319487,0.1041047227672894,0.09200914890843694,0.10274525967704623,0.07521016889840848,0.06515815657304037,0.03835061303910275,0.031019141545626527,0.023411564661798053,0.019545575444146566,0.013804462191909833
/dcs04/hicks/data/sparthib/retina_lrs/05_bams/genome/primary_assembly/high_quality/H9-CRX_ROs_D45_primary_over_30_chr_only_sorted.bam,0.39033705737721164,0.1049331952867925,0.1029469066444338,0.11124313016071101,0.0819271879281781,0.07016343544732945,0.043098982528849375,0.03285641144254376,0.025161819192097746,0.021941884633079882,0.015389989358772744
/dcs04/hicks/data/sparthib/retina_lrs/05_bams/genome/primary_assembly/high_quality/H9-CRX_hRO_2_primary_over_30_chr_only_sorted.bam,0.44893225040795015,0.10978562593168968,0.08945196226108695,0.09844112940396975,0.07271245369338226,0.061676891462627934,0.03658867938268734,0.02954642414443853,0.021494544639705477,0.01849452521447607,0.01287551345798587
/dcs04/hicks/data/sparthib/retina_lrs/05_bams/genome/primary_assembly/high_quality/H9-FT_1_primary_over_30_chr_only_sorted.bam,0.43735997745132954,0.11501678125839862,0.08402670963018215,0.09058057991075057,0.07151076248229417,0.06351710593367266,0.039129336809222745,0.03232714414755466,0.0265835972148586,0.023066762688813528,0.0168812424729228
/dcs04/hicks/data/sparthib/retina_lrs/05_bams/genome/primary_assembly/high_quality/H9-FT_2_primary_over_30_chr_only_sorted.bam,0.4634490835681921,0.09319688329410114,0.08487291940775805,0.09181878971871849,0.06996101851163208,0.06426002410509539,0.037961328093718084,0.03235107615870413,0.02401485658240516,0.02261930284598946,0.01549471771368593
/dcs04/hicks/data/sparthib/retina_lrs/05_bams/genome/primary_assembly/high_quality/H9-hRGC_1_primary_over_30_chr_only_sorted.bam,0.5228475768715503,0.1332841579075102,0.08429384925870433,0.07566275235536518,0.052458401056808,0.04111096047993998,0.029579371566292676,0.020435898005488742,0.015774059333133892,0.01361680412741404,0.010936169037792761
/dcs04/hicks/data/sparthib/retina_lrs/05_bams/genome/primary_assembly/high_quality/H9-hRGC_2_primary_over_30_chr_only_sorted.bam,0.44837739336959165,0.10158260566382618,0.08294143245748332,0.09714630644796594,0.06922567492461522,0.060712146658128525,0.04262659637082924,0.03142298152619869,0.024817589982756866,0.02303345841366609,0.018113814184938234
/dcs04/hicks/data/sparthib/retina_lrs/05_bams/genome/primary_assembly/high_quality/YZ-15T_hRGC_primary_over_30_chr_only_sorted.bam,0.4535512338421726,0.12324198981538784,0.08896822763294378,0.08923489675713792,0.06444030330193666,0.05244353855076983,0.03866849048076927,0.028294339553088844,0.02296600517501284,0.02104349864725439,0.017147476243526024
/dcs04/hicks/data/sparthib/retina_lrs/05_bams/genome/primary_assembly/high_quality/YZ-3T_hRGC_primary_over_30_chr_only_sorted.bam,0.49446746590877577,0.12140266701534533,0.08537716712721446,0.08259949147960428,0.05747488465809267,0.04713528226136185,0.0349032950008489,0.024935836809349275,0.019834570879082247,0.017548249393420003,0.014321089466905204
/dcs04/hicks/data/sparthib/retina_lrs/05_bams/genome/primary_assembly/high_quality/hRGC_primary_over_30_chr_only_sorted.bam,0.4330996571033224,0.12338113979616838,0.08892169800234719,0.09484026982466885,0.06721750100641866,0.056256727927808683,0.04242780989577348,0.030222686045997496,0.02416452286833356,0.021749231019344978,0.017718756509816316
