isoform_id	EP1-BRN3B-RO	EP1-WT_hRO_2	H9-BRN3B-RO	H9-BRN3B_hRO_2	H9-CRX_hRO_2
ENST00000466213.5	49.218694257865145	42.11067073257414	37.22031690969555	48.18132393180386	66.86865753207995
ENST00000468598.5	71.83152464515192	67.88767964826984	64.75863129243838	87.58884725131963	111.85574739285406
ENST00000470472.5	17.31546675505879	17.98060045960708	18.627465615084372	24.815795482970728	17.55778083500977
ENST00000490668.5	9.866548609279091	7.422783891423226	6.024742408567003	8.29265221090244	5.450196213131807
ENST00000696553.1	149.00741591291901	155.47823768583402	160.09461036890937	88.62261653128151	97.08364413208591
transcript74331.chr1.nnic	74.92759620461919	80.0581629023463	83.9355571890941	65.97111883190927	72.41304500428714
ENST00000272937.10	139.32674903896282	86.58269663302386	74.11368291278691	160.3088428411676	193.1688700674144
ENST00000409160.7	99.8372359072827	37.771570398554154	28.839083033204275	63.104900073362884	86.94201843115522
ENST00000409574.1	3.7253527871684877	4.338425033722106	4.887370961037121	6.281575563438311	4.545309230440645
ENST00000426725.3	25.453767756283543	22.87281386955552	20.978234906650183	13.496817059031352	18.54423199034154
ENST00000438436.4	1.8652092443525592	2.040996764889231	2.1784318381433354	12.036440268812512	12.329518970100398
ENST00000664922.3	1.5237492386763551	1.9181116395261029	2.3066642190909636	2.3984692029188963	0.721049731652782
transcript1917.chr2.nnic	4.785038607683359	3.3101025572117333	2.4677185354474025	4.133093068955764	3.934893709020624
transcript211979.chr2.nnic	382.294356211519	259.153025268018	215.79337407297382	229.63463512188028	286.24603501295087
ENST00000402696.9	29.902543369011326	18.294315368192084	12.195925224731816	0.366721642732013	3.5993560413322863
ENST00000413699.7	14.192765586827802	11.498513471134249	10.17789892062905	15.945609731235695	16.62589693888347
ENST00000467842.1	244.7013626925388	149.07416550863718	100.21419850476013	4.908106494722521	16.68947407563551
ENST00000474287.5	3.48113724057675	1.0857627658282483	0.9225304997219208	0.14541763120408246	0.1352523212614818
ENST00000611050.4	128.79876950267737	107.54228758853057	93.78179478629002	158.96332592251753	180.14200133056627
ENST00000644185.1	18.301179865208834	13.652664800944267	11.964372283102348	22.327623572717023	20.363111714744633
transcript129541.chr3.nnic	996.4758353688883	615.4678845149123	423.12412819206423	11.920444271032707	25.979324261397288
transcript22429.chr3.nnic	204.41049212123835	204.49335143302613	204.25741909356285	134.54354263367958	141.98744871161605
transcript22431.chr3.nnic	186.71372512591967	194.01295359814196	199.95014789861023	210.87944522425985	198.4040672173915
ENST00000182527.4	31.367640308145987	27.66533552191122	25.017910715166003	27.2326817611053	35.91412943122072
ENST00000324723.10	0.5164572053350758	0.8136170484708138	1.1018002078880307	0.7233744041420009	0
ENST00000369143.2	4.277490225427911	5.420038869248442	6.455778184860659	5.9450444384580186	4.889244196704876
ENST00000369162.7	9.85665805122692	9.577780817842623	9.412995095973125	9.230042634840641	7.802553016500198
ENST00000522650.5	0.6388364618089111	1.1348682068874316	1.623335525658621	6.687099575436775	4.402552403166973
transcript49832.chr6.nnic	9.366725403782818	7.81044840532264	6.733460492985279	0.7238958064475982	1.6005061378446173
transcript82395.chr6.nic	1.4084392621207082	2.1570799303502364	2.794035597514618	19.680322408555295	15.862388025778888
ENST00000355968.10	33.43030446589086	30.099858590165436	28.00284099543152	16.770972960607356	13.22423632139898
ENST00000468812.6	36.07659149373533	32.12279632768113	29.718487999388923	57.60429492695011	57.573753615748274
ENST00000489459.5	13.076972619163229	13.90424194601837	14.586732162713659	16.14011871182109	14.754676938914036
ENST00000620047.5	52.58079765439705	30.380544538882702	21.069258524718297	7.66864825668471	8.486546484261432
ENST00000678643.1	7.791839171409073	5.230494884551202	3.7556806128591527	4.292102337904048	8.279479645303269
transcript40735.chr7.nnic	14.17778867285212	9.537781082081846	6.961989266875448	3.1797992326672544	4.987507683883981
transcript42834.chr7.nnic	6.781519427433454	6.622398870899046	6.5544453041520825	5.530903953150072	3.898384248305816
ENST00000265770.11	76.33469774253052	74.38085234117264	73.61508201117083	137.60536026004243	96.65849276886725
ENST00000350889.9	10.10978866382544	7.930214367529482	6.590975159492108	10.267933526531463	9.790978904790109
transcript10065.chr8.nic	11.896451599191812	13.7913842418243	15.555379573243304	11.56232127589924	7.037449895125967
transcript10317.chr8.nnic	42.67654713060491	41.025851309770225	40.01574057887217	31.699075379446434	25.324863022829337
ENST00000368778.7	0.8640323411983359	0.443190267952132	0.19038703689273295	0.7758200432170816	0.8463949732517899
ENST00000368797.10	45.62892383390978	46.58090191946396	47.2608585375119	48.191671768063706	50.370097229850906
ENST00000429642.2	0.20842181294108686	0.9797107345070739	1.2434310365727734	2.092222994839933	2.2688068719576484
ENST00000470483.1	10.438912600561702	16.706412501238624	23.26708672199496	4.163607296728663	6.780703483983371
ENST00000491735.1	2.559219635784393	3.0936482149736664	3.5545695707722196	1.2436239201580168	1.0977154648779393
transcript1239.chr10.nnic	81.24412853376404	58.444790334258485	55.97286460097817	62.68235385474326	60.611686745801514
transcript125394.chr10.nnic	3.6258898212599204	4.203921298332255	4.688083995014877	1.6566867037204198	1.4565079939995353
transcript125395.chr10.nic	6.513732028865941	4.888506802157	3.8317343368064662	2.0211282100039782	4.769675621407401
transcript125450.chr10.nic	7.148283345525526	5.487818412633938	4.723414495460404	3.3933545023050646	3.7156387720067414
transcript125454.chr10.nic	5.087194572033647	8.029458129221835	10.966883928673964	0.9392241740304743	0.3805747312540231
transcript1290.chr10.nnic	28.2009373692587	23.41517833056073	20.4355295465225	60.015001670916604	54.131578034626735
ENST00000265909.9	31.78021458636517	34.02352969759799	35.993930194527074	20.542994429759446	14.246795546471004
ENST00000533214.1	4.330320460137224	5.282464155476198	6.121936476878124	2.8857345719204215	2.374470717056717
transcript146838.chr11.nnic	1.8013297835240043	2.2369545801759956	2.5670841686693837	0.12659136981688834	2.5371782533751337
transcript146860.chr11.nnic	1.747494108838561	1.0918619784740207	0.7299746704071672	0.9991946873460464	0.13847843635086354
transcript146888.chr11.nic	2.5861426032928025	1.6520277545302213	1.3615582046073862	0.8082988890941205	0.5683346464410635
transcript146914.chr11.nnic	2.0409777246214205	2.572798021170258	3.0242738811220162	9.407963259238441	9.51795811816517
transcript146994.chr11.nnic	2.904538478562305	3.2456111253256124	3.4585862693435656	2.511204850890128	4.924058331149798
transcript147012.chr11.nic	3.3368650211023567	4.384921540368616	5.227951963874031	0.9881407898669843	3.809741473991508
ENST00000188376.9	11.299087403520714	9.431569669063034	8.315443158567886	14.137865189570556	12.13108226235632
ENST00000396076.5	272.77272651322966	283.5069971758361	292.44433746904497	325.3056989049201	297.4521266903695
ENST00000470985.3	266.7654642708625	259.67799790636377	255.2632451762006	188.7217030557802	163.27142073883883
ENST00000545584.2	1.1427658408228032	1.6008171071295236	2.034223112957747	8.43936065268191	4.9742782482332375
ENST00000545942.6	14.681822551351377	14.023000692224187	13.586404658886455	12.160795923741645	10.85594072332226
ENST00000549338.5	364.37724518792504	367.69133239456414	372.00172900992357	609.1638634559325	501.25123346699166
ENST00000551123.5	146.3413914623271	161.45578385040892	173.81384990268222	124.1963845836712	118.66325499310422
ENST00000644132.1	7.416732675789712	5.161754958703346	3.955996853609639	3.921131361951571	1.5936049340373768
ENST00000644801.1	2.958890037173086	3.2132732961036057	3.3706392116499693	0.8678792542112099	1.7029465406394748
ENST00000645022.1	16.385884141704107	12.804720249263392	10.608429325710048	36.608970000831015	40.35021217768008
ENST00000647112.1	117.20682659221377	131.41591956614832	143.14897929216613	116.30573810938978	112.7992609927168
transcript10247.chr12.nic	3.386555297337858	3.7768671852981344	4.129096077256249	30.760112392417142	20.830761014498865
ENST00000267970.9	26.184321524330112	23.06791984311274	20.912711389249573	15.946726820207633	18.27547452047204
ENST00000424443.7	208.63135113890377	222.71189045198884	231.22005657563994	179.18861022637228	171.25808546749317
ENST00000560715.5	14.139272777027605	13.377130014750554	12.78761466995192	9.19866345387198	10.543967971734297
ENST00000561277.5	32.39131978769461	34.92509382634642	36.84707059235954	37.61047625895511	42.42116002799858
transcript76019.chr15.nnic	117.83626058706687	116.58072838754298	115.84984642696817	168.50338602544883	158.30015412904282
transcript76186.chr15.nnic	17.042811441237884	15.619251076742316	14.606754793159379	11.484345547840718	12.468702605360662
ENST00000590421.2	0.7840047705082571	1.7420956339079332	2.7803250903797165	28.691778699602942	25.725128671248697
ENST00000591313.7	25.13127981246432	22.09181752756558	20.191749386626338	21.088312433568692	16.49465997637322
ENST00000592377.1	17.19378469295992	21.75734619494004	25.805546890581827	23.44512719939685	26.477746755791333
transcript115601.chr17.nnic	8.163381877409032	7.815804136141667	7.529240252164827	10.090160344693578	12.656136130299021
ENST00000443185.7	21.58185909210353	24.666183826005643	27.075117308463508	36.67402148116138	46.00977152487262
ENST00000543743.1	22.74390688787191	27.57415018711473	28.08758654453648	16.452385549498175	16.79390786007343
ENST00000617840.1	4.375296973155304	5.407207477906588	6.410098511021894	3.2199708776106872	1.209766848065105
