isoform_id	logFC	logCPM	F	PValue	FDR	gene_id	gene_name	transcript_biotype
ENST00000266395	9.20132167474143	9.97014040579222	353.370786104184	6.20504008669883e-10	4.94417594108163e-06	ENSG00000139053	PDE6H	protein_coding
ENST00000307959	9.03934155909327	7.48732788711021	337.223373645194	6.11452140395203e-10	4.94417594108163e-06	ENSG00000120500	ARR3	protein_coding
ENST00000354190	8.74972903086197	5.45090695588017	310.001914550137	9.81258230528112e-10	5.21244372056533e-06	ENSG00000021300	PLEKHB1	protein_coding
ENST00000299162	-5.48138285187867	6.61873294728987	258.918075932927	2.68697421385143e-09	5.58934151552696e-06	ENSG00000139445	FOXN4	protein_coding
ENST00000333461	5.81819369637417	6.03525683661142	273.132645518974	1.99396369125931e-09	5.58934151552696e-06	ENSG00000141750	STAC2	protein_coding
ENST00000359611	-6.38683637288268	6.5468529924448	254.424861528329	2.96235606069451e-09	5.58934151552696e-06	ENSG00000278677	H2AC17	protein_coding
ENST00000366718	6.14981500905351	6.53004760165683	254.779032440034	2.93948489671037e-09	5.58934151552696e-06	ENSG00000143774	GUK1	protein_coding_CDS_not_defined
ENST00000373673	-7.20433889467523	8.41735252333349	264.368260754273	3.50736791887987e-09	5.58934151552696e-06	ENSG00000179774	ATOH7	protein_coding
ENST00000386847	-7.15821389727643	9.38223592408114	267.444696725488	2.98762519830527e-09	5.58934151552696e-06	ENSG00000209582	SNORA48	snoRNA
ENST00000511277	7.36154937206352	7.55122707779766	256.789113443647	3.28622755099693e-09	5.58934151552696e-06	ENSG00000167083	GNGT2	protein_coding
ENST00000333511	5.40454298365543	5.87002001648295	219.934359168403	6.65336048569966e-09	9.63890479091907e-06	ENSG00000172270	BSG	protein_coding
ENST00000265643	-6.12491572624297	7.11723508437951	215.767544377536	9.53011084527014e-09	1.02334414298973e-05	ENSG00000069482	GAL	protein_coding
ENST00000301032	4.32106886725777	6.29825745160225	199.057762710326	1.15418588509169e-08	1.02334414298973e-05	ENSG00000109103	UNC119	protein_coding
ENST00000333151	-6.09904484690695	5.96210239533432	201.305527270474	1.09318183368026e-08	1.02334414298973e-05	ENSG00000276368	H2AC14	protein_coding
ENST00000392492	5.29696266505703	5.45659544942465	198.210613352402	1.18162525624185e-08	1.02334414298973e-05	ENSG00000129673	AANAT	protein_coding
ENST00000408965	4.68075908021247	5.63790380099188	209.387887211594	8.7309379265706e-09	1.02334414298973e-05	ENSG00000221869	CEBPD	protein_coding
ENST00000672860	4.31181324069424	7.82488170454427	197.060783828756	1.22010157610472e-08	1.02334414298973e-05	ENSG00000112715	VEGFA	protein_coding
transcript211846	5.78507633242086	6.91620544019115	202.533263359487	1.04915570959162e-08	1.02334414298973e-05	NA	NA	NA
transcript80925	-5.26600223600301	5.80524034007739	211.922350046747	8.16941087713549e-09	1.02334414298973e-05	NA	NA	NA
ENST00000578921	-3.5509066003636	8.22615377447696	193.736433871341	1.33988544488345e-08	1.06762072248313e-05	ENSG00000168461	RAB31	protein_coding
ENST00000356476	-4.84147551217545	6.72257895222478	181.347753702789	1.94682057179386e-08	1.477358696767e-05	ENSG00000197409	H3C4	protein_coding
ENST00000230381	9.57751687351966	7.77273224499832	220.697778957689	2.21020449646874e-08	1.53138342850982e-05	ENSG00000112619	PRPH2	protein_coding
ENST00000278833	7.55115636237532	7.85840390081046	214.901246821073	2.19268336369728e-08	1.53138342850982e-05	ENSG00000149489	ROM1	protein_coding
transcript204940	6.15384363286949	4.90100328247804	175.212328826843	2.32574372964193e-08	1.54429383648224e-05	NA	NA	NA
ENST00000311227	-3.80106477083672	5.6867127275528	170.116411226026	2.73301386089299e-08	1.55547531739967e-05	ENSG00000074219	TEAD2	protein_coding
ENST00000614097	-6.51629095530649	4.70095588778218	170.674947854541	2.68450976947143e-08	1.55547531739967e-05	ENSG00000274290	H2BC6	protein_coding
ENST00000621411	-5.65187603272897	5.32657751654152	171.756874421904	2.59339440846537e-08	1.55547531739967e-05	ENSG00000286522	H3C2	protein_coding
transcript205181	5.48244366468907	5.36915380184063	173.647431678275	2.44273349601586e-08	1.55547531739967e-05	NA	NA	NA
ENST00000335765	4.43803345577219	9.19384631546124	169.943959533928	3.10666247195721e-08	1.70716459148655e-05	ENSG00000109103	UNC119	protein_coding
