"gene","gene_name","logFC","logCPM","F","PValue","FDR","median_tx_length","median_gc_pct","n_transcripts","max_tx_length"
"ENSG00000099139","PCSK5",7.23475941717274,10.6349694908508,2443.80460986422,7.08597248921737e-16,1.033063929203e-11,4731,49.34,7,10226
"ENSG00000151773","CCDC122",5.94247204567504,5.57001588778085,1638.91669912714,8.95728642969433e-15,6.52941394292568e-11,704,37.87,5,3467
"ENSG00000036530","CYP46A1",5.97662058115041,7.35101691308422,1403.03803392288,2.33634821582993e-14,1.13538735461948e-10,1597,59.88,7,6609
"ENSG00000105792","CFAP69",6.25541140042441,6.28514193092421,1335.30233646409,3.21635305513846e-14,1.17228027977159e-10,1489,38.72,13,6966
"ENSG00000157551","KCNJ15",8.39113145021797,6.54214098287096,1257.64251040178,5.43825708417405e-14,1.32877995923232e-10,721,50.26,22,8407
"ENSG00000228198","OR2M3",9.82684348113336,7.2811975081436,1308.72287356184,5.46860536072016e-14,1.32877995923232e-10,5487,41.75,2,9913
"ENSG00000223611","SUPT20HL2",7.39835123767823,5.29756381585331,1078.99496607905,1.53048394283588e-13,3.18756077180061e-10,5860,47.53,1,5860
"ENSG00000151131","NOPCHAP1",4.86081734109028,8.3833893229305,998.34002194441,1.97017128422609e-13,3.42877795479483e-10,1178.5,46.36,6,23524
"ENSG00000221944","TIGD1",5.27718725836674,8.34130028371088,986.972717558951,2.1166747783218e-13,3.42877795479483e-10,6675,49.47,1,6675
"ENSG00000288920","RPSA2",5.01320452615541,6.92452407013124,933.588038074315,3.00138703182878e-13,4.37572215370319e-10,2140,41.46,13,4461
"ENSG00000089127","OAS1",5.52704941100935,6.7380114844088,907.620002048472,3.58580006802082e-13,4.75248901742505e-10,1603,50.64,33,7546
"ENSG00000164066","INTU",4.62337282850987,7.28049410802373,880.958651500952,4.31275579483513e-13,5.170998776086e-10,692,40.36,8,13208
"ENSG00000141665","FBXO15",4.33085842931038,5.48305143043532,871.992606144308,4.6109461615418e-13,5.170998776086e-10,800,45.48,14,3187
"ENSG00000197140","ADAM32",7.35654423843289,7.72395239040943,858.192978866515,5.10662189382528e-13,5.31781718500563e-10,712,39.62,11,6871
"ENSG00000136492","BRIP1",5.3111162533477,6.30309671695005,831.550288991794,6.20387307950064e-13,6.02975104173599e-10,3784,37.72,26,11649
"ENSG00000170160","CCDC144A",5.8864401692336,4.96601943000978,814.325935624661,7.30820454503329e-13,6.65914462887752e-10,2815,38.47,13,8686
"ENSG00000132297","HHLA1",6.16938794830079,4.36091571274589,814.956452142779,8.12076808010974e-13,6.96427516705411e-10,2268,48.81,3,4188
"ENSG00000167522","ANKRD11",3.03592098808759,6.75937335787272,735.221628817952,1.33282964696661e-12,1.07671052175322e-09,1082,58.03,41,9301
"ENSG00000143951","WDPCP",3.7366748073895,6.76478580278708,728.243455556757,1.41504749160447e-12,1.07671052175322e-09,1476,42.84,17,5408
"ENSG00000198840","MT-ND3",6.5363890178701,9.15929746777539,723.28122931706,1.47707047363087e-12,1.07671052175322e-09,346,40.17,1,346
"ENSG00000181458","TMEM45A",4.4167408764577,8.05243325488031,716.159009169871,1.56997807456494e-12,1.08993858805154e-09,874,42.51,7,4615
"ENSG00000065978","YBX1",4.16778631640336,8.10271324716745,700.847854043445,1.79630299789676e-12,1.19037733665167e-09,1150,54.92,4,2979
"ENSG00000149657","LSM14B",5.78881086913019,3.4060868845051,712.310597175241,2.24923783335824e-12,1.39528228309669e-09,1079,60.7,5,2576
"ENSG00000185271","KLHL33",6.38875089845742,3.67789794498224,717.255430963171,2.34995228258859e-12,1.39528228309669e-09,5404,52.43,3,5478
"ENSG00000154237","LRRK1",4.99492373408218,7.19808277336038,669.424099008706,2.39262343627253e-12,1.39528228309669e-09,1241,57.97,11,15674
"ENSG00000264364","DYNLL2",3.66722226749219,4.96341073745756,651.556804363895,2.83849293835658e-12,1.59163032878079e-09,6807,47.7,1,6807
"ENSG00000166105","GLB1L3",7.14535546352478,4.6039086943731,667.994613497828,3.44336150924362e-12,1.85928768308381e-09,2761.5,49.78,8,3862
"ENSG00000008086","CDKL5",4.57516780138217,6.03292793940391,621.007468205745,3.82120667160843e-12,1.98048649967276e-09,2130,42.86,13,14695
"ENSG00000196600","SLC22A25",6.22985792883373,4.61052395206739,627.690458076483,3.93950946501886e-12,1.98048649967276e-09,2743.5,47.85,4,8192
"ENSG00000115239","ASB3",2.99586317129796,7.31670259441311,609.401715700529,4.28794460053627e-12,2.08379814437394e-09,750,44.2,16,2648
"ENSG00000228623","ZNF883",4.60165387255657,6.50099146491006,600.229403592767,4.71735830407033e-12,2.21852795854972e-09,11370,38.72,1,11370
"ENSG00000242715","CCDC169",4.90360115173159,4.39679723624429,595.557559669071,5.05256715461906e-12,2.30191801709973e-09,854,42.27,13,5944
"ENSG00000228253","MT-ATP8",5.95265358516895,9.79834718642703,579.277285811934,5.8752218653898e-12,2.59560180531872e-09,207,39.61,1,207
"ENSG00000184897","H1-10",4.41140373143448,5.69510764233997,572.327675772831,6.34918011004198e-12,2.64983383667255e-09,1516,68.6,2,1516
"ENSG00000106686","SPATA6L",5.04474691396872,4.14610238986978,571.209660140162,6.64219207367962e-12,2.64983383667255e-09,1465,45.91,16,4073
"ENSG00000139746","RBM26",3.20269037863553,5.31550522899966,567.829140332323,6.66001733009729e-12,2.64983383667255e-09,3662,40.8,7,5258
"ENSG00000166896","ATP23",3.34163152794905,5.12231594042628,565.829545235334,6.81071773694907e-12,2.64983383667255e-09,564,44.86,5,3134
"ENSG00000173198","CYSLTR1",5.53716058950391,5.11943351058166,565.918085296706,6.90676217803393e-12,2.64983383667255e-09,2700,36.14,3,3034
"ENSG00000197245","FAM110D",6.41360790189817,4.11166425106069,584.758209373304,7.24296545210855e-12,2.70756905964847e-09,2799,60.02,1,2799
"ENSG00000183323","CCDC125",4.26119977119895,4.91096767401914,553.926199898751,7.79675017347267e-12,2.84172051947645e-09,2273,42.01,7,4283
"ENSG00000163864","NMNAT3",3.96022124853077,8.22845302543977,537.569610411027,9.34043975261223e-12,3.32132368666667e-09,1787,51.58,22,6881
"ENSG00000101421","CHMP4B",4.22739527401339,5.13675606640051,517.068443473268,1.19312323271022e-11,4.14155800230529e-09,1602,52.5,1,1602
"ENSG00000164713","BRI3",3.65823516942866,5.18733213328328,513.530025816898,1.24296913655853e-11,4.21424349811321e-09,699,55.62,7,3071
"ENSG00000159335","PTMS",5.80492706347013,7.56224885702574,507.137419968505,1.34183849841311e-11,4.44605987917381e-09,976,65.92,5,1381
"ENSG00000182534","MXRA7",3.2874973041057,7.24585956399879,499.7946676092,1.46686229698698e-11,4.75230787283847e-09,1833,51.61,7,5661
"ENSG00000130725","UBE2M",4.7629290363407,4.43172920941904,483.341023963705,1.83355882482513e-11,5.7423890462457e-09,447,54.8,5,1159
"ENSG00000100749","VRK1",3.08953641334857,6.155522574703,481.396908279263,1.85124003822997e-11,5.7423890462457e-09,1625,40.65,63,11646
"ENSG00000122484","RPAP2",3.0203687372423,7.49149265396687,476.636754404941,1.96717877218394e-11,5.97489569159783e-09,1038,39.31,3,16899
"ENSG00000157542","KCNJ6",6.94357523005692,4.59710943580832,492.981274647198,2.07284358352777e-11,6.12828155214343e-09,11439,42.89,2,19659
"ENSG00000172954","LCLAT1",2.92815657785334,6.51452272777299,468.370300476905,2.19192475096744e-11,6.12828155214343e-09,621,47.11,12,5060
"ENSG00000087495","PHACTR3",4.61000075817508,4.3865379305579,467.66732511754,2.24378584778456e-11,6.12828155214343e-09,2252,49.85,9,2736
"ENSG00000166987","MBD6",4.83321998159758,4.21361290650723,467.854392140229,2.25881216672266e-11,6.12828155214343e-09,553.5,61.37,14,4202
"ENSG00000214753","HNRNPUL2",3.87629808819187,4.34972819233934,466.407541031151,2.26499780995388e-11,6.12828155214343e-09,2826.5,47.95,2,5214
"ENSG00000121068","TBX2",4.45657998141113,4.6519271481654,465.770790546245,2.28782701532231e-11,6.12828155214343e-09,3388.5,65.86,4,5218
"ENSG00000099954","CECR2",4.09845282106031,4.36851254806584,464.975088606791,2.31192458582817e-11,6.12828155214343e-09,9648.5,49.5,6,10090
"ENSG00000212907","MT-ND4L",5.33623583861449,9.38443755603932,459.125693588719,2.47914477344118e-11,6.3835692533585e-09,297,43.1,1,297
"ENSG00000129317","PUS7L",4.05739332253826,6.18270937257637,458.462125132619,2.50366086850082e-11,6.3835692533585e-09,1511,36.12,8,13567
"ENSG00000164182","NDUFAF2",3.69970197250559,5.66251578372468,457.302122049277,2.54431107972987e-11,6.3835692533585e-09,696,39.67,7,4520
"ENSG00000118596","SLC16A7",4.16038746578794,4.21096968823493,456.879526332415,2.58337736434702e-11,6.3835692533585e-09,701,43,16,11936
"ENSG00000173212","MAB21L3",5.06128934842696,8.23090627396655,450.68834340907,2.78010131373783e-11,6.75518284216396e-09,6252.5,43.82,4,6376
"ENSG00000167470","MIDN",5.53881968593919,4.90907503930802,447.904830180845,2.94935488021665e-11,7.0489581637178e-09,3261,64.44,5,3892
"ENSG00000172324","OR5A2",6.22392500165518,3.12578177392438,466.438445891757,3.13941043211173e-11,7.34831821134009e-09,6655,39.71,3,9444
"ENSG00000104164","BLOC1S6",3.16125700229921,8.50140767813302,441.081618228518,3.1754170197848e-11,7.34831821134009e-09,599,42.11,21,4013
"ENSG00000183955","KMT5A",3.69390853865644,3.98328251660508,435.070734411457,3.48726993537274e-11,7.94389193559363e-09,824,50.64,8,2776
"ENSG00000105176","URI1",3.30254449875762,4.93276253791928,431.402933485869,3.64893471812001e-11,8.18427988545718e-09,578,42.61,13,3460
"ENSG00000198900","TOP1",2.26087594128405,6.03641610157071,428.928555497335,3.77285183941348e-11,8.20475745424294e-09,4337,41.7,6,8092
"ENSG00000091651","ORC6",2.84746901791557,5.13343973990508,428.033328182358,3.82635962556645e-11,8.20475745424294e-09,1190,45.88,9,1833
"ENSG00000205045","SLFN12L",4.99193158124716,4.4065461223546,429.391937406825,3.82689832559517e-11,8.20475745424294e-09,6681.5,40.77,4,13219
"ENSG00000286185","ENSG00000286185",4.79962560988803,3.75954964053758,422.435553951218,4.32145229981161e-11,9.11423005346361e-09,14425,48.44,1,14425
"ENSG00000135747","ZNF670-ZNF695",6.30713686394732,3.60015726711774,443.375611695014,4.37613076166028e-11,9.11423005346361e-09,1896.5,48.3,2,2751
"ENSG00000219626","FAM228B",2.70155872282263,6.34950918738133,417.105074001241,4.48221318274516e-11,9.20368816778052e-09,866,43.94,10,2616
"ENSG00000148690","FRA10AC1",2.70810551201411,5.32369260239842,413.277325481436,4.74803124904942e-11,9.61410383054049e-09,854.5,34.05,6,4780
"ENSG00000174749","FAM241A",4.50189169015052,7.97508694138345,408.322729581699,5.10989134001997e-11,1.02050829926234e-08,8844,38.33,1,8844
"ENSG00000161671","EMC10",3.10337666995845,5.45267282317862,405.050523806084,5.37404238043572e-11,1.05875897114017e-08,1768,62.74,8,9439
"ENSG00000065615","CYB5R4",3.63731380717081,5.29540518549089,400.947351750288,5.7266277727385e-11,1.11318008398339e-08,768,39.83,3,9205
"ENSG00000081665","ZNF506",4.37541839367397,3.82616838391922,400.274324621634,5.90470015664767e-11,1.13269241557587e-08,949.5,43.08,12,4140
"ENSG00000119878","CRIPT",2.5860093584437,6.27639457072099,395.986040281067,6.17203498727891e-11,1.15406289012079e-08,4023.5,41.3,2,6323
"ENSG00000196642","RABL6",3.51139969696934,5.17476977332713,395.458920329418,6.23358867828615e-11,1.15406289012079e-08,2746,63.9,11,3949
"ENSG00000184166","OR1D2",5.08494690460556,2.66979854994367,414.796620283315,6.25358174905975e-11,1.15406289012079e-08,4884.5,44.24,2,4887
"ENSG00000197753","LHFPL5",6.17057031675455,4.42408798082299,399.708903122316,6.47324733276508e-11,1.17966841080478e-08,2067,51.15,6,4028
"ENSG00000168724","DNAJC21",2.98233170720958,4.9025964502092,389.881248302508,6.80230242037198e-11,1.22433045662473e-08,2788,40.35,15,6208
"ENSG00000165914","TTC7B",3.34187879510173,4.82957316082058,388.458077911231,6.96237012547919e-11,1.23785846413855e-08,685,52.4,15,19471
"ENSG00000228836","CT45A5",6.42060980652154,4.08206866503449,401.897879495826,7.20680970084821e-11,1.25115770770065e-08,1161,43.93,3,2627
"ENSG00000172058","SERF1A",3.6071666631855,4.79338794160357,386.309449414889,7.20881044288736e-11,1.25115770770065e-08,663,48.14,9,1889
"ENSG00000198707","CEP290",3.3066624846485,5.86885022687485,384.94238273573,7.35025845902045e-11,1.2606990361654e-08,4569,35.6,34,13334
"ENSG00000015153","YAF2",3.00525788259222,4.49657692369872,376.265703885328,8.47327141052926e-11,1.43641655690821e-08,581,44.92,19,5095
"ENSG00000221823","PPP3R1",5.03036615417726,3.89026215574385,374.154755980589,9.14429977264019e-11,1.53235340672783e-08,851,40.67,3,3024
"ENSG00000153015","CWC27",2.79100611776096,6.54290116795668,370.156140551022,9.34287482051161e-11,1.54783831827544e-08,1968,38.94,29,10941
"ENSG00000146872","TLK2",2.89623332872105,5.18337592580872,367.482692666452,9.77919339376406e-11,1.60191978076052e-08,3572,44.11,32,6560
"ENSG00000188596","CFAP54",3.87273473522829,4.6081142515242,364.915258246057,1.02433177288125e-10,1.65930365742619e-08,2323,38.4,9,9776
"ENSG00000122417","ODF2L",2.95458913627977,6.2711609031757,359.780543592574,1.11273894281285e-10,1.78270560958995e-08,1793,36.25,32,7560
"ENSG00000100836","PABPN1",2.76729051941216,6.40161506116742,356.600501084777,1.17466376960105e-10,1.84494619561547e-08,893,53.63,8,2768
"ENSG00000104964","TLE5",3.25415516853138,6.42127747286236,356.507565995259,1.17689825222744e-10,1.84494619561547e-08,1012,61.48,12,3274
"ENSG00000213741","RPS29",3.5898089833588,8.1349740436421,353.516184256371,1.23888811339765e-10,1.92146274523663e-08,588,50.97,8,7062
"ENSG00000072756","TRNT1",3.22870782906916,7.54334979366283,351.531840702919,1.28239402396517e-10,1.96800236583034e-08,1967,38.73,31,7518
"ENSG00000141858","SAMD1",4.30326409226991,3.38613643941929,349.955670247789,1.3672935475808e-10,2.06249908255394e-08,750,64.71,3,2196
"ENSG00000166503","HDGFL3",2.29394886748589,5.78147647304043,347.703131827977,1.37226429115668e-10,2.06249908255394e-08,691.5,45.92,6,12538
"ENSG00000078369","GNB1",3.55670184109519,7.3933249712069,341.122113160356,1.54174756795545e-10,2.29358548910434e-08,2750,48.37,31,3484
"ENSG00000185716","MOSMO",3.53692194079898,3.07064471393387,338.487317956038,1.65625220521121e-10,2.43904049492669e-08,951,45.33,7,4469
"ENSG00000144649","GASK1A",3.62208548565855,7.97768150679188,335.75252923445,1.69900667480376e-10,2.47698183119641e-08,2887,56.3,14,5559
"ENSG00000069431","ABCC9",6.41474281305322,6.38539964084788,334.151564007311,1.7631880004108e-10,2.53740903497741e-08,3237.5,39.96,20,8844
"ENSG00000251322","SHANK3",4.68291359746551,3.35812112630472,336.762661661247,1.77526388344671e-10,2.53740903497741e-08,3600.5,67.2,12,8004
"ENSG00000154997","SEPTIN14",3.66154467923482,2.78771564257567,332.776540684375,1.87048563205255e-10,2.64755437181496e-08,2156,40.07,2,3752
"ENSG00000206418","RAB12",5.25265227234304,2.94702987474628,343.109445193719,1.90180970649526e-10,2.66600804913407e-08,1325.5,40.76,2,2147
"ENSG00000151923","TIAL1",2.72392113079563,5.08262616073578,328.42618512335,1.9467250653593e-10,2.70298140265459e-08,907,39.48,13,5072
"ENSG00000145734","BDP1",2.27175836626821,6.24155187905619,327.721148005699,1.97032951235437e-10,2.70994660005796e-08,5511,38.87,5,11037
"ENSG00000169609","C15orf40",2.27622882065051,5.91943162405088,325.864912574342,2.04042755828565e-10,2.7731079320662e-08,550,50.33,12,11274
"ENSG00000124795","DEK",2.35092583355352,6.68927753725823,325.491373351939,2.05429492189553e-10,2.7731079320662e-08,2246.5,37.85,12,3954
"ENSG00000198763","MT-ND2",3.43210032071873,10.0406543296314,324.616082831313,2.08835310357935e-10,2.79322017404434e-08,1042,42.99,1,1042
"ENSG00000189057","FAM111B",5.19070806671085,4.39823231877931,324.261326926407,2.15433776642673e-10,2.85528093606684e-08,2854,37.4,6,3506
"ENSG00000065883","CDK13",2.73356398461857,5.68470049171176,322.309255753867,2.18297539968448e-10,2.86717102270271e-08,2672,42.74,23,9525
"ENSG00000151338","MIPOL1",2.92876543987874,6.08814369346432,320.865117752041,2.24348257016105e-10,2.92033324914089e-08,2191.5,38.02,30,7434
"ENSG00000185261","KIAA0825",3.45338876338661,3.95545339886851,320.298369609951,2.28163903776441e-10,2.94371818863428e-08,5751,37.88,5,7256
"ENSG00000144741","SLC25A26",2.5017121966049,5.9847762797877,318.431585372046,2.34964742767612e-10,2.97894316244895e-08,1936,46.3,22,8333
"ENSG00000134539","KLRD1",4.97527265769908,4.28862642486587,319.54092148329,2.34980769381733e-10,2.97894316244895e-08,789,38.02,11,15563
