"gene","gene_name","logFC","logCPM","F","PValue","FDR","median_tx_length","median_gc_pct","n_transcripts","max_tx_length"
"ENSG00000089127","OAS1",5.44095573862448,6.42485594646046,2029.30025400545,2.29426530608508e-16,3.16218587137706e-12,1603,50.64,33,7546
"ENSG00000197140","ADAM32",7.66731030588865,7.56133015875306,1632.35340477191,1.02703851419243e-15,4.73325073509394e-12,712,39.62,11,6871
"ENSG00000198840","MT-ND3",5.8396574483834,8.33696629265366,1600.31928382745,1.16229187252414e-15,4.73325073509394e-12,346,40.17,1,346
"ENSG00000154237","LRRK1",5.0806092783127,6.69644394036852,1561.95414764182,1.37364891100455e-15,4.73325073509394e-12,1241,57.97,11,15674
"ENSG00000181458","TMEM45A",4.27652925939242,7.43490878024812,1422.76469935968,2.5954519858865e-15,6.50524407405663e-12,874,42.51,7,4615
"ENSG00000164066","INTU",4.40970340275662,7.04552367660258,1404.8395613357,2.83185550637305e-15,6.50524407405663e-12,692,40.36,8,13208
"ENSG00000151131","NOPCHAP1",4.35976509865836,8.14540201153372,1300.86698191146,4.78361617711674e-15,9.14249407086549e-12,1178.5,46.36,6,23524
"ENSG00000105792","CFAP69",5.74286111951472,6.1586685152988,1282.48682534253,5.30653359696176e-15,9.14249407086549e-12,1489,38.72,13,6966
"ENSG00000178951","ZBTB7A",5.66877909441929,3.84275291649969,1196.39726257109,9.85886146417464e-15,1.50982986178577e-11,4260,65.61,2,6437
"ENSG00000212907","MT-ND4L",4.29818639917924,9.1829826432653,1100.34201137768,1.49856125980509e-14,1.93696344160538e-11,297,43.1,1,297
"ENSG00000157551","KCNJ15",8.18347352650824,6.27267548503866,1123.7710257348,1.54586068763399e-14,1.93696344160538e-11,721,50.26,22,8407
"ENSG00000069431","ABCC9",6.38488863094604,5.98408936926368,1057.90056382036,1.99189436322392e-14,2.2878566673596e-11,3237.5,39.96,20,8844
"ENSG00000181588","MEX3D",5.61897571439831,3.76749684199906,1049.4845780563,2.41046057432913e-14,2.55564446892141e-11,2623,65.88,2,3114
"ENSG00000221944","TIGD1",4.96140365078836,8.34017447911433,967.116226892751,3.60876135218348e-14,3.55282555122463e-11,6675,49.47,1,6675
"ENSG00000143951","WDPCP",3.81785165825219,6.52478486730943,944.921680203276,4.22944578791556e-14,3.88629675298934e-11,1476,42.84,17,5408
"ENSG00000173559","NABP1",5.40735312743499,4.6830320599259,937.264802728464,4.57844275183599e-14,3.94404227803472e-11,2635.5,39.27,16,12359
"ENSG00000228623","ZNF883",4.47944883743324,6.20533414291948,917.587026404011,5.1687662477133e-14,4.1906532466019e-11,11370,38.72,1,11370
"ENSG00000288920","RPSA2",5.35172936185797,8.49606271300127,872.387044203884,7.27498033493431e-14,5.57061410868887e-11,2140,41.46,13,4461
"ENSG00000197921","HES5",4.75840185751234,5.65965548290732,862.327916079963,7.89800985400134e-14,5.72938262198423e-11,1324,66.47,1,1324
"ENSG00000144426","NBEAL1",3.18844358740892,5.89904848170564,805.992398007186,1.246000290395e-13,8.58681100125714e-11,2306,39.58,24,16349
"ENSG00000008086","CDKL5",3.56553230023473,5.90873145724739,799.493830899982,1.31645817177873e-13,8.64035380077438e-11,2130,42.86,13,14695
"ENSG00000136492","BRIP1",4.002830056141,6.31080544815715,780.518831950717,1.54941418070456e-13,9.58271211993237e-11,3784,37.72,26,11649
"ENSG00000139287","TPH2",6.00476470975562,3.96530583866247,796.789604020155,1.62719720239537e-13,9.58271211993237e-11,946,42.13,6,2992
"ENSG00000242715","CCDC169",3.86939931251534,4.48720064241603,772.56061300188,1.66861416874684e-13,9.58271211993237e-11,854,42.27,13,5944
"ENSG00000133138","TBC1D8B",3.43255393175043,5.82172763764054,766.37246980723,1.75403276396578e-13,9.67033343429612e-11,2589,37.61,7,5729
"ENSG00000228253","MT-ATP8",4.78698164056402,9.31074058362558,758.858032351447,1.87363482858025e-13,9.932426477816e-11,207,39.61,1,207
"ENSG00000003402","CFLAR",2.7897177390353,5.72736318727181,745.687246237704,2.11131196796236e-13,1.07778566127501e-10,960.5,46.45,24,14612
"ENSG00000173212","MAB21L3",5.05390725355106,7.70432243429502,721.889206875435,2.6301747704368e-13,1.29470353074752e-10,6252.5,43.82,4,6376
"ENSG00000141665","FBXO15",4.56070983572573,4.99533958107033,714.029542312381,2.84737205014931e-13,1.31340540720343e-10,800,45.48,14,3187
"ENSG00000173198","CYSLTR1",5.44710297670088,4.58583899583224,715.871346750716,2.85875079562525e-13,1.31340540720343e-10,2700,36.14,3,3034
"ENSG00000151773","CCDC122",5.4208178934566,5.34462326340313,703.030616546982,3.17669855129942e-13,1.38469992495717e-10,704,37.87,5,3467
"ENSG00000134539","KLRD1",5.15436131901927,4.02773319960636,701.148258133259,3.33559332538401e-13,1.38469992495717e-10,789,38.02,11,15563
"ENSG00000087299","L2HGDH",2.72008366066699,4.91639598920698,695.164484885226,3.39789302315124e-13,1.38469992495717e-10,841,48.38,7,6095
"ENSG00000164105","SAP30",4.2111323025991,4.31418214734192,695.435910439359,3.41578737927475e-13,1.38469992495717e-10,753.5,54.75,2,1097
"ENSG00000112787","FBRSL1",3.84993432584988,4.68902933670164,690.76419318912,3.55619940768691e-13,1.39843588011935e-10,1246,68.47,9,5568
"ENSG00000187017","ESPN",6.09673890484699,4.37575681947681,698.758926444883,3.65259317160971e-13,1.39843588011935e-10,651,66.32,16,4731
"ENSG00000163864","NMNAT3",3.66151975725969,7.70051019309939,679.292491815609,3.96731096041688e-13,1.47787694506557e-10,1787,51.58,22,6881
"ENSG00000170160","CCDC144A",5.51862661060199,4.9367204975371,670.137476261079,4.4298733009001e-13,1.60676167648174e-10,2815,38.47,13,8686
"ENSG00000166105","GLB1L3",6.58839359917105,4.58596680066303,672.389020131105,5.04662638693864e-13,1.78056624802231e-10,2761.5,49.78,8,3862
"ENSG00000124593","ENSG00000124593",3.45170083748274,4.89533575025342,653.502375535096,5.16742725973244e-13,1.78056624802231e-10,3043,58.6,3,3947
"ENSG00000258405","ZNF578",3.97635468259845,3.08960374481856,638.623263052469,6.21427164130169e-13,2.08905624468442e-10,3791,43.15,2,6768
"ENSG00000250021","ARPIN-AP3S2",-4.14929186327803,5.9187411314535,607.454429963118,8.53546043185029e-13,2.78449764441706e-10,669.5,51.13,4,2439
"ENSG00000101421","CHMP4B",3.57782813826336,5.37003239063657,605.055690595905,8.68703465935817e-13,2.78449764441706e-10,1602,52.5,1,1602
"ENSG00000160113","NR2F6",3.46865005219425,5.05648363383958,595.780989868548,9.64596168456684e-13,3.02159749769056e-10,1557,71.11,2,2383
"ENSG00000126790","L3HYPDH",3.43270115007987,5.05213262554772,583.338274379477,1.11218224906554e-12,3.40649065308229e-10,700,42.21,9,1516
"ENSG00000159335","PTMS",4.10697680794836,7.66374967282319,579.657435164143,1.15844192670653e-12,3.4710445816948e-10,976,65.92,5,1381
"ENSG00000156968","MPV17L",4.71971776065017,5.19671689092375,578.215931193936,1.18413047687485e-12,3.47252560909915e-10,5820,44.55,3,5894
"ENSG00000223496","EXOSC6",2.93561285753939,5.36772881820142,570.682212116799,1.28806225959695e-12,3.64281403310506e-10,5163,45.77,1,5163
"ENSG00000151338","MIPOL1",2.94306996610445,5.7829028987486,570.210085812393,1.29505831547666e-12,3.64281403310506e-10,2191.5,38.02,30,7434
"ENSG00000255508","ENSG00000255508",5.13943294425697,5.47767939482546,564.315324104981,1.39625980507442e-12,3.84892977866814e-10,1954,55.58,3,5064
"ENSG00000164976","MYORG",4.15979847678142,5.57460773041953,557.112054051915,1.51680418047529e-12,4.09923765088058e-10,3463.5,60.07,2,6447
"ENSG00000166896","ATP23",3.17557733617509,4.96959668174666,546.56192237748,1.72438950699105e-12,4.57062703362648e-10,564,44.86,5,3134
"ENSG00000106686","SPATA6L",4.60888128160319,3.65087079221822,536.476368823696,2.01143008812198e-12,5.23085677445004e-10,1465,45.91,16,4073
"ENSG00000079482","OPHN1",3.34825647784018,6.36904381266692,523.679387191876,2.29746545623934e-12,5.86406784876793e-10,2139,44.38,20,7569
"ENSG00000095739","BAMBI",5.37313468232906,4.24340231402217,520.799280557008,2.47268211678093e-12,6.19654138465301e-10,1787.5,51.08,2,1884
"ENSG00000198888","MT-ND1",3.00823997958887,8.9622039732626,515.654410323732,2.54754896350951e-12,6.22266146275524e-10,956,47.7,1,956
"ENSG00000174749","FAM241A",4.31256644792556,7.31147897261674,514.91274054774,2.57339986488463e-12,6.22266146275524e-10,8844,38.33,1,8844
"ENSG00000139746","RBM26",3.04139454718191,5.43480511134449,512.927239819036,2.64242955423499e-12,6.27941492172773e-10,3662,40.8,7,5258
"ENSG00000099139","PCSK5",6.51546558819428,9.2321907401182,508.146963682262,2.81341924767373e-12,6.57243347299779e-10,4731,49.34,7,10226
"ENSG00000161671","EMC10",2.80085790817623,5.41469807973674,503.053915532932,3.01083889122827e-12,6.91639873963321e-10,1768,62.74,8,9439
"ENSG00000214753","HNRNPUL2",3.3910689159541,4.84168027853946,499.923674136678,3.14479197308536e-12,7.10568324016977e-10,2826.5,47.95,2,5214
"ENSG00000178531","CTXN1",4.28786210934182,4.40492062617353,498.26819824975,3.23427987018874e-12,7.13388344236795e-10,1237,72.84,1,1237
"ENSG00000162924","REL",3.29754206647148,5.77405248303131,496.000672945503,3.31056857678589e-12,7.13388344236795e-10,3632.5,38.93,8,11255
"ENSG00000205045","SLFN12L",5.06023177841285,3.94772685853532,498.560839364039,3.31254835893165e-12,7.13388344236795e-10,6681.5,40.77,4,13219
"ENSG00000111816","FRK",3.79081098655031,4.39605144624527,489.043339974653,3.65533643055812e-12,7.75100031113578e-10,13363,38.94,1,13363
"ENSG00000149926","TLCD3B",2.78626014073116,6.23060306795478,483.94780911494,3.90367162037077e-12,8.15216756720763e-10,1481,57.95,7,2325
"ENSG00000185896","LAMP1",2.57769508676452,4.31319748568665,480.763757973945,4.08851183732071e-12,8.2938708153293e-10,2701,55.16,3,5242
"ENSG00000198707","CEP290",2.88367021270582,5.77330552693607,480.594735736876,4.09187561084229e-12,8.2938708153293e-10,4569,35.6,34,13334
"ENSG00000115919","KYNU",4.62095144061575,3.81741580156832,480.533240745802,4.18957076206377e-12,8.36881939326449e-10,776,39.28,9,15151
"ENSG00000165805","C12orf50",4.64574364247755,3.92408230727001,477.854197146324,4.33904359952041e-12,8.54357684745569e-10,1525,38.89,5,3889
"ENSG00000165409","TSHR",4.95792518842103,3.22489610167151,478.636459066753,4.64192029305295e-12,9.01120949283785e-10,1232.5,44.98,12,4566
"ENSG00000183323","CCDC125",4.36029273845767,4.3561030419876,468.200046113168,4.91728220039266e-12,9.41318063444611e-10,2273,42.01,7,4283
