gene_name	logFC	logCPM	PValue
1	A1BG	-0.29326270536923	4.31916278169807	0.381656665218095
2	A2M	0.912641189907975	3.21901805296017	0.0381953797727624
3	AAAS	0.461177692834193	4.7333764821419	0.137066446606933
4	AACS	-0.401858929332711	4.57092511518531	0.155831671475667
5	AADAT	-0.860191668949732	4.70234444633062	0.00556794034094071
6	AAGAB	0.267875446476837	5.26142339810739	0.418504368437269
7	AAK1	-0.552624254954192	7.20052650174648	0.0880078378366371
8	AAMDC	1.21069879470982	3.8905505735779	0.000608132985276621
9	AAMP	0.270447954341016	5.58305064474869	0.28414186285732
10	AANAT	4.55182633316184	3.13265654787051	3.46146079186659e-05
11	AAR2	0.317172492032734	4.55264988119196	0.258573835186874
12	AARS1	0.388765592351215	5.45438684396503	0.177610733854578
13	AARS2	0.421555917827931	4.04091590257228	0.187315292178312
14	AARSD1	-0.427688499430767	4.38343463197858	0.138254993516758
15	AASDH	-0.0255245496469979	4.63206666379969	0.928988576303346
16	AASDHPPT	-0.750564657240693	6.69949135207778	0.0297648062565837
17	AASS	1.04535451248982	5.04329266416188	0.00147959857426207
18	AATF	0.525438937618598	4.45229381092522	0.0784955670740456
19	AATK	0.562356742110705	3.52358234832304	0.164621128611293
20	ABAT	-0.528638066857796	6.62442015572393	0.213082614203372
21	ABCA1	2.39234318360742	3.98597588518212	7.60562494062496e-07
22	ABCA2	-0.185270994154073	4.69569407022344	0.540176498153396
23	ABCA3	-0.856005306480661	5.0067107154745	0.00339147965989767
24	ABCA4	4.86593652787811	5.40857231488054	5.88383537758582e-07
25	ABCA5	0.302729543247954	4.37885983520755	0.601991823637242
26	ABCA6	-0.222353372346151	4.3296411710647	0.497813915003823
27	ABCA7	1.61205774262444	5.10382149055129	0.00729079997351294
28	ABCA9	0.109892708763643	3.83530251717361	0.760497014321137
29	ABCB10	0.181283369694392	3.84551339828806	0.643382261834899
30	ABCB6	0.56605311175845	3.58511901518776	0.206884262667333
31	ABCB7	0.272203690337965	4.06125930227623	0.389069082437708
32	ABCB8	0.359388706594704	3.66704262794471	0.301521785016201
33	ABCB9	0.0558695653478379	3.30511513980718	0.905428864147857
34	ABCC1	-0.165210610862906	4.47639668329857	0.574306224921077
35	ABCC10	-0.652254364932758	3.84628392915709	0.0461253262707467
36	ABCC4	0.81571204521824	3.49452062343508	0.0965697115730815
37	ABCC5	-0.555279569918629	5.56711159098625	0.0342673640539502
38	ABCC8	-0.437163907083615	6.07281724518284	0.113557326676557
39	ABCC9	0.207071595671659	7.6798859895628	0.576708816620152
40	ABCD3	0.541952768158106	5.05138638425605	0.049297950806507
41	ABCD4	-0.332931928539925	5.32542768559841	0.21632583361085
42	ABCE1	0.350987242269067	5.49260027468746	0.168007290623157
43	ABCF1	0.37297467594298	5.84828586174328	0.149435420054394
44	ABCF2	0.32628382486681	4.63805219289006	0.239615600108373
45	ABCF3	0.0317032369399738	4.25584010875246	0.923516904718314
46	ABCG1	0.719086410820191	3.61990967813292	0.157803112052586
47	ABCG4	2.1201296476159	3.42961666874935	0.0125428654922003
48	ABHD10	0.608022666541507	4.76688420555483	0.0388016893134359
49	ABHD11	0.704846656272834	3.48181147212449	0.0466779448881097
50	ABHD12	0.00493485788827874	5.28780820553019	0.987239035850766
51	ABHD12B	2.43991922974312	2.02267889260721	0.00128159082142199
52	ABHD13	0.164789969023396	4.19226356356818	0.597822068681206
53	ABHD14A	0.757504557023028	5.13084749694702	0.0245103399411943
54	ABHD14B	2.43216576789919	2.85792529523912	2.02015891881624e-05
55	ABHD16A	-0.303914413448158	4.97961156817186	0.249972904403531
56	ABHD17A	0.256954691495377	5.49793974847293	0.302143522967545
57	ABHD17B	-0.356333541871931	4.75577064173617	0.235063424196847
58	ABHD17C	-0.906076766253648	3.50856936815579	0.015850354241889
59	ABHD18	-0.110116304548056	4.59926922210212	0.683886010011611
60	ABHD2	-0.321122201131398	5.30917041219814	0.224032586760847
61	ABHD4	1.32628866077181	3.27497021115012	0.00178633283045074
62	ABHD5	0.0102503156419681	4.47550916800211	0.975023169312375
63	ABHD6	-0.570201498323451	3.62589722750193	0.0989639287504983
64	ABHD8	0.754633906034075	3.90012806996079	0.0400485142890389
65	ABI1	-0.367659958741431	5.07174073340903	0.166403715462495
66	ABI2	-0.570003989661008	7.20739106718256	0.073400007576435
67	ABI3BP	0.410490580951198	3.2268894295289	0.416244660233179
68	ABITRAM	0.827759753883799	3.90916781891496	0.0102194214899113
69	ABL1	-0.311271671479776	5.53811488980534	0.219205868669846
70	ABL2	-0.486920239483816	5.23566598077798	0.0674677270462643
71	ABLIM1	-0.228763300420717	6.26047391819735	0.439532215330674
72	ABLIM2	-1.15557221069207	4.00993069639072	0.00682832884553248
73	ABLIM3	-0.415105033560054	3.92865475440358	0.558482041618319
74	ABO	-0.0160333438535849	3.85025368265099	0.964290341268112
75	ABR	-0.559160762163127	5.9369735667159	0.0524991393501465
76	ABRACL	-0.391357269601129	4.75087569746103	0.342268806458424
77	ABRAXAS1	0.760140577928095	4.16824867966743	0.0167994484102338
78	ABRAXAS2	-0.132743334596971	4.1302467178093	0.666436340007197
79	ABT1	0.77998022551158	4.35347887388902	0.014216709424143
80	ABTB2	-0.116858993246788	3.29853864933234	0.80369002462039
81	ACAA1	0.020337090840895	4.21181406724306	0.952799372090616
82	ACAA2	1.57777781676252	5.33454633149058	1.28393185640389e-06
83	ACACA	-0.899194743013822	5.83270733742638	0.000858784696036176
84	ACACB	0.55933293438981	3.36951607380758	0.151744174074054
85	ACAD10	-0.0103683858332631	4.11076775707735	0.97542421694426
86	ACAD11	0.902023265612254	3.48922970004911	0.0191172962954908
87	ACAD8	0.156539960935552	4.12677534294752	0.615074149039009
88	ACAD9	0.566032615960466	4.63534729830453	0.0408044442212932
89	ACADM	0.731819644687846	5.7270077882511	0.00962558106726559
90	ACADSB	0.163289864282775	5.03749655503656	0.624522200735479
91	ACADVL	0.644013978263947	6.0361805415564	0.0160107567889942
92	ACAP1	0.854416505658669	3.59605279258355	0.0181144874442656
93	ACAP2	-0.299334699700749	5.73502865633302	0.25201788369214
94	ACAP3	-1.30478491345523	6.12885243210896	4.64954003010188e-06
95	ACAT1	0.0823800783472389	5.66845942729138	0.743434352716666
96	ACAT2	-0.569605692356932	6.11966035488075	0.208543848763428
97	ACBD3	0.152668705200837	5.94260225585384	0.611694370654483
98	ACBD4	0.996458794016536	2.70859847697706	0.0953166942339007
99	ACBD5	0.450550787606671	5.04024727774812	0.147164783610186
100	ACBD6	-0.401911548018919	5.74371072446328	0.115365338321458
101	ACBD7	0.530205864717431	4.69790515377766	0.0689523320219158
102	ACD	-0.276877957280189	4.53372620162027	0.344480117757272
103	ACER3	-0.33547692191501	6.45370923829052	0.247556819634283
104	ACHE	-1.94704620970625	4.2826626757949	3.8873551115005e-05
105	ACIN1	0.127709649827798	7.03804694635774	0.674437418519371
106	ACKR3	2.80321882681331	3.87459964725314	1.04584120153603e-06
107	ACLY	-0.838658443803901	6.993528044618	0.0143492596691413
108	ACO1	0.246745290439338	4.61549271603756	0.373596618482079
109	ACO2	-0.162620672338492	5.9556582677381	0.527302959016046
110	ACOT11	1.42763608827272	3.02069362768576	0.00706935848782543
111	ACOT13	0.339676873306979	4.99868096307689	0.271448155621732
112	ACOT7	-1.56780562426191	6.05861016090798	6.88949155966992e-06
113	ACOT8	0.213295452537746	4.31498518875247	0.471920889766342
114	ACOT9	0.900239623607886	4.04888932179922	0.00365240115136159
115	ACOX1	0.382186885142786	5.11001599357721	0.168005243638862
116	ACOX3	-0.0722866753519109	3.57431133232686	0.832429864662926
