gene_name	logFC	logCPM	PValue
1	A1BG	-0.188575229353234	5.24762923590365	0.587381848452295
2	A2M	1.31811865018355	4.13791061224514	0.00188810126748128
3	A4GALT	-0.57238117390756	3.28885900072363	0.219997001334763
4	AAAS	0.0168636150066793	3.92316455820735	0.974044663218511
5	AACS	-0.440953678258692	5.2041020170589	0.168663243342088
6	AADAT	-1.2821691181917	4.93597606443378	0.000225966924099308
7	AAGAB	-0.535745031464386	5.35264340288864	0.075660596485891
8	AAK1	-0.15662405456298	8.02092122132936	0.613448842128857
9	AAMDC	0.875933101773817	4.29542409082443	0.0446379216681189
10	AAMP	0.220987970303176	5.87633647799963	0.436818121327573
11	AANAT	4.79138553275177	4.42632201687744	3.24473359313316e-14
12	AAR2	0.123927227398473	4.82243918507966	0.722889354694624
13	AARS1	0.588666335146149	6.12497457463435	0.0416369922664203
14	AARS2	0.336096030030707	4.23865079063598	0.383831705539694
15	AARSD1	-0.511592067544847	4.79127402470918	0.143822194816734
16	AASDH	0.132851839840284	4.93833830568795	0.708603737941023
17	AASDHPPT	-1.36545720958068	6.99370023157452	5.46787596295092e-06
18	AASS	0.372643252083548	5.21957548212672	0.250628667802684
19	AATF	0.678119329474171	4.4438529838072	0.0745434202865993
20	AATK	1.20880751911993	4.09076602785952	0.00554231349778673
21	ABAT	-1.54374410228487	6.88394313032068	2.8316197933923e-07
22	ABCA1	3.25973575362409	4.85115739278649	2.57825748235938e-16
23	ABCA2	0.166733667490238	5.16388226387448	0.605911952217424
24	ABCA3	-1.03609964399721	5.41832957920985	0.00282333136890622
25	ABCA4	5.79432854339832	6.71039147423975	5.51337022714961e-35
26	ABCA5	1.52912682149114	5.17087126805241	1.21455796220003e-05
27	ABCA6	-0.119184630082162	5.76337074344809	0.690589935939552
28	ABCA7	2.35711950755835	6.20680821261623	5.62338487738886e-13
29	ABCA9	0.493761461191625	5.37160847976837	0.109160493145667
30	ABCB10	-0.0404726721682221	3.94591917126308	0.933839459222901
31	ABCB6	0.939425812137772	4.36808809983075	0.019057996533162
32	ABCB7	0.0180669977616974	4.42122477009531	0.965633007190087
33	ABCB8	0.64000307348291	4.19394450096551	0.124010832750154
34	ABCB9	0.517834775418563	4.22603257307511	0.185655988231906
35	ABCC1	0.0769442289602959	4.38678596954767	0.846398403413385
36	ABCC10	-0.941845430305821	4.07658783367643	0.0203039124218553
37	ABCC4	-0.593771175761393	3.52656022078609	0.189175855446301
38	ABCC5	-0.311733673486226	6.01497896242878	0.27715847654126
39	ABCC8	-0.18731007159933	6.78200179352138	0.516839794554074
40	ABCC9	0.710362655432744	8.96888955628076	0.0235842556200554
41	ABCD3	0.40451632483805	5.36118226768675	0.215138105134248
42	ABCD4	-0.502283703693048	5.7052541960112	0.0922168069563042
43	ABCE1	0.0789092363648181	5.78445664108628	0.780626121375632
44	ABCF1	0.588527038297873	4.32307491219685	0.128170562750069
45	ABCF2	0.310110638321767	5.02920771744754	0.370645280060872
46	ABCF3	0.25485100887108	4.75450245082642	0.475949816794468
47	ABCG1	1.83302246238934	4.3736361130815	6.38931673707277e-06
48	ABCG4	3.34694200729713	4.58194134749779	5.55076583994042e-15
49	ABCG8	0.327950305325142	4.47548277491759	0.382497096162454
50	ABHD10	0.160277021859297	5.05280797459786	0.628935406472284
51	ABHD11	0.65832295759118	4.06940957315794	0.100256587923152
52	ABHD12	-0.089003957508088	5.50724949113578	0.779373369956326
53	ABHD12B	2.69234396917724	3.38606923873532	6.62666449023492e-08
54	ABHD13	0.34391640393067	4.63967796737269	0.34936203442719
55	ABHD14A	1.10388665795954	5.87513653179183	0.000145713081873392
56	ABHD14B	2.90883180166857	3.45179695104185	1.15765317199397e-05
57	ABHD17A	0.190939375752623	5.80981661685079	0.517885775011123
58	ABHD17B	-0.516293784543123	5.21586373186098	0.161624282252118
59	ABHD17C	-1.21588699887866	3.76123221128045	0.00857801524813314
60	ABHD18	-0.0684148460205393	5.15169739864511	0.832059825724207
61	ABHD2	-0.0185844049804178	6.1636665750208	0.951099282308333
62	ABHD4	1.246034024719	3.82597292241419	0.00309447196569743
63	ABHD5	-0.0776683727715515	5.04847135326304	0.818582833493536
64	ABHD6	-0.456953331153088	4.06929461947535	0.25618993757508
65	ABHD8	1.27454078345273	4.50119176024171	0.000801754633618976
66	ABI1	-0.353135729229638	5.45327386340801	0.251892971346087
67	ABI2	-0.762885335251801	7.49508704893669	0.0136857497100201
68	ABI3BP	0.687427132123926	4.31894151439944	0.0776637226811674
69	ABITRAM	0.834905039108944	4.20860721947659	0.0339301006571716
70	ABL1	-0.195484697401162	5.848961573076	0.513614344990176
71	ABL2	-0.174841836092032	5.83198150327362	0.541793906904365
72	ABLIM1	-0.469786396479861	6.54090222030144	0.137323219240725
73	ABLIM2	-2.05646517806409	4.2140528972633	1.11058347865922e-05
74	ABLIM3	0.535836636025074	4.79227926231417	0.127526621364744
75	ABO	0.302069645225956	4.15957670461481	0.451185967161366
76	ABR	-0.898138594768951	5.07317173326596	0.00799503409940844
77	ABRACL	-1.53638335662431	4.75910081756346	6.23717193975833e-05
78	ABRAXAS1	0.413605374009899	4.77421886187842	0.241652899073466
79	ABRAXAS2	-0.344661611700393	4.49315636306763	0.358175765312897
80	ABT1	0.181305605628698	3.40726958533398	0.686306587465402
81	ABTB2	0.240818616615551	3.85209330237884	0.61214785041097
82	ABTB3	-2.49483144745657	3.35557462649076	1.63770707456063e-06
83	ACAA1	-0.164409756875081	4.72358774617314	0.680406346341126
84	ACAA2	0.966560279935935	5.41452761824125	0.00550015982886935
85	ACACA	-1.15387200145886	5.44179161758866	0.000278505481895516
86	ACACB	0.393180447257282	4.32574123666648	0.31567355370532
87	ACAD10	0.096065909910411	4.4193495893171	0.80546909451478
88	ACAD11	1.08268833572896	4.09301067708379	0.0108451039342082
89	ACAD8	0.194572369245393	4.67307953162111	0.598816800261394
90	ACAD9	0.242909449722654	5.48907622440064	0.417312334707499
91	ACADL	0.5585793854844	4.24727329595277	0.142294509390508
92	ACADM	0.274827951955641	6.05501853470816	0.336892830600389
93	ACADSB	0.727342427232907	6.25141987332127	0.0146964662808469
94	ACADVL	0.556488080673234	6.30232433995495	0.0511079315189786
95	ACAP1	0.954530004316607	3.1383965202593	0.0622814754078021
96	ACAP2	-0.139451764927975	6.25467738296381	0.630037576272778
97	ACAP3	-1.09622893704686	6.52404836256619	0.000177641166043213
98	ACAT1	0.182184983424716	6.27300751604397	0.52336591405589
99	ACAT2	-1.71445350077003	6.05682398150252	3.61730855207844e-06
100	ACBD3	0.496030238529702	6.54902693646371	0.0848211791491379
101	ACBD4	1.32511018621433	3.76046402161395	0.00313297099355485
102	ACBD5	0.614281984159992	5.77473654752976	0.0366783973172149
103	ACBD6	-0.554496067660605	6.06053901618118	0.052128695673203
104	ACBD7	0.321252080299895	5.56692076801711	0.308389867849488
105	ACD	-0.356357980938949	4.76251638898054	0.317722924726204
106	ACER3	-0.13197482534299	7.18690642040014	0.661765991903501
107	ACHE	-1.40702344083959	4.89390862832471	0.00073803277943731
108	ACIN1	0.0757884899629145	7.40324098780752	0.803930645299338
109	ACKR1	-0.229252540780355	3.28285749313939	0.645678525145159
110	ACKR3	1.47307666136128	3.47678956879446	0.0258648122277402
111	ACLY	-1.18297638866992	7.34707928349173	0.00133100067064943
112	ACO1	0.0472282684841878	5.00314997031987	0.891258420724066
113	ACO2	-0.248055957596244	6.3460914540662	0.398107516066056
114	ACOT11	1.08925826389693	4.98103190496916	0.00138712000524452
115	ACOT13	0.28556934171024	5.20941036458637	0.419677494229168
116	ACOT7	-2.26748485761555	6.47630257672411	8.71581848805334e-10
117	ACOT8	0.340052990250111	4.72381688631978	0.340866130467213
118	ACOT9	0.487570405744353	5.13011075604803	0.125354051966295
119	ACOX1	0.474342069346257	5.70817035655093	0.0988500941363521
120	ACOX3	-0.122717637703556	3.98921247311922	0.758521811909593
121	ACP1	0.0577708519227168	6.90228012740805	0.845510816021199
122	ACP2	-0.23807131600511	4.0921714858437	0.681283564174415
123	ACP5	0.827430982403403	4.18249331894142	0.0421262245118584
124	ACP6	0.447538254791815	4.16437626280957	0.283573481514355
125	ACSBG1	0.204423903831031	4.37520962997061	0.601337681730857
126	ACSF3	0.619990153242038	4.97823958252799	0.06882612045535
127	ACSL1	-0.372707974166792	4.90320236328077	0.287703591012724
128	ACSL3	-0.0901902680510819	6.86471536611882	0.788463217443275
129	ACSL4	-1.71997094923444	5.90835604600095	4.62690776123306e-08
130	ACSL6	1.35343679947374	6.01352374914091	3.70626060734161e-06
131	ACSM2A	1.02185339224414	3.76792950705831	0.0191517738241731
132	ACSM2B	0.0920929350212002	5.73505797819922	0.752558645093378
133	ACSM3	-0.0684649822247563	5.01537674742469	0.839755528985541
134	ACSS2	-0.728407622994544	4.4107376203286	0.0616817168403685
135	ACSS3	1.20208651391152	4.23964702031864	0.00206125077108683
136	ACTB	-1.46116155112294	11.2315949955526	7.15546318384475e-06
137	ACTG1	-1.05790026617864	10.3478139560593	0.000907771544446682
138	ACTL6A	-0.126769561346931	5.45772962617276	0.682660386297311
139	ACTL6B	-2.46305731523886	5.0404326366892	9.76395861439517e-08
140	ACTMAP	0.167218011832181	3.3819951921606	0.736721096370105
141	ACTN1	0.54033776086164	5.64414119201189	0.089275138752368
142	ACTN4	1.34879851490035	6.61105390566784	7.10897240611377e-06
143	ACTR10	-0.721905411143398	6.93155352018532	0.0142475801299483
144	ACTR1A	-0.990390162124514	7.32945793457006	0.00156101457505927
145	ACTR1B	-0.126923170647199	5.11618092397977	0.722440426306231
146	ACTR2	-0.329069297050283	7.11685985266485	0.304714492655725
147	ACTR3	-0.822701599704969	6.94132124664647	0.00887285559327978
148	ACTR3B	0.29568371727273	4.81067121633	0.392581955737022
149	ACTR5	-0.226606209420164	3.65224314403139	0.608776581994181
150	ACTR6	-0.10262337750319	5.1457822573566	0.748258457909008
151	ACTR8	-0.821208731834404	4.40434265243001	0.0448872326890518
152	ACVR1	0.00554692464887536	4.55764186775671	0.990872969216489
153	ACVR1B	-1.43112246530996	5.95043826912642	1.70874744601801e-06
154	ACVR2A	-1.20661044401837	5.6956904783386	0.000216880111944536
155	ACVR2B	-2.11484598233879	6.63875097449496	4.28451444243725e-12
156	ACY1	1.31982733979412	3.54624551376048	0.00548898101458042
157	ACYP1	-0.894355663919668	5.31410487377812	0.00374059453981999
158	ACYP2	0.257391035114982	5.6536131202622	0.399113163442899
159	ADA	0.348718720986213	3.78032488343852	0.420941242010393
160	ADA2	-1.94136559542045	5.04847216748689	6.48909667894447e-05
161	ADAD1P1	-0.0980030675924841	5.52185889063946	0.743994304723191
162	ADAL	0.3195196737069	4.64654942845214	0.421163183038304
163	ADAM10	-1.74418224465004	6.88144141067728	8.84801758842761e-07
164	ADAM11	-3.38542584905366	5.10864145364317	3.27032238624983e-21
165	ADAM15	0.518531755681741	4.11882053959582	0.192257547655696
166	ADAM17	0.076117359895876	6.48677793637117	0.817186073478031
167	ADAM19	-0.446494458060271	4.92485611400826	0.290890064277603
168	ADAM22	-1.82746325851863	4.74220257800736	3.67432876383572e-06
169	ADAM23	-1.28492793834486	4.88226937831078	0.000517522432760162
170	ADAM32	0.2204137150788	9.43967781821596	0.489787013090314
171	ADAM9	0.295021766090356	5.91772956466609	0.302758467894415
172	ADAMTS1	2.79003656638781	5.24241036869163	5.58170357225507e-16
173	ADAMTS10	-1.14506048977277	4.8492479043066	0.004675563007476
174	ADAMTS18	0.106759378672582	4.04731202745271	0.818194242876518
175	ADAMTS19	2.25755695079283	3.49487936026034	0.000107727057178628
176	ADAMTS3	3.0465247442819	3.22972395285323	1.55706710730117e-06
177	ADAMTS4	0.119354489624371	6.47212832927834	0.677743290078087
178	ADAMTS6	0.867745065607015	3.2278130605796	0.0750917613841636
179	ADAMTS7	-0.397003180295914	4.77416639108244	0.287691659505708
180	ADAMTSL3	1.23382401716297	6.15252404196969	7.26477256854285e-05
