gene_id	genes	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype
ENSG00000114315	ENSG00000114315.4	6.77464270192936	8.95462332952868	528.42001013594	7.11746570656882e-11	2.52741207240259e-07	HES1	protein_coding
ENSG00000151615	ENSG00000151615.3	-8.94996095799872	7.56888947375831	576.455637369514	4.38463640103502e-11	2.52741207240259e-07	POU4F2	protein_coding
ENSG00000165092	ENSG00000165092.13	7.623637877429	7.33711549577427	533.180648216731	6.77101380739199e-11	2.52741207240259e-07	ALDH1A1	protein_coding
ENSG00000185650	ENSG00000185650.10	7.02236521018008	8.52617850290052	499.292030176027	9.75535565871781e-11	2.59809509580802e-07	ZFP36L1	protein_coding
ENSG00000142089	ENSG00000142089.17	7.13096064196051	7.71004629476924	475.60678449367	1.27783099150065e-10	2.72254671049128e-07	IFITM3	protein_coding
ENSG00000142871	ENSG00000142871.18	6.38266760073207	6.87857408221337	438.646092518736	2.00142256007781e-10	3.13662655276066e-07	CCN1	protein_coding
ENSG00000165646	ENSG00000165646.14	-6.2784941023377	6.63405750707109	425.935168769997	2.35548788342113e-10	3.13662655276066e-07	SLC18A2	protein_coding
ENSG00000187122	ENSG00000187122.17	-5.80186255548715	7.28835096725366	430.489272316726	2.22075729701194e-10	3.13662655276066e-07	SLIT1	protein_coding
ENSG00000168824	ENSG00000168824.15	-5.16368404329179	6.68191962625838	380.654820094867	4.3852881121434e-10	4.97330647452194e-07	NSG1	protein_coding
ENSG00000277586	ENSG00000277586.4	-5.6182631527916	7.41253760842555	376.364858410426	4.66845627947239e-10	4.97330647452194e-07	NEFL	protein_coding
ENSG00000118523	ENSG00000118523.6	8.59492935119804	6.17587845620254	347.146193883244	7.28937865107704e-10	5.2178674564026e-07	CCN2	protein_coding
ENSG00000139219	ENSG00000139219.19	5.20510168336163	6.77473223215759	362.498392607309	5.74274968403127e-10	5.2178674564026e-07	COL2A1	protein_coding
ENSG00000143768	ENSG00000143768.13	6.86745682829051	5.73248592674799	360.772383211433	5.8958876790583e-10	5.2178674564026e-07	LEFTY2	protein_coding
ENSG00000162188	ENSG00000162188.6	-5.350957944593	7.45017018376292	351.772711024656	6.77669234630049e-10	5.2178674564026e-07	GNG3	protein_coding
ENSG00000170091	ENSG00000170091.11	-5.43129211422482	7.72712319589589	346.649903984395	7.34703950493186e-10	5.2178674564026e-07	NSG2	protein_coding
ENSG00000074181	ENSG00000074181.9	7.90273215800045	5.78041463062544	340.616801417701	8.09271971689783e-10	5.38823394650704e-07	NOTCH3	protein_coding
ENSG00000152977	ENSG00000152977.10	4.78713089619762	6.54068901626472	335.650805869738	8.77396618407956e-10	5.49818010347056e-07	ZIC1	protein_coding
ENSG00000015592	ENSG00000015592.17	-4.49598222030264	8.80964255743475	314.010852411894	1.26554187269099e-09	5.66757637408015e-07	STMN4	protein_coding
ENSG00000104722	ENSG00000104722.14	-4.95245647353684	6.86062306799742	292.802643887362	1.85708239752569e-09	5.66757637408015e-07	NEFM	protein_coding
ENSG00000109991	ENSG00000109991.10	-5.6462021258698	5.53281183506456	307.613827541599	1.41690003040663e-09	5.66757637408015e-07	P2RX3	protein_coding
ENSG00000110092	ENSG00000110092.4	4.22461111257572	7.23742499878669	320.185325802241	1.13718114686957e-09	5.66757637408015e-07	CCND1	protein_coding
ENSG00000113140	ENSG00000113140.11	4.80033264254319	8.70915046800727	310.054998139064	1.3567534213757e-09	5.66757637408015e-07	SPARC	protein_coding
ENSG00000119547	ENSG00000119547.6	-4.8973605116735	9.32060000369334	286.932829761108	2.07486603387896e-09	5.66757637408015e-07	ONECUT2	protein_coding
ENSG00000130203	ENSG00000130203.10	3.64017099483894	7.08019036040293	295.92590102728	1.75220538925167e-09	5.66757637408015e-07	APOE	protein_coding
ENSG00000137693	ENSG00000137693.14	4.36160244381704	5.95965312907233	287.809359085613	2.04050899963513e-09	5.66757637408015e-07	YAP1	protein_coding
ENSG00000139970	ENSG00000139970.18	-4.14285403032121	8.24851406545626	313.660867480471	1.27331440580051e-09	5.66757637408015e-07	RTN1	protein_coding
ENSG00000145423	ENSG00000145423.5	4.37262137883119	9.20434513609836	295.54279899906	1.7646876609128e-09	5.66757637408015e-07	SFRP2	protein_coding
ENSG00000149257	ENSG00000149257.16	3.68810715126295	7.27734576792336	295.716807711589	1.75900516968218e-09	5.66757637408015e-07	SERPINH1	protein_coding
ENSG00000152518	ENSG00000152518.8	4.55392720100517	7.29146562308689	289.02537747542	1.99394686074928e-09	5.66757637408015e-07	ZFP36L2	protein_coding
ENSG00000162344	ENSG00000162344.4	5.01653384753846	6.24461479435637	299.326734796517	1.64583450222444e-09	5.66757637408015e-07	FGF19	protein_coding
ENSG00000164692	ENSG00000164692.19	6.93078768011435	6.17876933192834	291.046438285695	1.91929412118544e-09	5.66757637408015e-07	COL1A2	protein_coding
ENSG00000167244	ENSG00000167244.22	4.48734477567424	9.22961596014106	300.223668112689	1.6190584059092e-09	5.66757637408015e-07	IGF2	protein_coding
ENSG00000172020	ENSG00000172020.13	-4.10574317467302	8.20970840985105	298.341670251794	1.67584393485453e-09	5.66757637408015e-07	GAP43	protein_coding
ENSG00000175063	ENSG00000175063.17	5.40941488460748	6.02391994735451	308.179828590271	1.40267994904069e-09	5.66757637408015e-07	UBE2C	protein_coding
ENSG00000180447	ENSG00000180447.7	4.50323029003015	6.35034952977955	328.767582645332	9.83311495514673e-10	5.66757637408015e-07	GAS1	protein_coding
ENSG00000180730	ENSG00000180730.5	4.31294588450745	6.80364919626758	298.999472263111	1.65573371497778e-09	5.66757637408015e-07	SHISA2	protein_coding
ENSG00000185885	ENSG00000185885.17	6.34690914386774	5.87460681838443	310.88270578023	1.33704536189584e-09	5.66757637408015e-07	IFITM1	protein_coding
ENSG00000196353	ENSG00000196353.13	-6.4052335866748	5.49673513274411	302.193756149267	1.56202349601214e-09	5.66757637408015e-07	CPNE4	protein_coding
ENSG00000198108	ENSG00000198108.4	6.20973432272271	5.53361025418183	289.292029757087	1.98390432270789e-09	5.66757637408015e-07	CHSY3	protein_coding
ENSG00000108309	ENSG00000108309.14	-4.00742822406793	6.33719128014645	283.478605082574	2.2170554110147e-09	5.9045728233849e-07	RUNDC3A	protein_coding
ENSG00000121039	ENSG00000121039.10	3.76529178014943	6.58955902135425	279.289807178905	2.40514953786922e-09	6.18157408044646e-07	RDH10	protein_coding
ENSG00000148773	ENSG00000148773.14	5.12871845021332	5.37414184247503	278.616259998943	2.43711735078148e-09	6.18157408044646e-07	MKI67	protein_coding
ENSG00000118432	ENSG00000118432.13	-4.37707350605753	5.77983835793144	277.135113864726	2.50919013924996e-09	6.21637268684415e-07	CNR1	protein_coding
ENSG00000130226	ENSG00000130226.18	-4.51432907308473	5.82675082949719	275.772009555635	2.57774357825134e-09	6.24106871343443e-07	DPP6	protein_coding
ENSG00000215397	ENSG00000215397.4	-5.49664913348484	5.78181921939527	274.515513332236	2.64289437938972e-09	6.25661196080859e-07	SCRT2	protein_coding
ENSG00000050767	ENSG00000050767.18	5.64665102109071	5.39464619397756	271.864868665651	2.78679607949165e-09	6.44747079851973e-07	COL23A1	protein_coding
ENSG00000250722	ENSG00000250722.6	4.63374244777345	6.43275958221852	270.845779018678	2.84456141491061e-09	6.44747079851973e-07	SELENOP	protein_coding
ENSG00000026025	ENSG00000026025.16	3.94965398380966	10.4232833297138	268.130054901652	3.00550908451791e-09	6.56286652365421e-07	VIM	protein_coding
ENSG00000119614	ENSG00000119614.3	3.60187186136326	6.61468237087244	267.915349635459	3.01868449881776e-09	6.56286652365421e-07	VSX2	protein_coding
ENSG00000146250	ENSG00000146250.7	5.84532788006326	5.71660708896641	264.961697165959	3.20701481712232e-09	6.58695021032192e-07	PRSS35	protein_coding
ENSG00000152910	ENSG00000152910.19	-5.97031903140194	5.26761378242546	265.207083726247	3.19085206095993e-09	6.58695021032192e-07	CNTNAP4	protein_coding
ENSG00000185201	ENSG00000185201.18	5.48517508336777	6.35406599124961	264.837110194231	3.21525777655815e-09	6.58695021032192e-07	IFITM2	protein_coding
ENSG00000101335	ENSG00000101335.10	8.8239634752281	6.3987156838631	261.834839237516	3.42164103817259e-09	6.81947667552703e-07	MYL9	protein_coding
ENSG00000166803	ENSG00000166803.14	5.49525992604356	5.07385405400724	261.344787980876	3.45678907799174e-09	6.81947667552703e-07	PCLAF	protein_coding
ENSG00000114251	ENSG00000114251.15	5.50265025663625	5.53749877135266	258.798179085451	3.64642558434022e-09	6.84032403868104e-07	WNT5A	protein_coding
ENSG00000135447	ENSG00000135447.17	-3.76993504704335	7.21483446493719	258.583418872644	3.66297039064626e-09	6.84032403868104e-07	PPP1R1A	protein_coding
ENSG00000172037	ENSG00000172037.14	5.99516226027243	5.79434906725084	257.925166862797	3.71423401354731e-09	6.84032403868104e-07	LAMB2	protein_coding
ENSG00000174521	ENSG00000174521.8	-5.09924989213832	5.3968270475812	257.798466619777	3.72419782449545e-09	6.84032403868104e-07	TTC9B	protein_coding
ENSG00000145920	ENSG00000145920.15	-4.05189545646444	7.01719905197367	255.987752357139	3.87008691155688e-09	6.98780268962974e-07	CPLX2	protein_coding
ENSG00000011028	ENSG00000011028.14	5.52090151665384	5.34764257997068	255.155260035196	3.93941072102859e-09	6.99442373518626e-07	MRC2	protein_coding
ENSG00000109846	ENSG00000109846.9	5.02351431761045	6.18351481370877	251.154000761707	4.29369724139268e-09	7.377541405251e-07	CRYAB	protein_coding
ENSG00000171243	ENSG00000171243.8	7.02101598736459	5.16747785854603	251.333671063284	4.27700533359909e-09	7.377541405251e-07	SOSTDC1	protein_coding
ENSG00000140545	ENSG00000140545.16	3.95115705007388	6.09398026889955	250.189691134597	4.38460480129748e-09	7.41415792828922e-07	MFGE8	protein_coding
ENSG00000103647	ENSG00000103647.13	-3.77130393112617	5.99021153846843	248.850916918347	4.51459544557851e-09	7.5146852002731e-07	CORO2B	protein_coding
ENSG00000084093	ENSG00000084093.19	4.03293886370299	6.13378110245678	245.993103385618	4.80756001373414e-09	7.55746778726056e-07	REST	protein_coding
ENSG00000101489	ENSG00000101489.20	-4.75457939414696	7.71799516914435	245.309338263725	4.88093557756068e-09	7.55746778726056e-07	CELF4	protein_coding
ENSG00000116039	ENSG00000116039.13	3.59964979395495	6.85248270902232	247.122928296494	4.6891405290742e-09	7.55746778726056e-07	ATP6V1B1	protein_coding
ENSG00000152661	ENSG00000152661.9	6.61672133875085	6.25045924055866	245.179576840323	4.89500870478718e-09	7.55746778726056e-07	GJA1	protein_coding
ENSG00000173267	ENSG00000173267.14	-3.56219961691677	7.54386413724038	246.879118885508	4.71440173159796e-09	7.55746778726056e-07	SNCG	protein_coding
ENSG00000135406	ENSG00000135406.15	-4.82450442323963	6.1227422820031	243.475506391519	5.08432387408557e-09	7.73761460437623e-07	PRPH	protein_coding
