isoform_id	DG-WT-hRGC	EP1-BRN3B-RO	EP1-WT_ROs_D45	H9-BRN3B-RO	H9-CRX_ROs_D45	H9-hRGC_1	H9-hRGC_2	hRGC
ENST00000440163	2.000005705068046	9.619213612145865	0	13.542122007782384	1.1962646568603015	0	0.9999959580061596	6.7324898708406336
ENST00000455464	18.98847722122646	36.479457676840234	10.729524659798757	20.551331798539493	5.966807452448751	6.311215653541587	13.648419995387204	15.482942100083337
ENST00000601814	0	2.31405145084405	4.093087054717317	3.6736804764626254	0	0	1.0031792400460293	1.2737476811453177
ENST00000419160	6.215299993705456	22.75230941919592	9.420833590414935	44.993637905737664	25.289464127963562	1.8701112684484833	5.022773661427396	24.52422409888365
ENST00000440038	26.63982873661469	6.182782696532801	4.700088116660085	12.416120696778275	31.43919220865048	7.457313079735294	25.305821524133737	43.20354618231167
ENST00000642074	2.136222895041992	1.0011365263392542	0	2.2798812660746832	10.71783468637876	3.293372155738171	0	4.154696590105879
ENST00000423728	0	3.2088015678287407	0	0	3.1947669261365714	0	0	8.122161118478884
ENST00000616311	2.532127567299302	1.7963118481941516	0	0	0	2.2038025202344227	0	7.6958477285908735
ENST00000601486	0	1.016846878924519	1.0114859605668065	1.0104138260940716	1.0303370679919046	0	2.063199059396564	1.0457318989111233
ENST00000616947	3.7340901710496643	18.384129367828518	5.671772840486241	13.195126815415463	12.782798620745695	2.2530066437875313	1.2288909665767112	7.511463973666804
ENST00000608420	9.32381433498886	19.343845967001553	1.209123574236501	12.283526740264188	4.660095592146873	6.894677215564592	14.822474671351179	11.520468410189482
ENST00000641049	1.0442677642868692	0	1.001181433255311	2.1282360715759974	0	0	2.000005015938409	0
ENST00000445118	561.7504368556188	105.70890988625204	89.74182244015778	107.91326057032938	77.88767902843168	58.07994372591222	240.18552046929554	443.15031117872815
ENST00000669922	75.5201651342389	39.94150329775537	37.96802913028764	42.3535120261148	18.123386138801546	9.229031790167399	22.212942074211075	42.46616240014506
ENST00000670780	101.73887478732563	51.25902879299527	38.28487724429219	39.68145121789821	13.959880024273007	4.446818351612471	23.471949770868694	67.32993995939538
ENST00000610067	236.46422373542697	472.17859351213036	83.22713926559122	497.30134749633845	98.96214435634532	50.949211602447825	175.99541103096144	399.4867760499217
ENST00000688309	17.336409437889074	4.300272621533267	4.645973247450811	8.274504577392058	7.274470922955336	1.3063301007195338	13.024522915424914	19.682833505305943
ENST00000659124	74.2561792695236	28.324949835433607	23.0874544496444	18.221445188784475	19.049046084275655	6.636657581890174	36.67858785879677	57.44807977068284
ENST00000667414	4.217494438097314	11.078189278439751	6.928941273312588	6.157057557693899	5.231560177459395	2.000001243225661	3.630225318208328	8.778784059801097
ENST00000666741	45.59863886313974	20.658658277084278	12.42447449512441	22.156623024320147	9.19250926270025	7.105171458298677	8.880610195449457	29.729996313949037
ENST00000685764	16.008200162748935	3.322492911658337	12.96235471996054	12.098084716077294	5.475247914483869	5.195435824552785	10.234946054263999	24.421559022491888
ENST00000685879	30.315667331487827	24.043575174256528	19.204628054553364	7.321294337602522	11.508517032023285	2.013716645562925	10.428851160248161	27.449485604037857
ENST00000416570	6.414396058323188	6.130452802293478	7.752756030218787	20.9325394235175	2.0153593643310836	6.405365881665496	4.3330625527889515	22.66947224125169
ENST00000660797	8.952652613403655	7.545276306188922	7.787082986825205	14.361657723458356	8.507425439930461	0	1.3338606743358727	9.483626566833463
ENST00000671208	20.709849712550852	18.652248923845878	16.72001330986476	21.731378113634293	7.4961809957282375	3.7799065207357625	26.782025995363536	32.38035840267099
ENST00000661463	7.8179691832168885	35.01761695832367	8.565445117793356	63.61889951850455	21.10381419502073	8.701097054902624	21.157127331135428	50.08192985677506
