gene_id	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	neg_log10_FDR	significant	condition_1	condition_2	label
ENSG00000197921	-13.11713824324645	8.610005227270463	113.29961082508429	1.4640774238455405e-6	3.1315822215691684e-4	HES5	protein_coding	1	3.5042361811509197	TRUE	H1_H9	H2_H9	HES5
ENSG00000147383	-9.72171975408444	5.39070520877919	123.3282616137727	1.8137689646974072e-7	6.336099583342942e-5	NSDHL	protein_coding	X	4.198178005636293	TRUE	H1_H9	H2_H9	NSDHL
ENSG00000102241	9.361095091663545	7.791522165624403	300.10382727722094	4.683508119917822e-11	3.1904057312880204e-7	HTATSF1	protein_coding	X	6.496154083195254	TRUE	H1_H9	H2_H9	HTATSF1
ENSG00000179222	-9.023764884951149	4.609933228584551	119.28584890844903	1.1679647063746706e-6	2.743508820629054e-4	MAGED1	protein_coding	X	3.561693639169609	TRUE	H1_H9	H2_H9	MAGED1
ENSG00000102144	-8.718056632565853	5.775131968563911	105.24091537949263	5.1589842773876336e-8	2.7264354143027168e-5	PGK1	protein_coding	X	4.564404785724881	TRUE	H1_H9	H2_H9	PGK1
ENSG00000163040	8.628789500002261	3.674863589919631	7.878773214942884	0.01961617460572308	0.4514370993722487	CCDC74A	protein_coding	2	0.34540275321000147	FALSE	H1_H9	H2_H9	CCDC74A
ENSG00000133169	-8.493312052380166	8.48456934502803	158.98648630137248	3.4905260638535063e-9	5.283880788215575e-6	BEX1	protein_coding	X	5.277046989241497	TRUE	H1_H9	H2_H9	BEX1
ENSG00000102109	8.371154532946782	7.8656424307375845	410.83474780391924	5.291185461617066e-12	7.208711072907091e-8	PCSK1N	protein_coding	X	7.142142380768116	TRUE	H1_H9	H2_H9	PCSK1N
ENSG00000102225	-8.247438984376137	6.945410242951628	133.54200685181294	5.2031210196616734e-8	2.7264354143027168e-5	CDK16	protein_coding	X	4.564404785724881	TRUE	H1_H9	H2_H9	CDK16
ENSG00000137818	-8.096033475106566	3.471212371489025	45.148296536478924	2.7305095584747837e-5	0.003667298601902178	RPLP1	protein_coding	15	2.4356537271054584	TRUE	H1_H9	H2_H9	RPLP1
ENSG00000102401	8.071776546017714	3.6394518183987623	23.06483830288887	4.956153218456635e-4	0.03498581940324	ARMCX3	protein_coding	X	1.4561079500171479	TRUE	H1_H9	H2_H9	ARMCX3
ENSG00000179918	-7.8750233028061	5.248184526237967	110.68163918944619	3.7341506760690365e-8	2.5437034405382278e-5	SEPHS2	protein_coding	16	4.594533522601175	TRUE	H1_H9	H2_H9	SEPHS2
ENSG00000156298	-7.6437390472162985	7.249736708622221	118.62035781984277	2.3880612051019348e-8	2.0321899480478e-5	TSPAN7	protein_coding	X	4.692035701145217	TRUE	H1_H9	H2_H9	TSPAN7
ENSG00000125352	7.5909283965550785	3.2082023830915234	16.471984796324747	0.0017497791043559973	0.09112071231569006	RNF113A	protein_coding	X	1.0403828939161772	FALSE	H1_H9	H2_H9	RNF113A
ENSG00000198680	7.195613660696083	3.9420535210806547	29.20181282502718	8.382379267770704e-5	0.008586581589782562	TUSC1	protein_coding	9	2.0661796990525807	TRUE	H1_H9	H2_H9	TUSC1
ENSG00000212747	7.120664928521154	5.224763850538356	182.0131789183607	1.4138460995235285e-9	3.852447851981711e-6	RTL8B	protein_coding	X	5.414263231324629	TRUE	H1_H9	H2_H9	RTL8B
ENSG00000184905	7.116178177412681	5.632841837681633	70.21833609780907	6.426434543633402e-7	1.716740082793362e-4	TCEAL2	protein_coding	X	3.7652954527443345	TRUE	H1_H9	H2_H9	TCEAL2
ENSG00000102383	-7.110759503682014	2.873790004258493	56.016743652534444	2.9207344369325655e-5	0.003817754232846574	ZDHHC15	protein_coding	X	2.418192032661583	TRUE	H1_H9	H2_H9	ZDHHC15
ENSG00000142937	-7.016926040699769	5.554753112124459	42.58495243201712	1.1621761456731679e-5	0.0019309131473964928	RPS8	protein_coding	1	2.714237260376351	TRUE	H1_H9	H2_H9	RPS8
ENSG00000204356	-6.958125779043237	7.618822056716036	217.63701600759026	4.2282320914050105e-10	1.9201811337767287e-6	NELFE	protein_coding	6	5.716657801666614	TRUE	H1_H9	H2_H9	NELFE
ENSG00000168256	-6.795006121335222	6.541902516539451	105.6202507617928	5.041622995135616e-8	2.7264354143027168e-5	NKIRAS2	protein_coding	17	4.564404785724881	TRUE	H1_H9	H2_H9	NA
ENSG00000078596	6.681777894107485	3.182864080126575	39.46168162234626	5.060119613919533e-5	0.005892228172652968	ITM2A	protein_coding	X	2.229720443736161	TRUE	H1_H9	H2_H9	NA
