#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
ENST00000616016.5	3465	845	0.41608	8.709694862365723	1	1	coding
ENST00000618323.5	3468	846	0.41608	8.709694862365723	1	1	coding
ENST00000342066.8	2557	682	0.42995000000000005	7.337368202209473	1	1	coding
ENST00000341065.8	2191	585	0.43303	6.61875286102295	1	1	coding
ENST00000379339.5	2429	381	0.35573999999999995	10.071073722839355	1	0.999944	coding
ENST00000421241.7	1832	199	0.36376	9.953612327575684	1	0.938846	coding
ENST00000379325.7	2010	190	0.30528	9.49472637176514	1	0.700508	coding
ENST00000487177.5	3315	156	0.2545	10.041740608215331	1	0.224896	noncoding
ENST00000477196.5	3214	255	0.27673	11.331366157531736	1	0.612579	coding
ENST00000482816.5	982	190	0.35085	9.49472637176514	1	0.899659	coding
ENST00000472741.5	661	84	0.24705000000000002	11.6381067276001	1	0.073385	noncoding
ENST00000480643.1	579	50	0.36376	11.999967765808105	1	0.0278148	noncoding
ENST00000360001.12	1933	363	0.49151	4.758412742614746	1	1	coding
ENST00000263741.12	2079	349	0.45797	4.988838005065917	1	1	coding
ENST00000494748.1	3516	131	0.33101	4.316375923156738	1	0.826597	coding
ENST00000478938.1	2591	176	0.39291000000000004	4.501557350158691	1	0.995845	coding
ENST00000470030.6	2369	252	0.45408999999999994	7.153437232971191	1	0.999935	coding
ENST00000540437.5	2629	607	0.43943000000000004	8.09099178314209	1	1	coding
ENST00000545578.5	2263	572	0.42819	8.134894752502444	1	1	coding
ENST00000497304.6	932	103	0.4288	10.884858131408691	1	0.460172	noncoding
ENST00000435064.6	2114	601	0.41794	8.27479114532471	1	1	coding
ENST00000462432.5	2863	323	0.39213000000000003	9.383389472961426	1	0.999957	coding
ENST00000478641.5	3079	126	0.29612000000000005	10.583468437194824	1	0.167533	noncoding
ENST00000429572.5	1104	290	0.3765	8.841983985900882	1	0.999713	coding
ENST00000474033.5	1171	61	0.3202900000000001	9.302675056457517	1	0.0290844	noncoding
ENST00000342753.8	2231	342	0.40895000000000004	6.462843513488769	1	1	coding
ENST00000309212.11	2293	443	0.42212000000000005	6.746299552917481	1	1	coding
ENST00000445648.5	2001	451	0.42627999999999994	6.422942543029785	1	1	coding
ENST00000476718.1	1001	77	0.42529	7.6640218734741214	1	0.141167	noncoding
ENST00000480479.5	2792	142	0.35019000000000006	6.8254194259643555	1	0.704567	coding
ENST00000400809.8	3112	521	0.32084999999999997	10.268991661071777	1	0.999992	coding
ENST00000463260.5	1941	60	0.30091	10.710729026794432	1	0.0340554	noncoding
BambuTx2	4253	299	0.32445999999999997	10.787059593200684	1	0.984443	coding
ENST00000481223.6	2815	299	0.36865	10.787059593200684	1	0.998338	coding
ENST00000492998.5	745	142	0.45883999999999997	6.8254194259643555	1	0.938321	coding
ENST00000610897.4	3145	341	0.33359	5.603949546813964	1	0.999995	coding
ENST00000378609.9	3163	341	0.32987	5.603949546813964	1	0.999994	coding
BambuTx5	2933	341	0.33943	5.603949546813964	1	0.999996	coding
ENST00000378531.8	1645	498	0.41037999999999997	6.644898796081543	1	1	coding
ENST00000606372.5	1960	464	0.36117	7.3213396072387695	1	1	coding
ENST00000378529.7	1500	351	0.369	6.0559900283813475	1	0.999999	coding
ENST00000469374.5	1907	136	0.35025	8.790473747253419	1	0.5	coding
ENST00000449373.2	4764	178	0.30229999999999996	10.062177085876463	1	0.537329	coding
ENST00000378525.2	1648	201	0.34113	8.864805793762208	1	0.9332	coding
ENST00000607031.1	3138	117	0.30615000000000003	11.165295600891113	1	0.137255	noncoding
ENST00000675966.1	7766	629	0.33595	8.537112998962403	1	1	coding
ENST00000378230.8	6431	926	0.3965	7.54323902130127	1	1	coding
ENST00000674623.1	6559	962	0.3965	7.535054206848145	1	1	coding
ENST00000674879.1	7030	527	0.30781000000000003	8.864741325378418	1	0.999999	coding
ENST00000674985.1	6435	527	0.36009	8.864741325378418	1	1	coding
ENST00000675108.1	6700	672	0.36009	6.613409996032716	1	1	coding
ENST00000675200.1	6344	678	0.40859	7.961410331726074	1	1	coding
ENST00000675677.1	6233	860	0.38264000000000004	8.443053627014162	1	1	coding
ENST00000676009.1	6394	738	0.36009	7.0291872024536115	1	1	coding
ENST00000675334.1	4953	859	0.40154	7.109216499328612	1	1	coding
ENST00000675375.1	5326	868	0.39546000000000003	7.546194648742676	1	1	coding
ENST00000428079.6	3152	894	0.47150000000000003	6.5789087295532225	1	1	coding
ENST00000461667.2	3328	867	0.43365000000000004	6.337229347229004	1	1	coding
ENST00000676046.1	1661	151	0.32556	9.29900035858154	1	0.5	coding
ENST00000490738.5	538	51	0.37213	8.739930534362792	1	0.0236444	noncoding
ENST00000303635.12	8314	1674	0.44236000000000003	7.294000053405762	1	1	coding
ENST00000476163.5	863	51	0.38604	8.739930534362792	1	0.0266099	noncoding
ENST00000473578.5	567	81	0.39752	9.46100940704346	1	0.139424	noncoding
ENST00000476864.2	6282	1561	0.43973999999999996	6.983829689025879	1	1	coding
ENST00000461311.1	431	25	0.43754	4.133468055725097	1	0.0212044	noncoding
ENST00000710284.1	4288	573	0.34615	9.29783992767334	1	1	coding
ENST00000710285.1	4575	686	0.34615	9.285590934753419	1	1	coding
ENST00000700424.1	3102	592	0.36913	9.232984733581542	1	1	coding
ENST00000377532.8	6365	1211	0.36338000000000004	6.387588691711425	1	1	coding
ENST00000614998.4	6261	1192	0.36613	6.32409954071045	1	1	coding
ENST00000361923.2	6203	1202	0.36613	6.4386301040649405	1	1	coding
ENST00000493678.5	1088	190	0.47279000000000004	6.329215049743653	1	0.997833	coding
ENST00000338639.10	1127	190	0.47774000000000005	6.329215049743653	1	0.997831	coding
ENST00000377298.9	4760	982	0.43652	4.810420417785645	1	1	coding
ENST00000435891.5	3829	615	0.44917	4.668834495544433	1	1	coding
ENST00000361311.4	4647	972	0.43652	4.825710105895996	1	1	coding
ENST00000377263.6	3006	107	0.32617000000000007	8.790925025939941	1	0.158297	noncoding
ENST00000400904.7	1206	82	0.4562	5.333566474914551	1	0.33735	noncoding
ENST00000377093.9	7800	1154	0.39339	8.660956764221194	1	1	coding
ENST00000676179.1	10855	1817	0.41107000000000005	5.418768119812011	1	1	coding
ENST00000263934.10	6816	1771	0.44416	5.386654090881348	1	1	coding
ENST00000377086.5	10669	1817	0.41259	5.418768119812011	1	1	coding
ENST00000620295.2	8624	1810	0.43494999999999995	5.383925819396972	1	1	coding
ENST00000700088.1	1581	472	0.45992	5.403194236755371	1	1	coding
ENST00000700095.1	1752	493	0.40478000000000003	5.538925743103026	1	1	coding
ENST00000699927.1	1064	189	0.5051300000000001	5.3251543045043945	1	0.997351	coding
ENST00000480221.1	2190	156	0.32472	5.601505470275878	1	0.866809	coding
ENST00000376572.8	2819	635	0.4309	8.438154029846196	1	1	coding
ENST00000376576.3	2539	668	0.4469	9.0475736618042	1	1	coding
ENST00000444836.5	4531	758	0.46041000000000004	6.52206974029541	1	1	coding
ENST00000674817.1	4514	758	0.46041000000000004	6.52206974029541	1	1	coding
ENST00000675298.1	3584	809	0.45847000000000004	7.349361228942871	1	1	coding
ENST00000235329.10	4407	758	0.46664999999999995	6.52206974029541	1	1	coding
ENST00000675404.1	4447	514	0.43809000000000003	8.015563774108887	1	1	coding
ENST00000676295.1	2622	90	0.36321000000000003	7.67607173919678	1	0.129954	noncoding
ENST00000546424.5	4463	422	0.33209	5.426270866394042	1	1	coding
ENST00000333868.10	2808	417	0.35045	5.7261533737182635	1	1	coding
ENST00000348549.9	1621	267	0.38039999999999996	5.103709602355956	1	0.999969	coding
ENST00000469637.1	725	47	0.33921	10.834250450134277	-1	0.178042	noncoding
ENST00000480945.6	10667	618	0.38046	4.78427448272705	1	1	coding
ENST00000711098.1	10604	1023	0.38046	4.834974861145019	1	1	coding
ENST00000711099.1	10665	618	0.30816	4.78427448272705	1	1	coding
ENST00000546927.1	592	96	0.42841	5.01708698272705	1	0.580024	coding
ENST00000548451.1	625	48	0.36707	7.836341667175294	1	0.0169697	noncoding
ENST00000361221.8	4625	1280	0.43702	5.621455955505371	1	1	coding
ENST00000375415.5	4035	1241	0.46976	5.439571189880371	1	1	coding
ENST00000469726.5	4585	1041	0.44669999999999993	6.4970605850219725	1	1	coding
ENST00000375408.7	3685	1053	0.43804000000000004	6.633644676208497	1	1	coding
ENST00000495593.1	2261	304	0.32294	6.78995189666748	1	0.999764	coding
ENST00000375225.7	1533	259	0.36558	9.0275239944458	1	0.997661	coding
ENST00000375254.8	15892	5184	0.46925000000000006	5.701826286315918	1	1	coding
ENST00000375224.1	3475	895	0.47182999999999997	5.2281301498413075	1	1	coding
ENST00000622566.4	2109	182	0.37668	5.153898429870604	1	0.992533	coding
ENST00000621723.4	2133	182	0.37368999999999997	5.153898429870604	1	0.991955	coding
ENST00000375136.8	2024	182	0.37549	5.153898429870604	1	0.992308	coding
ENST00000618761.4	2051	182	0.37245000000000006	5.153898429870604	1	0.991702	coding
ENST00000548815.2	1953	182	0.3708	5.153898429870604	1	0.991351	coding
ENST00000415912.6	5099	755	0.41755	5.554783821105956	1	1	coding
