ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0007268	chemical synaptic transmission	177	-0.4667430072527498	-3.215111063340308	1.3006931329708159e-19	1.063316636203642e-17	2.532928732627378e-18	623	tags=60%, list=25%, signal=49%	NEFH/CACNB1/CBLN2/MPP2/BSN/SLC1A4/SLC1A2/ABHD6/PRKAR2B/BRSK1/GABBR2/LRP8/RIMS2/SV2A/CPEB3/JPH4/SYP/NRXN1/PPFIA3/ARC/SNPH/CACNG4/CADPS/STXBP1/INSYN1/PTPRN2/KCNB1/SYT11/SEPTIN5/CHRNA3/GRIA1/LRRTM2/SHANK1/GRIK3/STX1B/ASIC1/CAMK2B/GAD1/GABRA2/TUBB2B/SYT7/PPFIA2/ABCC8/SST/SYT4/LZTS1/SYBU/CACNB4/NAPB/SYN1/CACNG5/RIMS4/MAPK8IP2/ADCY1/SYT5/DCC/ACHE/MAP1B/STX1A/NTRK1/SNCB/RAB3A/RAB3B/CHRNB2/RIMS3/KIF5A/EPHB1/SNAP25/SLC8A2/GABRB3/INA/CAMKV/UNC13A/DLGAP3/SNCG/CACNA1A/TMOD2/DLG2/CHRNA4/CPLX2/NPTX2/CACNG2/VGF/SYN3/CNTN2/CACNA1B/SLC18A3/CNR1/KCNQ3/GRM2/CACNA1E/CELF4/SV2C/GRIA2/SHANK2/SLC6A1/CHAT/NSG1/RPH3A/DRD2/NEFL/P2RX3/CNTNAP4/SLC18A2/TNR/ADRA1A/SLC17A6
GO:0098916	anterograde trans-synaptic signaling	177	-0.4667430072527498	-3.215111063340308	1.3006931329708159e-19	1.063316636203642e-17	2.532928732627378e-18	623	tags=60%, list=25%, signal=49%	NEFH/CACNB1/CBLN2/MPP2/BSN/SLC1A4/SLC1A2/ABHD6/PRKAR2B/BRSK1/GABBR2/LRP8/RIMS2/SV2A/CPEB3/JPH4/SYP/NRXN1/PPFIA3/ARC/SNPH/CACNG4/CADPS/STXBP1/INSYN1/PTPRN2/KCNB1/SYT11/SEPTIN5/CHRNA3/GRIA1/LRRTM2/SHANK1/GRIK3/STX1B/ASIC1/CAMK2B/GAD1/GABRA2/TUBB2B/SYT7/PPFIA2/ABCC8/SST/SYT4/LZTS1/SYBU/CACNB4/NAPB/SYN1/CACNG5/RIMS4/MAPK8IP2/ADCY1/SYT5/DCC/ACHE/MAP1B/STX1A/NTRK1/SNCB/RAB3A/RAB3B/CHRNB2/RIMS3/KIF5A/EPHB1/SNAP25/SLC8A2/GABRB3/INA/CAMKV/UNC13A/DLGAP3/SNCG/CACNA1A/TMOD2/DLG2/CHRNA4/CPLX2/NPTX2/CACNG2/VGF/SYN3/CNTN2/CACNA1B/SLC18A3/CNR1/KCNQ3/GRM2/CACNA1E/CELF4/SV2C/GRIA2/SHANK2/SLC6A1/CHAT/NSG1/RPH3A/DRD2/NEFL/P2RX3/CNTNAP4/SLC18A2/TNR/ADRA1A/SLC17A6
GO:0099537	trans-synaptic signaling	177	-0.4667430072527498	-3.215111063340308	1.3006931329708159e-19	1.063316636203642e-17	2.532928732627378e-18	623	tags=60%, list=25%, signal=49%	NEFH/CACNB1/CBLN2/MPP2/BSN/SLC1A4/SLC1A2/ABHD6/PRKAR2B/BRSK1/GABBR2/LRP8/RIMS2/SV2A/CPEB3/JPH4/SYP/NRXN1/PPFIA3/ARC/SNPH/CACNG4/CADPS/STXBP1/INSYN1/PTPRN2/KCNB1/SYT11/SEPTIN5/CHRNA3/GRIA1/LRRTM2/SHANK1/GRIK3/STX1B/ASIC1/CAMK2B/GAD1/GABRA2/TUBB2B/SYT7/PPFIA2/ABCC8/SST/SYT4/LZTS1/SYBU/CACNB4/NAPB/SYN1/CACNG5/RIMS4/MAPK8IP2/ADCY1/SYT5/DCC/ACHE/MAP1B/STX1A/NTRK1/SNCB/RAB3A/RAB3B/CHRNB2/RIMS3/KIF5A/EPHB1/SNAP25/SLC8A2/GABRB3/INA/CAMKV/UNC13A/DLGAP3/SNCG/CACNA1A/TMOD2/DLG2/CHRNA4/CPLX2/NPTX2/CACNG2/VGF/SYN3/CNTN2/CACNA1B/SLC18A3/CNR1/KCNQ3/GRM2/CACNA1E/CELF4/SV2C/GRIA2/SHANK2/SLC6A1/CHAT/NSG1/RPH3A/DRD2/NEFL/P2RX3/CNTNAP4/SLC18A2/TNR/ADRA1A/SLC17A6
GO:0099536	synaptic signaling	182	-0.4613693274667524	-3.207208061148514	7.277752252590241e-20	1.063316636203642e-17	2.532928732627378e-18	623	tags=60%, list=25%, signal=48%	NEFH/CACNB1/CBLN2/MPP2/BSN/SLC1A4/SLC1A2/ABHD6/PRKAR2B/BRSK1/GABBR2/LRP8/RIMS2/SV2A/CPEB3/JPH4/SYP/NRXN1/PPFIA3/ARC/SNPH/CACNG4/CADPS/STXBP1/INSYN1/PTPRN2/KCNB1/SYT11/SEPTIN5/CHRNA3/GRIA1/LRRTM2/SHANK1/GRIK3/STX1B/ASIC1/CAMK2B/GAD1/GABRA2/TUBB2B/SYT7/PPFIA2/ABCC8/SST/SYT4/LZTS1/SYBU/CACNB4/NAPB/SYN1/CACNG5/RIMS4/MAPK8IP2/ADCY1/RGS10/SYT5/DCC/ACHE/MAP1B/STX1A/NTRK1/SNCB/RAB3A/RAB3B/CHRNB2/RIMS3/KIF5A/EPHB1/SNAP25/SLC8A2/GABRB3/INA/CAMKV/UNC13A/DLGAP3/SNCG/CACNA1A/TMOD2/DLG2/RGS8/CHRNA4/CPLX2/NPTX2/CACNG2/VGF/SYN3/CNTN2/CACNA1B/SLC18A3/CNR1/KCNQ3/GRM2/CACNA1E/CELF4/SV2C/GRIA2/SHANK2/SLC6A1/CHAT/NSG1/RPH3A/DRD2/NEFL/P2RX3/CNTNAP4/SLC18A2/TNR/ADRA1A/SLC17A6
GO:0007049	cell cycle	339	0.4321828185739611	2.5834312543356197	2.5218915970918385e-19	1.6493171044980625e-17	3.928841645995706e-18	701	tags=48%, list=29%, signal=40%	TCIM/KIF4A/MND1/CDC20/ZFP36L1/MYOCD/HES1/BIRC5/MNS1/GJA1/ANXA1/E2F7/SPC24/CDCA2/WNT5A/PCLAF/MYBL2/AURKB/KIF20A/HMGA2/UBE2C/NEK2/BUB1B/OIP5/SPHK1/AJUBA/DLGAP5/MKI67/TK1/TTK/PIMREG/PRR11/KIF2C/CCNB2/BUB1/CCNB1/CLSPN/KIF14/ZFP36L2/KIF23/PLK1/NUF2/GAS1/IGF2/NFIB/SGO2/KRT18/CEP55/CDT1/KIF18B/CCND1/CCNA2/MECOM/CDCA5/RMI2/ZWINT/PBK/ASPM/RAD54L/CDCA8/PARD3B/BRCA2/KIF11/NUSAP1/TOP2A/GTSE1/CENPA/KANK2/CDKN3/EGFR/TPD52L1/HJURP/RPRM/CTDSP1/FOXM1/RRM2/RAD51AP1/DTX3L/ANLN/CDC6/DSN1/KNL1/NDC80/MELK/BMP2/CHEK2/NFIA/CENPM/MCM2/CENPU/CDCA3/CKS1B/TPX2/NR3C1/PLK2/CDK18/SGO1/NCAPH/BCL6/ADAMTS1/MCM5/TICRR/FGFR2/PTTG1/CHAF1A/KIF18A/SOX2/FANCD2/TIMELESS/CENPF/PSRC1/RAD18/CENPK/CDK1/BARD1/TACC3/BRCA1/CENPH/SPAG5/TUBB6/H2AX/MCM3/ANXA11/P3H4/PLK4/CEP152/MAD2L1/NCAPG/MAP3K20/CENPW/TGFB2/LIG1/PLAGL1/SMC4/NCAPG2/APEX2/CEP135/GINS1/AURKA/CDC25B/FANCA/KNTC1/FLNA/HAUS4/HELLS/KIF20B/BMP7/CENPE/TRIP13/PDGFRB/CDK2/AHR/MARVELD1/CCL2/CCDC8/MCM4/USP51/BCL2/PCNA/ECT2/ASCL1/NEDD1/NEK6/REEP4
GO:0022402	cell cycle process	269	0.45862430341325755	2.6875961214827346	2.304983067371385e-18	1.256215771717405e-16	2.9924341576400434e-17	707	tags=52%, list=29%, signal=41%	TCIM/KIF4A/MND1/CDC20/ZFP36L1/BIRC5/GJA1/ANXA1/E2F7/SPC24/CDCA2/WNT5A/PCLAF/MYBL2/AURKB/KIF20A/HMGA2/UBE2C/NEK2/BUB1B/OIP5/SPHK1/DLGAP5/MKI67/TK1/TTK/KIF2C/CCNB2/BUB1/CCNB1/CLSPN/KIF14/ZFP36L2/KIF23/PLK1/NUF2/IGF2/NFIB/SGO2/CEP55/CDT1/KIF18B/CCND1/CCNA2/CDCA5/RMI2/ZWINT/ASPM/RAD54L/CDCA8/BRCA2/KIF11/NUSAP1/TOP2A/GTSE1/CENPA/KANK2/CDKN3/EGFR/TPD52L1/HJURP/CTDSP1/FOXM1/RRM2/RAD51AP1/DTX3L/ANLN/CDC6/DSN1/KNL1/NDC80/MELK/CHEK2/NFIA/CENPM/MCM2/CENPU/CKS1B/TPX2/NR3C1/PLK2/CDK18/SGO1/NCAPH/BCL6/ADAMTS1/TICRR/PTTG1/KIF18A/SOX2/FANCD2/TIMELESS/CENPF/PSRC1/RAD18/CENPK/CDK1/BARD1/TACC3/BRCA1/CENPH/SPAG5/H2AX/MCM3/ANXA11/P3H4/PLK4/CEP152/MAD2L1/NCAPG/MAP3K20/CENPW/LIG1/SMC4/NCAPG2/CEP135/GINS1/AURKA/CDC25B/FANCA/KNTC1/FLNA/HAUS4/KIF20B/BMP7/CENPE/TRIP13/PDGFRB/CDK2/CCL2/CCDC8/MCM4/USP51/BCL2/PCNA/ECT2/NEK6/REEP4/RCC1
GO:0000280	nuclear division	111	0.581593525108032	3.0176813213253193	9.816912431397398e-18	4.585900521524213e-16	1.092408300636703e-16	635	tags=63%, list=26%, signal=49%	KIF4A/MND1/CDC20/BIRC5/SPC24/CDCA2/WNT5A/MYBL2/AURKB/UBE2C/NEK2/BUB1B/SPHK1/DLGAP5/MKI67/TTK/KIF2C/CCNB2/BUB1/CCNB1/KIF14/KIF23/PLK1/NUF2/IGF2/NFIB/CDT1/KIF18B/CDCA5/ZWINT/ASPM/RAD54L/CDCA8/BRCA2/KIF11/NUSAP1/TOP2A/RAD51AP1/ANLN/DSN1/KNL1/NDC80/CHEK2/NFIA/TPX2/SGO1/NCAPH/PTTG1/KIF18A/FANCD2/CENPF/PSRC1/CENPK/CDK1/SPAG5/P3H4/MAD2L1/NCAPG/SMC4/NCAPG2/AURKA/CDC25B/FANCA/KNTC1/FLNA/KIF20B/BMP7/CENPE/TRIP13/PDGFRB
GO:1903047	mitotic cell cycle process	188	0.49326873880765504	2.775483300910378	2.5614750035476868e-17	1.047002907700117e-15	2.4940677666122213e-16	707	tags=57%, list=29%, signal=44%	KIF4A/CDC20/ZFP36L1/BIRC5/GJA1/ANXA1/E2F7/SPC24/CDCA2/MYBL2/AURKB/KIF20A/UBE2C/NEK2/BUB1B/SPHK1/DLGAP5/MKI67/TK1/TTK/KIF2C/CCNB2/BUB1/CCNB1/CLSPN/KIF14/ZFP36L2/KIF23/PLK1/NUF2/IGF2/NFIB/CEP55/CDT1/KIF18B/CCND1/CCNA2/CDCA5/ZWINT/CDCA8/BRCA2/KIF11/NUSAP1/GTSE1/CENPA/KANK2/CDKN3/EGFR/TPD52L1/CTDSP1/FOXM1/RRM2/ANLN/CDC6/DSN1/KNL1/NDC80/MELK/CHEK2/NFIA/MCM2/CKS1B/TPX2/PLK2/CDK18/NCAPH/BCL6/ADAMTS1/TICRR/KIF18A/FANCD2/CENPF/PSRC1/CENPK/CDK1/BARD1/TACC3/BRCA1/CENPH/SPAG5/MCM3/MAD2L1/NCAPG/MAP3K20/LIG1/SMC4/NCAPG2/GINS1/AURKA/CDC25B/KNTC1/FLNA/KIF20B/BMP7/CENPE/TRIP13/PDGFRB/CDK2/CCL2/CCDC8/MCM4/BCL2/PCNA/ECT2/NEK6/REEP4/RCC1
GO:0050804	modulation of chemical synaptic transmission	121	-0.5032534299457064	-3.2372387116943027	9.452380759863684e-17	2.975336719965283e-15	7.087555682518299e-16	543	tags=60%, list=22%, signal=49%	LRP8/RIMS2/CPEB3/JPH4/SYP/NRXN1/PPFIA3/ARC/CACNG4/STXBP1/KCNB1/SYT11/SEPTIN5/CHRNA3/GRIA1/LRRTM2/SHANK1/GRIK3/STX1B/ASIC1/CAMK2B/TUBB2B/SYT7/PPFIA2/SYT4/LZTS1/SYBU/CACNB4/SYN1/CACNG5/RIMS4/MAPK8IP2/ADCY1/DCC/ACHE/MAP1B/STX1A/NTRK1/RAB3A/CHRNB2/RIMS3/EPHB1/SNAP25/SLC8A2/INA/CAMKV/UNC13A/DLGAP3/SNCG/CACNA1A/CPLX2/CACNG2/VGF/SYN3/CNTN2/CACNA1B/SLC18A3/CNR1/KCNQ3/GRM2/CELF4/SV2C/GRIA2/SHANK2/SLC6A1/NSG1/DRD2/NEFL/P2RX3/CNTNAP4/TNR/ADRA1A
GO:0099177	regulation of trans-synaptic signaling	121	-0.5032534299457064	-3.2372387116943027	9.452380759863684e-17	2.975336719965283e-15	7.087555682518299e-16	543	tags=60%, list=22%, signal=49%	LRP8/RIMS2/CPEB3/JPH4/SYP/NRXN1/PPFIA3/ARC/CACNG4/STXBP1/KCNB1/SYT11/SEPTIN5/CHRNA3/GRIA1/LRRTM2/SHANK1/GRIK3/STX1B/ASIC1/CAMK2B/TUBB2B/SYT7/PPFIA2/SYT4/LZTS1/SYBU/CACNB4/SYN1/CACNG5/RIMS4/MAPK8IP2/ADCY1/DCC/ACHE/MAP1B/STX1A/NTRK1/RAB3A/CHRNB2/RIMS3/EPHB1/SNAP25/SLC8A2/INA/CAMKV/UNC13A/DLGAP3/SNCG/CACNA1A/CPLX2/CACNG2/VGF/SYN3/CNTN2/CACNA1B/SLC18A3/CNR1/KCNQ3/GRM2/CELF4/SV2C/GRIA2/SHANK2/SLC6A1/NSG1/DRD2/NEFL/P2RX3/CNTNAP4/TNR/ADRA1A
