gene_id	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	condition_1	condition_2	neg_log10_FDR	significant	label
ENSG00000163914	13.608663392403582	7.1013088467561625	308.05205726064065	8.149717021736342e-69	5.71034372279022e-66	RHO	protein_coding	3	H2_Stage1	H2_Stage3	65.24333774947424	TRUE	RHO
ENSG00000164398	12.293977250351542	5.307606333676375	106.9370625773955	4.790149398306628e-25	5.827017153481751e-23	ACSL6	protein_coding	5	H2_Stage1	H2_Stage3	22.23455370343868	TRUE	ACSL6
ENSG00000080511	11.081729824435193	3.070226014238309	13.437531764655116	2.468219584740079e-4	0.0023376095941898454	RDH8	protein_coding	19	H2_Stage1	H2_Stage3	2.6312280189426507	TRUE	RDH8
ENSG00000139053	10.645602872660728	10.129983857015961	622.5585142920944	8.246102191130524e-137	3.611174302050835e-133	PDE6H	protein_coding	12	H2_Stage1	H2_Stage3	132.44235154879502	TRUE	PDE6H
ENSG00000281938	10.613390301482857	4.509763255452285	62.69263872578522	2.4513597989114856e-15	1.2555692864775582e-13		protein_coding	5	H2_Stage1	H2_Stage3	12.901159316479848	TRUE	
ENSG00000130561	10.385670901658143	7.07586393516098	291.15701281510644	3.7700782023109846e-65	2.3585878524957686e-62	SAG	protein_coding	2	H2_Stage1	H2_Stage3	61.627347942550124	TRUE	SAG
ENSG00000166148	10.332740595008552	2.524338296491731	15.702299219894693	7.420737676763458e-5	8.099006970957351e-4	AVPR1A	protein_coding	12	H2_Stage1	H2_Stage3	3.091568227228955	TRUE	AVPR1A
ENSG00000105954	10.30373166185607	5.276649523037743	125.79023769142044	3.619133143458313e-29	6.1549859489280834e-27	NPVF	protein_coding	7	H2_Stage1	H2_Stage3	26.210772934172137	TRUE	NPVF
ENSG00000112619	10.047130398893241	8.72389363694696	512.5267977099954	4.561482982928511e-113	1.1414785344565533e-109	PRPH2	protein_coding	6	H2_Stage1	H2_Stage3	108.94253225101976	TRUE	PRPH2
ENSG00000132915	9.996404725855324	6.965607280798751	309.6306443225295	3.704785059211011e-69	2.7040299950916366e-66	PDE6A	protein_coding	5	H2_Stage1	H2_Stage3	65.56798849518952	TRUE	PDE6A
ENSG00000100053	-9.996237978327999	9.27331912929501	579.8959348197584	1.3083632317133363e-127	4.5837197459845026e-124	CRYBB3	protein_coding	22	H2_Stage1	H2_Stage3	123.33878194350429	TRUE	CRYBB3
ENSG00000101115	-9.779935569414036	2.76434354968839	21.26147459537948	4.014109683982292e-6	6.0356359943620444e-5	SALL4	protein_coding	20	H2_Stage1	H2_Stage3	4.219276960150072	TRUE	SALL4
ENSG00000013725	9.735106351128739	1.8301764489787742	8.443040172764738	0.0036655777862515536	0.024012687390339738	CD6	protein_coding	11	H2_Stage1	H2_Stage3	1.619559232967399	TRUE	CD6
ENSG00000266200	9.540438312989943	1.5189066518650394	5.876180410530309	0.015349593286730141	0.07680057857859238	PNLIPRP2	protein_coding	10	H2_Stage1	H2_Stage3	1.1146355081905774	FALSE	PNLIPRP2
ENSG00000157766	9.412691313513058	1.829967303591209	8.59717026578785	0.003367945994453444	0.022347087115470066	ACAN	protein_coding	15	H2_Stage1	H2_Stage3	1.6507790779961231	TRUE	ACAN
ENSG00000185527	9.406639031921694	8.571235110890811	435.8078650160519	1.7428477159705037e-96	2.775405767332301e-93	PDE6G	protein_coding	17	H2_Stage1	H2_Stage3	92.55667351357526	TRUE	PDE6G
