gene_id	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	condition_1	condition_2	neg_log10_FDR	significant	label
ENSG00000180483	-30.355641336933406	2.2419448998216076	222.16384644670603	3.6425792952162857e-50	6.46540292981089e-50	DEFB119	protein_coding	20	H1_Stage3	H2_Stage3	49.18940440431173	TRUE	DEFB119
ENSG00000012211	-29.01009274258242	1.8288884600365471	117.78632968646167	2.030678453464428e-27	3.1899734973846636e-27	PRICKLE3	protein_coding	X	H1_Stage3	H2_Stage3	26.496212925089342	TRUE	PRICKLE3
ENSG00000142615	-28.891300399544935	1.332962701551824	36.75247687019562	1.3480276679820922e-9	1.7867282581751142e-9	CELA2A	protein_coding	1	H1_Stage3	H2_Stage3	8.74794149391241	TRUE	CELA2A
ENSG00000269755	-28.6651972673939	1.2474506852374743	23.55452801285987	1.2168401731382594e-6	1.5359121856797008e-6		protein_coding	19	H1_Stage3	H2_Stage3	5.813633613969187	TRUE	
ENSG00000007264	-28.575422242070154	1.3290757219508984	63.730663506821294	1.4479317437113842e-15	2.0667715412803386e-15	MATK	protein_coding	19	H1_Stage3	H2_Stage3	14.684707527167987	TRUE	MATK
ENSG00000176566	-28.4660916905577	1.2902152878314481	35.438185940836576	2.6452246283380066e-9	3.4962951644606397e-9	DCAF4L2	protein_coding	8	H1_Stage3	H2_Stage3	8.456391910452567	TRUE	DCAF4L2
ENSG00000237330	-28.41779114972635	1.2520945399032417	24.77365148976193	6.462534285367361e-7	8.193110883460959e-7	RNF223	protein_coding	1	H1_Stage3	H2_Stage3	6.08655116747072	TRUE	RNF223
ENSG00000197272	-28.237383286756664	1.3325200936841504	25.564020917069286	4.290208766779698e-7	5.448530919138691e-7	IL27	protein_coding	16	H1_Stage3	H2_Stage3	6.263720580240283	TRUE	IL27
ENSG00000160058	-28.156105091144493	1.2896465771534666	13.687815828140346	2.1601530813602186e-4	2.610694185606937e-4	BSDC1	protein_coding	1	H1_Stage3	H2_Stage3	3.5832439980667217	TRUE	BSDC1
ENSG00000129988	-28.112662850135703	1.33355815804897	34.46770910335134	4.353278114419621e-9	5.730545782692455e-9	LBP	protein_coding	20	H1_Stage3	H2_Stage3	8.24180401343858	TRUE	LBP
ENSG00000130054	-28.03345880141733	1.5492803350942406	56.712469627948636	5.1045034778399466e-14	7.167582158021831e-14	NALF2	protein_coding	X	H1_Stage3	H2_Stage3	13.144627320275998	TRUE	NALF2
ENSG00000017483	-27.983177541081865	2.2272643630678166	118.73336205320403	1.260765815728528e-27	1.984261886263848e-27	SLC38A5	protein_coding	X	H1_Stage3	H2_Stage3	26.702401009473462	TRUE	SLC38A5
ENSG00000276490	-27.950960714435336	1.3322386796867376	58.94719615661698	1.6404823883447033e-14	2.3163251649713176e-14		protein_coding	10	H1_Stage3	H2_Stage3	13.63520047454725	TRUE	
