gene_id	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	condition_1	condition_2	neg_log10_FDR	significant	label
ENSG00000163914	12.34583811406942	7.1013088467561625	540.0672099271302	5.153806121600427e-119	3.0093073944024897e-115	RHO	protein_coding	3	H1_Stage2	H1_Stage3	114.52153344772879	TRUE	RHO
ENSG00000143341	9.636094366759453	1.5174032130450348	6.7787076462116245	0.009227110812231869	0.06342706050074128	HMCN1	protein_coding	1	H1_Stage2	H1_Stage3	1.197725415323159	FALSE	HMCN1
ENSG00000216921	9.22902174866595	1.9118387640414551	7.30087153531328	0.0068937761201213095	0.05067489563414393	FAM240C	protein_coding	2	H1_Stage2	H1_Stage3	1.2952071370713043	FALSE	FAM240C
ENSG00000185527	8.753529998038854	8.571235110890811	728.6493135424923	1.1619424587658416e-159	2.035374605020125e-155	PDE6G	protein_coding	17	H1_Stage2	H1_Stage3	154.69135564839405	TRUE	PDE6G
ENSG00000130561	8.453369473557865	7.07586393516098	443.8524048623721	3.172324384912887e-98	7.938515178645577e-95	SAG	protein_coding	2	H1_Stage2	H1_Stage3	94.10026072049777	TRUE	SAG
ENSG00000183671	8.220497452066187	2.2669439894328396	10.441244712198461	0.001232890792800813	0.01292432556402863	CMKLR2	protein_coding	2	H1_Stage2	H1_Stage3	1.8885921106296095	TRUE	CMKLR2
ENSG00000288677	8.190094874033909	4.261328456148461	91.51771296734596	1.1402372416826385e-21	2.1024774486899764e-19	HRURF	protein_coding	8	H1_Stage2	H1_Stage3	18.67726865377596	TRUE	HRURF
ENSG00000287080	-8.156157318859272	4.898495860327213	60.382256431200325	7.917000355216589e-15	7.879664501268692e-13	H3C3	protein_coding	6	H1_Stage2	H1_Stage3	12.103492273417748	TRUE	H3C3
ENSG00000132915	8.026116798170625	6.965607280798751	428.4236421772811	6.89550466313779e-95	1.5098569398023085e-91	PDE6A	protein_coding	5	H1_Stage2	H1_Stage3	90.82106420051994	TRUE	PDE6A
ENSG00000164483	8.01653913529681	1.9122939630226494	7.5083675013834785	0.00614285539342363	0.04628146147380719	SAMD3	protein_coding	6	H1_Stage2	H1_Stage3	1.3345929353730888	TRUE	SAMD3
ENSG00000156194	8.01109649636115	3.5282046805609624	47.13827237607249	6.669980124039784e-12	4.343421629472301e-10	PPEF2	protein_coding	4	H1_Stage2	H1_Stage3	9.362168010272736	TRUE	PPEF2
ENSG00000081041	-7.991264726027186	1.4530842129104466	4.568810195494173	0.032562622175093155	0.16250696656441788	CXCL2	protein_coding	4	H1_Stage2	H1_Stage3	0.7891280163735244	FALSE	CXCL2
ENSG00000105954	7.8723997721967445	5.276649523037743	183.0347864563363	1.189105726866703e-41	7.182608626732427e-39	NPVF	protein_coding	7	H1_Stage2	H1_Stage3	38.143717797200445	TRUE	NPVF
