gene_id	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	condition_1	condition_2	neg_log10_FDR	significant	label
ENSG00000139880	-11.384618077894789	1.867118395498679	15.926279887016607	6.592487416675015e-5	0.0012718127982147163	CDH24	protein_coding	14	H1_Stage1	H1_Stage2	2.8955768090378404	TRUE	CDH24
ENSG00000172007	9.582258098743285	1.5566958310472567	5.364644709713662	0.020551844638109315	0.12609690456243813	RAB33B	protein_coding	4	H1_Stage1	H1_Stage2	0.8992955743940274	FALSE	RAB33B
ENSG00000068078	-9.474709406572634	1.887498247166112	9.478257693931672	0.002080016696285283	0.02145558625999037	FGFR3	protein_coding	4	H1_Stage1	H1_Stage2	1.668459614153904	TRUE	FGFR3
ENSG00000146166	9.315409968268167	3.4826186613884755	20.165807948102035	7.112409542228154e-6	1.8419284406831854e-4	LGSN	protein_coding	6	H1_Stage1	H1_Stage2	3.7347272462456322	TRUE	LGSN
ENSG00000126870	9.231869202750847	1.7751077703109917	5.509428695319673	0.018916991779699042	0.11898346319748226	DYNC2I1	protein_coding	7	H1_Stage1	H1_Stage2	0.9245133944153632	FALSE	DYNC2I1
ENSG00000171403	8.781660347340319	1.4456775755542248	3.8772279040892523	0.048949243011931334	0.23239637395604545	KRT9	protein_coding	17	H1_Stage1	H1_Stage2	0.6337706524571198	FALSE	KRT9
ENSG00000253117	8.657362673162167	8.855053928338506	421.1319323732416	2.6066780129628005e-93	2.338476312814773e-89	OC90	protein_coding	8	H1_Stage1	H1_Stage2	88.6310670248429	TRUE	OC90
ENSG00000258417	8.656832087707986	8.855533248751465	421.0837911025682	2.669950691116941e-93	2.338476312814773e-89		protein_coding	8	H1_Stage1	H1_Stage2	88.6310670248429	TRUE	
ENSG00000107859	-8.532347679444896	3.9558682321535574	79.27261859736218	5.5361368338374185e-19	1.3468959571990285e-16	PITX3	protein_coding	10	H1_Stage1	H1_Stage2	15.87066595064635	TRUE	PITX3
ENSG00000052344	8.426802369512343	1.519179797339175	3.503511197986679	0.061243027074012	0.2702932993840938	PRSS8	protein_coding	16	H1_Stage1	H1_Stage2	0.5681647204003619	FALSE	PRSS8
ENSG00000170088	8.21443261661943	1.8096877208108832	6.308239276348982	0.01202004319317293	0.08473042117296185	TMEM192	protein_coding	4	H1_Stage1	H1_Stage2	1.0719606348224495	FALSE	TMEM192
ENSG00000168671	8.15776963583964	1.7146812865198915	5.717701451357602	0.016797324726740222	0.10889664590610972	UGT3A2	protein_coding	5	H1_Stage1	H1_Stage2	0.9629854966161374	FALSE	UGT3A2
ENSG00000008086	8.092822052913071	3.9253635710788988	13.229138955583492	2.7582797806303586e-4	0.0041402559483549265	CDKL5	protein_coding	X	H1_Stage1	H1_Stage2	2.3829728102022183	TRUE	CDKL5
