ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0007601	visual perception	29/401	240/21261	1.9660478564227004e-15	1.991942249452909e-12	1.6738875376820137e-12	RP1/BEST1/NRL/TRPM1/UNC119/AIPL1/PDC/CPLX4/ROM1/CRX/GUCA1A/EPAS1/RD3/TULP1/CACNA2D4/EYS/ABCA4/REEP6/RPGRIP1/PRCD/USH2A/RGR/DHRS3/SEMA5B/GABRR2/RBP4/CDH23/FAM161A/MYO9A	29
GO:0050953	sensory perception of light stimulus	29/401	244/21261	3.0551261494676517e-15	1.991942249452909e-12	1.6738875376820137e-12	RP1/BEST1/NRL/TRPM1/UNC119/AIPL1/PDC/CPLX4/ROM1/CRX/GUCA1A/EPAS1/RD3/TULP1/CACNA2D4/EYS/ABCA4/REEP6/RPGRIP1/PRCD/USH2A/RGR/DHRS3/SEMA5B/GABRR2/RBP4/CDH23/FAM161A/MYO9A	29
GO:0006836	neurotransmitter transport	23/401	223/21261	4.529341568205741e-11	1.968753801646762e-8	1.6544016043867285e-8	SNAP25/DOC2B/SLC1A3/STXBP1/STX3/RIMS2/CPLX4/SV2B/UNC13B/SLC17A7/SLC1A7/PPFIA2/FER1L4/NAPB/SLC1A2/SLC6A6/PRKCB/CADPS/UNC13A/SYP/LIN7A/NRXN2/CTBP2	23
GO:0001505	regulation of neurotransmitter levels	21/401	204/21261	3.319306225545656e-10	9.977081541134156e-8	8.384034456183933e-8	SNAP25/DOC2B/SLC1A3/STXBP1/STX3/RIMS2/CPLX4/SV2B/UNC13B/SLC1A7/PPFIA2/FER1L4/NAPB/SLC1A2/PRKCB/CADPS/UNC13A/SYP/LIN7A/NRXN2/CTBP2	21
GO:0007269	neurotransmitter secretion	18/401	149/21261	4.5906816907058996e-10	9.977081541134156e-8	8.384034456183933e-8	SNAP25/DOC2B/STXBP1/STX3/RIMS2/CPLX4/SV2B/UNC13B/PPFIA2/FER1L4/NAPB/PRKCB/CADPS/UNC13A/SYP/LIN7A/NRXN2/CTBP2	18
GO:0099643	signal release from synapse	18/401	149/21261	4.5906816907058996e-10	9.977081541134156e-8	8.384034456183933e-8	SNAP25/DOC2B/STXBP1/STX3/RIMS2/CPLX4/SV2B/UNC13B/PPFIA2/FER1L4/NAPB/PRKCB/CADPS/UNC13A/SYP/LIN7A/NRXN2/CTBP2	18
GO:0009416	response to light stimulus	26/401	344/21261	2.2910720313878724e-9	4.267939898471122e-7	3.5864751649244737e-7	RP1/SLC1A3/BEST1/PLEKHB1/GNGT2/TRPM1/UNC119/AIPL1/PDC/ROM1/GUCA1A/TULP1/CACNA2D4/EYS/ABCA4/USP2/REEP6/AQP1/AANAT/PPP1R1B/RGR/ABCA7/SLC1A2/SEMA5B/GNB5/HMGN1	26
GO:0099504	synaptic vesicle cycle	20/401	216/21261	5.597322240964695e-9	9.123635252772453e-7	7.666858490584537e-7	SNAP25/DOC2B/STXBP1/STX3/RIMS2/DNAJC6/CPLX4/SV2B/UNC13B/SLC17A7/SNCB/PPFIA2/NAPB/PRKCB/CADPS/UNC13A/CLCN3/SYP/ITSN1/CTBP2	20
GO:0099003	vesicle-mediated transport in synapse	20/401	241/21261	3.583466622451591e-8	5.192044972974305e-6	4.363027782423516e-6	SNAP25/DOC2B/STXBP1/STX3/RIMS2/DNAJC6/CPLX4/SV2B/UNC13B/SLC17A7/SNCB/PPFIA2/NAPB/PRKCB/CADPS/UNC13A/CLCN3/SYP/ITSN1/CTBP2	20
GO:0009581	detection of external stimulus	16/401	155/21261	4.1636123803700276e-8	5.429350544002516e-6	4.562442618910736e-6	RP1/BEST1/PLEKHB1/GNGT2/UNC119/AIPL1/PDC/ROM1/GUCA1A/TULP1/CACNA2D4/EYS/ABCA4/REEP6/RGR/SEMA5B	16
