gene_id	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	neg_log10_FDR	label	significant
ENSG00000120738	-10.765167712998823	7.438457836776122	306.0335506712313	1.8545900240508666e-68	2.5164868084966064e-66	EGR1	protein_coding	5	65.59920534184627	EGR1	TRUE
ENSG00000145824	-10.041600840334715	6.81621782123479	315.4071023413074	1.6994971757829272e-70	2.523592976115403e-68	CXCL14	protein_coding	5	67.59798069003074	CXCL14	TRUE
ENSG00000177697	-9.982677971762115	8.922462072744182	535.1874175150685	3.3133910354033774e-118	2.7448828893289033e-115	CD151	protein_coding	11	114.56147618003108	CD151	TRUE
ENSG00000156298	-9.748870257088798	7.592637139594734	470.65429657618245	3.2849824642401754e-104	1.9886778456592445e-101	TSPAN7	protein_coding	X	100.70143556437893	TSPAN7	TRUE
ENSG00000104442	-9.628236235811572	6.77480344063038	280.6057720403744	6.283826441218614e-63	6.728396475155169e-61	ARMC1	protein_coding	8	60.17208842537024	ARMC1	TRUE
ENSG00000226742	-9.290698082302061	6.14732133986461	228.97035294000787	1.0872706731670484e-51	7.640018033772027e-50	HSBP1L1	protein_coding	18	49.11690561629886	HSBP1L1	TRUE
ENSG00000141127	-9.289696642323474	8.092730617843356	442.82299273375025	3.594827957483596e-98	1.7146240015391456e-95	PRPSAP2	protein_coding	17	94.76583110125372	PRPSAP2	TRUE
ENSG00000134202	-9.190249333120551	7.817753206567684	429.4353587347084	2.8930146513985068e-95	1.2307040706219593e-92	GSTM3	protein_coding	1	91.90984636294715	GSTM3	TRUE
ENSG00000179344	-9.158614988173202	4.957167579395512	191.2248433008585	1.82156578095839e-43	9.493856090160616e-42	HLA-DQB1	protein_coding	6	41.022557355693586	HLA-DQB1	TRUE
ENSG00000102241	9.119964359504268	8.111483661565549	645.6502425496282	3.8261096213967875e-142	8.603280777255061e-139	HTATSF1	protein_coding	X	138.06533590320382	HTATSF1	TRUE
ENSG00000180035	-8.974317541121438	6.125543171501629	201.74945939888033	9.255479260399454e-46	5.297499765770451e-44	ZNF48	protein_coding	16	43.275929053819546	ZNF48	TRUE
ENSG00000111640	-8.915478298743116	13.997044728134547	1051.3426835809207	7.161498126957375e-230	1.1272198051830908e-225	GAPDH	protein_coding	12	224.94799138930415	GAPDH	TRUE
ENSG00000177311	-8.732704120358303	5.940278545715139	173.42441599695144	1.3875603678812099e-39	6.187025549702618e-38	ZBTB38	protein_coding	3	37.20851809053052	ZBTB38	TRUE
ENSG00000223953	-8.72791604113924	5.7034354591456555	168.45043638689464	1.6881322021543089e-38	7.142795930620651e-37	C1QTNF5	protein_coding	11	36.1461317574733	C1QTNF5	TRUE
ENSG00000140988	-8.690669827471098	11.754049321320156	865.3803761987498	1.0808232777483357e-189	8.506079195879402e-186	RPS2	protein_coding	16	185.0702705781029	RPS2	TRUE
ENSG00000145423	-8.671384427705723	11.235898282971801	697.657865828058	2.0928102690996787e-153	8.235208408907235e-150	SFRP2	protein_coding	4	149.08432540563896	SFRP2	TRUE
ENSG00000250479	-8.6575922314679	7.118355648645791	326.9695556853497	5.2110414483845117e-73	9.013383779952991e-71	CHCHD10	protein_coding	22	70.04511213675917	CHCHD10	TRUE
ENSG00000186376	-8.605388318034755	5.244465004997732	161.39058887071272	5.861462716513162e-37	2.3064855789479295e-35	ZNF75D	protein_coding	X	34.637049256426586	ZNF75D	TRUE
ENSG00000169314	-8.513651722013778	6.929203580546911	306.0492118987118	1.8401054319552565e-68	2.5164868084966064e-66	C22orf15	protein_coding	22	65.59920534184627	C22orf15	TRUE
ENSG00000148297	-8.502877983795658	5.767826153708035	155.41926739763582	1.1787902775827591e-35	4.38632599743561e-34	MED22	protein_coding	9	33.35789909412997	MED22	TRUE
ENSG00000176018	-8.458964334528003	5.753997924784655	155.325342082966	1.235781123960104e-35	4.587545964889632e-34	LYSMD3	protein_coding	5	33.338419571307064	NA	TRUE
ENSG00000169926	-8.431575202989213	5.590837878376859	146.00007730669427	1.3434437437108533e-33	4.6069290906337316e-32	KLF13	protein_coding	15	31.336588472310698	NA	TRUE
ENSG00000184232	-8.395067283247819	7.765042402027035	421.42664042115797	1.5841336017920844e-93	6.233565723051852e-91	OAF	protein_coding	11	90.20526345721667	NA	TRUE
ENSG00000163626	-8.322673862651191	5.897499496248091	145.18368975265736	2.025500188658693e-33	6.90073007997572e-32	COX18	protein_coding	4	31.16110495956251	NA	TRUE
ENSG00000166508	-8.320973169577861	8.468976683630995	424.5394314618107	3.3425901167944377e-94	1.3845360115353802e-91	MCM7	protein_coding	7	90.85869574384928	NA	TRUE
ENSG00000165512	-8.190241040722203	6.914094577245215	292.2046645093092	1.8854387022593222e-65	2.2313387348542653e-63	ZNF22	protein_coding	10	62.65143449537677	NA	TRUE
ENSG00000117480	-8.159310571491577	5.140591614059428	120.81512546348853	4.294516881861251e-28	1.1515450718994224e-26	FAAH	protein_coding	1	25.938719058920658	NA	TRUE
ENSG00000170464	-8.14342454599157	7.129179953180298	290.8288897382356	3.755102778234227e-65	4.3781716836597583e-63	DNAJC18	protein_coding	5	62.35870721220524	NA	TRUE
ENSG00000198551	-8.134570009365671	7.085388976665628	292.2885847106072	1.8078455717994075e-65	2.15571888637293e-63	ZNF627	protein_coding	19	62.66640787338183	NA	TRUE
ENSG00000204033	-8.109084004059438	4.5411210091871785	88.75624935762389	4.5233193068687805e-21	8.899630736264326e-20	LRIT2	protein_coding	10	19.05062801274045	NA	TRUE
ENSG00000130303	-8.092232768281734	5.052962280941252	122.70985571177563	1.6537650163486601e-28	4.487976096091019e-27	BST2	protein_coding	19	26.34794946488991	NA	TRUE
ENSG00000137876	-8.07376736420719	8.739141984045688	516.4652689669268	3.800815839572048e-114	2.9912420657432016e-111	RSL24D1	protein_coding	15	110.52414844034124	NA	TRUE
