gene_id	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	condition_1	condition_2	neg_log10_FDR	significant	label
ENSG00000163914	12.211941801174845	7.130019389889836	361.2024327355983	7.116748191059423e-14	3.898336474403617e-11	RHO	protein_coding	3	H1_Stage1	H1_Stage3	10.409120678643168	TRUE	RHO
ENSG00000008086	11.724754093117964	3.9530508877731894	60.150791347857194	1.2997294338474383e-7	4.652037044645203e-6	CDKL5	protein_coding	X	H1_Stage1	H1_Stage3	5.332356835598589	TRUE	CDKL5
ENSG00000105954	10.727145315664403	5.305607469469211	133.48207591602267	2.470170078418966e-10	2.915245768224185e-8	NPVF	protein_coding	7	H1_Stage1	H1_Stage3	7.535324826399199	TRUE	NPVF
ENSG00000183185	10.45221624885031	4.491035195654436	93.74803745575292	3.2234030698325444e-9	2.3201417700443036e-7	GABRR3	protein_coding	3	H1_Stage1	H1_Stage3	6.634485477149266	TRUE	GABRR3
ENSG00000100053	-10.215963180182568	9.295756697450251	473.88768256998173	1.9810733119663441e-16	1.2976030193379553e-12	CRYBB3	protein_coding	22	H1_Stage1	H1_Stage3	11.886858152590158	TRUE	CRYBB3
ENSG00000155886	10.153311798800743	4.00327849752158	57.15836494298144	1.94307929010097e-7	6.577348501375376e-6	SLC24A2	protein_coding	9	H1_Stage1	H1_Stage3	5.181949146400667	TRUE	SLC24A2
ENSG00000132915	10.139264730571076	6.993350158355979	318.6297952831557	1.2711843017940393e-14	1.2809626425770703e-11	PDE6A	protein_coding	5	H1_Stage1	H1_Stage3	10.892463535641115	TRUE	PDE6A
ENSG00000047617	9.893567050857028	4.907057823630963	85.14703230820638	7.392300297979545e-9	4.4204958793914535e-7	ANO2	protein_coding	12	H1_Stage1	H1_Stage3	6.354529009926061	TRUE	ANO2
ENSG00000130561	9.648823522055809	7.107104497899928	301.0246216764608	2.28940398201397e-14	1.873648354915514e-11	SAG	protein_coding	2	H1_Stage1	H1_Stage3	10.727311913901733	TRUE	SAG
ENSG00000069018	9.640458008360845	3.8362412940968684	39.79052649687694	2.88550086959747e-6	6.385145505359266e-5	TRPC7	protein_coding	5	H1_Stage1	H1_Stage3	4.194829201540018	TRUE	TRPC7
ENSG00000261873	9.629053433404907	2.908008746491628	20.47229752609724	2.286865477128271e-4	0.002286865477128271	SMIM36	protein_coding	17	H1_Stage1	H1_Stage3	2.6407593816368786	TRUE	SMIM36
ENSG00000126870	9.549168974143566	1.8001075728391824	9.484833842032609	0.005882167747022844	0.03002977298752894	DYNC2I1	protein_coding	7	H1_Stage1	H1_Stage3	1.522447950872486	TRUE	DYNC2I1
ENSG00000102104	9.471782674036655	3.5976820174217203	35.19732154417503	6.7325727133158825e-6	1.263563073702551e-4	RS1	protein_coding	X	H1_Stage1	H1_Stage3	3.8984030743793827	TRUE	RS1
ENSG00000287080	-9.447404100161464	4.9124513040089175	105.93478934788182	1.8307581826517669e-9	1.4623739141913504e-7	H3C3	protein_coding	6	H1_Stage1	H1_Stage3	6.834941568481001	TRUE	H3C3
ENSG00000112619	9.44365335625242	8.752686430601402	444.33582593892703	3.9128482654385117e-16	1.4244036502319502e-12	PRPH2	protein_coding	6	H1_Stage1	H1_Stage3	11.846366922056502	TRUE	PRPH2
ENSG00000173976	9.219568400471019	7.25414456323216	316.05533486143605	3.495787871307952e-14	2.348428421777888e-11	RAX2	protein_coding	19	H1_Stage1	H1_Stage3	10.629222672227856	TRUE	RAX2
ENSG00000167083	9.183235267082482	5.640525516981963	146.48730970770765	5.785924940894067e-11	9.594381864014213e-9	GNGT2	protein_coding	17	H1_Stage1	H1_Stage3	8.017983000261006	TRUE	GNGT2
ENSG00000138347	9.136935099533718	2.015131398048202	11.246076225237331	0.0029921144157525454	0.017695454677519516	MYPN	protein_coding	10	H1_Stage1	H1_Stage3	1.7521382738628115	TRUE	MYPN
ENSG00000187955	8.934343320125135	1.8858200778366756	10.684410449717616	0.0036492048044612408	0.020703587240555328	COL14A1	protein_coding	8	H1_Stage1	H1_Stage3	1.6839543992868995	TRUE	COL14A1
