gene_id	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	condition_1	condition_2	neg_log10_FDR	significant	label
ENSG00000139880	-11.577257092397963	1.8927958086200534	19.685665272284325	3.1397573583734107e-4	0.005472263958290203	CDH24	protein_coding	14	H1_Stage1	H1_Stage2	2.2618329622996214	TRUE	CDH24
ENSG00000068078	-9.637764871863714	1.9120932253339475	10.669929924244412	0.0040360754884290265	0.03422174038732702	FGFR3	protein_coding	4	H1_Stage1	H1_Stage2	1.4656979076706467	TRUE	FGFR3
ENSG00000126870	9.320285395690682	1.8001075728391824	7.270367172133325	0.013843178191524546	0.0817501759272562	DYNC2I1	protein_coding	7	H1_Stage1	H1_Stage2	1.0875113040602833	FALSE	DYNC2I1
ENSG00000146166	9.249293161350307	3.5049304339042244	12.165236707992314	0.0021807174409482293	0.022179657202190842	LGSN	protein_coding	6	H1_Stage1	H1_Stage2	1.65404517037565	TRUE	LGSN
ENSG00000253117	8.678749927909408	8.907718108160129	62.89432236794755	6.57142951829296e-8	9.782468942004295e-6	OC90	protein_coding	8	H1_Stage1	H1_Stage2	5.009551522250442	TRUE	OC90
ENSG00000107859	-8.505925781117156	3.983311525350283	76.23241585803578	4.250720756106119e-8	7.139031013460277e-6	PITX3	protein_coding	10	H1_Stage1	H1_Stage2	5.146360731370247	TRUE	PITX3
ENSG00000170088	8.297550126321674	1.8347486839831337	8.609840586429025	0.008167607441025636	0.05652174193208444	TMEM192	protein_coding	4	H1_Stage1	H1_Stage2	1.2477844621838008	FALSE	TMEM192
ENSG00000168671	8.225277703156168	1.7403484784892116	7.725652324846025	0.011898931248397169	0.07349174887034556	UGT3A2	protein_coding	5	H1_Stage1	H1_Stage2	1.1337614176672512	FALSE	UGT3A2
ENSG00000008086	8.075943177054018	3.9530508877731894	12.249512566691648	0.0021194568364669873	0.021730622012374932	CDKL5	protein_coding	X	H1_Stage1	H1_Stage2	1.6629278423552274	TRUE	CDKL5
ENSG00000216921	-8.071819292273295	1.9368517144431754	6.013839648239651	0.023967571941943017	0.11843651167086137	FAM240C	protein_coding	2	H1_Stage1	H1_Stage2	0.926514392437804	FALSE	FAM240C
ENSG00000154080	8.0541317881789265	3.4965517951644713	24.621487006809915	6.458650017226332e-5	0.001698962153125802	CHST9	protein_coding	18	H1_Stage1	H1_Stage2	2.769816295569857	TRUE	CHST9
ENSG00000197249	7.736166820310017	2.429302217797937	13.116166188089851	0.0016882696069053752	0.01841493076641167	SERPINA1	protein_coding	14	H1_Stage1	H1_Stage2	1.734829909598745	TRUE	SERPINA1
ENSG00000183671	-7.699802071414561	2.291962830652192	9.18697908967044	0.006568661942809783	0.048341993901222353	CMKLR2	protein_coding	2	H1_Stage1	H1_Stage2	1.3156754407624622	TRUE	CMKLR2
ENSG00000152611	7.632984593425818	2.8442177446563934	13.29595318403964	0.0014979509366206533	0.016975049541289408	CAPSL	protein_coding	5	H1_Stage1	H1_Stage2	1.770188949567212	TRUE	CAPSL
ENSG00000003137	7.526457405396602	7.956508355121922	80.56273101574894	7.931699624908918e-9	2.0781053017261365e-6	CYP26B1	protein_coding	2	H1_Stage1	H1_Stage2	5.682332449656651	TRUE	CYP26B1
ENSG00000121634	-7.512682009158475	2.534027195414739	26.197881602185127	7.052057922577656e-5	0.00181496972074199	GJA8	protein_coding	1	H1_Stage1	H1_Stage2	2.741130615930547	TRUE	GJA8
ENSG00000186790	-7.50840441847877	4.547862578038606	113.91261627257963	3.434657418057879e-10	2.142572008407534e-7	FOXE3	protein_coding	1	H1_Stage1	H1_Stage2	6.669064573218757	TRUE	FOXE3
ENSG00000143171	7.371457801011673	4.011171709752544	40.10040626949612	2.7317376599675517e-6	1.6119713218727444e-4	RXRG	protein_coding	1	H1_Stage1	H1_Stage2	3.792642688872868	TRUE	RXRG
ENSG00000047617	7.30148217760534	4.907057823630963	24.76385947193777	6.24300418822124e-5	0.0016656487752688034	ANO2	protein_coding	12	H1_Stage1	H1_Stage2	2.7784165701822765	TRUE	ANO2
ENSG00000017483	7.2725534743320575	2.2533615637831077	11.496677929277261	0.0028853062312877526	0.027212031410993202	SLC38A5	protein_coding	X	H1_Stage1	H1_Stage2	1.5652390364027409	TRUE	SLC38A5
ENSG00000256797	7.138118248424643	3.0843807411445665	7.532476200329053	0.012453110596868468	0.07580657473000788	KLRF2	protein_coding	12	H1_Stage1	H1_Stage2	1.12029312622632	FALSE	NA
ENSG00000114204	-7.1187501242082964	3.256132007725071	28.32877998370204	3.228869750353401e-5	9.88275554430597e-4	SERPINI2	protein_coding	3	H1_Stage1	H1_Stage2	3.0051219470282913	TRUE	NA
ENSG00000186439	6.792884476173271	2.920513371586323	8.546150039443017	0.008091970210172472	0.05608720092765047	TRDN	protein_coding	6	H1_Stage1	H1_Stage2	1.251136233230073	FALSE	NA
ENSG00000139053	6.750982563081494	10.18879552383374	304.8642353080553	2.0082832975626343e-14	2.2341475028379532e-10	PDE6H	protein_coding	12	H1_Stage1	H1_Stage2	9.650888157292984	TRUE	NA
ENSG00000111328	-6.6945188587198885	2.067821019656656	11.509166522192292	0.0030354885709218413	0.028166280121853817	CDK2AP1	protein_coding	12	H1_Stage1	H1_Stage2	1.5502705058444488	TRUE	NA
ENSG00000204655	6.653945337415984	2.912107564068364	10.906949998473314	0.003371498304817788	0.030230409167086254	MOG	protein_coding	6	H1_Stage1	H1_Stage2	1.519555974628165	TRUE	NA
