gene_id	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	condition_1	condition_2	neg_log10_FDR	significant	label
ENSG00000197921	-13.305860098948783	8.958959730757739	769.0991542241156	6.6362707176570715e-17	7.752538462588788e-14	HES5	protein_coding	1	H1_Stage2	H2_Stage2	13.110556070424575	TRUE	HES5
ENSG00000102144	-10.752214108133716	6.160367003672152	262.5218969630568	5.198856993362593e-13	1.945857903229999e-10	PGK1	protein_coding	X	H1_Stage2	H2_Stage2	9.710888877375126	TRUE	PGK1
ENSG00000147383	-10.618206179486094	5.624823628810242	190.96764887561605	2.1108280632184697e-11	4.533089775108517e-9	NSDHL	protein_coding	X	H1_Stage2	H2_Stage2	8.343605679915907	TRUE	NSDHL
ENSG00000137818	-10.362972355811923	3.720536920208067	88.24990937303325	1.3501475067704042e-8	1.2543923644462621e-6	RPLP1	protein_coding	15	H1_Stage2	H2_Stage2	5.901566598225443	TRUE	RPLP1
ENSG00000102241	9.483782509143648	8.10918168402722	532.7849043007521	5.715581732243201e-17	7.569706087083566e-14	HTATSF1	protein_coding	X	H1_Stage2	H2_Stage2	13.120920982750363	TRUE	HTATSF1
ENSG00000083097	-9.110799537539807	5.115263917305998	102.98687383030085	3.9037949072111874e-9	4.1577002670298013e-7	DOP1A	protein_coding	6	H1_Stage2	H2_Stage2	6.381146822620476	TRUE	DOP1A
ENSG00000179918	-8.87627595840025	5.738210165269284	109.1224469861836	1.4211214518337872e-9	1.773018192287868e-7	SEPHS2	protein_coding	16	H1_Stage2	H2_Stage2	6.751286808240199	TRUE	SEPHS2
ENSG00000184905	8.81056885933436	5.9786110106460075	203.49969274551577	1.234218367328922e-12	4.1457078492330457e-10	TCEAL2	protein_coding	X	H1_Stage2	H2_Stage2	9.382401306182464	TRUE	TCEAL2
ENSG00000133169	-8.690522939164541	8.849188323659458	375.1495145897922	2.3187025494299682e-15	1.5867062563622117e-12	BEX1	protein_coding	X	H1_Stage2	H2_Stage2	11.799503465840461	TRUE	BEX1
ENSG00000126759	-8.472912079596332	2.2738653169557184	14.343771105219718	0.0012342909997524478	0.03220958585011368	CFP	protein_coding	X	H1_Stage2	H2_Stage2	1.4920148592897977	TRUE	CFP
ENSG00000170100	-8.00295448586566	3.654271479976331	49.50506551178414	7.725011984915909e-7	4.9606694609018835e-5	ZNF778	protein_coding	16	H1_Stage2	H2_Stage2	4.304459709889597	TRUE	ZNF778
ENSG00000102109	7.956544696281697	8.20665070766348	827.5202719418975	5.108659646200135e-19	2.2307813788407256e-15	PCSK1N	protein_coding	X	H1_Stage2	H2_Stage2	14.65154298938241	TRUE	PCSK1N
ENSG00000183671	7.6732047969386965	2.291962830652192	10.53759006538554	0.004023971762038306	0.08011250772447083	CMKLR2	protein_coding	2	H1_Stage2	H2_Stage2	1.096299673533077	FALSE	CMKLR2
ENSG00000102383	-7.310287939913671	3.148476440680263	25.884623076815057	6.421695175609841e-5	0.0025186888263619435	ZDHHC15	protein_coding	X	H1_Stage2	H2_Stage2	2.5988254844834806	TRUE	ZDHHC15
ENSG00000101049	7.301154913563819	2.658060285404103	28.636509124099486	3.0237920306013057e-5	0.0013292508590898356	SGK2	protein_coding	20	H1_Stage2	H2_Stage2	2.876393050330801	TRUE	SGK2
ENSG00000156298	-7.278176189514592	7.619273265023281	308.93663296706325	1.7506761818138098e-14	9.173543192704363e-12	TSPAN7	protein_coding	X	H1_Stage2	H2_Stage2	11.037462889866475	TRUE	TSPAN7
ENSG00000204356	-7.195126670559408	7.940825138033408	465.31623602137336	2.4031413156160873e-16	2.248653659612196e-13	NELFE	protein_coding	6	H1_Stage2	H2_Stage2	12.64807742998106	TRUE	NELFE
ENSG00000100554	-7.1816512811781825	7.562291735037723	406.003834063533	1.0120285927957767e-15	8.285984103515422e-13	ATP6V1D	protein_coding	14	H1_Stage2	H2_Stage2	12.081655904221668	TRUE	ATP6V1D
ENSG00000131080	-6.975621702569596	5.244096074590253	158.66491526362836	1.4479169220314438e-11	3.3276687155459497e-9	EDA2R	protein_coding	X	H1_Stage2	H2_Stage2	8.477859916206976	TRUE	EDA2R
ENSG00000102125	-6.954362054708048	4.29788637265951	37.36979132695695	5.516014219313578e-6	2.998331380622733e-4	TAFAZZIN	protein_coding	X	H1_Stage2	H2_Stage2	3.523120369879131	TRUE	TAFAZZIN
ENSG00000122145	-6.920615985962334	2.197135756394547	12.068527454860774	0.002379415085265311	0.05355728112882402	TBX22	protein_coding	X	H1_Stage2	H2_Stage2	1.2711814783500968	FALSE	NA
ENSG00000179222	-6.897651720970372	3.190357048757486	18.524823404238603	3.781797855311102e-4	0.011711950804864169	MAGED1	protein_coding	X	H1_Stage2	H2_Stage2	1.9313707605019486	TRUE	NA
ENSG00000160131	-6.8760090160824054	6.942215831866024	304.8484616530599	2.0093581142144895e-14	1.0124073575465313e-11	VMA21	protein_coding	X	H1_Stage2	H2_Stage2	10.994644707320335	TRUE	NA
ENSG00000049768	6.8304281527399455	4.307360048523972	57.97758651164604	1.2823543322743525e-7	9.881671619290599e-6	FOXP3	protein_coding	X	H1_Stage2	H2_Stage2	5.005169582373302	TRUE	NA
ENSG00000188483	-6.814247457162244	2.0027143799146385	13.597170567974754	0.001550991208849634	0.03899805150850327	IER5L	protein_coding	9	H1_Stage2	H2_Stage2	1.4089570914413183	TRUE	NA
ENSG00000168300	-6.801952961544705	7.629611603928599	645.003849504453	7.433124313529671e-18	1.947478570144774e-14	PCMTD1	protein_coding	8	H1_Stage2	H2_Stage2	13.710527312561215	TRUE	NA
ENSG00000165169	6.78643771753963	6.27310937776296	181.59851420410163	3.837985078197438e-12	1.0929914027040532e-9	DYNLT3	protein_coding	X	H1_Stage2	H2_Stage2	8.961383254127949	TRUE	NA
ENSG00000072501	-6.5946031754356085	8.093369035424768	537.9637664584552	5.1566960578027774e-17	7.569706087083566e-14	SMC1A	protein_coding	X	H1_Stage2	H2_Stage2	13.120920982750363	TRUE	NA
ENSG00000000003	6.48422049882963	8.38600317572204	522.0143798340279	7.101561950463012e-17	7.752538462588788e-14	TSPAN6	protein_coding	X	H1_Stage2	H2_Stage2	13.110556070424575	TRUE	NA
ENSG00000144550	-6.445710886386379	1.7138325890860178	5.231990926974583	0.033742562910334756	0.3301176804521175	CPNE9	protein_coding	3	H1_Stage2	H2_Stage2	0.48133121509057536	FALSE	NA
ENSG00000182774	6.435107692486755	11.519309420900534	1284.0247708568693	4.378362676084738e-21	5.735655105671006e-17	RPS17	protein_coding	15	H1_Stage2	H2_Stage2	16.241416971393125	TRUE	NA
ENSG00000077713	6.429563572297956	3.4926512677046424	19.486535677151924	2.6389414548290207e-4	0.0087519324198127	SLC25A43	protein_coding	X	H1_Stage2	H2_Stage2	2.0578960445087873	TRUE	NA
ENSG00000196228	6.415951611827115	1.7425812379480183	6.772058907251195	0.017442797998388295	0.22561078252788624	SULT1C3	protein_coding	2	H1_Stage2	H2_Stage2	0.6466401481263782	FALSE	NA
ENSG00000125352	6.402063063925928	4.381185140970045	66.70876613788714	4.017489763891566e-8	3.3521729877057015e-6	RNF113A	protein_coding	X	H1_Stage2	H2_Stage2	5.47467357784978	TRUE	NA
ENSG00000181804	-6.391784501856718	1.708583662829591	5.181517265021323	0.03390587542757524	0.33122070701061573	SLC9A9	protein_coding	3	H1_Stage2	H2_Stage2	0.47988252013795973	FALSE	NA
ENSG00000013375	-6.38373896354758	6.312910330250396	156.0586208007004	1.7017099886953422e-11	3.778373025747285e-9	PGM3	protein_coding	6	H1_Stage2	H2_Stage2	8.422695167900054	TRUE	NA
ENSG00000102225	-6.360171673365554	7.197906961457088	199.45071507155873	6.656814777295838e-12	1.7796790527056219e-9	CDK16	protein_coding	X	H1_Stage2	H2_Stage2	8.749658311290306	TRUE	NA
ENSG00000260836	6.356598620005425	11.522219515517094	1131.9205549225699	1.7232714557596052e-20	1.1287428035225414e-16		protein_coding	15	H1_Stage2	H2_Stage2	15.947405005582457	TRUE	NA
ENSG00000198918	-6.350994199300101	2.7593782176399766	11.12289866479894	0.0034568392644662963	0.07131432183387162	RPL39	protein_coding	X	H1_Stage2	H2_Stage2	1.1468232433764876	FALSE	NA
ENSG00000131015	-6.335442835504038	1.8071986101828392	7.470644066595888	0.013157329608141278	0.18666310867414934	ULBP2	protein_coding	6	H1_Stage2	H2_Stage2	0.728941505737981	FALSE	NA
ENSG00000172748	-6.323111519907013	3.705730238967379	21.690332079001518	1.691974624443807e-4	0.005926435181875366	ZNF596	protein_coding	8	H1_Stage2	H2_Stage2	2.227206461167166	TRUE	NA
ENSG00000072135	-6.317647947293821	1.8929149065974649	9.088947747751975	0.006813739702128816	0.11800085169442691	PTPN18	protein_coding	2	H1_Stage2	H2_Stage2	0.9281148580764593	FALSE	NA
ENSG00000139880	6.252855314298333	1.8927958086200534	4.753623036410986	0.04266370869099948	0.37579259819631566	CDH24	protein_coding	14	H1_Stage2	H2_Stage2	0.4250517782380314	FALSE	NA
ENSG00000171163	-6.251596565204135	2.9407327160506216	16.798346030825577	5.530595272335891e-4	0.016172053140089324	ZNF692	protein_coding	1	H1_Stage2	H2_Stage2	1.7912348402786524	TRUE	NA
ENSG00000164483	6.202871692062494	1.9369613012741942	4.919791492353109	0.038856795063743954	0.35784435416121385	SAMD3	protein_coding	6	H1_Stage2	H2_Stage2	0.44630583041587135	FALSE	NA
ENSG00000165775	6.19660307513795	3.704521203779414	50.2571204502951	4.0070407463196545e-7	2.777366866496692e-5	FUNDC2	protein_coding	X	H1_Stage2	H2_Stage2	4.55636674986022	TRUE	NA
ENSG00000118894	6.186828467045579	1.7727222324001641	5.941511258000594	0.024722272914287937	0.2799151038696387	EEF2KMT	protein_coding	16	H1_Stage2	H2_Stage2	0.5529736669133862	FALSE	NA
ENSG00000142937	-6.163330919730847	5.6957407746698925	179.73551770239166	8.47159526450017e-12	2.093922603112306e-9	RPS8	protein_coding	1	H1_Stage2	H2_Stage2	8.679039375027017	TRUE	NA
ENSG00000198680	6.10037847691357	4.173479824326241	21.23306963211546	1.6789959397529378e-4	0.00589674177232265	TUSC1	protein_coding	9	H1_Stage2	H2_Stage2	2.2293878902501496	TRUE	NA
ENSG00000135740	-6.09291187286612	2.839868323724867	15.829746983260549	7.326122304054279e-4	0.020773203935738324	SLC9A5	protein_coding	16	H1_Stage2	H2_Stage2	1.6824965152943958	TRUE	NA
