gene_id	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	neg_log10_FDR	significant	condition_1	condition_2	label
ENSG00000258417	9.289919007187398	7.23588380574917	24.772308464855	2.157256418001537e-4	0.06531213653078431		protein_coding	8	1.185006109098635	FALSE	H1_Stage1	H1_Stage2	
ENSG00000167083	8.68184802330878	6.016666393432778	15.136201703608288	0.0016917170429589365	0.16346065952675568	GNGT2	protein_coding	17	0.786586753133768	FALSE	H1_Stage1	H1_Stage2	GNGT2
ENSG00000143171	8.58839110293245	4.0811562293550985	29.20052052289342	7.821266201813773e-5	0.04262277229340434	RXRG	protein_coding	1	1.3703583060865863	TRUE	H1_Stage1	H1_Stage2	RXRG
ENSG00000253117	8.588386174699806	6.622141990733767	23.90744326204018	2.534465852572317e-4	0.07046849546009233	OC90	protein_coding	8	1.1520050008222296	FALSE	H1_Stage1	H1_Stage2	OC90
ENSG00000113327	8.096963537154814	3.474353776050995	20.197792901123186	4.4820447368738435e-4	0.10010389753306433	GABRG2	protein_coding	5	0.9995490129887098	FALSE	H1_Stage1	H1_Stage2	GABRG2
ENSG00000017483	8.081018300712248	2.937143968068321	10.70346705996779	0.008730498627920151	0.3131814144954941	SLC38A5	protein_coding	X	0.5042040187135399	FALSE	H1_Stage1	H1_Stage2	SLC38A5
ENSG00000107859	-7.938333371579878	3.2918187496736517	13.572161395787505	0.002850540013796628	0.2021520630015383	PITX3	protein_coding	10	0.6943218222471382	FALSE	H1_Stage1	H1_Stage2	PITX3
ENSG00000182923	-7.773919003926474	4.5662959065094935	6.889874818915311	0.024088932092051856	0.44957206961933494	CEP63	protein_coding	3	0.34720067783710606	FALSE	H1_Stage1	H1_Stage2	CEP63
ENSG00000256797	7.604423758994653	6.107698633816542	5.074222759837678	0.04121777732217834	0.5228594024556403	KLRF2	protein_coding	12	0.28161507776102973	FALSE	H1_Stage1	H1_Stage2	KLRF2
ENSG00000092108	7.5507195169307995	4.09295582853825	4.808359404364853	0.04609227630805804	0.5504738770301115	SCFD1	protein_coding	14	0.25926328583094255	FALSE	H1_Stage1	H1_Stage2	SCFD1
ENSG00000129214	-7.426089190432019	2.3297382370439133	11.280901197848628	0.0052805233343135765	0.2626016005779095	SHBG	protein_coding	17	0.5807026311786205	FALSE	H1_Stage1	H1_Stage2	SHBG
ENSG00000135638	7.392572580259967	2.953443707586791	11.407489639538733	0.005671075333761992	0.26920811967656233	EMX1	protein_coding	2	0.5699118453487075	FALSE	H1_Stage1	H1_Stage2	EMX1
ENSG00000169946	-7.361796986891375	2.4457320869927663	5.95976131594814	0.046121057300210974	0.5504738770301115	ZFPM2	protein_coding	8	0.25926328583094255	FALSE	H1_Stage1	H1_Stage2	ZFPM2
ENSG00000139053	7.246194944201209	9.261726927563725	9.344095433653026	0.007655148314942785	0.30055557655191567	PDE6H	protein_coding	12	0.5220752096575768	FALSE	H1_Stage1	H1_Stage2	PDE6H
ENSG00000171509	7.132822962001716	3.021179564914078	7.1962456303448255	0.018111417960347737	0.41540397018817776	RXFP1	protein_coding	4	0.3815293570484447	FALSE	H1_Stage1	H1_Stage2	RXFP1
