gene_id	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	neg_log10_FDR	significant	condition_1	condition_2	label
ENSG00000187098	-9.832569116239462	5.435881172895698	14.5060306488624	0.0017669666878119697	0.06743180435504278	MITF	protein_coding	3	1.1711352192206723	FALSE	H1_FT	H1_RGC	MITF
ENSG00000151615	9.773781336636885	6.565793446062669	109.367105058944	3.3278736872875716e-8	1.5112983705201959e-4	POU4F2	protein_coding	4	3.820649785906967	TRUE	H1_FT	H1_RGC	POU4F2
ENSG00000186487	9.21524019245973	4.777987118434478	19.067547372062727	5.76819790013635e-4	0.03372786617659126	MYT1L	protein_coding	2	1.4720111339677997	TRUE	H1_FT	H1_RGC	MYT1L
ENSG00000085276	-9.00921358251715	3.8838938917182313	15.404093104994566	0.001397252511769354	0.057673854198484975	MECOM	protein_coding	3	1.2390210248123885	FALSE	H1_FT	H1_RGC	MECOM
ENSG00000198108	-8.922096257910596	3.2634208556704	28.706235227573735	1.8619245093839725e-4	0.016389124403326488	CHSY3	protein_coding	5	1.7854442481965214	TRUE	H1_FT	H1_RGC	CHSY3
ENSG00000160058	-8.907084652122593	2.8877414556364305	5.376327742699022	0.05503496262113423	0.44524722728642085	BSDC1	protein_coding	1	0.3513987763632179	FALSE	H1_FT	H1_RGC	BSDC1
ENSG00000165671	8.728481299212536	4.1917734885120765	6.4728803204870875	0.023670574701009476	0.29943167105529533	NSD1	protein_coding	5	0.5237022659932631	FALSE	H1_FT	H1_RGC	NSD1
ENSG00000114251	-8.433044494442166	3.8245112544681104	41.3178178814931	1.7417590118683617e-5	0.003827374964144284	WNT5A	protein_coding	3	2.417098988289836	TRUE	H1_FT	H1_RGC	WNT5A
ENSG00000182240	-8.300737295380978	4.407073902035789	43.943566056026114	8.83987277480123e-6	0.002496103403386293	BACE2	protein_coding	21	2.6027374275673796	TRUE	H1_FT	H1_RGC	BACE2
ENSG00000119408	-8.120254287223466	2.480139080827876	12.418901262987857	0.006810117191029494	0.14844965857693734	NEK6	protein_coding	9	0.8284207969114705	FALSE	H1_FT	H1_RGC	NEK6
