gene_name	DGE_log2FC	log10DGE_qval
RBM5	-0.6572357308297675	1.2165447948258057
KDM1A	-1.1050351647528147	1.142262920728086
RBM6	-0.4774565799533829	0.6031188588983752
UPF1	0.2405183318657068	0.31354049138017215
POLR2J	1.2386874207668863	2.608712264538752
GCFC2	-0.5205709395693834	0.621959093946353
CDK11A	-1.0638292068452375	0.9092060381192771
AKAP8L	-1.139958106799653	1.0942538697441142
PTBP1	1.5125045628822138	2.768710439496747
CLK1	-0.6503883164649649	1.1487526687974876
STEEP1	-0.1521058600443821	0.18679947620884096
NCDN	-0.615963207667769	1.0617544811671586
AQR	-0.47067694871772536	1.1820135971411458
STRAP	-0.00742842891723117	0.009601761225365983
BCLAF1	-0.12139473149598765	0.1856287188948976
ZCCHC8	-0.4095600691810558	0.7934551903523356
MTREX	-0.4733088305225168	1.1234974201823045
GEMIN8	0.32979271233795493	0.22614463937133109
POLR2B	-0.02608466855738814	0.028590766744901148
CELF2	-0.5268914707938368	0.42225452000566943
MAPK9	0.7152423252470195	1.2245639257966547
THOC3	-0.29804927877656845	0.37237052953764005
THRAP3	0.2508470689098545	0.35856644639337215
CCAR1	0.5113848937282551	1.1937140274369367
SNRNP40	0.9429841108532756	1.8577599026219946
SFSWAP	0.10715447540171068	0.10528677811871946
U2AF2	0.6675019707694313	1.7040578011747523
SUGP2	5.203228228319178e-4	1.822830343128006e-4
DDX20	-0.3248008924404657	0.1922732564077727
CDK13	-0.40896129711879337	0.864128097925648
YBX1	0.3872661403740485	0.8673823598778476
NEO1	-0.01370578173298816	0.010416971199382646
DHX8	0.48553329111749577	1.0410766592850027
PRKCZ	0.4404456933540763	0.5103052977988164
GPKOW	-0.13583649974431183	0.15304052260946108
JMJD6	-0.7630886025522999	1.3912447381253337
PABPC1	0.2820008666207157	0.5059918663103092
ATP2B1	-0.49584390396803263	1.1052785970967067
DAZAP1	0.7280879371200315	1.8483303691092174
FAM50A	-0.511011583398798	1.203488804678481
CLASP1	-0.9483175777023408	1.3387849049767306
CLNS1A	0.4912880496545884	0.9313831783277023
KCNQ2	-0.5935809631913926	0.8278500959538382
ZNF638	-0.6008834781952981	0.9673675022276946
SART3	0.07550196945749045	0.10700085116460606
RBM7	-0.3348986377217234	0.6330023380116739
GPATCH1	-0.13258969395318546	0.16736043094466266
MBNL3	1.862243246828932	0.7337910100545215
RAP1GAP	-2.343951534275841	2.7464287793974393
XAB2	-0.0508602359000519	0.048141061655874215
STXBP2	0.525782134239147	0.4462677464480129
SNRPA	0.9306067043177784	1.8401208861202862
RBFOX1	-0.9431535469770248	0.5422729385369481
THOC1	0.29416386542934675	0.24998159514434504
DDX1	-0.09326591589370938	0.08628700908438058
EPB41L2	0.8231134618856665	1.4374027569893266
WDR70	-0.3400651524999297	0.3836820987993264
EPB41L3	-1.285290178519139	2.9376330961756887
GEMIN5	0.3474589411726499	0.5177058975375853
YTHDC1	-0.48070445481788454	0.8863265875002408
PPIE	0.30791191515145405	0.5307243771007244
REST	3.450777272219241	4.022398339015553
APLP2	-0.3261574335473407	0.6507455159984622
WBP11	0.1270491464097431	0.18504291870963463
CHERP	0.20296060135811347	0.2554512589819069
RBM22	0.03503169335264872	0.04267730129607696
SRRT	0.8785015865340147	1.6127482573204026
ATXN7L3	-0.2912407604855589	0.41856068490543197
RTRAF	0.784799642328764	1.675052119092301
SF3B2	-0.22354089301650976	0.44532981103806557
KHSRP	0.7036163955283138	1.5095778911536684
EPB41L1	-0.6954085132027877	1.1988127897702956
FUS	1.100585622227716	2.3133615284602165
RBM41	0.4971179188827708	0.38699598852377554
PCBP4	-1.289408184823326	2.612511926238837
PDCD7	0.2252471434095987	0.349242773712366
PUS7	0.11713988139659176	0.16051733035617646
HNRNPC	0.2687730796539541	0.5353216235280817
GEMIN2	-0.0280367830641346	0.02884386224453339
CWF19L1	0.6452024952485276	0.9531156985185557
SRPK1	0.08175433505918937	0.10800037790685156
CDC5L	-0.02096003568918088	0.024046793194560306
HNRNPH3	-0.2508200114773167	0.5181539128151903
CIRBP	-0.1385901978968059	0.23660726775420962
HNRNPM	0.5246056174561539	1.152164286992428
POLR2E	0.7336277680686665	1.432801393817023
ARVCF	-1.2055557042634288	2.146733079962912
SF3A1	0.5983062014278542	1.3997996829479002
PPIL2	-0.4548534821319292	0.876966830911976
SNRPD3	0.9475247692156736	2.131915119727809
ESS2	-0.0470849961429217	0.048837615167030134
TFIP11	0.02642530944140767	0.014402761827931047
SNU13	0.3623964090840141	0.6984591865715705
POLR2F	0.74743402283944	1.9890114527111917
DDX17	0.4083647810165552	0.8435388710419917
RTCB	0.5162240873454724	1.2008490642906806
THOC5	-0.08677086294664355	0.09529337759061636
ZMAT5	0.4309027170798694	0.4835378299948516
RBFOX2	-1.3782857295907038	1.4437988038928375
PHF5A	1.0586257956641154	2.375044650602309
RBM23	-0.47973842078403806	0.4300254114153262
PRMT5	0.7290671394018944	1.630258550768021
SNW1	0.02162393746606118	0.017764172615727283
SRSF5	-0.00678254867869356	0.006015767443413608
ACIN1	0.0427265581024863	0.03699320917164967
PNN	0.3306196268329146	0.4950046181053368
PRPF6	-0.2541794106632557	0.4170318437950334
PLCB4	-1.5298617252531554	3.0144219827518217
CRNKL1	-0.7098164322613979	0.5269615562424678
DHX35	-0.04207667734174927	0.02877473527988148
