gene_name	DGE_log2FC	log10DGE_qval
RBM5	-0.38024529689450937	0.6446119236933473
KDM1A	-1.2752959611349262	1.4632991336335655
RBM6	-0.10146138643975902	0.08528349467148823
UPF1	0.37196682321032254	0.5645789125356988
POLR2J	0.9066588366293892	2.0579531028438582
GCFC2	-0.2264476563952572	0.21417353060092253
CDK11A	-0.2710600280460134	0.15922290594312438
AKAP8L	-1.0578581099906512	1.0787948451145304
PTBP1	0.6632218847381969	1.311318162247424
CLK1	-0.35831064999628515	0.5636152522849689
STEEP1	0.06234121537110161	0.06370111790334818
NCDN	-0.3823534312731416	0.600270877094225
AQR	-0.4937392238914819	1.3272256667878208
STRAP	-0.20674516007677876	0.45580966437450743
BCLAF1	-0.7080638961701152	1.8072830121389463
ZCCHC8	-0.38874105162218375	0.7713750896862586
MTREX	-0.3965779194141067	0.9546457125645711
GEMIN8	0.5171527926604625	0.4074271232967057
POLR2B	-0.29205719264111174	0.5511062889160129
CELF2	0.16441989566335377	0.09649082353772537
MAPK9	0.12356548533583456	0.12935063619079978
THOC3	-0.5327852284436829	0.8306296395717018
THRAP3	-0.2650220579220798	0.397009341352877
CCAR1	0.2616930115639556	0.5236181725264302
SNRNP40	0.3196962022738264	0.5193471782017776
SFSWAP	-0.4517512352163659	0.6939644189165077
U2AF2	0.39420018793021	0.9688302433314699
SUGP2	-0.00736444511170195	0.0068569468498239665
DDX20	-0.7336507047632176	0.5767490940482786
CDK13	-0.41196672297156706	0.9169267815629004
YBX1	-0.22359186995006544	0.43529048676083837
NEO1	-0.5844799791804967	0.9096587231735287
DHX8	0.19349902991414303	0.31710292416950775
PRKCZ	-0.35349469816800794	0.3896936324243049
GPKOW	-0.00949565808755356	0.007853356202595214
JMJD6	-0.1964324913537837	0.2544942849149913
PABPC1	0.00789107852818852	0.007898422948322627
ATP2B1	0.03969613319561335	0.04857276464723856
DAZAP1	0.06500241076273912	0.09299881665260447
FAM50A	-0.12347920248571607	0.19776505159895622
CLASP1	-0.625117946371374	0.8702894299884498
CLNS1A	0.7414167559670347	1.554349342493966
KCNQ2	-1.013207295543295	1.6558755502733649
ZNF638	-0.6156525489880776	1.0606624824379205
SART3	-0.20647464386084743	0.39197727012959904
RBM7	-0.37067535935648493	0.7529102724495201
GPATCH1	-0.2369544670331934	0.359946323926342
MBNL3	0.5753258947481036	0.15674952437685694
