gene_ref	gene_id	gene_name	condition_1	condition_2	gene_switch_q_value	Rank
geneComp_00011663	ENSG00000167460	TPM4	RO_D100	RO_D200	3.1974354850095745e-100	1
geneComp_00001466	ENSG00000078369	GNB1	RO_D100	RO_D200	6.041579089268856e-86	2
geneComp_00006842	ENSG00000135316	SYNCRIP	RO_D100	RO_D200	9.97203109179002e-56	3
geneComp_00010385	ENSG00000162604	TM2D1	RO_D100	RO_D200	9.254182432579968e-50	4
geneComp_00004438	ENSG00000116062	MSH6	RO_D100	RO_D200	5.793676235146097e-42	5
geneComp_00009264	ENSG00000152795	HNRNPDL	RO_D100	RO_D200	3.9976446579009206e-40	6
geneComp_00009941	ENSG00000159140	SON	RO_D100	RO_D200	9.570460712793582e-40	7
geneComp_00001961	ENSG00000091490	SEL1L3	RO_D100	RO_D200	9.27945039563642e-36	8
geneComp_00001254	ENSG00000072778	ACADVL	RO_D100	RO_D200	5.382083954011689e-35	9
geneComp_00004156	ENSG00000113851	CRBN	RO_D100	RO_D200	1.7493837300325122e-32	10
geneComp_00006949	ENSG00000135829	DHX9	RO_D100	RO_D200	1.834007685807279e-29	11
geneComp_00008418	ENSG00000145362	ANK2	RO_D100	RO_D200	8.138333179830864e-28	12
geneComp_00012779	ENSG00000172493	AFF1	RO_D100	RO_D200	8.505887955379114e-28	13
geneComp_00000097	ENSG00000002549	LAP3	RO_D100	RO_D200	5.0535666887854406e-26	14
geneComp_00006150	ENSG00000130724	CHMP2A	RO_D100	RO_D200	5.1062811249607807e-26	15
geneComp_00002574	ENSG00000101871	MID1	RO_D100	RO_D200	2.699348607119655e-25	16
geneComp_00010276	ENSG00000161960	EIF4A1	RO_D100	RO_D200	7.36397693840434e-25	17
geneComp_00004810	ENSG00000119487	MAPKAP1	RO_D100	RO_D200	3.861791126715736e-24	18
geneComp_00005699	ENSG00000126524	SBDS	RO_D100	RO_D200	5.240132900797015e-24	19
geneComp_00008839	ENSG00000148824	MTG1	RO_D100	RO_D200	6.998604346397477e-24	20
geneComp_00002718	ENSG00000102935	ZNF423	RO_D100	RO_D200	1.0831726394039337e-23	21
geneComp_00007114	ENSG00000136754	ABI1	RO_D100	RO_D200	3.2694497584778324e-23	22
geneComp_00025967	ENSG00000235552	RPL6P27	RO_D100	RO_D200	7.242518006762781e-23	23
geneComp_00001362	ENSG00000075618	FSCN1	RO_D100	RO_D200	1.0150433467615245e-22	24
geneComp_00012531	ENSG00000171421	MRPL36	RO_D100	RO_D200	6.151853633195219e-21	25
geneComp_00007334	ENSG00000137872	SEMA6D	RO_D100	RO_D200	1.7625291140237573e-20	26
geneComp_00011543	ENSG00000166900	STX3	RO_D100	RO_D200	2.4861677841667825e-20	27
geneComp_00011764	ENSG00000167799	NUDT8	RO_D100	RO_D200	3.3583195955581204e-20	28
geneComp_00006084	ENSG00000130332	LSM7	RO_D100	RO_D200	4.748354651172768e-20	29
geneComp_00009299	ENSG00000153113	CAST	RO_D100	RO_D200	1.321625607702219e-19	30
geneComp_00011486	ENSG00000166685	COG1	RO_D100	RO_D200	1.97827939683504e-19	31
geneComp_00008332	ENSG00000144674	GOLGA4	RO_D100	RO_D200	5.739409473881235e-19	32
geneComp_00012969	ENSG00000173517	PEAK1	RO_D100	RO_D200	6.7641321459518105e-18	33
geneComp_00004711	ENSG00000118418	HMGN3	RO_D100	RO_D200	4.712197040460081e-17	34
geneComp_00018852	ENSG00000213585	VDAC1	RO_D100	RO_D200	4.8563596359855734e-17	35
geneComp_00009979	ENSG00000159377	PSMB4	RO_D100	RO_D200	8.505870304027485e-17	36
geneComp_00012796	ENSG00000172590	MRPL52	RO_D100	RO_D200	5.568197696849523e-16	37
geneComp_00007676	ENSG00000140022	STON2	RO_D100	RO_D200	1.577262433558679e-15	38
geneComp_00001187	ENSG00000070831	CDC42	RO_D100	RO_D200	1.776334013288832e-15	39
geneComp_00011853	ENSG00000168172	HOOK3	RO_D100	RO_D200	3.559277380895829e-15	40
geneComp_00012185	ENSG00000169733	RFNG	RO_D100	RO_D200	4.001573107101381e-15	41
geneComp_00011065	ENSG00000164898	FMC1	RO_D100	RO_D200	4.3009112329183985e-15	42
geneComp_00005823	ENSG00000127947	PTPN12	RO_D100	RO_D200	4.542193446816993e-15	43
geneComp_00007850	ENSG00000141391	PRELID3A	RO_D100	RO_D200	5.734032667501281e-15	44
geneComp_00001221	ENSG00000071994	PDCD2	RO_D100	RO_D200	4.7189148730771537e-14	45
geneComp_00011006	ENSG00000164654	MIOS	RO_D100	RO_D200	5.363781108132797e-14	46
geneComp_00000178	ENSG00000005810	MYCBP2	RO_D100	RO_D200	8.6531695140246635e-14	47
geneComp_00003435	ENSG00000108061	SHOC2	RO_D100	RO_D200	1.1148757578042653e-13	48
geneComp_00003704	ENSG00000110318	CEP126	RO_D100	RO_D200	1.1264173418437698e-13	49
geneComp_00008784	ENSG00000148356	LRSAM1	RO_D100	RO_D200	1.7807001735173844e-13	50
geneComp_00007492	ENSG00000138735	PDE5A	RO_D100	RO_D200	1.9704283368279254e-13	51
geneComp_00012899	ENSG00000173153	ESRRA	RO_D100	RO_D200	4.0279651500774173e-13	52
geneComp_00014790	ENSG00000183723	CMTM4	RO_D100	RO_D200	7.067688728791156e-13	53
geneComp_00012013	ENSG00000168916	ZNF608	RO_D100	RO_D200	8.497585815667721e-13	54
geneComp_00008382	ENSG00000145050	MANF	RO_D100	RO_D200	8.577356807329806e-13	55
geneComp_00032629	ENSG00000256087	ZNF432	RO_D100	RO_D200	9.455594681406698e-13	56
geneComp_00006299	ENSG00000131724	IL13RA1	RO_D100	RO_D200	9.888585602111592e-13	57
geneComp_00004180	ENSG00000114127	XRN1	RO_D100	RO_D200	1.4423067343174697e-12	58
geneComp_00004710	ENSG00000118407	FILIP1	RO_D100	RO_D200	1.4506225602933741e-12	59
geneComp_00012841	ENSG00000172828	CES3	RO_D100	RO_D200	2.7656414982584762e-12	60
