gene_id	genes	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	condition_1	condition_2
ENSG00000109906	ENSG00000109906.15	-3.743378278420821	5.009225420321169	345.05654003094025	9.550142031232126e-9	3.2971288076353896e-5	ZBTB16	protein_coding	A_RO_D200	C_RO_D45
ENSG00000112041	ENSG00000112041.13	6.279823631794625	6.12708981695286	370.19206356825083	9.778564779310523e-9	3.2971288076353896e-5	TULP1	protein_coding	A_RO_D200	C_RO_D45
ENSG00000120500	ENSG00000120500.19	9.122875996325192	6.352503637002896	423.89203335060597	1.028370694035747e-8	3.2971288076353896e-5	ARR3	protein_coding	A_RO_D200	C_RO_D45
ENSG00000129673	ENSG00000129673.10	5.241554961958093	4.67354385184583	343.2597368063302	9.782345215182776e-9	3.2971288076353896e-5	AANAT	protein_coding	A_RO_D200	C_RO_D45
ENSG00000139053	ENSG00000139053.3	9.111875254239028	8.949950565744736	440.2222987770162	1.062427523095855e-8	3.2971288076353896e-5	PDE6H	protein_coding	A_RO_D200	C_RO_D45
ENSG00000139445	ENSG00000139445.18	-5.65629150493862	5.635230974574374	323.95467652042413	1.2765117310989746e-8	3.2971288076353896e-5	FOXN4	protein_coding	A_RO_D200	C_RO_D45
ENSG00000140939	ENSG00000140939.15	3.986883710256861	5.903828633187554	316.63577019055765	1.4177757532378241e-8	3.2971288076353896e-5	NOL3	protein_coding	A_RO_D200	C_RO_D45
ENSG00000141750	ENSG00000141750.7	5.912685922704411	5.541111362688368	318.71109489304274	1.5832973678752804e-8	3.2971288076353896e-5	STAC2	protein_coding	A_RO_D200	C_RO_D45
ENSG00000159217	ENSG00000159217.10	-3.157582504328744	7.1650486289109825	335.01650142847626	1.0939579086501412e-8	3.2971288076353896e-5	IGF2BP1	protein_coding	A_RO_D200	C_RO_D45
ENSG00000118985	ENSG00000118985.16	-2.942133344644029	5.728293286948348	292.56875428144536	2.0374217002710384e-8	3.7300842529926175e-5	ELL2	protein_coding	A_RO_D200	C_RO_D45
ENSG00000139292	ENSG00000139292.13	-5.080911558417897	4.884579683667548	278.5694723834952	2.5502195213187024e-8	3.7300842529926175e-5	LGR5	protein_coding	A_RO_D200	C_RO_D45
ENSG00000149948	ENSG00000149948.14	-4.595177264483483	5.820873878907691	277.691993172412	2.587295661557146e-8	3.7300842529926175e-5	HMGA2	protein_coding	A_RO_D200	C_RO_D45
ENSG00000221869	ENSG00000221869.5	4.70304453082136	4.708530424164373	281.0298724015929	2.4496425126984605e-8	3.7300842529926175e-5	CEBPD	protein_coding	A_RO_D200	C_RO_D45
ENSG00000100504	ENSG00000100504.17	3.18106151776296	5.49653338817608	246.41308061188042	4.46513595031381e-8	5.579038532052095e-5	PYGL	protein_coding	A_RO_D200	C_RO_D45
ENSG00000104888	ENSG00000104888.10	5.31525219514395	6.3394412989328215	282.6056312869614	4.284611431777022e-8	5.579038532052095e-5	SLC17A7	protein_coding	A_RO_D200	C_RO_D45
ENSG00000174788	ENSG00000174788.10	7.708378162331343	3.9319936806211815	241.5736132301693	4.887433492071073e-8	5.725017406774753e-5	PCP2	protein_coding	A_RO_D200	C_RO_D45
ENSG00000028137	ENSG00000028137.19	-6.46861274836372	3.48960664368142	236.5024854940529	5.383056682842009e-8	5.934661667636761e-5	TNFRSF1B	protein_coding	A_RO_D200	C_RO_D45
ENSG00000111837	ENSG00000111837.12	4.733365853037699	6.194837817927782	252.99290690188667	6.418684776351701e-8	6.479070539719275e-5	MAK	protein_coding	A_RO_D200	C_RO_D45
