isoform_id	EP1-BRN3B-RO	EP1-WT_ROs_D45	EP1-WT_hRO_2	H9-BRN3B-RO	H9-CRX_ROs_D45
ENST00000240185.8	72.30522587513387	83.04210045651196	63.68164099706196	57.61021988594528	70.5527252134425
ENST00000256649.9	0.8862480204623515	2.438425240413717	0.7667459889104216	0.6908353373000649	2.337246918773175
ENST00000262662.5	1.7817699052850218	2.2009383423090765	1.7119327691502768	1.6744380894435045	2.5752349802086245
ENST00000271850.11	0	3.548538140667471	0.09156758756474659	0.1748525389753195	2.900042449452332
ENST00000272217.7	50.58137620121521	61.76954020010836	48.01087269411163	45.66313361401811	91.35684600603149
ENST00000290583.9	25.49347193131277	21.121815992483583	29.5715338359636	33.35725082159223	17.53640390416267
ENST00000290585.8	8.29667012332969	1.5202289579763368	9.476430035942759	10.566825031594728	1.600919716449336
ENST00000292180.8	1.3830473137962147	0.5524253732434481	1.0829846133209027	0.9020437963504957	0.5883593843999297
ENST00000294623.8	12.54248467124796	16.932905397088668	11.765219969849115	11.164212074455472	16.2406320177624
ENST00000295006.6	7.495301633285097	6.266508804147903	4.514332113947819	3.4514724562576324	8.50283164542485
ENST00000295598.10	92.3699268431666	167.27422693983277	91.98199220497042	91.66045703254012	168.3261137587791
ENST00000295640.9	8.728444772930654	20.301696487804286	7.5517789882800805	6.840592399932898	20.53436521916588
ENST00000302291.9	19.712326024793185	15.535836117459258	19.645478641161638	19.428665343620327	18.53042901436704
ENST00000303635.12	48.204058244909284	25.6632929423077	59.65456439089752	69.89881903193316	17.6386418596983
ENST00000314163.12	0.16474198226989767	1.248643112262804	0.02452468107451966	0	0.5447750608302311
ENST00000315144.14	11.05097390637681	10.506082582164458	6.0586607701878155	5.118581291951809	10.844372643888136
ENST00000315913.9	4.620158382940429	9.228198467293398	4.324267798130094	4.191488069632242	5.8154510943181945
ENST00000316156.8	4.13201748882873	7.163918791214288	3.8874613212077698	3.723031938027085	8.590073687978471
ENST00000319653.14	12.070373353715446	9.220195713987069	13.69505162836985	15.046079080796762	13.737422266161614
ENST00000323144.12	0.5962617885582913	0.2317219588408297	1.1566650946516188	1.2240163333664493	0.23072223203468467
ENST00000328159.9	0.8608895603167424	2.2152044596283513	1.4362321267745441	1.9941762754599655	1.4532640508722605
ENST00000330188.13	7.603577531628778	11.220622854816888	7.2149059477424125	6.985926560396397	9.6442977886011
ENST00000335282.5	0.8602873903999391	5.044324440869422	0.9205034356924455	1.0035747514627897	2.27175563339262
ENST00000336230.10	14.131236948220932	2.4284382710395858	8.01099924649351	5.105413743862018	5.7076888692192185
ENST00000340370.10	10.129587819888714	9.770833180025036	11.286750264504807	12.263126624995738	6.9426752526396385
ENST00000340990.10	63.71298284717402	84.79238230229947	70.82950636749294	76.25330894313186	121.40775508146216
ENST00000359856.11	3.305178882795592	3.7114560466909685	4.316328037961993	5.282934822835314	4.191976835554542
ENST00000360840.9	71.15993248746224	110.51676571751864	72.93172463734295	74.4394956136941	117.58342257787027
ENST00000361735.4	3.0811459801973813	5.38649698370995	2.4671959886073505	2.0858939456028844	8.277288037380156
ENST00000361745.10	0.9743905205477323	2.900900685895595	0.7925482655694258	0.6656135811991293	3.372143210478278
ENST00000362007.6	8.695487546384314	12.585158409978728	6.352603072641284	5.429322845993842	10.52272080070837
ENST00000362019.7	0.09911624559891097	0.06103708386499851	0.4827901585748382	0.553939684291153	0.06079219713790174
ENST00000366535.4	56.41919198608594	66.20023147977172	59.3331047162749	61.766385071384036	71.35960803963688
ENST00000366690.5	3.351801055856904	7.858643393047501	2.167477741413318	1.439658234591676	12.093634423708139
ENST00000366716.1	30.806112539453792	9.217190786980971	34.05402820369057	36.98606635433299	19.811416896614396
ENST00000366718.5	86.51149923554146	2.3734998328970836	92.62176952268378	97.767993445436	4.908147856188485
ENST00000366728.6	18.71427882830131	25.379372939625902	22.62779265272718	25.99407250612411	31.564216583329518
ENST00000366760.5	0.017938446254813112	0.10173434405358073	0.527352743831448	1.0490951380114746	0.6498897310859291
ENST00000366923.8	145.30909689937508	123.42192256628154	168.18495157761436	188.5158238105428	103.96680090495215
ENST00000366971.9	37.06506942058824	31.420064256990116	54.19789054828586	56.16921111373784	32.03206513691291
ENST00000367534.5	11.764015539608764	26.007432149077808	9.808440081732714	8.500498186529313	34.090692388329025
ENST00000367577.7	14.956507497479285	15.50063627653726	12.091894844703365	10.41964332798101	14.046351469880017
ENST00000367595.4	40.71674813293254	51.711524391800666	40.28794041538301	40.00784264602481	50.7556592602051
