gene_name	DGE_log2FC	log10DGE_qval
RBM5	0.2676407471769002	0.38260812977193404
KDM1A	-0.1784816655728825	0.10288778972109468
RBM6	0.3663478794141845	0.3699904587492811
UPF1	0.1236390018095982	0.11642431812807064
POLR2J	-0.34035545669084727	0.6397307487329336
GCFC2	0.2866761387927644	0.27767621787847874
CDK11A	0.7858592438873624	0.48671747697859746
AKAP8L	0.07472077807861766	0.03853831258257888
PTBP1	-0.8576742236734074	1.4012003077099713
CLK1	0.28252097071457005	0.33804706894219216
STEEP1	0.20570815648422747	0.2871313337947366
NCDN	0.2256172756449233	0.29113805750915994
AQR	-0.03186450756945127	0.04663084900269496
STRAP	-0.20820891252012472	0.4216732695937284
BCLAF1	-0.5960244623014558	1.201815515720873
ZCCHC8	0.01161857522683193	0.011118576361545415
MTREX	0.06741013034970098	0.08485929881196443
GEMIN8	0.1770636745881836	0.08798628984188674
POLR2B	-0.2753082720013061	0.4496772098830186
CELF2	0.6845801555133494	0.47855475784149815
MAPK9	-0.60149480464869	0.8430547825959938
THOC3	-0.2428556979798603	0.24077358382010167
THRAP3	-0.524714718873751	0.8869194519633439
CCAR1	-0.25868531179628906	0.54978011370267
SNRNP40	-0.6321936825826965	1.0398813332873518
SFSWAP	-0.5668177046030545	0.7522631307994735
U2AF2	-0.2818329080376036	0.568583541200697
SUGP2	-0.01647782844841938	0.01582559308522079
DDX20	-0.4170955228110821	0.5557569544055221
CDK13	-0.01187154221729109	0.013969913006646358
YBX1	-0.6193552928177732	1.3924981296036774
NEO1	-0.5793859054033205	1.2016012400822864
DHX8	-0.3012553175587076	0.5087790187631986
PRKCZ	-0.8014114178066185	0.9656493971242317
GPKOW	0.1182332457904152	0.12752390128382168
JMJD6	0.5581816035456151	1.0421266633852442
PABPC1	-0.28224683399595013	0.4819429029089458
ATP2B1	0.5265713872826805	1.1923508671011855
DAZAP1	-0.671286790938421	1.475629452896135
FAM50A	0.37924972916365246	0.7451314093038206
CLASP1	0.3144158914686033	0.3326556828154756
CLNS1A	0.2413123065656921	0.46945743474421786
KCNQ2	-0.4278697673083447	0.45215576411032127
ZNF638	-0.02394748592508191	0.02537623446952198
SART3	-0.29083220656778463	0.5628943969793547
RBM7	-0.04473999423051512	0.04700016375721115
GPATCH1	-0.11331683056971605	0.12635397925885533
MBNL3	-1.2970053387616265	0.5219920202030901
RAP1GAP	1.689677450791081	1.7126376066044284
XAB2	0.1297761133534564	0.15511904055372636
STXBP2	-0.48093359138508346	0.38872247157816053
SNRPA	-0.840482147951672	1.4542577488677007
RBFOX1	-1.434269513250242	0.7270997501445915
THOC1	-0.47222021095152866	0.5593541329366074
DDX1	-0.03604805747799886	0.04382349534666646
EPB41L2	0.2224357961439349	0.3985336191716554
WDR70	0.0773605386205432	0.05722760388446372
EPB41L3	0.7732431773542502	1.533173739959181
GEMIN5	-0.22162133145932855	0.2633381564963333
YTHDC1	0.21720810855394032	0.44951776573134655
PPIE	-0.1823194211246797	0.265203075865073
REST	-0.2627199303415107	0.31344720492195155
APLP2	-0.28008450651844463	0.5154465917792252
WBP11	-0.28406155029913105	0.46739744702775454
CHERP	-0.35746877490682005	0.4662754255341049
RBM22	-0.19677545489241516	0.3225017018477032
SRRT	-0.8415276613715629	1.511272188961083
ATXN7L3	-0.7059600135407043	1.1719239317617762
RTRAF	-0.38181448775704074	0.7556174933284833
SF3B2	-0.25595158354006414	0.5071024939789551
KHSRP	-0.8454726410869517	1.4827182011028985
EPB41L1	0.14182779133130702	0.138890366479448
FUS	-0.9884465270265226	1.724022187171556
RBM41	0.11139542845356595	0.05388450175564665
PCBP4	0.9871986477035132	1.6328144183650737
PDCD7	0.24807338237627727	0.3478023066182876
PUS7	-0.5285525259160688	1.0505433543109517
HNRNPC	-0.37905189328779976	0.8470304476338296
GEMIN2	-0.09374743214728688	0.11870524725053024
CWF19L1	-0.04365228779184143	0.03370621648776945
SRPK1	-0.338746354243501	0.6625722971052265
CDC5L	-0.8527682759301473	1.6219850731275705
HNRNPH3	-0.32500491919289526	0.6947446673763586
CIRBP	0.04148658187369928	0.05921111652924098
HNRNPM	-0.6983367404766974	1.3765999458883693
POLR2E	-0.432734320959463	0.7587209236367105
ARVCF	0.4507539667553997	0.6090558103245824
SF3A1	-0.46381506190007815	0.9187196027145108
PPIL2	0.07882015826323725	0.09603605975324532
SNRPD3	-0.28043155696033234	0.5055028373112032
ESS2	0.17487926018689726	0.21757867644628992
TFIP11	0.15686776799256785	0.10671496288979938
SNU13	-0.1945612187228199	0.40482568863003543
POLR2F	-0.2757107331733457	0.5883423638845211
DDX17	-0.24142413142580776	0.4078923316816193
RTCB	-0.4416066109770925	0.9584116492328716
THOC5	-0.33840819601043975	0.5124239704284455
ZMAT5	-0.07312546892103712	0.07525440914967982
RBFOX2	-0.1012751207046169	0.05791742693520291
PHF5A	-1.1616220064951208	2.0533718663639355
RBM23	0.5694722898930834	0.7277880890005668
PRMT5	-0.4224323803164817	0.860823320007445
SNW1	-0.03009019139337559	0.025129923464416566
SRSF5	-0.00165601206550573	0.0015619176657483368
ACIN1	-0.4026613520696287	0.7554569857362174
PNN	-0.5572069005869077	1.011020450203383
PRPF6	-0.11192261383185102	0.14675009859700988
PLCB4	0.10042133301778682	0.12394530335715132
CRNKL1	-0.5936347138750543	0.6489103537523736
DHX35	-0.21647983934324472	0.19442068573709884
CELF4	0.4140330872935593	0.6349108289226084
METTL4	0.28067141308769145	0.3176624027549313
NKAP	0.03626133898077328	0.05095508745997596
FMR1	0.5729113875185938	0.4072475401241243
PQBP1	-0.09017934007238763	0.05332778424091385
HTATSF1	-0.48603611886985953	1.0947221807420184
RBM3	-0.9314379429061076	1.7663167759897163
SUPT20H	0.05536712345204321	0.06678399943673449
POLR2C	0.10632785367011464	0.14724573601136406
USB1	-0.07812431215066257	0.07513360008480353
ESRP2	0.44982017691121	0.19916575922708676
HNRNPL	-1.182595475068281	1.8384762847256084
SNRNP70	-0.05422569847691288	0.06792635526117775
CLASRP	-0.14204843595004066	0.24247512370246663
SF3A2	-0.6359410826157073	1.0694306945729974
YJU2B	0.02347591817577217	0.028734532054368836
NOVA2	-0.03862384524145799	0.038395329080499314
FAM32A	-0.33174257398505963	0.54978011370267
PRX	-0.16522169950022025	0.05586327574695355
YJU2	0.08299882002016455	0.07298482035298069
POLR2I	-0.34789254942830217	0.7679488342377377
CACTIN	-0.7934820868324873	0.9050677895551473
HNRNPUL1	-0.6543039095532178	0.7733310337538838
PPP2R1A	-0.4939458300247471	1.0373344941171543
LENG1	0.23232129240291025	0.23296454463233654
PRPF31	-0.3260371407047057	0.6193055167003051
SUGP1	-0.2112875757800161	0.2290045327881869
CAV2	0.8902951429597089	0.5330270877151546
BUD31	-0.45760145443406475	1.0298700517542185
RBM28	-0.06668968829400214	0.0966084712464283
LSM5	-0.41512620988132554	0.31505423676805666
SETX	-0.24037762091107617	0.49870678217125586
CASC3	0.20807270992496743	0.3889027297912015
C1QBP	-0.557845383874616	1.3305290003749823
DDX5	-0.3760605109507506	0.7418619520765151
KAT2A	-0.31678618851885904	0.5367445006910447
