gene_name	DGE_log2FC	log10DGE_qval
RBM5	-0.0892670366728431	0.10919892032667539
KDM1A	-0.0516355443502953	0.029087570656488936
RBM6	0.07346589072692093	0.05970717732541144
UPF1	0.3734965300238213	0.5396456069090834
POLR2J	-0.8299381726194348	1.8440451171475707
GCFC2	0.04908307071272042	0.038973208175782315
CDK11A	0.4752330949270671	0.29011024503353516
AKAP8L	-0.4533423614538032	0.3737903127083745
PTBP1	-1.671534106575024	2.590026274835659
CLK1	-0.545550695581372	0.8846063879124217
STEEP1	0.27402660456511635	0.4743282156840566
NCDN	0.9982034012908846	1.8626282244446049
AQR	0.31201723596685477	0.8573078866645344
STRAP	-0.8447337249296689	2.144036025807294
BCLAF1	-0.13962717613246173	0.22887261329347167
ZCCHC8	0.08134437079670576	0.10086374736919844
MTREX	0.07484085970499964	0.1089069922802677
GEMIN8	-0.03578393360558284	0.017818965344476047
POLR2B	-0.5172516654283166	1.0892666960783983
CELF2	0.8391867833227621	0.7065394609758784
MAPK9	-0.8438003271455427	1.3748089165635193
THOC3	-0.7350441729717828	1.0865067338582337
THRAP3	-0.3177439399377318	0.5316929335012848
CCAR1	-0.571466035501805	1.5242675836082134
SNRNP40	-0.7451112747575512	1.4104308224096054
SFSWAP	-0.16337783044080406	0.17108046364287133
U2AF2	-0.7553954187778015	1.8545055617279054
SUGP2	-0.15481581622403437	0.21705748787518184
DDX20	-0.5576604616061777	0.891426497121728
CDK13	0.16410523673279062	0.3083435757153116
YBX1	-0.6624276269605911	1.703776438020227
NEO1	0.037943969951103	0.05148883506158946
DHX8	-0.1607581338735041	0.251383962924678
PRKCZ	-0.6636256699767548	0.8789757879311288
GPKOW	-0.05821897822802532	0.06427180006121713
JMJD6	0.09338630808078675	0.13047481979592704
PABPC1	-1.2166636069452492	2.3687694695906414
ATP2B1	1.1364559689506293	2.5524646960601074
DAZAP1	-0.4247986629231819	1.081592689723861
FAM50A	0.02973010282700708	0.03880348675182977
CLASP1	0.14828848943070416	0.14566676256758987
CLNS1A	-0.555308999203569	1.4252542731488165
KCNQ2	-1.3439891242841349	1.8024432606338852
ZNF638	-0.4851177598741204	1.0416903870637761
SART3	-0.1859435463282457	0.3523755851178661
RBM7	-0.3914464185149652	0.7562537021389126
GPATCH1	0.5777001979218088	1.1181205432219907
MBNL3	-0.2373652857554129	0.07220079301560718
RAP1GAP	2.578503997588938	2.6728015395780482
XAB2	-0.45350871160644457	0.8664113858175495
STXBP2	-0.1355997513576348	0.09130483141872184
SNRPA	-1.725292802119512	2.7317698129414762
RBFOX1	2.038299778635423	1.2320258878329804
THOC1	-0.7493198965593306	1.088475120780661
DDX1	-0.26560705214035357	0.5572586480227502
EPB41L2	1.9158463822290903	3.094165438325861
WDR70	0.8396568840307049	1.1944515913605505
EPB41L3	-0.08735536280524292	0.1351588250435686
GEMIN5	-0.4709410583273359	0.7772845627654776
YTHDC1	0.05266514476478039	0.08683933855482315
PPIE	-0.35421250092681983	0.701616893604449
REST	-0.8978252264865875	1.5235914869757978
APLP2	-0.4356392351291776	0.9874577869620754
WBP11	0.08293993094941343	0.11090756535817531
