#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
ENST00000428771.6	1040	248	0.38166	11.277341651916505	1	0.988662	coding
ENST00000304952.11	885	222	0.38166	11.114494514465331	1	0.972887	coding
ENST00000481869.1	1038	140	0.38619	11.386099815368652	1	0.574428	coding
ENST00000484667.2	667	190	0.40831	10.988652229309082	1	0.962297	coding
ENST00000379339.5	2429	381	0.35573999999999995	10.071073722839355	1	0.999944	coding
ENST00000421241.7	1832	199	0.36376	9.953612327575684	1	0.938846	coding
ENST00000379325.7	2010	190	0.30528	9.49472637176514	1	0.700508	coding
ENST00000487177.5	3315	156	0.2545	10.041740608215331	1	0.224896	noncoding
ENST00000467751.5	2099	131	0.32373	11.70380001068115	1	0.192027	noncoding
ENST00000477196.5	3214	255	0.27673	11.331366157531736	1	0.612579	coding
ENST00000472741.5	661	84	0.24705000000000002	11.6381067276001	1	0.073385	noncoding
ENST00000474033.5	1171	61	0.3202900000000001	9.302675056457517	1	0.0290844	noncoding
ENST00000342753.8	2231	342	0.40895000000000004	6.462843513488769	1	1	coding
ENST00000309212.11	2293	443	0.42212000000000005	6.746299552917481	1	1	coding
ENST00000445648.5	2001	451	0.42627999999999994	6.422942543029785	1	1	coding
ENST00000464351.1	405	0	0.38190999999999997	0.0	-1	1.15804e-05	noncoding
ENST00000480479.5	2792	142	0.35019000000000006	6.8254194259643555	1	0.704567	coding
ENST00000400809.8	3112	521	0.32084999999999997	10.268991661071777	1	0.999992	coding
ENST00000463260.5	1941	60	0.30091	10.710729026794432	1	0.0340554	noncoding
ENST00000496007.5	4452	227	0.29576	9.14453411102295	1	0.880275	coding
BambuTx2	4253	299	0.32445999999999997	10.787059593200684	1	0.984443	coding
ENST00000481223.6	2815	299	0.36865	10.787059593200684	1	0.998338	coding
ENST00000492998.5	745	142	0.45883999999999997	6.8254194259643555	1	0.938321	coding
ENST00000610897.4	3145	341	0.33359	5.603949546813964	1	0.999995	coding
ENST00000378609.9	3163	341	0.32987	5.603949546813964	1	0.999994	coding
BambuTx5	2933	341	0.33943	5.603949546813964	1	0.999996	coding
ENST00000378567.8	2385	593	0.44007	5.48583812713623	1	1	coding
ENST00000484419.1	519	99	0.3293	7.668966865539551	1	0.132355	noncoding
ENST00000400921.6	2294	410	0.44778	4.64581470489502	1	1	coding
ENST00000461106.6	1916	489	0.40992	5.611907005310059	1	1	coding
ENST00000470596.5	788	98	0.40214000000000005	4.5361722946167	-1	0.0439661	noncoding
ENST00000481140.5	713	95	0.3147	4.435510444641113	-1	0.0550367	noncoding
ENST00000503672.1	1213	161	0.39612	9.56048412322998	1	0.892582	coding
ENST00000478770.6	1542	348	0.46016	5.13400478363037	1	1	coding
ENST00000505322.5	1859	458	0.48202999999999996	5.587920951843262	1	1	coding
ENST00000675966.1	7766	629	0.33595	8.537112998962403	1	1	coding
ENST00000378230.8	6431	926	0.3965	7.54323902130127	1	1	coding
ENST00000674623.1	6559	962	0.3965	7.535054206848145	1	1	coding
ENST00000674879.1	7030	527	0.30781000000000003	8.864741325378418	1	0.999999	coding
ENST00000674985.1	6435	527	0.36009	8.864741325378418	1	1	coding
ENST00000675108.1	6700	672	0.36009	6.613409996032716	1	1	coding
ENST00000675200.1	6344	678	0.40859	7.961410331726074	1	1	coding
ENST00000675666.1	6363	965	0.37395	6.796317863464354	1	1	coding
ENST00000675677.1	6233	860	0.38264000000000004	8.443053627014162	1	1	coding
ENST00000676052.1	6449	932	0.3965	7.536020469665529	1	1	coding
ENST00000675334.1	4953	859	0.40154	7.109216499328612	1	1	coding
ENST00000675375.1	5326	868	0.39546000000000003	7.546194648742676	1	1	coding
ENST00000428079.6	3152	894	0.47150000000000003	6.5789087295532225	1	1	coding
