iso_ref	gene_ref	isoform_id	gene_id	condition_1	condition_2	gene_name	gene_biotype	iso_biotype	gene_overall_mean	gene_value_1	gene_value_2	gene_stderr_1	gene_stderr_2	gene_log2_fold_change	gene_q_value	iso_overall_mean	iso_value_1	iso_value_2	iso_stderr_1	iso_stderr_2	iso_log2_fold_change	iso_q_value	IF_overall	IF1	IF2	dIF	isoform_switch_q_value	gene_switch_q_value	PTC	neg_log_10_q
isoComp_00000182	geneComp_00000031	ENST00000268251	ABAT	RGC	RO_D209	ABAT	protein_coding	protein_coding	59.485863929684925	68.8706467542207	16.911918524274384	7.086915007837602	0.007956678057910338	-2.0252055455394626	NA	6.395126342997037	2.0509686635579447	6.675633349817254	0.6157255297040178	0.9155582839895579	1.6977416682836826	NA	0.1603625	0.032025	0.39475	0.36272499999999996	5.306655592341325e-4	5.306655592341325e-4	FALSE	3.275179097635237
isoComp_00000524	geneComp_00000102	ENST00000478253	ABHD6	RGC	RO_D209	ABHD6	protein_coding	protein_coding	25.322791869812495	31.45469603868716	23.49752235596112	7.04483117395337	0.620170435644507	-0.4206115160346489	NA	4.204288500126624	1.5724415208304066	7.957211151099342	0.2958297288226615	0.19688612438149986	2.331922624662092	NA	0.2096875	0.061575	0.33909999999999996	0.27752499999999997	0.03612180291413627	0.027530556521723485	FALSE	1.4422305812787994
isoComp_00001709	geneComp_00000328	ENST00000264758	ADD1	RGC	RO_D209	ADD1	protein_coding	protein_coding	118.2691795465576	96.33616956578429	200.56659951988178	8.446980692718807	9.147874171032711	1.057854086678239	NA	26.208912573755814	2.85076283728121	57.250083972234805	0.3941432780416353	10.284341933066573	4.32305798051038	NA	0.2180125	0.029375000000000002	0.2884	0.259025	7.078886799052361e-5	4.578863346335068e-13	FALSE	4.150035032570146
isoComp_00001791	geneComp_00000349	ENST00000562467	ADGRG1	RGC	RO_D209	ADGRG1	protein_coding	protein_coding	63.92020469626667	101.76282892555992	14.77649437610383	8.36634571350769	0.872846563157788	-2.7830004855659864	NA	3.302874308482293	2.725268896908939	7.512890508548309	0.878098614382212	0.1591770713698919	1.4596044254525116	NA	0.14279999999999998	0.026725	0.51085	0.484125	0.0010927574979755282	0.0010927574979755282	FALSE	2.9614762049085677
isoComp_00001906	geneComp_00000365	ENST00000327435	ADI1	RGC	RO_D209	ADI1	protein_coding	protein_coding	56.13843215151131	15.379221084527122	86.80953990711964	1.5420678171289504	12.99953432218264	2.4960995647319884	NA	53.85940061018455	12.363790138853004	84.59320098617277	1.5526369289498505	12.541892512993002	2.7734247781855674	NA	0.8902875	0.7973	0.9746999999999999	0.1773999999999999	0.028135603476408245	0.028135603476408245	FALSE	1.550743765291815
isoComp_00002152	geneComp_00000424	ENST00000409538	AGAP1	RGC	RO_D209	AGAP1	protein_coding	protein_coding	34.47177443505239	32.29953919105449	61.94192474077187	7.053644072625605	7.719165595565045	0.9391889305660521	NA	15.2751993448709	9.000299281504716	40.14907561218866	2.2682606617170222	9.145881455113177	2.156079129723513	NA	0.363425	0.27645	0.6396999999999999	0.36324999999999996	0.0070664366305807054	0.0070664366305807054	FALSE	2.1507995312949935
isoComp_00002302	geneComp_00000462	ENST00000379370	AGRN	RGC	RO_D209	AGRN	protein_coding	protein_coding	16.03254350237739	18.945321950338208	9.199206982660542	3.8913648795477673	2.9003421569575716	-1.041454126104537	NA	6.709456666693371	3.231208973464417	7.717136270551056	0.43026864938546333	2.5962062050558474	1.2534018007056422	NA	0.4835625	0.17735	0.8327	0.65535	0.0010924054994287816	0.0010924054994287816	FALSE	2.9616161221852138
isoComp_00002577	geneComp_00000505	ENST00000380818	AK6	RGC	RO_D209	AK6	protein_coding	protein_coding	91.54574231729643	53.336009652919884	128.08946853359856	3.646538260091911	0.12514536908326335	1.2638122253200588	NA	10.071217537934542	3.1190013112586707	24.195258468894124	0.16425997387442148	0.2385535299594785	2.951546331408955	NA	0.0953375	0.058775	0.1889	0.13012500000000002	0.01881363120139785	0.017063559176846217	FALSE	1.7255273735867136
isoComp_00002672	geneComp_00000524	ENST00000680803	AKAP8L	RGC	RO_D209	AKAP8L	protein_coding	nonsense_mediated_decay	128.30405172239324	168.87831992841086	97.74633236417002	29.712011732431513	2.5537790661305593	-0.7888074928407124	NA	7.659815963975057	3.06111756688607	15.252083221965261	1.0827786772322527	1.945580210039366	2.3131162515673496	NA	0.0775625	0.017675	0.15565	0.13797500000000001	0.024738121101507672	0.024738121101507672	TRUE	1.6066332887907517
isoComp_00002725	geneComp_00000531	ENST00000351829	AKR1A1	RGC	RO_D209	AKR1A1	protein_coding	protein_coding	121.94086076173356	126.38823413393105	88.80428249940299	21.742219338325693	2.1926394671592675	-0.5091127036663712	NA	59.770505822377935	49.63482212447769	55.44296684131123	7.693154637779501	0.45750731130023675	0.15962139462017502	NA	0.498525	0.39605	0.6246	0.22855000000000003	0.0046502087102822335	0.0046502087102822335	FALSE	2.3325275547036433
isoComp_00002815	geneComp_00000549	ENST00000469224	ALAS1	RGC	RO_D209	ALAS1	protein_coding	protein_coding	43.95694489178124	47.18074618149431	39.21879236738243	6.603590308553818	0.15718654676106777	-0.26659105991341736	NA	3.4205170145427513	1.2911708575120806	6.610804958332906	0.16430731179642008	2.2591252124952432	2.3471962151173007	NA	0.08415	0.031325	0.1688	0.13747500000000001	0.049622830439143784	0.049622830439143784	FALSE	1.3043184676123105
isoComp_00003475	geneComp_00000657	ENST00000227618	ANAPC15	RGC	RO_D209	ANAPC15	protein_coding	protein_coding	150.5180198350007	64.31538238848124	191.12857478726175	8.918833046096484	15.951128466631856	1.5711589330371558	NA	29.98461140487872	4.6554911288353615	52.55408752230098	0.30100555244587546	6.149005768212375	3.4939766034023343	NA	0.1574375	0.075125	0.2742	0.199075	0.0010798355709761042	2.9209953256555934e-4	FALSE	2.9666423704893425
isoComp_00003600	geneComp_00000678	ENST00000672955	ANK2	RGC	RO_D209	ANK2	protein_coding	protein_coding	55.3057257546699	75.01708049342734	40.87907099772532	16.900565587252338	3.9090154905968144	-0.8756961350530181	NA	2.4547582693139907	0.32105312985901296	4.571144673941989	0.12585626259412702	0.16891950097077757	3.790573449208267	NA	0.06795	0.004125	0.11245	0.10832499999999999	0.002086087483665903	0.002086087483665903	FALSE	2.680667482641663
isoComp_00003611	geneComp_00000678	ENST00000673363	ANK2	RGC	RO_D209	ANK2	protein_coding	protein_coding	55.3057257546699	75.01708049342734	40.87907099772532	16.900565587252338	3.9090154905968144	-0.8756961350530181	NA	1.3960296140886967	0.29497855939799833	4.935403237485749	0.10193587295596075	0.5355071252027223	4.019308433004713	NA	0.03325	0.004	0.12309999999999999	0.11909999999999998	0.0024895767947886913	0.002086087483665903	FALSE	2.60387447270703
isoComp_00003654	geneComp_00000680	ENST00000373827	ANK3	RGC	RO_D209	ANK3	protein_coding	protein_coding	20.084701295181294	25.246838527362048	18.965869844595165	3.9071884700559636	0.5396181328191183	-0.41250804446068007	NA	1.6691096812637465	0.022782500822004503	5.486035512145792	0.020080269567435974	0.17238389040093471	7.389321600787267	NA	0.10225000000000001	0.001075	0.28925	0.288175	1.5866514440192575e-4	1.5866514440192575e-4	FALSE	3.799518468686239
isoComp_00004040	geneComp_00000773	ENST00000464763	ANKZF1	RGC	RO_D209	ANKZF1	protein_coding	retained_intron	41.3946524361531	48.07319483843149	40.14375670157318	6.668121147161268	0.7410246720379412	-0.25999778803172496	NA	1.6844764448826728	0.0010325242901078058	4.332302719759045	4.1044153161094504e-4	0.6504194687696421	8.620553571758258	NA	0.047099999999999996	2.5e-5	0.10765	0.107625	0.003769345974478935	0.003769345974478935	NA	2.4237339984190074
isoComp_00004261	geneComp_00000819	ENST00000444449	AP1M1	RGC	RO_D209	AP1M1	protein_coding	protein_coding	21.63059294547854	23.271167155399176	19.88945190870406	1.3552168563650577	0.6314609330077072	-0.22643469161330232	NA	3.59637230909423	1.4226068981750597	7.537876558786479	0.25866499747623356	0.7528271507370565	2.397428034747041	NA	0.1746375	0.0607	0.37815	0.31745	0.00833311476083546	0.00833311476083546	FALSE	2.0791926371765794
isoComp_00004266	geneComp_00000821	ENST00000329235	AP1S2	RGC	RO_D209	AP1S2	protein_coding	protein_coding	526.768153565488	819.7262990562809	221.05776797028568	153.0653741017689	14.048711063333783	-1.8906711905699443	NA	86.32284619710926	79.59220471342121	92.77627059394118	14.683062518077058	21.985406804374872	0.22110295920946224	NA	0.2490375	0.097375	0.41505000000000003	0.31767500000000004	3.2867273348259125e-9	6.35503212923004e-67	FALSE	8.483236323266196
isoComp_00004268	geneComp_00000821	ENST00000450644	AP1S2	RGC	RO_D209	AP1S2	protein_coding	protein_coding	526.768153565488	819.7262990562809	221.05776797028568	153.0653741017689	14.048711063333783	-1.8906711905699443	NA	38.65824582919051	16.220010427051427	54.19936695058598	4.0027163566796915	1.126115638891001	1.73987823267807	NA	0.1402125	0.01905	0.2465	0.22744999999999999	8.08853581026489e-21	6.35503212923004e-67	FALSE	20.09213008742029
isoComp_00004488	geneComp_00000849	ENST00000506352	APBB2	RGC	RO_D209	APBB2	protein_coding	protein_coding	30.013570634345278	43.83507849210396	14.025247820203921	6.130727363098056	2.9325755116361747	-1.6433603748767796	NA	1.7040183153987032	0.7776614409048704	4.991345882527576	0.23968889111202676	1.787237607173158	2.6666688252185486	NA	0.0980375	0.0168	0.34425	0.32745	2.441496127305977e-4	2.441496127305977e-4	FALSE	3.6123439602559495
isoComp_00004648	geneComp_00000896	ENST00000346798	APP	RGC	RO_D209	APP	protein_coding	protein_coding	199.20220240591593	189.8443671608539	279.7269846061295	17.153630564601343	12.51289578589592	0.55917782292067	NA	15.846147446479831	1.6051754175182287	40.11232172496412	0.5831956915184138	2.0156723932128844	4.6346423279183995	NA	0.076175	0.00775	0.1434	0.13565	9.142678144023739e-5	4.449417949721959e-12	FALSE	4.038926568729842
