gene_id	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	neg_log10_FDR	significant	condition_1	condition_2	label
ENSG00000118231	-13.762467744856535	7.796699315574072	7.737321007537878	0.015844162071371563	0.17563943373504165	CRYGD	protein_coding	2	0.7553779717392687	FALSE	H2_Stage2	H2_RGC	CRYGD
ENSG00000258417	-12.238389395894242	7.23588380574917	24.99175616362478	2.0720788184812287e-4	0.015683334346104586		protein_coding	8	1.8045615989112676	TRUE	H2_Stage2	H2_RGC	
ENSG00000253117	-11.571841041597049	6.622141990733767	24.251073348413264	2.3761831643081215e-4	0.016687174964192707	OC90	protein_coding	8	1.7776171804753078	TRUE	H2_Stage2	H2_RGC	OC90
ENSG00000100053	-11.538209414121765	8.361942213078224	52.037397736485104	3.3578036586622186e-6	0.001729295346713281	CRYBB3	protein_coding	22	2.7621308271460947	TRUE	H2_Stage2	H2_RGC	CRYBB3
ENSG00000105825	-11.186002235038819	7.147992979450918	35.63963922396772	2.783921428428254e-5	0.004801031081127409	TFPI2	protein_coding	7	2.3186654824669035	TRUE	H2_Stage2	H2_RGC	TFPI2
ENSG00000108255	-10.42647296086142	10.784971567803028	16.94525416115565	8.365273430947617e-4	0.034620666755683045	CRYBA1	protein_coding	17	1.4606645723495468	TRUE	H2_Stage2	H2_RGC	CRYBA1
ENSG00000143257	9.457534828341169	5.369009873233388	9.301312557697107	0.008827128865506422	0.1310320037542744	NR1I3	protein_coding	1	0.8826226176544305	FALSE	H2_Stage2	H2_RGC	NR1I3
ENSG00000018625	-9.40985859554402	6.375491645254465	18.119786069723432	8.335920181939874e-4	0.034620666755683045	ATP1A2	protein_coding	1	1.4606645723495468	TRUE	H2_Stage2	H2_RGC	ATP1A2
ENSG00000235718	-9.147089946778191	4.584214855115194	15.761228435911917	0.001667566435917987	0.05337801140837928	MFRP	protein_coding	11	1.2726376098376595	FALSE	H2_Stage2	H2_RGC	MFRP
ENSG00000196353	8.767232752992285	6.021463779477067	20.815319024669865	3.338335686262518e-4	0.021056243235944697	CPNE4	protein_coding	3	1.6766191111864632	TRUE	H2_Stage2	H2_RGC	CPNE4
ENSG00000104267	-8.755823221885864	7.761680815891794	152.7073283898592	1.667108801711662e-9	2.2712690314519684e-5	CA2	protein_coding	8	4.6437314206217435	TRUE	H2_Stage2	H2_RGC	CA2
ENSG00000105370	-8.661395459437635	3.9377188097257223	10.405589505128233	0.006241293705585094	0.10789848367644848	LIM2	protein_coding	19	0.9669846585198552	FALSE	H2_Stage2	H2_RGC	LIM2
ENSG00000004866	8.641032634758535	4.245007694507077	11.264599863728716	0.005895313444929958	0.1056001843717119	ST7	protein_coding	7	0.9763353235489187	FALSE	H2_Stage2	H2_RGC	ST7
ENSG00000157064	8.495573493396664	3.12766874840547	23.282773198648172	2.85425802475882e-4	0.01869588047617825	NMNAT2	protein_coding	1	1.728254077076151	TRUE	H2_Stage2	H2_RGC	NMNAT2
ENSG00000136267	8.44292514614714	4.246373613347197	12.227862091036034	0.003658454053316455	0.08265800667061922	DGKB	protein_coding	7	1.0827150721052283	FALSE	H2_Stage2	H2_RGC	DGKB
ENSG00000130303	-8.357832352038924	4.610488538265446	7.335886415818497	0.016394704688609686	0.17911905106464987	BST2	protein_coding	19	0.7468582202244588	FALSE	H2_Stage2	H2_RGC	BST2
ENSG00000126785	-8.335654474414897	4.950488286951724	8.925647171814056	0.009360404140003513	0.1348056511663931	RHOJ	protein_coding	14	0.8702919014287585	FALSE	H2_Stage2	H2_RGC	RHOJ
ENSG00000173041	-8.30421633390667	4.16049511134357	4.127820090750147	0.06202690228016792	0.35239971503961953	ZNF680	protein_coding	7	0.45296445144265385	FALSE	H2_Stage2	H2_RGC	ZNF680
ENSG00000109099	-8.165360919096894	4.960637873432678	39.803710587699605	1.5313180011270247e-5	0.0033115359440245374	PMP22	protein_coding	17	2.479970526678758	TRUE	H2_Stage2	H2_RGC	PMP22
ENSG00000278023	-8.16194527270705	4.231850281349667	23.52292295694239	2.2373987568436688e-4	0.01624143236498805	RDM1	protein_coding	17	1.7893756720912202	TRUE	H2_Stage2	H2_RGC	RDM1
ENSG00000183876	-8.138176007906322	3.811694977359984	10.298781888307829	0.006448885791640727	0.10996197750352096	ARSI	protein_coding	5	0.958757458614448	FALSE	H2_Stage2	H2_RGC	NA
ENSG00000147862	-8.113658445814652	5.253227637918525	17.900823351950983	7.556644876315252e-4	0.03257966132750601	NFIB	protein_coding	9	1.4870534345873558	TRUE	H2_Stage2	H2_RGC	NA
ENSG00000184470	-7.959370328745337	4.248385180899515	6.055094443437322	0.02778411141863182	0.23806964400467923	TXNRD2	protein_coding	22	0.6232959774709191	FALSE	H2_Stage2	H2_RGC	NA
ENSG00000131730	-7.924571805164709	3.8458414503675757	7.5860369872233155	0.015753052346668173	0.1753919215821287	CKMT2	protein_coding	5	0.7559904137812676	FALSE	H2_Stage2	H2_RGC	NA
ENSG00000077152	-7.914909136463119	7.126085492276825	12.783037271138488	0.002837022179033657	0.07279018863870912	UBE2T	protein_coding	1	1.1379271551268846	FALSE	H2_Stage2	H2_RGC	NA
ENSG00000147099	-7.913005772840023	5.168150099549748	4.730560612842476	0.04637021894650144	0.30637626718095806	HDAC8	protein_coding	X	0.5137448794818174	FALSE	H2_Stage2	H2_RGC	NA
ENSG00000198034	-7.856134303679622	12.400766353533713	14.327799614049413	0.0016690423414540201	0.05337801140837928	RPS4X	protein_coding	X	1.2726376098376595	FALSE	H2_Stage2	H2_RGC	NA
ENSG00000170279	-7.8528401713716685	3.6781574878621863	32.99659498089075	4.1800427657479883e-5	0.006058393897930913	C7orf33	protein_coding	7	2.2176424936085506	TRUE	H2_Stage2	H2_RGC	NA
ENSG00000168267	-7.812951815769698	3.596255474357336	16.405010330064613	0.0010851262746359304	0.04028272579193437	PTF1A	protein_coding	10	1.3948811499271754	TRUE	H2_Stage2	H2_RGC	NA
ENSG00000147475	-7.809786569469988	3.8064160036624313	13.071701384806369	0.002897332438592729	0.07364413646154354	ERLIN2	protein_coding	8	1.1328618259261636	FALSE	H2_Stage2	H2_RGC	NA
ENSG00000137473	7.806604491549896	7.147003315037833	30.943286350729753	4.5794150978801884e-5	0.006274695357880602	TTC29	protein_coding	4	2.2024073547239134	TRUE	H2_Stage2	H2_RGC	NA
ENSG00000109625	-7.699123900857202	4.8350191788564105	20.173719376328272	4.5057824630688025e-4	0.024211579079936787	CPZ	protein_coding	4	1.6159768849350098	TRUE	H2_Stage2	H2_RGC	NA
ENSG00000139112	7.641282382614534	3.1454448212596926	8.408720345387213	0.01265818934200202	0.1574933073930918	GABARAPL1	protein_coding	12	0.8027378966299707	FALSE	H2_Stage2	H2_RGC	NA
ENSG00000234444	-7.623574088781163	3.3594295163276597	5.95072134074475	0.028938733859961995	0.24262234468192137	ZNF736	protein_coding	7	0.6150692046022397	FALSE	H2_Stage2	H2_RGC	NA
ENSG00000168582	-7.595685095784152	5.909462550118919	5.281940357519852	0.03919878488598943	0.2823644134561122	CRYGA	protein_coding	2	0.5491900385462366	FALSE	H2_Stage2	H2_RGC	NA
ENSG00000110446	7.5547998222269115	2.138133068147454	14.856571000383315	0.0028101119102150254	0.07235525080869985	SLC15A3	protein_coding	11	1.1405299467218912	FALSE	H2_Stage2	H2_RGC	NA
ENSG00000232258	-7.541003968025306	2.9388945976866467	6.636161818178989	0.021321251408266073	0.20514175789987077	TMEM114	protein_coding	16	0.6879459272494072	FALSE	H2_Stage2	H2_RGC	NA
ENSG00000125378	-7.529342700504211	4.758018535024217	63.33931827265019	1.0442221631760873e-6	8.891551719444383e-4	BMP4	protein_coding	14	3.0510224410111992	TRUE	H2_Stage2	H2_RGC	NA
ENSG00000187017	-7.3770488015619655	4.954389416225703	44.55894975769371	8.174419996561499e-6	0.002474851067403419	ESPN	protein_coding	1	2.606450931094461	TRUE	H2_Stage2	H2_RGC	NA
ENSG00000242732	-7.362553789102353	4.794165839213988	4.82015437154426	0.044603061717246296	0.30135670522068425	RTL5	protein_coding	X	0.5209191409873546	FALSE	H2_Stage2	H2_RGC	NA
ENSG00000112619	-7.311332213412765	7.745411707159358	40.84708594489303	9.73186312112096e-6	0.002651738063243039	PRPH2	protein_coding	6	2.5764693774416316	TRUE	H2_Stage2	H2_RGC	NA
