gene_id	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype	chromosome_name	neg_log10_FDR	significant	condition_1	condition_2	label
ENSG00000100053	-13.604698501098488	8.361942213078224	68.7412812351191	6.34137686521602e-7	5.75966122744687e-4	CRYBB3	protein_coding	22	3.239603060218668	TRUE	H2_Stage1	H2_RGC	CRYBB3
ENSG00000004487	11.595695194277132	8.184348697019564	6.221907171489545	0.02504061356633421	0.2007965386861314	KDM1A	protein_coding	1	0.6972437777942965	FALSE	H2_Stage1	H2_RGC	KDM1A
ENSG00000118231	-10.805931786253486	7.796699315574072	4.803661461656665	0.047652314334102	0.2719795268067891	CRYGD	protein_coding	2	0.5654637861477088	FALSE	H2_Stage1	H2_RGC	CRYGD
ENSG00000108255	-10.163615636434578	10.784971567803028	16.062708921220352	0.0010485811649168118	0.03641596524190508	CRYBA1	protein_coding	17	1.4387081741436698	TRUE	H2_Stage1	H2_RGC	CRYBA1
ENSG00000077152	-9.729852827286603	7.126085492276825	17.620544640392453	8.075622047167502e-4	0.031754541961572604	UBE2T	protein_coding	1	1.4981941472926026	TRUE	H2_Stage1	H2_RGC	UBE2T
ENSG00000089685	-9.69872375860887	6.895227563282357	14.06170433827326	0.0017970485723080296	0.05083296554364331	BIRC5	protein_coding	17	1.293854553258708	FALSE	H2_Stage1	H2_RGC	BIRC5
ENSG00000018625	-9.563501790239531	6.375491645254465	18.16611116019468	8.249525005690568e-4	0.03211186533643666	ATP1A2	protein_coding	1	1.4933344660998975	TRUE	H2_Stage1	H2_RGC	ATP1A2
ENSG00000256797	9.538942464112656	6.107698633816542	7.651557633913904	0.015392675232322753	0.16045126806822127	KLRF2	protein_coding	12	0.7946568462664829	FALSE	H2_Stage1	H2_RGC	KLRF2
ENSG00000163040	-9.469721924842892	3.192667548087044	5.476776562006506	0.05994382201319586	0.30095192357988537	CCDC74A	protein_coding	2	0.52150287647124	FALSE	H2_Stage1	H2_RGC	CCDC74A
ENSG00000112984	-9.128444592890391	4.692756701693535	47.267937778418215	5.848008931888144e-6	0.0016259851773070219	KIF20A	protein_coding	5	2.788883417809054	TRUE	H2_Stage1	H2_RGC	KIF20A
ENSG00000147383	-9.116656393156452	5.22597329572444	4.309920268387478	0.05584911855383076	0.29242443934565343	NSDHL	protein_coding	X	0.5339863340759434	FALSE	H2_Stage1	H2_RGC	NSDHL
ENSG00000184470	-9.057000550906773	4.248385180899515	7.8518407699566755	0.01434904306021079	0.1536881781857797	TXNRD2	protein_coding	22	0.8133595374848889	FALSE	H2_Stage1	H2_RGC	TXNRD2
ENSG00000188783	-8.98175885901741	4.523516065936083	13.160394558945617	0.002550512883830174	0.06053691207195521	PRELP	protein_coding	1	1.2179797357466926	FALSE	H2_Stage1	H2_RGC	PRELP
ENSG00000074047	-8.97223051348396	4.018608286985532	42.97651127646149	1.0013917681368647e-5	0.002200477653080104	GLI2	protein_coding	2	2.6574830375501515	TRUE	H2_Stage1	H2_RGC	GLI2
ENSG00000253873	8.955008381268613	4.318647885370947	9.457679344043141	0.007837741863552312	0.11251991058907977	PCDHGA11	protein_coding	5	0.9487706216071273	FALSE	H2_Stage1	H2_RGC	PCDHGA11
ENSG00000198561	8.943783157450234	5.193049403375425	11.290855561093878	0.004394620527634327	0.08432200058371786	CTNND1	protein_coding	11	1.074059098144784	FALSE	H2_Stage1	H2_RGC	CTNND1
