gene_id	genes	logFC	logCPM	F	PValue	FDR	gene_name	gene_biotype
ENSG00000008197	ENSG00000008197.5	-5.1554389534672	3.99560433176002	282.697455086003	1.95524996028473e-05	0.008153381835041	TFAP2D	protein_coding
ENSG00000015592	ENSG00000015592.17	-4.67317268923122	8.434351885306	337.628134643448	1.28633588729331e-05	0.008153381835041	STMN4	protein_coding
ENSG00000053108	ENSG00000053108.18	-7.73146026135908	7.57473206285764	448.925206943712	6.55839147040238e-06	0.008153381835041	FSTL4	protein_coding
ENSG00000074181	ENSG00000074181.9	5.23810967720488	4.98322863408228	455.45027493002	6.33808458284205e-06	0.008153381835041	NOTCH3	protein_coding
ENSG00000075420	ENSG00000075420.13	3.02729756926777	7.0553593741618	239.79235606421	2.87983069340665e-05	0.008153381835041	FNDC3B	protein_coding
ENSG00000084093	ENSG00000084093.19	4.14376454318321	6.77713355634077	266.783201004972	2.24101455697573e-05	0.008153381835041	REST	protein_coding
ENSG00000088325	ENSG00000088325.16	3.00839297916546	5.67803862341307	255.514104565106	2.48050213296209e-05	0.008153381835041	TPX2	protein_coding
ENSG00000089685	ENSG00000089685.15	4.62570127531039	5.07983405871635	247.744461644385	2.66729507683292e-05	0.008153381835041	BIRC5	protein_coding
ENSG00000090530	ENSG00000090530.10	3.07302876065608	5.49514681044109	285.222155297058	1.91472803735087e-05	0.008153381835041	P3H2	protein_coding
ENSG00000101204	ENSG00000101204.18	-4.00567975243228	4.52900302605115	241.330402609602	2.83689447425193e-05	0.008153381835041	CHRNA4	protein_coding
ENSG00000101489	ENSG00000101489.20	-4.74479638247033	8.44491062535842	387.921505676465	9.26569300707294e-06	0.008153381835041	CELF4	protein_coding
ENSG00000103034	ENSG00000103034.15	-3.30115724868802	6.79300854794708	311.255747743544	1.55846415603176e-05	0.008153381835041	NDRG4	protein_coding
ENSG00000104375	ENSG00000104375.17	3.3560675945259	6.68713549052685	267.917114326431	2.21875733988807e-05	0.008153381835041	STK3	protein_coding
ENSG00000104722	ENSG00000104722.14	-4.99460371953371	7.30728523534225	502.037862718102	5.03222576114153e-06	0.008153381835041	NEFM	protein_coding
ENSG00000108309	ENSG00000108309.14	-3.9315690479976	6.07758110730191	424.786813554769	7.47506403957659e-06	0.008153381835041	RUNDC3A	protein_coding
ENSG00000109991	ENSG00000109991.10	-5.7190284616323	5.24812685081694	323.032072057033	1.42774848264322e-05	0.008153381835041	P2RX3	protein_coding
ENSG00000111913	ENSG00000111913.20	-3.71863551331487	6.51277776828716	255.484622803562	2.4811753466666e-05	0.008153381835041	RIPOR2	protein_coding
ENSG00000114251	ENSG00000114251.15	5.8580077103322	5.32244740020309	236.631177009907	2.97102013361734e-05	0.008153381835041	WNT5A	protein_coding
ENSG00000114315	ENSG00000114315.4	6.49602495713612	8.31630847266469	261.295459542735	2.35333480250062e-05	0.008153381835041	HES1	protein_coding
ENSG00000116039	ENSG00000116039.13	3.23068039911565	6.25520348267683	274.400385733731	2.09732925169948e-05	0.008153381835041	ATP6V1B1	protein_coding
ENSG00000118432	ENSG00000118432.13	-4.072675092	5.56420215199953	327.229893630531	1.38490628783542e-05	0.008153381835041	CNR1	protein_coding
ENSG00000118523	ENSG00000118523.6	8.572542914871	5.36512340236089	326.518169203716	1.39204046923158e-05	0.008153381835041	CCN2	protein_coding
ENSG00000119283	ENSG00000119283.16	-4.20919891453578	4.87248927437445	379.566408050681	9.75512979893305e-06	0.008153381835041	TRIM67	protein_coding
ENSG00000119547	ENSG00000119547.6	-4.95044399037356	8.44649349170584	236.648641886568	2.97050514711343e-05	0.008153381835041	ONECUT2	protein_coding
ENSG00000119614	ENSG00000119614.3	3.3388151329149	5.90874903917093	242.33243547514	2.8094086944228e-05	0.008153381835041	VSX2	protein_coding
ENSG00000121039	ENSG00000121039.10	3.53482389517869	5.71402006094391	305.500467438441	1.62858389178156e-05	0.008153381835041	RDH10	protein_coding
ENSG00000128833	ENSG00000128833.13	3.43282100088944	5.2864905465223	239.579132726543	2.88585568944616e-05	0.008153381835041	MYO5C	protein_coding
ENSG00000130226	ENSG00000130226.18	-4.84580836857544	6.40204022947437	311.046778189854	1.56093450934481e-05	0.008153381835041	DPP6	protein_coding
ENSG00000130287	ENSG00000130287.14	-4.49365894849804	5.05456078602599	367.225152901892	1.05477703326849e-05	0.008153381835041	NCAN	protein_coding
ENSG00000135406	ENSG00000135406.15	-4.81902312819407	5.42712463270562	341.427437620738	1.25279783054238e-05	0.008153381835041	PRPH	protein_coding
ENSG00000135447	ENSG00000135447.17	-4.03596790530676	6.57203261633355	332.150311066705	1.3369749422842e-05	0.008153381835041	PPP1R1A	protein_coding
ENSG00000135596	ENSG00000135596.18	-2.84640038958422	6.26106410710752	260.361866510686	2.37323446469573e-05	0.008153381835041	MICAL1	protein_coding
ENSG00000136274	ENSG00000136274.9	-3.1898004730702	5.37311431935646	307.085800349041	1.60882943726353e-05	0.008153381835041	NACAD	protein_coding
ENSG00000137693	ENSG00000137693.14	6.15412845122313	7.82778593351181	585.391575085206	3.49597010789998e-06	0.008153381835041	YAP1	protein_coding
ENSG00000139970	ENSG00000139970.18	-3.67879661995796	7.74761586992172	273.729494136953	2.10945109247906e-05	0.008153381835041	RTN1	protein_coding
ENSG00000140545	ENSG00000140545.16	3.56115385000453	5.57583920178914	364.861984389321	1.07099092787876e-05	0.008153381835041	MFGE8	protein_coding
ENSG00000142089	ENSG00000142089.17	7.02960239357467	6.68459074118949	522.462491848694	4.57835261382821e-06	0.008153381835041	IFITM3	protein_coding
ENSG00000143375	ENSG00000143375.15	3.35432163648927	5.43371715303771	258.83820107004	2.4062278024137e-05	0.008153381835041	CGN	protein_coding
ENSG00000143768	ENSG00000143768.13	7.06188736536077	4.83876798850575	572.691985493007	3.68270140040251e-06	0.008153381835041	LEFTY2	protein_coding
ENSG00000145808	ENSG00000145808.10	4.05866433844593	5.58004124564902	382.523458787604	9.57780295935521e-06	0.008153381835041	ADAMTS19	protein_coding
ENSG00000145824	ENSG00000145824.13	4.97782549992503	4.51650278594236	322.749384577109	1.43070079002727e-05	0.008153381835041	CXCL14	protein_coding
ENSG00000145920	ENSG00000145920.15	-3.9338612408683	6.5995784052988	388.968798413483	9.20681481030271e-06	0.008153381835041	CPLX2	protein_coding
ENSG00000146250	ENSG00000146250.7	5.40116625982705	4.74913535940394	261.284808775179	2.35356048801521e-05	0.008153381835041	PRSS35	protein_coding
ENSG00000148773	ENSG00000148773.14	4.25233066146605	5.38698841544482	244.702570846755	2.74588128588725e-05	0.008153381835041	MKI67	protein_coding
ENSG00000149295	ENSG00000149295.14	-5.6897134543116	6.47450666253358	253.1205348793	2.57928965130914e-05	0.008153381835041	DRD2	protein_coding
ENSG00000151615	ENSG00000151615.3	-9.45676154492072	6.81837291533976	944.571100755316	1.12164666996998e-06	0.008153381835041	POU4F2	protein_coding
ENSG00000152977	ENSG00000152977.10	4.58349474345502	5.88025441211938	326.642331593571	1.39079214228993e-05	0.008153381835041	ZIC1	protein_coding
ENSG00000157064	ENSG00000157064.11	-5.41541647014255	6.25585893277976	350.047797464308	1.18116277781596e-05	0.008153381835041	NMNAT2	protein_coding
ENSG00000162188	ENSG00000162188.6	-5.52564431063648	6.50257674604704	410.219557785756	8.11843670021128e-06	0.008153381835041	GNG3	protein_coding
ENSG00000162344	ENSG00000162344.4	4.6218390800115	5.3521154713302	239.030906178181	2.90142911311936e-05	0.008153381835041	FGF19	protein_coding
ENSG00000164294	ENSG00000164294.14	6.20810172005049	4.29123194737977	295.832934881417	1.75683254429851e-05	0.008153381835041	GPX8	protein_coding
ENSG00000165646	ENSG00000165646.14	-6.03250948972748	6.3849472217959	768.315043020228	1.83287059902574e-06	0.008153381835041	SLC18A2	protein_coding
ENSG00000166803	ENSG00000166803.14	5.2006148166124	4.32601349417164	334.813286344673	1.3120108637139e-05	0.008153381835041	PCLAF	protein_coding
