"gene_id","gene_symbol","n_LRonly_isoforms"
"ENSG00000099365","STX1B",2
"ENSG00000099797","TECR",2
"ENSG00000099834","CDHR5",2
"ENSG00000099840","IZUMO4",2
"ENSG00000099875","MKNK2",2
"ENSG00000099889","ARVCF",2
"ENSG00000099992","TBC1D10A",2
"ENSG00000100083","GGA1",2
"ENSG00000100084","HIRA",2
"ENSG00000100138","SNU13",2
"ENSG00000100170","SLC5A1",2
"ENSG00000100207","TCF20",2
"ENSG00000100243","CYB5R3",2
"ENSG00000100292","HMOX1",2
"ENSG00000100296","THOC5",2
"ENSG00000100307","CBX7",2
"ENSG00000100316","RPL3",2
"ENSG00000100320","RBFOX2",2
"ENSG00000100330","MTMR3",2
"ENSG00000100345","MYH9",2
"ENSG00000100346","CACNA1I",2
"ENSG00000100360","IFT27",2
"ENSG00000100393","EP300",2
"ENSG00000100422","CERK",2
"ENSG00000100478","AP4S1",2
"ENSG00000100485","SOS2",2
"ENSG00000100554","ATP6V1D",2
"ENSG00000100596","SPTLC2",2
"ENSG00000100629","CEP128",2
"ENSG00000100678","SLC8A3",2
"ENSG00000100731","PCNX1",2
"ENSG00000100802","C14orf93",2
"ENSG00000100811","YY1",2
"ENSG00000100883","SRP54",2
"ENSG00000100884","CPNE6",2
"ENSG00000100889","PCK2",2
"ENSG00000100902","PSMA6",2
"ENSG00000100906","NFKBIA",2
"ENSG00000100938","GMPR2",2
"ENSG00000100997","ABHD12",2
"ENSG00000101003","GINS1",2
"ENSG00000101040","ZMYND8",2
"ENSG00000101198","NKAIN4",2
"ENSG00000101204","CHRNA4",2
"ENSG00000101294","HM13",2
"ENSG00000101384","JAG1",2
"ENSG00000101493","ZNF516",2
"ENSG00000101544","ADNP2",2
"ENSG00000101577","LPIN2",2
"ENSG00000101654","RNMT",2
"ENSG00000101752","MIB1",2
"ENSG00000101773","RBBP8",2
"ENSG00000101871","MID1",2
"ENSG00000101972","STAG2",2
"ENSG00000101977","MCF2",2
"ENSG00000102010","BMX",2
"ENSG00000102174","PHEX",2
"ENSG00000102385","DRP2",2
"ENSG00000102393","GLA",2
"ENSG00000102452","NALCN",2
"ENSG00000102606","ARHGEF7",2
"ENSG00000102786","INTS6",2
"ENSG00000102890","ELMO3",2
"ENSG00000102974","CTCF",2
"ENSG00000103018","CYB5B",2
"ENSG00000103024","NME3",2
"ENSG00000103043","VAC14",2
"ENSG00000103064","SLC7A6",2
"ENSG00000103091","WDR59",2
"ENSG00000103152","MPG",2
"ENSG00000103194","USP10",2
"ENSG00000103316","CRYM",2
"ENSG00000103342","GSPT1",2
"ENSG00000103351","CLUAP1",2
"ENSG00000103365","GGA2",2
"ENSG00000103494","RPGRIP1L",2
"ENSG00000103544","VPS35L",2
"ENSG00000103671","TRIP4",2
"ENSG00000103855","CD276",2
"ENSG00000103978","TMEM87A",2
"ENSG00000104067","TJP1",2
"ENSG00000104093","DMXL2",2
"ENSG00000104164","BLOC1S6",2
"ENSG00000104205","SGK3",2
"ENSG00000104219","ZDHHC2",2
"ENSG00000104365","IKBKB",2
"ENSG00000104517","UBR5",2
"ENSG00000104537","ANXA13",2
"ENSG00000104728","ARHGEF10",2
"ENSG00000104805","NUCB1",2
"ENSG00000104866","PPP1R37",2
"ENSG00000104872","PIH1D1",2
"ENSG00000104881","PPP1R13L",2
"ENSG00000104888","SLC17A7",2
"ENSG00000105197","TIMM50",2
"ENSG00000105221","AKT2",2
"ENSG00000105270","CLIP3",2
"ENSG00000105339","DENND3",2
"ENSG00000105366","SIGLEC8",2
"ENSG00000105397","TYK2",2
"ENSG00000105409","ATP1A3",2
"ENSG00000105419","MEIS3",2
"ENSG00000105647","PIK3R2",2
"ENSG00000105723","GSK3A",2
"ENSG00000105738","SIPA1L3",2
"ENSG00000105793","GTPBP10",2
"ENSG00000105821","DNAJC2",2
"ENSG00000105856","HBP1",2
"ENSG00000105926","PALS2",2
"ENSG00000105939","ZC3HAV1",2
"ENSG00000106069","CHN2",2
"ENSG00000106100","NOD1",2
"ENSG00000106123","EPHB6",2
"ENSG00000106211","HSPB1",2
"ENSG00000106268","NUDT1",2
"ENSG00000106336","FBXO24",2
"ENSG00000106397","PLOD3",2
"ENSG00000106462","EZH2",2
"ENSG00000106605","BLVRA",2
"ENSG00000106635","BCL7B",2
"ENSG00000106665","CLIP2",2
"ENSG00000106809","OGN",2
"ENSG00000106948","AKNA",2
"ENSG00000107186","MPDZ",2
"ENSG00000107201","RIGI",2
"ENSG00000107518","ATRNL1",2
"ENSG00000107643","MAPK8",2
"ENSG00000107719","PALD1",2
"ENSG00000107771","CCSER2",2
"ENSG00000107829","FBXW4",2
"ENSG00000107938","EDRF1",2
"ENSG00000108001","EBF3",2
"ENSG00000108231","LGI1",2
"ENSG00000108312","UBTF",2
"ENSG00000108370","RGS9",2
"ENSG00000108384","RAD51C",2
"ENSG00000108433","GOSR2",2
"ENSG00000108506","INTS2",2
"ENSG00000108510","MED13",2
"ENSG00000108515","ENO3",2
"ENSG00000108557","RAI1",2
"ENSG00000108559","NUP88",2
"ENSG00000108576","SLC6A4",2
"ENSG00000108582","CPD",2
"ENSG00000108604","SMARCD2",2
"ENSG00000108639","SYNGR2",2
"ENSG00000108848","LUC7L3",2
"ENSG00000109066","TMEM104",2
"ENSG00000109184","DCUN1D4",2
"ENSG00000109381","ELF2",2
"ENSG00000109618","SEPSECS",2
"ENSG00000109689","STIM2",2
"ENSG00000109743","BST1",2
"ENSG00000109762","SNX25",2
"ENSG00000109790","KLHL5",2
"ENSG00000109819","PPARGC1A",2
"ENSG00000109911","ELP4",2
"ENSG00000109920","FNBP4",2
"ENSG00000109943","CRTAM",2
"ENSG00000110042","DTX4",2
"ENSG00000110079","MS4A4A",2
"ENSG00000110108","TMEM109",2
"ENSG00000110171","TRIM3",2
"ENSG00000110172","CHORDC1",2
"ENSG00000110200","ANAPC15",2
"ENSG00000110497","AMBRA1",2
"ENSG00000110651","CD81",2
"ENSG00000110721","CHKA",2
"ENSG00000110768","GTF2H1",2
"ENSG00000111186","WNT5B",2
"ENSG00000111203","ITFG2",2
"ENSG00000111215","PRR4",2
"ENSG00000111252","SH2B3",2
"ENSG00000111432","FZD10",2
"ENSG00000111490","TBC1D30",2
"ENSG00000111540","RAB5B",2
"ENSG00000111554","MDM1",2
"ENSG00000111647","BLTP3B",2
"ENSG00000111860","CEP85L",2
"ENSG00000112159","MDN1",2
"ENSG00000112200","ZNF451",2
"ENSG00000112232","KHDRBS2",2
"ENSG00000112294","ALDH5A1",2
"ENSG00000112319","EYA4",2
"ENSG00000112473","SLC39A7",2
"ENSG00000112592","TBP",2
"ENSG00000112977","DAP",2
"ENSG00000112983","BRD8",2
"ENSG00000113262","GRM6",2
"ENSG00000113300","CNOT6",2
"ENSG00000113302","IL12B",2
"ENSG00000113318","MSH3",2
"ENSG00000113494","PRLR",2
"ENSG00000113522","RAD50",2
"ENSG00000113575","PPP2CA",2
"ENSG00000113580","NR3C1",2
"ENSG00000113645","WWC1",2
"ENSG00000113657","DPYSL3",2
"ENSG00000113712","CSNK1A1",2
"ENSG00000113742","CPEB4",2
"ENSG00000114023","FAM162A",2
"ENSG00000114098","ARMC8",2
"ENSG00000114204","SERPINI2",2
"ENSG00000114209","PDCD10",2
"ENSG00000114353","GNAI2",2
"ENSG00000114374","USP9Y",2
"ENSG00000114416","FXR1",2
"ENSG00000114487","MORC1",2
"ENSG00000114503","NCBP2",2
"ENSG00000114544","SLC41A3",2
"ENSG00000114573","ATP6V1A",2
"ENSG00000114670","NEK11",2
"ENSG00000114770","ABCC5",2
"ENSG00000114786","ABHD14A-ACY1",2
"ENSG00000114790","ARHGEF26",2
"ENSG00000114805","PLCH1",2
"ENSG00000114982","KANSL3",2
"ENSG00000115020","PIKFYVE",2
"ENSG00000115053","NCL",2
"ENSG00000115207","GTF3C2",2
"ENSG00000115252","PDE1A",2
"ENSG00000115267","IFIH1",2
"ENSG00000115286","NDUFS7",2
"ENSG00000115425","PECR",2
"ENSG00000115464","USP34",2
"ENSG00000115468","EFHD1",2
"ENSG00000115540","MOB4",2
"ENSG00000115641","FHL2",2
"ENSG00000115677","HDLBP",2
"ENSG00000115685","PPP1R7",2
"ENSG00000115839","RAB3GAP1",2
"ENSG00000115977","AAK1",2
"ENSG00000116016","EPAS1",2
"ENSG00000116198","CEP104",2
"ENSG00000116406","EDEM3",2
"ENSG00000116580","GON4L",2
"ENSG00000116649","SRM",2
"ENSG00000116698","SMG7",2
"ENSG00000116731","PRDM2",2
"ENSG00000116852","KIF21B",2
"ENSG00000117139","KDM5B",2
"ENSG00000117266","CDK18",2
"ENSG00000117298","ECE1",2
"ENSG00000117411","B4GALT2",2
"ENSG00000117501","MROH9",2
"ENSG00000117528","ABCD3",2
"ENSG00000117713","ARID1A",2
"ENSG00000118200","CAMSAP2",2
"ENSG00000118217","ATF6",2
"ENSG00000118260","CREB1",2
"ENSG00000118276","B4GALT6",2
"ENSG00000118307","DNAI7",2
"ENSG00000118308","IRAG2",2
"ENSG00000118482","PHF3",2
"ENSG00000118495","PLAGL1",2
"ENSG00000118520","ARG1",2
"ENSG00000118733","OLFM3",2
"ENSG00000118762","PKD2",2
"ENSG00000118777","ABCG2",2
"ENSG00000118898","PPL",2
"ENSG00000119041","GTF3C3",2
"ENSG00000119042","SATB2",2
"ENSG00000119280","C1orf198",2
"ENSG00000119335","SET",2
"ENSG00000119487","MAPKAP1",2
"ENSG00000119522","DENND1A",2
"ENSG00000119535","CSF3R",2
"ENSG00000119541","VPS4B",2
"ENSG00000119638","NEK9",2
"ENSG00000119689","DLST",2
"ENSG00000119778","ATAD2B",2
"ENSG00000119787","ATL2",2
"ENSG00000119844","AFTPH",2
"ENSG00000119953","SMNDC1",2
"ENSG00000120049","KCNIP2",2
"ENSG00000120137","PANK3",2
"ENSG00000120278","PLEKHG1",2
"ENSG00000120318","ARAP3",2
"ENSG00000120498","TEX11",2
"ENSG00000120519","SLC10A7",2
"ENSG00000120616","EPC1",2
"ENSG00000120656","TAF12",2
"ENSG00000120685","PROSER1",2
"ENSG00000120725","SIL1",2
"ENSG00000120913","PDLIM2",2
"ENSG00000120948","TARDBP",2
"ENSG00000121067","SPOP",2
"ENSG00000121073","SLC35B1",2
"ENSG00000121101","TEX14",2
"ENSG00000121380","BCL2L14",2
"ENSG00000121671","CRY2",2
"ENSG00000121892","PDS5A",2
"ENSG00000121964","GTDC1",2
"ENSG00000121989","ACVR2A",2
"ENSG00000122126","OCRL",2
"ENSG00000122257","RBBP6",2
"ENSG00000122367","LDB3",2
"ENSG00000122432","SPATA1",2
"ENSG00000122482","ZNF644",2
"ENSG00000122483","CCDC18",2
"ENSG00000122565","CBX3",2
"ENSG00000122733","PHF24",2
"ENSG00000122779","TRIM24",2
"ENSG00000122912","SLC25A16",2
"ENSG00000123159","GIPC1",2
"ENSG00000123219","CENPK",2
"ENSG00000123500","COL10A1",2
"ENSG00000123600","METTL8",2
"ENSG00000123636","BAZ2B",2
"ENSG00000124159","MATN4",2
"ENSG00000124225","PMEPA1",2
"ENSG00000124406","ATP8A1",2
"ENSG00000124429","POF1B",2
"ENSG00000124493","GRM4",2
"ENSG00000124507","PACSIN1",2
"ENSG00000124523","SIRT5",2
"ENSG00000124721","DNAH8",2
"ENSG00000125107","CNOT1",2
"ENSG00000125245","GPR18",2
"ENSG00000125363","AMELX",2
"ENSG00000125388","GRK4",2
"ENSG00000125447","GGA3",2
"ENSG00000125510","OPRL1",2
"ENSG00000125633","CCDC93",2
"ENSG00000125730","C3",2
"ENSG00000125812","GZF1",2
"ENSG00000125846","ZNF133",2
"ENSG00000125864","BFSP1",2
"ENSG00000125898","FAM110A",2
"ENSG00000125952","MAX",2
"ENSG00000125967","NECAB3",2
"ENSG00000126215","XRCC3",2
"ENSG00000126231","PROZ",2
"ENSG00000126351","THRA",2
"ENSG00000126457","PRMT1",2
"ENSG00000126602","TRAP1",2
"ENSG00000126653","NSRP1",2
"ENSG00000126698","DNAJC8",2
"ENSG00000126705","AHDC1",2
"ENSG00000126733","DACH2",2
"ENSG00000126778","SIX1",2
"ENSG00000126856","PRDM7",2
"ENSG00000126858","RHOT1",2
"ENSG00000127054","INTS11",2
"ENSG00000127084","FGD3",2
"ENSG00000127314","RAP1B",2
"ENSG00000127329","PTPRB",2
"ENSG00000127334","DYRK2",2
"ENSG00000127720","METTL25",2
"ENSG00000127948","POR",2
"ENSG00000127995","CASD1",2
"ENSG00000128245","YWHAH",2
"ENSG00000128604","IRF5",2
"ENSG00000128655","PDE11A",2
"ENSG00000128789","PSMG2",2
"ENSG00000128973","CLN6",2
"ENSG00000129083","COPB1",2
"ENSG00000129158","SERGEF",2
"ENSG00000129473","BCL2L2",2
"ENSG00000129521","EGLN3",2
"ENSG00000129534","MIS18BP1",2
"ENSG00000129595","EPB41L4A",2
"ENSG00000129682","FGF13",2
"ENSG00000129810","SGO1",2
"ENSG00000129911","KLF16",2
"ENSG00000129946","SHC2",2
"ENSG00000129968","ABHD17A",2
"ENSG00000130147","SH3BP4",2
"ENSG00000130158","DOCK6",2
"ENSG00000130177","CDC16",2
"ENSG00000130203","APOE",2
"ENSG00000130304","SLC27A1",2
"ENSG00000130475","FCHO1",2
"ENSG00000130511","SSBP4",2
"ENSG00000130695","CEP85",2
"ENSG00000130713","EXOSC2",2
"ENSG00000130714","POMT1",2
"ENSG00000130749","ZC3H4",2
"ENSG00000130751","NPAS1",2
"ENSG00000130783","CCDC62",2
"ENSG00000130787","HIP1R",2
"ENSG00000130822","PNCK",2
"ENSG00000130856","ZNF236",2
"ENSG00000131037","EPS8L1",2
"ENSG00000131044","TTLL9",2
"ENSG00000131051","RBM39",2
"ENSG00000131100","ATP6V1E1",2
"ENSG00000131149","GSE1",2
"ENSG00000131378","RFTN1",2
"ENSG00000131379","C3orf20",2
"ENSG00000131389","SLC6A6",2
"ENSG00000131409","LRRC4B",2
"ENSG00000131437","KIF3A",2
"ENSG00000131473","ACLY",2
"ENSG00000131504","DIAPH1",2
"ENSG00000131620","ANO1",2
"ENSG00000131626","PPFIA1",2
"ENSG00000131773","KHDRBS3",2
"ENSG00000131873","CHSY1",2
"ENSG00000132024","CC2D1A",2
"ENSG00000132274","TRIM22",2
"ENSG00000132300","PTCD3",2
"ENSG00000132359","RAP1GAP2",2
"ENSG00000132382","MYBBP1A",2
"ENSG00000132388","UBE2G1",2
"ENSG00000132549","VPS13B",2
"ENSG00000132604","TERF2",2
"ENSG00000132635","PCED1A",2
"ENSG00000132670","PTPRA",2
"ENSG00000132676","DAP3",2
"ENSG00000132906","CASP9",2
"ENSG00000132915","PDE6A",2
"ENSG00000132958","TPTE2",2
"ENSG00000132964","CDK8",2
"ENSG00000132972","RNF17",2
"ENSG00000133030","MPRIP",2
"ENSG00000133069","TMCC2",2
"ENSG00000133121","STARD13",2
"ENSG00000133195","SLC39A11",2
"ENSG00000133226","SRRM1",2
"ENSG00000133302","SLF1",2
"ENSG00000133460","SLC2A11",2
"ENSG00000133665","DYDC2",2
"ENSG00000133687","TMTC1",2
"ENSG00000133816","MICAL2",2
"ENSG00000133943","DGLUCY",2
"ENSG00000133958","UNC79",2
"ENSG00000134014","ELP3",2
"ENSG00000134030","CTIF",2
"ENSG00000134184","GSTM1",2
"ENSG00000134255","CEPT1",2
"ENSG00000134258","VTCN1",2
"ENSG00000134313","KIDINS220",2
"ENSG00000134343","ANO3",2
"ENSG00000134371","CDC73",2
"ENSG00000134444","RELCH",2
"ENSG00000134452","FBH1",2
"ENSG00000134480","CCNH",2
"ENSG00000134516","DOCK2",2
"ENSG00000134686","PHC2",2
"ENSG00000134744","TUT4",2
"ENSG00000134897","BIVM",2
"ENSG00000135218","CD36",2
"ENSG00000135220","UGT2A3",2
"ENSG00000135341","MAP3K7",2
"ENSG00000135363","LMO2",2
"ENSG00000135390","ATP5MC2",2
"ENSG00000135404","CD63",2
"ENSG00000135426","TESPA1",2
"ENSG00000135604","STX11",2
"ENSG00000135624","CCT7",2
"ENSG00000135775","COG2",2
"ENSG00000135835","KIAA1614",2
"ENSG00000135862","LAMC1",2
"ENSG00000135899","SP110",2
"ENSG00000135905","DOCK10",2
"ENSG00000135913","USP37",2
"ENSG00000135926","TMBIM1",2
"ENSG00000135932","CAB39",2
"ENSG00000135968","GCC2",2
"ENSG00000135976","ANKRD36",2
"ENSG00000136002","ARHGEF4",2
"ENSG00000136111","TBC1D4",2
"ENSG00000136122","BORA",2
"ENSG00000136143","SUCLA2",2
"ENSG00000136147","PHF11",2
"ENSG00000136153","LMO7",2
"ENSG00000136271","DDX56",2
"ENSG00000136280","CCM2",2
"ENSG00000136381","IREB2",2
"ENSG00000136436","CALCOCO2",2
"ENSG00000136478","TEX2",2
"ENSG00000136546","SCN7A",2
"ENSG00000136699","SMPD4",2
"ENSG00000136717","BIN1",2
"ENSG00000136731","UGGT1",2
"ENSG00000136854","STXBP1",2
"ENSG00000136874","STX17",2
"ENSG00000136888","ATP6V1G1",2
"ENSG00000137033","IL33",2
"ENSG00000137098","SPAG8",2
"ENSG00000137166","FOXP4",2
"ENSG00000137275","RIPK1",2
"ENSG00000137478","FCHSD2",2
"ENSG00000137502","RAB30",2
"ENSG00000137575","SDCBP",2
"ENSG00000137648","TMPRSS4",2
"ENSG00000137700","SLC37A4",2
"ENSG00000137727","ARHGAP20",2
"ENSG00000137812","KNL1",2
"ENSG00000137815","RTF1",2
"ENSG00000137824","RMDN3",2
"ENSG00000137842","TMEM62",2
"ENSG00000137871","ZNF280D",2
"ENSG00000137948","BRDT",2
"ENSG00000138050","THUMPD2",2
"ENSG00000138081","FBXO11",2
"ENSG00000138119","MYOF",2
"ENSG00000138190","EXOC6",2
"ENSG00000138315","OIT3",2
"ENSG00000138326","RPS24",2
"ENSG00000138435","CHRNA1",2
"ENSG00000138442","WDR12",2
"ENSG00000138593","SECISBP2L",2
"ENSG00000138606","SHF",2
"ENSG00000138613","APH1B",2
"ENSG00000138621","PPCDC",2
"ENSG00000138641","HERC3",2
"ENSG00000138660","AP1AR",2
"ENSG00000138670","RASGEF1B",2
"ENSG00000138709","LARP1B",2
"ENSG00000138750","NUP54",2
"ENSG00000138767","CNOT6L",2
"ENSG00000138771","SHROOM3",2
"ENSG00000138780","GSTCD",2
"ENSG00000138794","CASP6",2
"ENSG00000138795","LEF1",2
"ENSG00000138798","EGF",2
"ENSG00000139083","ETV6",2
"ENSG00000139116","KIF21A",2
"ENSG00000139132","FGD4",2
"ENSG00000139144","PIK3C2G",2
"ENSG00000139174","PRICKLE1",2
"ENSG00000139182","CLSTN3",2
"ENSG00000139218","SCAF11",2
"ENSG00000139292","LGR5",2
"ENSG00000139354","GAS2L3",2
"ENSG00000139496","NUP58",2
"ENSG00000139546","TARBP2",2
"ENSG00000139618","BRCA2",2
"ENSG00000139718","SETD1B",2
"ENSG00000139737","SLAIN1",2
"ENSG00000139767","SRRM4",2
"ENSG00000139842","CUL4A",2
"ENSG00000139926","FRMD6",2
"ENSG00000139946","PELI2",2
"ENSG00000140090","SLC24A4",2
"ENSG00000140093","SERPINA10",2
"ENSG00000140262","TCF12",2
"ENSG00000140451","PIF1",2
"ENSG00000140521","POLG",2
"ENSG00000140526","ABHD2",2
"ENSG00000140553","UNC45A",2
"ENSG00000140650","PMM2",2
"ENSG00000140675","SLC5A2",2
"ENSG00000140682","TGFB1I1",2
"ENSG00000140718","FTO",2
"ENSG00000140743","CDR2",2
"ENSG00000140937","CDH11",2
"ENSG00000140943","MBTPS1",2
"ENSG00000141002","TCF25",2
"ENSG00000141013","GAS8",2
"ENSG00000141127","PRPSAP2",2
"ENSG00000141279","NPEPPS",2
"ENSG00000141349","G6PC3",2
"ENSG00000141367","CLTC",2
"ENSG00000141404","GNAL",2
"ENSG00000141429","GALNT1",2
"ENSG00000141434","MEP1B",2
"ENSG00000141447","OSBPL1A",2
"ENSG00000141452","RMC1",2
"ENSG00000141456","PELP1",2
"ENSG00000141540","TTYH2",2
"ENSG00000141622","RNF165",2
"ENSG00000141646","SMAD4",2
"ENSG00000141665","FBXO15",2
"ENSG00000141699","RETREG3",2
"ENSG00000141736","ERBB2",2
"ENSG00000141756","FKBP10",2
"ENSG00000141905","NFIC",2
"ENSG00000141956","PRDM15",2
"ENSG00000141985","SH3GL1",2
"ENSG00000141994","DUS3L",2
"ENSG00000142046","TMEM91",2
"ENSG00000142178","SIK1",2
"ENSG00000142230","SAE1",2
"ENSG00000142459","EVI5L",2
"ENSG00000142512","SIGLEC10",2
"ENSG00000142552","RCN3",2
"ENSG00000142599","RERE",2
"ENSG00000142611","PRDM16",2
"ENSG00000142661","MYOM3",2
"ENSG00000143164","DCAF6",2
"ENSG00000143199","ADCY10",2
"ENSG00000143258","USP21",2
"ENSG00000143373","ZNF687",2
"ENSG00000143379","SETDB1",2
"ENSG00000143387","CTSK",2
"ENSG00000143437","ARNT",2
"ENSG00000143442","POGZ",2
"ENSG00000143493","INTS7",2
"ENSG00000143507","DUSP10",2
"ENSG00000143549","TPM3",2
"ENSG00000143643","TTC13",2
"ENSG00000143702","CEP170",2
"ENSG00000143727","ACP1",2
"ENSG00000143740","SNAP47",2
"ENSG00000143851","PTPN7",2
"ENSG00000143970","ASXL2",2
"ENSG00000144036","EXOC6B",2
"ENSG00000144040","SFXN5",2
"ENSG00000144043","TEX261",2
"ENSG00000144233","AMMECR1L",2
"ENSG00000144278","GALNT13",2
"ENSG00000144381","HSPD1",2
"ENSG00000144488","ESPNL",2
"ENSG00000144559","TAMM41",2
"ENSG00000144560","VGLL4",2
"ENSG00000144589","STK11IP",2
"ENSG00000144645","OSBPL10",2
"ENSG00000144647","POMGNT2",2
"ENSG00000144747","TMF1",2
"ENSG00000144749","LRIG1",2
"ENSG00000144848","ATG3",2
"ENSG00000144868","TMEM108",2
"ENSG00000144893","MED12L",2
"ENSG00000144962","SPATA16",2
"ENSG00000145012","LPP",2
"ENSG00000145087","STXBP5L",2
"ENSG00000145416","MARCHF1",2
"ENSG00000145495","MARCHF6",2
"ENSG00000145555","MYO10",2
"ENSG00000145604","SKP2",2
"ENSG00000145730","PAM",2
"ENSG00000145826","LECT2",2
"ENSG00000145864","GABRB2",2
"ENSG00000145882","PCYOX1L",2
"ENSG00000145920","CPLX2",2
"ENSG00000145934","TENM2",2
"ENSG00000145975","FAM217A",2
"ENSG00000146350","TBC1D32",2
"ENSG00000146376","ARHGAP18",2
"ENSG00000146576","INTS15",2
"ENSG00000146592","CREB5",2
"ENSG00000146826","TRAPPC14",2
"ENSG00000146842","TMEM209",2
"ENSG00000146966","DENND2A",2
"ENSG00000147050","KDM6A",2
"ENSG00000147065","MSN",2
"ENSG00000147162","OGT",2
"ENSG00000147164","SNX12",2
"ENSG00000147234","FRMPD3",2
"ENSG00000147274","RBMX",2
"ENSG00000147324","MFHAS1",2
"ENSG00000147419","CCDC25",2
"ENSG00000147459","DOCK5",2
"ENSG00000147606","SLC26A7",2
"ENSG00000147614","ATP6V0D2",2
"ENSG00000147677","EIF3H",2
"ENSG00000147684","NDUFB9",2
"ENSG00000147689","FAM83A",2
"ENSG00000147813","NAPRT",2
"ENSG00000147854","UHRF2",2
"ENSG00000147905","ZCCHC7",2
"ENSG00000148120","AOPEP",2
"ENSG00000148337","CIZ1",2
"ENSG00000148341","SH3GLB2",2
"ENSG00000148408","CACNA1B",2
"ENSG00000148516","ZEB1",2
"ENSG00000148690","FRA10AC1",2
"ENSG00000148700","ADD3",2
"ENSG00000148832","PAOX",2
"ENSG00000149084","HSD17B12",2
"ENSG00000149182","ARFGAP2",2
"ENSG00000149256","TENM4",2
"ENSG00000149292","TTC12",2
"ENSG00000149294","NCAM1",2
"ENSG00000149428","HYOU1",2
"ENSG00000149488","TMC2",2
"ENSG00000149499","EML3",2
"ENSG00000149527","PLCH2",2
"ENSG00000149532","CPSF7",2
"ENSG00000149781","FERMT3",2
"ENSG00000149925","ALDOA",2
"ENSG00000149972","CNTN5",2
"ENSG00000150054","MPP7",2
"ENSG00000150455","TIRAP",2
"ENSG00000150637","CD226",2
"ENSG00000150961","SEC24D",2
"ENSG00000150967","ABCB9",2
"ENSG00000151062","CACNA2D4",2
"ENSG00000151090","THRB",2
"ENSG00000151150","ANK3",2
"ENSG00000151276","MAGI1",2
"ENSG00000151332","MBIP",2
"ENSG00000151376","ME3",2
"ENSG00000151422","FER",2
"ENSG00000151617","EDNRA",2
"ENSG00000151690","MFSD6",2
"ENSG00000151693","ASAP2",2
"ENSG00000151779","NBAS",2
"ENSG00000151789","ZNF385D",2
"ENSG00000151834","GABRA2",2
"ENSG00000151952","TMEM132D",2
"ENSG00000152127","MGAT5",2
"ENSG00000152234","ATP5F1A",2
"ENSG00000152270","PDE3B",2
"ENSG00000152402","GUCY1A2",2
"ENSG00000152404","CWF19L2",2
"ENSG00000152495","CAMK4",2
"ENSG00000152520","PAN3",2
"ENSG00000152578","GRIA4",2
"ENSG00000152620","NADK2",2
"ENSG00000152689","RASGRP3",2
"ENSG00000152778","IFIT5",2
"ENSG00000152953","STK32B",2
"ENSG00000152969","JAKMIP1",2
"ENSG00000153002","CPB1",2
"ENSG00000153029","MR1",2
"ENSG00000153048","CARHSP1",2
"ENSG00000153201","RANBP2",2
"ENSG00000153214","TMEM87B",2
"ENSG00000153310","CYRIB",2
"ENSG00000153443","UBALD1",2
"ENSG00000153707","PTPRD",2
"ENSG00000153786","ZDHHC7",2
"ENSG00000153814","JAZF1",2
"ENSG00000153936","HS2ST1",2
"ENSG00000154040","CABYR",2
"ENSG00000154122","ANKH",2
"ENSG00000154162","CDH12",2
"ENSG00000154229","PRKCA",2
"ENSG00000154237","LRRK1",2
"ENSG00000154262","ABCA6",2
"ENSG00000154263","ABCA10",2
"ENSG00000154309","DISP1",2
"ENSG00000154358","OBSCN",2
"ENSG00000154451","GBP5",2
"ENSG00000154529","CNTNAP3B",2
"ENSG00000154734","ADAMTS1",2
"ENSG00000154864","PIEZO2",2
"ENSG00000155026","RSPH10B",2
"ENSG00000155189","AGPAT5",2
"ENSG00000155329","ZCCHC10",2
"ENSG00000155380","SLC16A1",2
"ENSG00000155438","NIFK",2
"ENSG00000155719","OTOA",2
"ENSG00000155744","HYCC2",2
"ENSG00000155903","RASA2",2
"ENSG00000155959","VBP1",2
"ENSG00000156030","MIDEAS",2
"ENSG00000156222","SLC28A1",2
"ENSG00000156265","MAP3K7CL",2
"ENSG00000156298","TSPAN7",2
"ENSG00000156502","SUPV3L1",2
"ENSG00000156508","EEF1A1",2
"ENSG00000156642","NPTN",2
"ENSG00000156687","UNC5D",2
"ENSG00000156860","FBRS",2
"ENSG00000156958","GALK2",2
"ENSG00000157087","ATP2B2",2
"ENSG00000157214","STEAP2",2
"ENSG00000157349","DDX19B",2
"ENSG00000157353","FCSK",2
"ENSG00000157404","KIT",2
"ENSG00000157570","TSPAN18",2
"ENSG00000157578","LCA5L",2
"ENSG00000157601","MX1",2
"ENSG00000157680","DGKI",2
"ENSG00000157764","BRAF",2
"ENSG00000157869","RAB28",2
"ENSG00000158169","FANCC",2
"ENSG00000158458","NRG2",2
"ENSG00000158517","NCF1",2
"ENSG00000158636","EMSY",2
"ENSG00000158793","NIT1",2
"ENSG00000158796","DEDD",2
"ENSG00000158985","CDC42SE2",2
"ENSG00000159082","SYNJ1",2
"ENSG00000159110","IFNAR2",2
"ENSG00000159314","ARHGAP27",2
"ENSG00000159461","AMFR",2
"ENSG00000159496","RGL4",2
"ENSG00000160097","FNDC5",2
"ENSG00000160223","ICOSLG",2
"ENSG00000160224","AIRE",2
"ENSG00000160256","SLX9",2
"ENSG00000160271","RALGDS",2
"ENSG00000160282","FTCD",2
"ENSG00000160293","VAV2",2
"ENSG00000160299","PCNT",2
