gene_id	logFC	logCPM	F	PValue	FDR
ENSG00000151615	-9.72089159315246	6.7518149354452	1074.86034870774	5.55650584258728e-07	0.00643166311203431
ENSG00000165646	-6.07097938487975	6.32648516263378	658.781921466469	1.85519857745758e-06	0.00643166311203431
ENSG00000162105	-5.6890064923556	6.4943472451662	608.951383585465	2.25101677136763e-06	0.00643166311203431
ENSG00000137693	6.12123467358208	7.7738077129912	552.820207604521	2.85482776005467e-06	0.00643166311203431
ENSG00000143768	7.00163472239286	4.75648452210992	546.494100490234	2.93668511760148e-06	0.00643166311203431
ENSG00000185650	6.60509183749613	7.75175408126372	541.928284128282	2.99782648533514e-06	0.00643166311203431
ENSG00000142089	6.97190375826424	6.60415567979206	509.873809825194	3.48195751755782e-06	0.00643166311203431
ENSG00000104722	-5.07514012210174	7.2263519179929	483.847732259944	3.9597501823141e-06	0.00643166311203431
ENSG00000053108	-7.73261963530429	7.49951772246246	479.238931846994	4.05383929673356e-06	0.00643166311203431
ENSG00000254202	6.61445273302664	7.09534272135742	475.069333895777	4.14168898311671e-06	0.00643166311203431
ENSG00000239922	6.03723316171171	5.37906204708224	472.562842816261	4.19578942334114e-06	0.00643166311203431
ENSG00000074181	5.22243298556771	4.89381898279099	439.127773443996	5.02305732596353e-06	0.00643166311203431
ENSG00000185885	6.13240662671558	5.017537952405	424.520627509616	5.45733685173929e-06	0.00643166311203431
ENSG00000225945	7.79220487831845	4.64183910080716	419.545626331898	5.61729056232155e-06	0.00643166311203431
ENSG00000162188	-5.599619708423	6.42965171960523	412.985108701958	5.83846272900863e-06	0.00643166311203431
ENSG00000175874	-5.88932992097267	4.34699003293576	401.172591892565	6.2686290322104e-06	0.00643166311203431
ENSG00000187122	-4.85366246013701	7.31022784958715	399.18454215688	6.34537056221935e-06	0.00643166311203431
ENSG00000108309	-3.94666493803424	6.00139099913242	389.097622794702	6.75579872958665e-06	0.00643166311203431
ENSG00000171243	6.43467718409933	4.20313175663047	387.491777436943	6.82455623247418e-06	0.00643166311203431
ENSG00000277586	-5.79861222209392	6.57544287405813	381.59890491619	7.08546513651759e-06	0.00643166311203431
ENSG00000119283	-4.22902427601792	4.77525704373013	364.640709698496	7.91927086689099e-06	0.00643166311203431
ENSG00000101489	-4.74980637533491	8.36052507900801	363.209850744631	7.99582132893556e-06	0.00643166311203431
ENSG00000145808	4.01636904278081	5.51821377826376	356.556382585337	8.3657783796274e-06	0.00643166311203431
ENSG00000180447	4.25312345781137	5.32809530937118	356.043871934348	8.39526587064497e-06	0.00643166311203431
ENSG00000196132	-4.53857255896598	5.93645237750152	353.240498283939	8.55916966999935e-06	0.00643166311203431
ENSG00000140545	3.57343573566892	5.49704126910505	347.501723680293	8.90899697638222e-06	0.00643166311203431
ENSG00000145920	-3.9563784985533	6.52768731250773	345.888992559797	9.01091597653382e-06	0.00643166311203431
ENSG00000130287	-4.55837557084051	4.99448217168458	341.073207373482	9.32518088080305e-06	0.00643166311203431
ENSG00000135447	-4.03826279729556	6.50752394729634	331.046414887987	1.00307545728508e-05	0.00643166311203431
ENSG00000135406	-4.93553170117071	5.35614099627011	329.344339453061	1.01579170057705e-05	0.00643166311203431
ENSG00000015592	-4.67567942516485	8.35694499872094	328.168697824299	1.02470746862969e-05	0.00643166311203431
ENSG00000109991	-5.75282345555696	5.19356286158312	329.351806799878	1.03017959449223e-05	0.00643166311203431
ENSG00000166803	5.17331122879077	4.2769111336751	315.919878010533	1.12450164407178e-05	0.00643166311203431
ENSG00000118523	8.52512189090806	5.29508694054063	320.082690969912	1.12735734447157e-05	0.00643166311203431
ENSG00000152977	4.5283200690096	5.80508332809733	315.119327234086	1.13149188671924e-05	0.00643166311203431
ENSG00000243319	-4.09161995160779	5.07227135479698	309.188210728911	1.18523321044567e-05	0.00643166311203431
ENSG00000145824	4.92708842944736	4.44544959047312	308.107245532291	1.19541224219964e-05	0.00643166311203431
ENSG00000128833	3.56578046193258	5.28477407668564	305.530419616459	1.22017756068739e-05	0.00643166311203431
ENSG00000143375	3.58006743535164	5.32408721817437	298.438352795044	1.29217301580342e-05	0.00643166311203431
ENSG00000104375	3.37774536375055	6.56941358655975	297.943741337831	1.29741456322365e-05	0.00643166311203431
ENSG00000146250	5.46522872422948	4.6498577790424	296.968730715234	1.30783482175741e-05	0.00643166311203431
ENSG00000103034	-3.30903730158597	6.71791693045614	294.336561917557	1.33655926581501e-05	0.00643166311203431
ENSG00000089685	4.64103944270848	5.00167273875514	291.593636182753	1.36744381256316e-05	0.00643166311203431
ENSG00000157064	-5.43730652071761	6.20062331977743	293.992757693425	1.37089968326846e-05	0.00643166311203431
ENSG00000167281	-3.42818728626274	5.61431730561937	290.3794952868	1.38143512210368e-05	0.00643166311203431
ENSG00000136274	-3.1680498851112	5.28448809232812	285.85968301791	1.43532422474624e-05	0.00643166311203431
ENSG00000164294	6.15236559724444	4.21321325496297	284.713000052172	1.44946454184431e-05	0.00643166311203431
ENSG00000114315	6.53143569592234	8.24675535742156	286.071572173688	1.45368309241791e-05	0.00643166311203431
ENSG00000178999	5.49384203264629	4.02028283479729	282.424910679226	1.47827045486273e-05	0.00643166311203431
ENSG00000198732	4.19208914678421	5.25143475614168	279.355402455478	1.51819189133452e-05	0.00643166311203431
ENSG00000254377	-5.03381264100908	5.95363357614454	275.876776578133	1.60025951800854e-05	0.00643166311203431
