ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0051276	chromosome organization	171	-0.6300433287764775	-4.554871168887885	2.2765619872927294e-43	6.806920342005261e-41	4.88861732008123e-41	645	tags=76%, list=28%, signal=59%	ZWILCH/PCNA/FBXO5/RFC4/FEN1/HNRNPA1/MIS18A/KNSTRN/CHTF8/CHTF18/SMC2/NDC1/INCENP/DDX11/EZH2/NASP/ITGB3BP/CENPV/KIF22/SPDL1/RACGAP1/SLF1/CENPI/H1-2/GINS1/MCM3/GINS3/NCAPG2/PSRC1/RECQL4/H4C5/H1-4/HMGB3/RFC5/RFC3/KNTC1/MCM7/FANCD2/GINS4/PRC1/SGO2/POLQ/SMC4/CENPO/CENPW/BRCA2/MCM4/HMGA1/ESCO2/CENPK/CDT1/TRIP13/H3C10/H4C3/MCM6/BRIP1/H4C8/CENPH/KIF11/SPAG5/ANXA1/NCAPD2/CDC6/RAD51/HMGB2/CHEK2/MCM5/KIF18B/KNL1/CENPE/SPC24/CDCA5/SGO1/GINS2/ZWINT/DNA2/BLM/TACC3/KIF23/KIF14/NCAPH/RAD54L/DSCC1/MCM2/NUSAP1/TPX2/MAD2L1/H3C6/KIF2C/CCNB1/CDC45/CDCA8/H4C2/PTTG1/KIF4A/CDK1/NDC80/PLK1/H1-3/NCAPG/KIF18A/CENPF/BIRC5/BUB1B/PIF1/RMI2/TOP2A/HJURP/CENPA/TTK/CDC20/NUF2/NEK2/BUB1/UBE2C/OIP5/AURKB/MYBL2/DLGAP5/MND1/EXO1/H1-5/H4C9/H3C11/HMGA2/H3C12/H3C7/H3C4/H3C8/H3C2
GO:0022402	cell cycle process	283	-0.4779450767896598	-3.676333969775415	8.917465050027051e-35	1.3331610249790443e-32	9.574541422134309e-33	675	tags=64%, list=29%, signal=52%	ZW10/INSM1/ACTL6A/RPS3/BMP4/FANCA/CKAP5/STMN1/CPSF3/RMI1/HAUS8/ZWILCH/PCNA/FBXO5/RFWD3/FEN1/MIS18A/KNSTRN/WDR62/CHTF8/SMC2/H2AX/AVEN/NDC1/TFAP4/KLHDC8B/INCENP/ID2/DBF4/HAUS1/RAD18/DDX11/KIF20B/EZH2/TUBA1A/ITGB3BP/CENPV/KIF22/TIMELESS/SPDL1/CDKN1C/RACGAP1/RRM1/SLF1/CENPI/CDK6/MYBL1/CEP152/CKAP2/GINS1/MCM3/GINS3/NCAPG2/CCL2/PSRC1/FSD1/SKP2/EME1/E2F1/CDC25A/KNTC1/FANCD2/BRCA1/PRC1/GMNN/CDC7/WNT5A/ECT2/SGO2/SMC4/RCC1/LLGL1/CENPO/CENPW/BRCA2/MCM4/ESCO2/CENPK/CDT1/TRIP13/E2F7/STIL/MCM6/PLK4/BRIP1/SAPCD2/CKS1B/CENPH/CHEK1/MN1/KIF11/SPAG5/ANXA1/NCAPD2/CDC6/CCNF/RAD51/DBF4B/CHEK2/AURKA/XRCC2/KIF18B/KNL1/RAD51AP1/BORA/CENPE/SPC24/CENPU/CDCA5/SGO1/CKS2/CDKN3/ANLN/RRM2/ZWINT/DNA2/AUNIP/BLM/TACC3/SKA3/KIF23/KIF14/MKI67/NCAPH/CDCA2/MELK/RAD54L/GJA1/CEP55/DSCC1/MCM2/NUSAP1/ORC1/TPX2/MAD2L1/TK1/KIF2C/DTL/FAM83D/TICRR/CCNB1/GTSE1/ASPM/CDC45/CDCA8/PTTG1/KIF4A/CDK1/NDC80/PLK1/NCAPG/FOXM1/CCNA2/KIF18A/CCNA1/CENPF/BIRC5/PCLAF/CENPM/BUB1B/RMI2/TOP2A/HJURP/CENPA/TTK/CDC20/NUF2/KIF20A/NEK2/BUB1/UBE2C/FGF8/SPHK1/OIP5/CCNB2/AURKB/MYBL2/DLGAP5/MND1/CDC25C/HMGA2
GO:0007049	cell cycle	360	-0.434070568882209	-3.454391396685434	4.691830791960136e-34	4.676191355986936e-32	3.358363093192519e-32	675	tags=59%, list=29%, signal=50%	ZW10/INSM1/ACTL6A/RPS3/BMP4/FANCA/CKAP5/STMN1/CHAF1A/SUV39H1/CPSF3/RMI1/HAUS8/ZWILCH/PCNA/FBXO5/TFDP2/RFWD3/FEN1/MIS18A/KNSTRN/WDR62/CHTF8/CHTF18/SMC2/H2AX/AVEN/NDC1/TFAP4/KLHDC8B/INCENP/ID2/DBF4/HAUS1/RAD18/DDX11/KIF20B/EZH2/TUBA1A/NASP/ITGB3BP/CENPV/KIF22/IPO5/TIMELESS/SPDL1/CDKN1C/RACGAP1/DDIAS/RRM1/SLF1/NR2F2/CENPI/CDK6/MYBL1/CEP152/CKAP2/GINS1/MCM3/GINS3/NCAPG2/TUBB3/SUV39H2/CCL2/PSRC1/FSD1/CDCA3/PRR11/SKP2/FIGN/EME1/E2F1/CHAF1B/CDC25A/KNTC1/MCM7/FANCD2/BRCA1/PRC1/GMNN/CDC7/WNT5A/ECT2/SGO2/SMC4/RCC1/LLGL1/MYOCD/CENPO/CENPW/KRT18/BRCA2/MCM4/ESCO2/CENPK/CDT1/TRIP13/E2F7/STIL/MCM6/ASCL1/PLK4/BRIP1/SAPCD2/CKS1B/CENPH/CHEK1/MN1/KIF11/SPAG5/ANXA1/NCAPD2/CDC6/CCNF/RAD51/DBF4B/LFNG/WDHD1/CHEK2/AURKA/MCM5/XRCC2/KIF18B/KNL1/RAD51AP1/BORA/CENPE/SPC24/CENPU/CDCA5/SGO1/CKS2/CDKN3/ANLN/RRM2/DHCR24/ZWINT/DNA2/AUNIP/BLM/TACC3/SKA3/HELLS/KIF23/KIF14/MKI67/NCAPH/CDCA2/MELK/RAD54L/GJA1/CEP55/DSCC1/MCM2/NUSAP1/ORC1/TPX2/MAD2L1/TK1/TUBA1B/KIF2C/DTL/FAM83D/ERCC6L/TICRR/CCNB1/GTSE1/ASPM/CDC45/CDCA8/PTTG1/KIF4A/CDK1/NDC80/PLK1/PBK/NCAPG/FOXM1/CCNA2/KIF18A/CCNA1/CENPF/BIRC5/PCLAF/CENPM/BUB1B/RMI2/TOP2A/MYB/HJURP/CENPA/TTK/CDC20/NUF2/KIF20A/NEK2/BUB1/UBE2C/FGF8/SPHK1/OIP5/CCNB2/PIMREG/AURKB/MYBL2/DLGAP5/MND1/EXO1/MIS18BP1/UHRF1/CDC25C/HMGA2/FOXE3
GO:0007059	chromosome segregation	121	-0.6082608337519165	-3.9448716170801417	8.981963116859958e-29	6.714017429852818e-27	4.821895989051135e-27	380	tags=77%, list=16%, signal=68%	ZW10/ACTL6A/RPS3/HAUS8/ZWILCH/FBXO5/MIS18A/KNSTRN/SMC2/NDC1/KLHDC8B/INCENP/HAUS1/RAD18/ITGB3BP/KIF22/SPDL1/RACGAP1/CENPI/NCAPG2/PSRC1/KNTC1/FANCD2/BRCA1/PRC1/ECT2/SGO2/SMC4/RCC1/CENPO/CENPW/ESCO2/CENPK/CDT1/TRIP13/STIL/BRIP1/CENPH/KIF11/SPAG5/NCAPD2/CDC6/CHEK2/AURKA/KIF18B/KNL1/CENPE/SPC24/CENPU/CDCA5/SGO1/ZWINT/TACC3/SKA3/KIF23/KIF14/MKI67/NCAPH/CDCA2/NUSAP1/TPX2/MAD2L1/KIF2C/FAM83D/CCNB1/ASPM/CDCA8/PTTG1/KIF4A/CDK1/NDC80/PLK1/NCAPG/KIF18A/CENPF/BIRC5/CENPM/BUB1B/RMI2/TOP2A/HJURP/TTK/CDC20/NUF2/NEK2/BUB1/UBE2C/OIP5/CCNB2/AURKB/MYBL2/DLGAP5/MND1
GO:0007600	sensory perception	138	0.6365777862444734	3.269164443923098	2.144786622709691e-26	1.2825824003803951e-24	9.211294127005831e-25	245	tags=49%, list=11%, signal=47%	GNAT1/PDE6G/RHO/GUCA1C/PRPH2/RS1/PDE6A/PDE6H/RAX2/ARR3/RP1/GUCA1ANB-GUCA1A/RDH12/IMPG1/GUCA1B/GNAT2/RCVRN/PPEF2/AIPL1/CNGB1/HOXB8/NR2E3/CPLX4/USH2A/PDC/GUCY2D/RGS9BP/ROM1/RD3/CACNA1F/RRH/PCARE/EPAS1/TULP1/RBP3/ABCA4/CNGB3/RLBP1/IMPG2/SLC24A4/CABP4/AQP1/RP1L1/GJD2/MYO3B/RPGRIP1/LRAT/CRX/RGR/EYS/TAFA4/UNC119/BEST1/LHFPL3/PDE6C/DHRS3/AOC2/PHF24/PRCD/GUCA1A/SFRP5/KCNJ10/ESPN/RGS9/SEMA5B/LHFPL4/PDE6B/CPLX3
GO:0003008	system process	350	0.48717211723994497	2.7491732565206686	1.3968017388940693e-25	6.960728665488779e-24	4.99907990762088e-24	531	tags=47%, list=23%, signal=43%	GNAT1/PDE6G/RHO/GUCA1C/PRPH2/RS1/PDE6A/PDE6H/RAX2/ARR3/RP1/GUCA1ANB-GUCA1A/RDH12/IMPG1/GUCA1B/GNAT2/RCVRN/PPEF2/AIPL1/CNGB1/HOXB8/NR2E3/CPLX4/USH2A/PDC/GUCY2D/RGS9BP/ROM1/RD3/CACNA1F/RRH/PCARE/EPAS1/TULP1/RBP3/ABCA4/SLC24A2/STAC2/MYL4/HCN1/RIMS2/CNGB3/RLBP1/IMPG2/SLC24A4/GNB3/CABP4/AQP1/RP1L1/FAM107A/GJD2/MYO3B/RPGRIP1/SERPINA3/LRAT/CRX/RGR/SLC1A7/EYS/TAFA4/UNC119/BEST1/INHBB/LHFPL3/PDE6C/KCNH6/DHRS3/AOC2/PHF24/PRCD/PPP1R1B/SLC38A3/GUCA1A/SFRP5/EGR2/LMOD1/KCNJ10/PTN/ESPN/RGS9/HOPX/SEMA5B/VEGFA/NEUROG1/SLC38A5/SNAP25/SH3GL2/LHFPL4/ADRA2C/TNR/ABCA7/SLC15A2/PDE6B/JAKMIP1/EDNRB/NTRK2/SLC6A6/CPLX3/KCNIP2/SLC1A2/KCNMA1/GABRG3/ATP2B2/HEG1/RGS4/CHL1/FXYD1/TMEM108/KCNA2/AKR1C3/CACNB2/SEZ6/SCARB1/ARHGAP42/ADCY1/KIFC3/CAMK2B/MYO7A/SLC1A3/APOE/SHANK2/SLC7A11/AGT/DDIT3/BRINP1/FOS/PAX2/PDE8B/NRXN3/SPP1/KCND3/PRNP/MYO5B/SCN2A/ADCY5/DLG4/PDE4A/DMD/ATXN1/NEDD4L/AQP3/BBS5/SLC4A5/SLC22A5/SPTBN4/CNR1/RDH5/TFAP2A/GABRR2/JPH3/RHPN2/IGFBP5/SLC24A1/IGSF11/KCNB2/CDH23/PPARA/NDP/MEF2C/ATP1B2/GAS6/RBP4/HMOX1/NEUROD1/ARL6
GO:0010564	regulation of cell cycle process	166	-0.514187378018338	-3.6463504281453187	2.891876017167236e-25	1.2352441844757194e-23	8.871318909806258e-24	675	tags=69%, list=29%, signal=53%	ZW10/INSM1/ACTL6A/BMP4/CPSF3/ZWILCH/FBXO5/RFWD3/FEN1/KNSTRN/WDR62/SMC2/H2AX/AVEN/TFAP4/INCENP/ID2/DBF4/RAD18/DDX11/KIF20B/EZH2/CENPV/TIMELESS/SPDL1/CDKN1C/RACGAP1/RRM1/SLF1/CDK6/NCAPG2/CCL2/PSRC1/FSD1/EME1/E2F1/CDC25A/KNTC1/FANCD2/BRCA1/PRC1/CDC7/WNT5A/ECT2/SMC4/RCC1/BRCA2/CDT1/TRIP13/E2F7/STIL/PLK4/BRIP1/CHEK1/MN1/KIF11/SPAG5/ANXA1/NCAPD2/CDC6/CCNF/RAD51/DBF4B/CHEK2/AURKA/KNL1/RAD51AP1/BORA/CENPE/SPC24/CDCA5/ANLN/RRM2/ZWINT/DNA2/BLM/TACC3/KIF23/KIF14/MKI67/NCAPH/CDCA2/NUSAP1/ORC1/TPX2/MAD2L1/KIF2C/DTL/FAM83D/TICRR/CCNB1/GTSE1/CDC45/CDCA8/CDK1/NDC80/PLK1/NCAPG/CENPF/BIRC5/BUB1B/RMI2/TTK/CDC20/NUF2/KIF20A/NEK2/BUB1/UBE2C/FGF8/SPHK1/AURKB/DLGAP5/CDC25C/HMGA2
GO:0050877	nervous system process	230	0.5449217279853533	2.970895666404276	1.7337987294599364e-24	6.480072751356512e-23	4.6538808001293037e-23	456	tags=51%, list=20%, signal=45%	GNAT1/PDE6G/RHO/GUCA1C/PRPH2/RS1/PDE6A/PDE6H/RAX2/ARR3/RP1/GUCA1ANB-GUCA1A/RDH12/IMPG1/GUCA1B/GNAT2/RCVRN/PPEF2/AIPL1/CNGB1/HOXB8/NR2E3/CPLX4/USH2A/PDC/GUCY2D/RGS9BP/ROM1/RD3/CACNA1F/RRH/PCARE/EPAS1/TULP1/RBP3/ABCA4/SLC24A2/STAC2/HCN1/RIMS2/CNGB3/RLBP1/IMPG2/SLC24A4/CABP4/AQP1/RP1L1/FAM107A/GJD2/MYO3B/RPGRIP1/LRAT/CRX/RGR/SLC1A7/EYS/TAFA4/UNC119/BEST1/LHFPL3/PDE6C/DHRS3/AOC2/PHF24/PRCD/PPP1R1B/GUCA1A/SFRP5/EGR2/KCNJ10/PTN/ESPN/RGS9/SEMA5B/NEUROG1/SNAP25/LHFPL4/TNR/ABCA7/PDE6B/JAKMIP1/NTRK2/CPLX3/GABRG3/ATP2B2/RGS4/CHL1/TMEM108/KCNA2/CACNB2/SEZ6/ADCY1/KIFC3/MYO7A/SLC1A3/APOE/SHANK2/SLC7A11/DDIT3/BRINP1/FOS/PAX2/PDE8B/NRXN3/PRNP/SCN2A/ADCY5/DLG4/PDE4A/DMD/ATXN1/BBS5/SPTBN4/CNR1/RDH5/TFAP2A/GABRR2
GO:1903047	mitotic cell cycle process	203	-0.4751467310350228	-3.606668992852865	3.0205626949813927e-24	1.0034980508882626e-22	7.206956605569639e-23	675	tags=65%, list=29%, signal=51%	ZW10/ACTL6A/BMP4/CKAP5/STMN1/CPSF3/ZWILCH/PCNA/FBXO5/RFWD3/KNSTRN/WDR62/SMC2/AVEN/TFAP4/KLHDC8B/INCENP/ID2/DBF4/KIF20B/EZH2/KIF22/SPDL1/CDKN1C/RACGAP1/RRM1/CENPI/CDK6/CKAP2/GINS1/MCM3/GINS3/NCAPG2/CCL2/PSRC1/FSD1/SKP2/EME1/E2F1/CDC25A/KNTC1/FANCD2/BRCA1/PRC1/CDC7/ECT2/SMC4/RCC1/BRCA2/MCM4/CENPK/CDT1/TRIP13/E2F7/STIL/MCM6/SAPCD2/CKS1B/CENPH/CHEK1/KIF11/SPAG5/ANXA1/NCAPD2/CDC6/CCNF/RAD51/DBF4B/CHEK2/AURKA/KIF18B/KNL1/BORA/CENPE/SPC24/CDCA5/CKS2/CDKN3/ANLN/RRM2/ZWINT/DNA2/BLM/TACC3/KIF23/KIF14/MKI67/NCAPH/CDCA2/MELK/GJA1/CEP55/MCM2/NUSAP1/ORC1/TPX2/MAD2L1/TK1/KIF2C/DTL/TICRR/CCNB1/GTSE1/CDC45/CDCA8/KIF4A/CDK1/NDC80/PLK1/NCAPG/FOXM1/CCNA2/KIF18A/CCNA1/CENPF/BIRC5/BUB1B/CENPA/TTK/CDC20/NUF2/KIF20A/NEK2/BUB1/UBE2C/FGF8/SPHK1/CCNB2/AURKB/MYBL2/DLGAP5/CDC25C
GO:0000278	mitotic cell cycle	229	-0.45098192265629383	-3.396405467151829	4.758633837167966e-24	1.4228315173132218e-22	1.0218540029287002e-22	589	tags=72%, list=25%, signal=59%	RNASEH2B/CIT/GEN1/TACC2/BCL7A/MAD2L2/VRK1/RAN/CALM2/TTL/POLA1/TBCD/TTLL12/CLSPN/FBXL7/LIG1/MRE11/PAX6/RANBP1/TUBB2B/ZW10/ACTL6A/BMP4/CKAP5/STMN1/CPSF3/ZWILCH/PCNA/FBXO5/RFWD3/KNSTRN/WDR62/SMC2/AVEN/TFAP4/KLHDC8B/INCENP/ID2/DBF4/KIF20B/EZH2/TUBA1A/KIF22/SPDL1/CDKN1C/RACGAP1/RRM1/CENPI/CDK6/MYBL1/CKAP2/GINS1/MCM3/GINS3/NCAPG2/TUBB3/CCL2/PSRC1/FSD1/SKP2/EME1/E2F1/CDC25A/KNTC1/FANCD2/BRCA1/PRC1/GMNN/CDC7/ECT2/SMC4/RCC1/CENPW/BRCA2/MCM4/CENPK/CDT1/TRIP13/E2F7/STIL/MCM6/ASCL1/SAPCD2/CKS1B/CENPH/CHEK1/KIF11/SPAG5/ANXA1/NCAPD2/CDC6/CCNF/RAD51/DBF4B/WDHD1/CHEK2/AURKA/XRCC2/KIF18B/KNL1/BORA/CENPE/SPC24/CDCA5/CKS2/CDKN3/ANLN/RRM2/ZWINT/DNA2/BLM/TACC3/SKA3/KIF23/KIF14/MKI67/NCAPH/CDCA2/MELK/GJA1/CEP55/MCM2/NUSAP1/ORC1/TPX2/MAD2L1/TK1/TUBA1B/KIF2C/DTL/TICRR/CCNB1/GTSE1/CDC45/CDCA8/KIF4A/CDK1/NDC80/PLK1/PBK/NCAPG/FOXM1/CCNA2/KIF18A/CCNA1/CENPF/BIRC5/BUB1B/MYB/CENPA/TTK/CDC20/NUF2/KIF20A/NEK2/BUB1/UBE2C/FGF8/SPHK1/CCNB2/AURKB/MYBL2/DLGAP5/CDC25C
