condition_1	condition_2	conseqPair	feature	propOfRelevantEvents	propCiLo	propCiHi	propPval	nUp	nDown	propQval	Significant
RGC	Stage_1	coding_potential	Transcript is Noncoding (paired with Transcript is coding)	0.37037037037037035	0.31970931815073494	0.423238775308475	1.3677837424710087e-6	130	221	4.1033512274130266e-6	TRUE
RGC	Stage_1	domain_isotype	Domain non-reference isotype loss (paired with Domain non-reference isotype gain)	0.7764705882352941	0.7203082363136869	0.8260826450371437	2.012920050223632e-19	198	57	2.4155040602683587e-18	TRUE
RGC	Stage_1	domains_identified	Domain loss (paired with Domain gain)	0.3465085638998682	0.3126488107174117	0.3815665514481362	2.1023813415331676e-17	263	496	1.681905073226534e-16	TRUE
RGC	Stage_1	intron_retention	Intron retention loss (paired with Intron retention gain)	0.6807511737089202	0.6341653596201641	0.7248044449190123	6.629613190605215e-14	290	136	3.9777679143631293e-13	TRUE
RGC	Stage_1	NMD_status	NMD sensitive (paired with NMD insensitive)	0.2702702702702703	0.20773315205763127	0.34032832255372814	3.221211977206867e-10	50	135	1.5461817490592962e-9	TRUE
RGC	Stage_1	ORF	Complete ORF loss (paired with Complete ORF gain)	0.37037037037037035	0.31970931815073494	0.423238775308475	1.3677837424710087e-6	130	221	4.1033512274130266e-6	TRUE
RGC	Stage_1	ORF_length	ORF is shorter (paired with ORF is longer)	0.30128205128205127	0.2720185920137647	0.33180185943624796	9.768731409285432e-35	282	654	2.344495538228504e-33	TRUE
RGC	Stage_1	signal_peptide_identified	Signal peptide loss (paired with Signal peptide gain)	0.32941176470588235	0.2312598340863629	0.4398398589664132	0.002194908907780587	28	57	0.005071726446738984	TRUE
RGC	Stage_2	coding_potential	Transcript is Noncoding (paired with Transcript is coding)	0.5357142857142857	0.46807209372063163	0.6023987820207343	0.31623292970348016	120	104	0.361409062518263	FALSE
RGC	Stage_2	domain_isotype	Domain non-reference isotype loss (paired with Domain non-reference isotype gain)	0.5448717948717948	0.46331291772588107	0.6246935992298358	0.29793364454191945	85	71	0.361409062518263	FALSE
RGC	Stage_2	domains_identified	Domain loss (paired with Domain gain)	0.5299334811529933	0.4826947975185746	0.5767771361030352	0.22079965198222265	239	212	0.3108218931607603	FALSE
RGC	Stage_2	intron_retention	Intron retention loss (paired with Intron retention gain)	0.4344262295081967	0.3713171700434299	0.49914799720988	0.04696981138487363	106	138	0.09393962276974727	FALSE
RGC	Stage_2	NMD_status	NMD sensitive (paired with NMD insensitive)	0.46938775510204084	0.3677845092014449	0.5728904522025193	0.6137344676301392	46	52	0.6695285101419699	FALSE
RGC	Stage_2	ORF	Complete ORF loss (paired with Complete ORF gain)	0.5357142857142857	0.46807209372063163	0.6023987820207343	0.31623292970348016	120	104	0.361409062518263	FALSE
RGC	Stage_2	ORF_length	ORF is shorter (paired with ORF is longer)	0.492831541218638	0.4505864156269453	0.5351529388707513	0.7670062196224832	275	283	0.8003543161278085	FALSE
RGC	Stage_2	signal_peptide_identified	Signal peptide loss (paired with Signal peptide gain)	0.5833333333333334	0.4611132583957715	0.6984788317689608	0.19450516586739966	42	30	0.2917577488010995	FALSE
RGC	Stage_3	coding_potential	Transcript is Noncoding (paired with Transcript is coding)	0.4591194968553459	0.40338220473050285	0.5156253020982777	0.16083031402747716	146	172	0.2573285024439635	FALSE
RGC	Stage_3	domain_isotype	Domain non-reference isotype loss (paired with Domain non-reference isotype gain)	0.669683257918552	0.6034444169436972	0.7312977403679402	5.051957345285671e-7	148	73	2.0207829381142685e-6	TRUE
RGC	Stage_3	domains_identified	Domain loss (paired with Domain gain)	0.47633136094674555	0.43811649422699817	0.514753684226966	0.23311641987057025	322	354	0.3108218931607603	FALSE
RGC	Stage_3	intron_retention	Intron retention loss (paired with Intron retention gain)	0.5433673469387755	0.4926127122528137	0.5934623716482452	0.09543840380510805	213	179	0.1761939762555841	FALSE
RGC	Stage_3	NMD_status	NMD sensitive (paired with NMD insensitive)	0.5121951219512195	0.4330360697189014	0.5909055233829934	0.8148707813473869	84	80	0.8148707813473869	FALSE
RGC	Stage_3	ORF	Complete ORF loss (paired with Complete ORF gain)	0.4591194968553459	0.40338220473050285	0.5156253020982777	0.16083031402747716	146	172	0.2573285024439635	FALSE
RGC	Stage_3	ORF_length	ORF is shorter (paired with ORF is longer)	0.4322132097334878	0.3988628317598881	0.4660279663111211	7.67634126448936e-5	373	490	2.0470243371971625e-4	TRUE
RGC	Stage_3	signal_peptide_identified	Signal peptide loss (paired with Signal peptide gain)	0.325	0.22445958517745337	0.43893704560444824	0.002324541288088701	26	54	0.005071726446738984	TRUE
