ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0007268	chemical synaptic transmission	128	-0.4814953832931784	-3.04719396722302	2.597890605135286e-15	2.002921208507385e-13	8.741889741880757e-14	534	tags=70%, list=32%, signal=51%	JPH4/BRSK1/KCNQ2/PTPRN2/MPP2/GAD1/CHRNA5/GABRA2/SV2A/KCNB1/FYN/SYP/CADPS/SYT11/STX1A/GABRA3/ASIC1/STXBP1/EPHB1/GABBR2/STX1B/SEPTIN5/NRXN1/LZTS1/SYBU/CACNG4/ADCY1/SYT7/MTMR2/ACHE/DCC/TUBB2B/SST/SYT4/GRIA1/MAPK8IP2/SNPH/RIMS4/SYT5/DLG2/GRIK3/ADCY8/SYN1/DLGAP3/MAP1B/RAB3B/RAB3A/PPFIA2/UNC13A/SNCB/RIMS3/ABCC8/SNAP25/CAMKV/KIF5A/CACNA1A/GABRB3/INA/SYN3/SNCG/DGKI/TMOD2/CHRNB2/NPTX2/CPLX2/CHRNA4/CNR1/CACNA1E/GRM2/VGF/CNTN2/TH/NSG1/SV2C/GRIA2/CAMK2A/CELF4/CHRNB3/CACNA1B/SHANK2/DRD2/P2RX3/NEFL/ADRA1A/SLC6A1/CNTNAP4/CHAT/SLC18A2/SLC17A6/TNR
GO:0098916	anterograde trans-synaptic signaling	128	-0.4814953832931784	-3.04719396722302	2.597890605135286e-15	2.002921208507385e-13	8.741889741880757e-14	534	tags=70%, list=32%, signal=51%	JPH4/BRSK1/KCNQ2/PTPRN2/MPP2/GAD1/CHRNA5/GABRA2/SV2A/KCNB1/FYN/SYP/CADPS/SYT11/STX1A/GABRA3/ASIC1/STXBP1/EPHB1/GABBR2/STX1B/SEPTIN5/NRXN1/LZTS1/SYBU/CACNG4/ADCY1/SYT7/MTMR2/ACHE/DCC/TUBB2B/SST/SYT4/GRIA1/MAPK8IP2/SNPH/RIMS4/SYT5/DLG2/GRIK3/ADCY8/SYN1/DLGAP3/MAP1B/RAB3B/RAB3A/PPFIA2/UNC13A/SNCB/RIMS3/ABCC8/SNAP25/CAMKV/KIF5A/CACNA1A/GABRB3/INA/SYN3/SNCG/DGKI/TMOD2/CHRNB2/NPTX2/CPLX2/CHRNA4/CNR1/CACNA1E/GRM2/VGF/CNTN2/TH/NSG1/SV2C/GRIA2/CAMK2A/CELF4/CHRNB3/CACNA1B/SHANK2/DRD2/P2RX3/NEFL/ADRA1A/SLC6A1/CNTNAP4/CHAT/SLC18A2/SLC17A6/TNR
GO:0099537	trans-synaptic signaling	128	-0.4814953832931784	-3.04719396722302	2.597890605135286e-15	2.002921208507385e-13	8.741889741880757e-14	534	tags=70%, list=32%, signal=51%	JPH4/BRSK1/KCNQ2/PTPRN2/MPP2/GAD1/CHRNA5/GABRA2/SV2A/KCNB1/FYN/SYP/CADPS/SYT11/STX1A/GABRA3/ASIC1/STXBP1/EPHB1/GABBR2/STX1B/SEPTIN5/NRXN1/LZTS1/SYBU/CACNG4/ADCY1/SYT7/MTMR2/ACHE/DCC/TUBB2B/SST/SYT4/GRIA1/MAPK8IP2/SNPH/RIMS4/SYT5/DLG2/GRIK3/ADCY8/SYN1/DLGAP3/MAP1B/RAB3B/RAB3A/PPFIA2/UNC13A/SNCB/RIMS3/ABCC8/SNAP25/CAMKV/KIF5A/CACNA1A/GABRB3/INA/SYN3/SNCG/DGKI/TMOD2/CHRNB2/NPTX2/CPLX2/CHRNA4/CNR1/CACNA1E/GRM2/VGF/CNTN2/TH/NSG1/SV2C/GRIA2/CAMK2A/CELF4/CHRNB3/CACNA1B/SHANK2/DRD2/P2RX3/NEFL/ADRA1A/SLC6A1/CNTNAP4/CHAT/SLC18A2/SLC17A6/TNR
GO:0099536	synaptic signaling	133	-0.4726267021824626	-3.0088911398700096	3.2567824528575366e-15	2.002921208507385e-13	8.741889741880757e-14	534	tags=69%, list=32%, signal=51%	JPH4/BRSK1/KCNQ2/PTPRN2/MPP2/GAD1/CHRNA5/GABRA2/SV2A/KCNB1/FYN/SYP/CADPS/SYT11/STX1A/GABRA3/ASIC1/STXBP1/EPHB1/GABBR2/STX1B/SEPTIN5/NRXN1/LZTS1/SYBU/CACNG4/ADCY1/SYT7/MTMR2/ACHE/DCC/TUBB2B/SST/SYT4/GRIA1/MAPK8IP2/SNPH/RIMS4/SYT5/DLG2/GRIK3/ADCY8/SYN1/DLGAP3/RGS10/MAP1B/RAB3B/RAB3A/PPFIA2/UNC13A/SNCB/RIMS3/ABCC8/SNAP25/CAMKV/KIF5A/CACNA1A/GABRB3/INA/SYN3/SNCG/DGKI/TMOD2/CHRNB2/RGS8/NPTX2/CPLX2/CHRNA4/CNR1/CACNA1E/GRM2/VGF/CNTN2/TH/NSG1/SV2C/GRIA2/CAMK2A/CELF4/CHRNB3/CACNA1B/SHANK2/DRD2/P2RX3/NEFL/ADRA1A/SLC6A1/CNTNAP4/CHAT/SLC18A2/SLC17A6/TNR
GO:0022402	cell cycle process	181	0.39352568903289553	2.3686162159943116	2.7234279109227017e-9	1.3399265321739692e-7	5.848203092928749e-8	573	tags=56%, list=35%, signal=41%	ZFP36L1/CDC20/GJA1/WNT5A/TCIM/KIF20A/CDC25C/AURKB/PCLAF/SPHK1/NEK2/BIRC5/ZFP36L2/ANXA1/TK1/MKI67/HJURP/SPC24/NFIA/IGF2/ZWINT/HMGA2/NFIB/DLGAP5/CCND1/CCNB1/RMI2/SKA3/BRIP1/TOP2A/RRM2/CDCA5/BMP4/CDT1/DSCC1/GTSE1/KIF18B/KIF23/UBE2C/KIF2C/CCNA2/CTDSP1/CDK18/NUSAP1/FAM83D/RAD51AP1/TTK/KIF4A/TPD52L1/ASPM/BCL6/NDC80/PLK2/CENPK/NUF2/ANLN/MELK/MCM2/TPX2/CENPF/KIF18A/CCNB2/NCAPH/CDCA2/CENPM/CKS1B/PLK1/BUB1B/ADAMTS1/MAP3K20/SGO2/WDR62/PTTG1/BUB1/KIF11/BLM/BCL2/KIF14/SOX2/EGFR/AURKA/STIL/CDK1/RAD51B/XRCC2/CENPH/CENPE/IQGAP2/P3H4/CEP135/SMC4/BMP7/PSRC1/CENPO/GINS1/H2AX/MCM3/SPAG5/FANCD2/TIMELESS/MAD2L1/CCDC8
GO:0051726	regulation of cell cycle	149	0.39780852397479805	2.3299996759345762	1.2712688903400493e-8	4.4676021003378876e-7	1.9499161927020303e-7	576	tags=58%, list=35%, signal=41%	ZFP36L1/CDC20/HES1/WNT5A/TCIM/KIF20A/CDC25C/AURKB/GATA3/PCLAF/SPHK1/NEK2/BIRC5/ZFP36L2/ANXA1/MYOCD/GAS1/MKI67/SPC24/IGF2/ZWINT/HMGA2/DLGAP5/CCND1/CCNB1/RMI2/BRIP1/RRM2/CDCA5/BMP4/CDT1/FOSL1/GTSE1/KIF23/UBE2C/KIF2C/CCNA2/CTDSP1/PRR11/BMP2/CDK18/NUSAP1/FAM83D/RAD51AP1/TTK/ASPM/BCL6/RPRM/NDC80/PLK2/NUF2/ANLN/TPX2/CENPF/CCNB2/NCAPH/CDCA2/CKS1B/PLK1/BUB1B/ADAMTS1/MAP3K20/WDR62/BUB1/KIF11/BLM/BCL2/KIF14/SOX2/EGFR/AURKA/STIL/CDK1/RAD51B/CENPE/SMC4/BMP7/PSRC1/H2AX/TGFB2/SPAG5/FANCD2/TIMELESS/MAD2L1/CCDC8/PRDM11
GO:0007049	cell cycle	234	0.35434114084067925	2.220972633851338	1.1433303019856174e-8	4.4676021003378876e-7	1.9499161927020303e-7	576	tags=52%, list=35%, signal=39%	ZFP36L1/CDC20/HES1/GJA1/WNT5A/TCIM/KIF20A/CDC25C/AURKB/GATA3/PCLAF/AJUBA/SPHK1/NEK2/BIRC5/ZFP36L2/ANXA1/PIMREG/TK1/KRT18/MYOCD/GAS1/MKI67/HJURP/SPC24/NFIA/IGF2/ZWINT/HMGA2/NFIB/DLGAP5/CCND1/CCNB1/RMI2/SKA3/BRIP1/PARD3B/TOP2A/RRM2/CDCA5/BMP4/CDT1/FOSL1/DSCC1/GTSE1/KIF18B/KIF23/UBE2C/KIF2C/CCNA2/CTDSP1/PRR11/BMP2/CDK18/NUSAP1/FAM83D/RAD51AP1/TTK/KIF4A/TPD52L1/ASPM/BCL6/RPRM/NDC80/PLK2/CENPK/NUF2/ANLN/MELK/MCM2/TPX2/PBK/CENPF/KIF18A/CCNB2/NCAPH/CDCA2/CENPM/CKS1B/PLK1/BUB1B/ADAMTS1/MAP3K20/SGO2/WDR62/PTTG1/CDCA3/MCM5/BUB1/KIF11/BLM/BCL2/KIF14/SOX2/EGFR/AURKA/STIL/CHAF1A/CDK1/TUBB6/RAD51B/XRCC2/CENPH/CENPE/IQGAP2/P3H4/CEP135/MAP3K8/SMC4/BMP7/PSRC1/CENPO/GINS1/H2AX/MCM3/TGFB2/SPAG5/FANCD2/TIMELESS/MAD2L1/CCDC8/PRDM11
GO:1903047	mitotic cell cycle process	135	0.41384595915735223	2.3820757799876895	1.9187986770785664e-8	5.900305932016591e-7	2.5752298034475496e-7	573	tags=59%, list=35%, signal=42%	ZFP36L1/CDC20/GJA1/KIF20A/CDC25C/AURKB/SPHK1/NEK2/BIRC5/ZFP36L2/ANXA1/TK1/MKI67/SPC24/NFIA/IGF2/ZWINT/NFIB/DLGAP5/CCND1/CCNB1/RRM2/CDCA5/BMP4/CDT1/GTSE1/KIF18B/KIF23/UBE2C/KIF2C/CCNA2/CTDSP1/CDK18/NUSAP1/TTK/KIF4A/TPD52L1/BCL6/NDC80/PLK2/CENPK/NUF2/ANLN/MELK/MCM2/TPX2/CENPF/KIF18A/CCNB2/NCAPH/CDCA2/CKS1B/PLK1/BUB1B/ADAMTS1/MAP3K20/WDR62/BUB1/KIF11/BLM/BCL2/KIF14/EGFR/AURKA/STIL/CDK1/RAD51B/CENPH/CENPE/IQGAP2/SMC4/BMP7/PSRC1/GINS1/MCM3/SPAG5/FANCD2/MAD2L1/CCDC8
GO:0010564	regulation of cell cycle process	113	0.42724843245698646	2.385188215209677	2.6174150956903227e-8	6.438841135398195e-7	2.810277260635925e-7	573	tags=62%, list=35%, signal=43%	ZFP36L1/CDC20/WNT5A/TCIM/KIF20A/CDC25C/AURKB/SPHK1/NEK2/BIRC5/ZFP36L2/ANXA1/MKI67/SPC24/IGF2/ZWINT/HMGA2/DLGAP5/CCND1/CCNB1/RMI2/BRIP1/RRM2/CDCA5/BMP4/CDT1/GTSE1/KIF23/UBE2C/KIF2C/CTDSP1/NUSAP1/FAM83D/RAD51AP1/TTK/BCL6/NDC80/PLK2/NUF2/ANLN/TPX2/CENPF/NCAPH/CDCA2/PLK1/BUB1B/ADAMTS1/MAP3K20/WDR62/BUB1/KIF11/BLM/BCL2/KIF14/SOX2/EGFR/AURKA/STIL/CDK1/RAD51B/CENPE/SMC4/BMP7/PSRC1/H2AX/SPAG5/FANCD2/TIMELESS/MAD2L1/CCDC8
GO:0000278	mitotic cell cycle	155	0.38889721130848764	2.2904700532058406	2.4826095116747852e-8	6.438841135398195e-7	2.810277260635925e-7	489	tags=50%, list=30%, signal=39%	ZFP36L1/CDC20/HES1/GJA1/KIF20A/CDC25C/AURKB/SPHK1/NEK2/BIRC5/ZFP36L2/ANXA1/TK1/GAS1/MKI67/SPC24/NFIA/IGF2/ZWINT/NFIB/DLGAP5/CCND1/CCNB1/SKA3/RRM2/CDCA5/BMP4/CDT1/GTSE1/KIF18B/KIF23/UBE2C/KIF2C/CCNA2/CTDSP1/CDK18/NUSAP1/TTK/KIF4A/TPD52L1/BCL6/RPRM/NDC80/PLK2/CENPK/NUF2/ANLN/MELK/MCM2/TPX2/PBK/CENPF/KIF18A/CCNB2/NCAPH/CDCA2/CKS1B/PLK1/BUB1B/ADAMTS1/MAP3K20/WDR62/BUB1/KIF11/BLM/BCL2/KIF14/EGFR/AURKA/STIL/CDK1/TUBB6/RAD51B/XRCC2/CENPH/CENPE/IQGAP2
